zone_id,symbol,generated_ts,zone_low,zone_high,zone_center,zone_size_bps,zone_volume,respected_strict_6h,respected_soft_6h,wicked_below_6h,wicked_above_6h,max_close_excursion_bps_6h,respected_strict_12h,respected_soft_12h,wicked_below_12h,wicked_above_12h,max_close_excursion_bps_12h,respected_strict_24h,respected_soft_24h,wicked_below_24h,wicked_above_24h,max_close_excursion_bps_24h
BTCUSDT_000011,BTCUSDT,2022-02-05T00:00:00,36701.44666666667,37182.39875000001,36941.92270833334,130.19140533929067,856096.0915377948,False,False,False,False,1149.2231423683597,False,False,False,False,1231.4846971876082,False,False,False,False,1231.4846971876082
BTCUSDT_000012,BTCUSDT,2022-02-06T00:00:00,41510.9675,42472.87166666667,41991.919583333336,229.06887234763514,1992228.6626174059,False,True,False,False,0.05893991092893616,False,True,False,False,3.804898694448436,False,True,False,False,74.25436522722917
BTCUSDT_000013,BTCUSDT,2022-02-06T00:00:00,36701.44666666667,37182.39875000001,36941.92270833334,130.19140533929067,856096.0915377948,False,False,False,False,1192.574973637249,False,False,False,False,1220.9438273180463,False,False,False,False,1516.5104681290002
BTCUSDT_000014,BTCUSDT,2022-02-06T00:00:00,37663.35083333333,38144.30291666667,37903.826875,126.88747363674668,779440.7334192125,False,False,False,False,908.535461258312,False,False,False,False,936.1843845044037,False,False,False,False,1224.2502844465973
BTCUSDT_000015,BTCUSDT,2022-02-07T00:00:00,36220.49458333333,37182.39875000001,36701.44666666667,262.08889676828574,1605787.4875807357,False,False,False,False,1506.8619229723356,False,False,False,False,1923.7937169415825,False,False,False,False,2087.073384209921
BTCUSDT_000016,BTCUSDT,2022-02-07T00:00:00,41510.9675,41991.919583333336,41751.44354166667,115.19412085796786,1146931.8376731866,False,True,False,False,172.65999819796656,False,False,False,False,539.16229612999,False,False,False,False,682.6926627871233
BTCUSDT_000017,BTCUSDT,2022-02-07T00:00:00,37663.35083333333,38144.30291666667,37903.826875,126.88747363674668,779440.7334192125,False,False,False,False,1205.2865000675042,False,False,False,False,1608.9924385328527,False,False,False,False,1767.0925696822096
BTCUSDT_000018,BTCUSDT,2022-02-08T00:00:00,36262.63458333333,37236.57875,36749.60666666667,265.02165737465526,1621072.6935414937,False,False,False,False,2069.5952800220452,False,False,False,False,2069.5952800220452,False,False,False,False,2069.5952800220452
BTCUSDT_000019,BTCUSDT,2022-02-08T00:00:00,41619.3275,42106.299583333326,41862.81354166666,116.3256938878789,1048412.2378406846,False,False,False,False,653.5538787768135,False,False,False,False,653.5538787768135,False,False,False,False,653.5538787768135
BTCUSDT_000020,BTCUSDT,2022-02-08T00:00:00,37723.55083333334,38210.52291666667,37967.036875000005,128.26180903624353,793885.266453437,False,False,False,False,1746.7091533024284,False,False,False,False,1746.7091533024284,False,False,False,False,1746.7091533024284
BTCUSDT_000021,BTCUSDT,2022-02-09T00:00:00,41351.27666666666,42413.457500000004,41882.36708333333,253.61050659336559,1802596.6868590182,False,False,False,False,330.7937436399865,False,False,False,False,487.46349410906026,False,False,False,False,573.5784931210247
BTCUSDT_000022,BTCUSDT,2022-02-09T00:00:00,36571.46291666667,37102.553333333344,36837.00812500001,144.17305956675688,959216.9144371051,False,False,False,False,1817.831308108347,False,False,False,False,1995.9592379807727,False,False,False,False,2093.868926730773
BTCUSDT_000023,BTCUSDT,2022-02-09T00:00:00,37633.64375,38164.734166666676,37899.18895833334,140.13239630287555,850117.0753323473,False,False,False,False,1486.6191040466779,False,False,False,False,1659.754735186805,False,False,False,False,1754.920360075644
BTCUSDT_000024,BTCUSDT,2022-02-10T00:00:00,36571.46291666667,37102.553333333344,36837.00812500001,144.17305956675688,959216.9144371051,False,False,False,False,2093.868926730773,False,False,False,False,2126.5208727280838,False,False,False,False,2126.5208727280838
BTCUSDT_000025,BTCUSDT,2022-02-10T00:00:00,37633.64375,38164.734166666676,37899.18895833334,140.13239630287555,850117.0753323473,False,False,False,False,1754.920360075644,False,False,False,False,1786.6571869856434,False,False,False,False,1786.6571869856434
BTCUSDT_000026,BTCUSDT,2022-02-10T00:00:00,42413.457500000004,42944.54791666666,42679.00270833333,124.43833805023753,839100.7736662874,False,False,False,False,438.433881906986,False,False,False,False,466.6163586208839,False,False,False,False,466.6163586208839
BTCUSDT_000027,BTCUSDT,2022-02-11T00:00:00,42599.082500000004,43681.888333333336,43140.48541666667,250.9952827083875,1645655.4474133607,True,True,False,False,0.0,False,True,True,True,0.0,False,True,False,True,117.82957356423704
BTCUSDT_000028,BTCUSDT,2022-02-11T00:00:00,36643.65041666667,37185.053333333344,36914.35187500001,146.66461394201932,960804.2085654858,False,False,False,False,1665.4488984351567,False,False,False,False,1751.0307883921523,False,False,False,False,1751.0307883921523
BTCUSDT_000029,BTCUSDT,2022-02-11T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,883114.7026310499,False,False,False,False,1333.018346322907,False,False,False,False,1416.1614072921013,False,False,False,False,1416.1614072921013
BTCUSDT_000030,BTCUSDT,2022-02-12T00:00:00,42599.082500000004,43681.888333333336,43140.48541666667,250.9952827083875,1762234.0719580473,False,True,False,False,117.82957356423704,False,True,False,False,117.82957356423704,False,True,False,False,117.82957356423704
BTCUSDT_000031,BTCUSDT,2022-02-12T00:00:00,36643.65041666667,37185.053333333344,36914.35187500001,146.66461394201932,960804.2085654858,False,False,False,False,1408.8305503174051,False,False,False,False,1478.9956722399186,False,False,False,False,1478.9956722399186
BTCUSDT_000032,BTCUSDT,2022-02-12T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,883114.7026310499,False,False,False,False,1083.7128568777744,False,False,False,False,1151.8784817879741,False,False,False,False,1151.8784817879741
BTCUSDT_000033,BTCUSDT,2022-02-13T00:00:00,36643.65041666667,37185.053333333344,36914.35187500001,146.66461394201932,960804.2085654858,False,False,False,False,1429.5108538097975,False,False,False,False,1452.9353474302752,False,False,False,False,1452.9353474302752
BTCUSDT_000034,BTCUSDT,2022-02-13T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,883114.7026310499,False,False,False,False,1103.8038333097443,False,False,False,False,1126.5607986237674,False,False,False,False,1126.5607986237674
BTCUSDT_000035,BTCUSDT,2022-02-13T00:00:00,41516.27666666666,42057.67958333333,41786.978124999994,129.56259125681234,861402.3490677242,False,True,False,False,96.75751509410426,False,True,False,False,117.45056443146915,False,True,False,False,117.45056443146915
BTCUSDT_000036,BTCUSDT,2022-02-14T00:00:00,41516.27666666666,42599.082500000004,42057.67958333333,257.45734050492933,1713400.098015443,True,True,False,False,0.0,False,True,False,True,0.0,False,False,False,False,384.07194976113647
BTCUSDT_000037,BTCUSDT,2022-02-14T00:00:00,36643.65041666667,37185.053333333344,36914.35187500001,146.66461394201932,960804.2085654858,False,False,False,False,1383.0275779876897,False,False,False,False,1457.413280581038,False,False,False,False,1904.2313652071011
BTCUSDT_000038,BTCUSDT,2022-02-14T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,883114.7026310499,False,False,False,False,1058.6451924142532,False,False,False,False,1130.9111240157042,False,False,False,False,1564.9962239226018
BTCUSDT_000039,BTCUSDT,2022-02-15T00:00:00,41516.27666666666,42599.082500000004,42057.67958333333,257.45734050492933,1963723.5727555412,False,False,False,False,384.07194976113647,False,False,False,False,384.07194976113647,False,False,False,False,459.0166455034344
BTCUSDT_000040,BTCUSDT,2022-02-15T00:00:00,36643.65041666667,37185.053333333344,36914.35187500001,146.66461394201932,960804.2085654858,False,False,False,False,1904.2313652071011,False,False,False,False,1904.2313652071011,False,False,False,False,1989.6182090740429
BTCUSDT_000041,BTCUSDT,2022-02-15T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,883114.7026310499,False,False,False,False,1564.9962239226018,False,False,False,False,1564.9962239226018,False,False,False,False,1647.9497970344316
BTCUSDT_000042,BTCUSDT,2022-02-16T00:00:00,41516.27666666666,42599.082500000004,42057.67958333333,257.45734050492933,1967362.1010946685,False,False,False,False,372.44506009807014,False,False,False,False,381.17117156298804,False,False,False,False,381.17117156298804
BTCUSDT_000043,BTCUSDT,2022-02-16T00:00:00,36643.65041666667,37185.053333333344,36914.35187500001,146.66461394201932,960804.2085654858,False,False,False,False,1890.9844849244437,False,False,False,False,1900.926417570118,False,False,False,False,1900.926417570118
BTCUSDT_000044,BTCUSDT,2022-02-16T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,883114.7026310499,False,False,False,False,1552.126840276762,False,False,False,False,1561.7854574506323,False,False,False,False,1561.7854574506323
BTCUSDT_000045,BTCUSDT,2022-02-17T00:00:00,41516.27666666666,42599.082500000004,42057.67958333333,257.45734050492933,1818512.8295895783,False,False,False,False,309.88811387408964,False,False,False,False,309.88811387408964,False,False,False,False,320.7682116636017
BTCUSDT_000046,BTCUSDT,2022-02-17T00:00:00,36643.65041666667,37185.053333333344,36914.35187500001,146.66461394201932,960804.2085654858,False,False,False,False,1819.711392851498,False,False,False,False,1819.711392851498,False,False,False,False,1819.711392851498
BTCUSDT_000047,BTCUSDT,2022-02-17T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,883114.7026310499,False,False,False,False,1482.8848190657131,False,False,False,False,1482.8848190657131,False,False,False,False,1482.8848190657131
BTCUSDT_000048,BTCUSDT,2022-02-18T00:00:00,36643.65041666667,37185.053333333344,36914.35187500001,146.66461394201932,960804.2085654858,False,False,False,False,935.123194998979,False,False,False,False,935.123194998979,False,False,False,False,935.123194998979
BTCUSDT_000049,BTCUSDT,2022-02-18T00:00:00,42057.67958333333,42599.082500000004,42328.38104166667,127.90541554937668,907234.656929776,False,False,False,False,446.6222276425852,False,False,False,False,532.1676680986138,False,False,False,False,532.1676680986138
BTCUSDT_000050,BTCUSDT,2022-02-18T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,883114.7026310499,False,False,False,False,623.5047504128805,False,False,False,False,623.5047504128805,False,False,False,False,623.5047504128805
BTCUSDT_000051,BTCUSDT,2022-02-19T00:00:00,36643.65041666667,37185.053333333344,36914.35187500001,146.66461394201932,960804.2085654858,False,False,False,False,829.1481527377239,False,False,False,False,829.1481527377239,False,False,False,False,829.1481527377239
BTCUSDT_000052,BTCUSDT,2022-02-19T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,883114.7026310499,False,False,False,False,520.5496812461672,False,False,False,False,520.5496812461672,False,False,False,False,520.5496812461672
BTCUSDT_000053,BTCUSDT,2022-02-19T00:00:00,43681.888333333336,44223.29125000001,43952.58979166667,123.17884321103695,872779.2089320765,False,False,False,False,878.0115919506087,False,False,False,False,878.0115919506087,False,False,False,False,1220.8355318235874
BTCUSDT_000054,BTCUSDT,2022-02-20T00:00:00,36102.2475,37185.053333333344,36643.65041666667,295.4961694648339,1752231.2405851865,False,False,False,False,432.63884701443186,False,False,False,False,432.63884701443186,False,False,False,False,567.9419607496536
BTCUSDT_000055,BTCUSDT,2022-02-20T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,883114.7026310499,False,True,False,False,132.25748020176536,False,True,False,False,132.25748020176536,False,False,False,False,262.7409242019094
BTCUSDT_000056,BTCUSDT,2022-02-20T00:00:00,43681.888333333336,44223.29125000001,43952.58979166667,123.17884321103695,872779.2089320765,False,False,False,False,1220.8355318235874,False,False,False,False,1222.4509087635247,False,False,False,False,1395.1369788216548
BTCUSDT_000057,BTCUSDT,2022-02-21T00:00:00,36102.2475,37185.053333333344,36643.65041666667,295.4961694648339,1672964.258446147,False,False,False,False,567.9419607496536,False,False,False,False,567.9419607496536,False,False,False,False,567.9419607496536
BTCUSDT_000058,BTCUSDT,2022-02-21T00:00:00,43681.888333333336,44223.29125000001,43952.58979166667,123.17884321103695,872779.2089320765,False,False,False,False,1395.1369788216548,False,False,False,False,1395.1369788216548,False,False,False,False,1615.806569532301
BTCUSDT_000059,BTCUSDT,2022-02-21T00:00:00,37726.45625,38267.859166666676,37997.15770833334,142.48510923435086,821710.1846065979,False,False,False,False,262.7409242019094,False,False,False,False,262.7409242019094,False,False,False,False,301.72158107198845
BTCUSDT_000060,BTCUSDT,2022-02-22T00:00:00,37726.45625,38809.262083333335,38267.85916666667,282.9543791873555,1849185.5031535714,False,True,False,False,255.5293845263675,False,True,False,False,255.5293845263675,False,True,False,True,255.5293845263675
BTCUSDT_000061,BTCUSDT,2022-02-22T00:00:00,36643.65041666667,37185.053333333344,36914.35187500001,146.66461394201932,935269.4369753831,False,True,True,False,86.5914340712376,False,True,True,False,231.49442513858418,False,False,True,False,425.89036155647057
BTCUSDT_000062,BTCUSDT,2022-02-22T00:00:00,43681.888333333336,44223.29125000001,43952.58979166667,123.17884321103695,872779.2089320765,False,False,False,False,1577.4470551557524,False,False,False,False,1577.4470551557524,False,False,False,False,1577.4470551557524
BTCUSDT_000063,BTCUSDT,2022-02-23T00:00:00,36643.65041666667,38809.262083333335,37726.45625,574.0299731085037,4072157.680422089,False,True,False,True,0.0,False,True,False,True,0.0,False,False,False,True,460.11488732569944
BTCUSDT_000064,BTCUSDT,2022-02-24T00:00:00,36768.526249999995,38497.854583333334,37633.190416666665,459.52211709572947,3636883.2450371375,False,False,False,False,394.9243297059888,False,False,False,False,394.9243297059888,False,False,False,False,394.9243297059888
BTCUSDT_000065,BTCUSDT,2022-02-25T00:00:00,36708.658333333326,38632.625,37670.64166666666,510.73371239362785,4015305.890526871,False,True,False,False,25.849042036935483,False,True,False,False,200.65360359094848,False,True,False,False,200.65360359094848
BTCUSDT_000066,BTCUSDT,2022-02-26T00:00:00,36708.658333333326,38632.625,37670.64166666666,510.73371239362785,3658478.1343576927,False,True,False,False,150.56154472194052,False,True,False,False,160.80825098767272,False,True,False,False,220.53646108585485
BTCUSDT_000067,BTCUSDT,2022-02-27T00:00:00,37189.649999999994,39113.61666666667,38151.63333333333,504.29470472649257,3639714.6172166513,False,True,False,False,91.68240066611378,False,True,False,False,91.68240066611378,False,True,True,False,91.68240066611378
BTCUSDT_000068,BTCUSDT,2022-02-28T00:00:00,37670.64166666666,39113.61666666667,38392.129166666666,375.85177777867165,3066042.137516626,False,True,True,False,0.0,False,False,True,False,571.1543956872235,False,False,True,False,1168.5424670920504
BTCUSDT_000069,BTCUSDT,2022-02-28T00:00:00,43442.541666666664,43923.53333333333,43683.0375,110.10948280935561,789580.512490786,False,False,False,False,1174.859158241151,False,False,False,False,1174.859158241151,False,False,False,True,1174.859158241151
BTCUSDT_000070,BTCUSDT,2022-03-01T00:00:00,37670.64166666666,39113.61666666667,38392.129166666666,375.85177777867165,3124522.6975435484,False,False,False,False,1168.5424670920504,False,False,False,False,1192.974558261778,False,False,False,False,1375.4077848638888
BTCUSDT_000071,BTCUSDT,2022-03-01T00:00:00,43442.541666666664,43923.53333333333,43683.0375,110.10948280935561,811180.9130177493,False,True,True,True,0.0,False,True,True,True,0.0,False,True,True,False,107.72297294268186
BTCUSDT_000072,BTCUSDT,2022-03-02T00:00:00,37670.64166666666,39113.61666666667,38392.129166666666,375.85177777867165,2957739.944401594,False,False,False,False,1298.7514476437284,False,False,False,False,1302.9971095420917,False,False,False,False,1302.9971095420917
BTCUSDT_000073,BTCUSDT,2022-03-02T00:00:00,43442.541666666664,43923.53333333333,43683.0375,110.10948280935561,969143.2428328238,False,True,False,False,40.35128433242997,False,True,True,False,44.082709831399825,False,True,False,False,44.082709831399825
BTCUSDT_000074,BTCUSDT,2022-03-03T00:00:00,43442.541666666664,44404.525,43923.53333333333,219.0131941419415,2058096.9112636852,False,True,False,False,14.876231875699242,False,False,False,False,278.19748866590857,False,False,False,False,458.7385198215685
