variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,break_state_at_entry,vah_at_entry,val_at_entry,poc_distance_atr_at_entry
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-28 09:47:00+00:00,63689.0,2024-04-28 09:49:00+00:00,63658.2,-0.0005164000062805032,2,take_profit,-1,63701.525,62745.675,20.454884469144183
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-29 15:10:00+00:00,62808.0,2024-04-29 15:29:00+00:00,62883.9,-0.002208444784103868,19,breakout_resume_up,-1,62882.2,61841.6,4.56824987093435
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-29 15:35:00+00:00,62830.3,2024-04-29 15:40:00+00:00,62889.8,-0.0019469953191374447,5,breakout_resume_up,-1,62882.2,61841.6,4.921090909090867
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-29 16:10:00+00:00,62934.2,2024-04-29 16:11:00+00:00,62970.7,-0.0015799708266729376,1,breakout_resume_up,-1,62968.916666666664,61841.6,6.47406671546571
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-29 17:08:00+00:00,62879.7,2024-04-29 17:11:00+00:00,62830.3,-0.00021437284210967713,3,take_profit,-1,62882.2,61841.6,7.710440340908997
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-29 20:17:00+00:00,63052.0,2024-04-29 20:18:00+00:00,63059.2,-0.001114191461016322,1,breakout_resume_up,-1,63057.8,62145.65,2.3326597382602
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-29 20:23:00+00:00,63038.3,2024-04-29 20:27:00+00:00,63007.9,-0.0005177534927178753,4,take_profit,-1,63057.8,62145.65,2.570439976690041
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-29 21:56:00+00:00,63018.7,2024-04-29 21:57:00+00:00,63051.6,-0.001522067259400849,1,breakout_resume_up,-1,63046.53333333333,62218.14166666666,3.294108162889127
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-30 04:56:00+00:00,63374.3,2024-04-30 04:58:00+00:00,63394.1,-0.001312429486400534,2,breakout_resume_up,-1,63384.375,61841.6,23.219125723615733
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-30 05:03:00+00:00,63320.2,2024-04-30 05:06:00+00:00,63431.8,-0.002762470743933209,3,hard_stop,-1,63384.375,61841.6,23.20031951371514
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-04-30 05:15:00+00:00,63374.8,2024-04-30 05:20:00+00:00,63335.8,-0.00038461344256712684,5,take_profit,-1,63384.375,61841.6,23.236414253897326
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-01 23:39:00+00:00,58196.5,2024-05-01 23:41:00+00:00,58343.3,-0.003522488465801276,2,hard_stop,-1,58371.575,56760.6875,19.153948643410814
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-01 23:52:00+00:00,58299.4,2024-05-01 23:56:00+00:00,58356.0,-0.001970850471874396,4,breakout_resume_up,-1,58344.45,56757.975,10.51806176351066
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-02 00:07:00+00:00,58309.3,2024-05-02 00:09:00+00:00,58371.4,-0.0020650102127791605,2,breakout_resume_up,-1,58344.45,56757.975,10.659285365058665
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-02 11:33:00+00:00,58116.2,2024-05-02 11:35:00+00:00,58182.9,-0.0021477006411293456,2,breakout_resume_up,-1,58165.52916666667,56927.15833333333,9.17803592534563
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-02 11:41:00+00:00,58275.3,2024-05-02 11:42:00+00:00,58352.1,-0.0023178825334232425,1,breakout_resume_up,-1,58278.10833333334,57039.7375,13.81201961189817
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-02 13:49:00+00:00,58309.0,2024-05-02 13:55:00+00:00,58448.0,-0.0033838515495036017,6,breakout_resume_up,-1,58390.6875,56927.15833333333,9.09589855739712
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-02 14:14:00+00:00,58368.0,2024-05-02 14:15:00+00:00,58482.0,-0.002953125,1,breakout_resume_up,-1,58390.6875,56927.15833333333,9.977128576939547
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-02 14:20:00+00:00,58391.0,2024-05-02 14:24:00+00:00,58581.1,-0.004255638711445297,4,hard_stop,-1,58728.425,57152.316666666666,0.5188431654990027
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-02 18:05:00+00:00,59266.4,2024-05-02 18:06:00+00:00,59317.7,-0.0018655831972246286,1,breakout_resume_up,-1,59292.887500000004,57627.7,12.009786268824199
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-02 18:11:00+00:00,59306.0,2024-05-02 18:15:00+00:00,59180.6,0.001114457221866317,4,take_profit,-1,59403.9,57627.7,11.753301597051463
vpvr_reversion_1m_volume_profile_break_20260709,BTCUSDT,short,2024-05-02 18:54:00+00:00,59272.0,2024-05-02 18:56:00+00:00,59335.6,-0.002073019300850353,2,breakout_resume_up,-1,59282.8,57548.799999999996,11.462802257982931
