symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_1h_at_entry,ema50_4h_at_entry,ema50_4h_slope_at_entry
ETHUSDT,long,2022-08-07,1708.251582,2022-08-07,1699.849962,rsi_cross_back,-24.591284119179768,-0.004918256823835954,11,13.820236012259866,1658.83830127292,0.0008314096827088916
ETHUSDT,short,2022-08-10,1700.4200159999998,2022-08-10,1706.8585600000001,rsi_cross_back,-18.85616310045069,-0.003772160242732858,2,17.718914971568765,1691.4977402737345,-0.00013264445571449992
ETHUSDT,long,2022-08-11,1880.566038,2022-08-12,1872.6254000000001,rsi_cross_back,-21.103188707845373,-0.004222472297992108,11,24.313651275798808,1741.532199235949,0.003708024711354853
ETHUSDT,long,2022-08-12,1884.096744,2022-08-12,1880.82376,rsi_cross_back,-8.680210499886462,-0.001737163450031387,1,21.671926357565308,1762.7540659335325,0.0024571020613114065
ETHUSDT,long,2022-08-15,1974.2247659999998,2022-08-15,1906.588606,atr_hard_stop<entry-2.5*ATR@entry,-171.17258032498245,-0.03425960466347422,5,20.795927467205583,1856.7129026614448,0.001730799234598049
ETHUSDT,long,2022-08-16,1907.021328,2022-08-16,1889.5020240000001,rsi_cross_back,-45.82142308552291,-0.009186737317916305,1,22.198403424318887,1870.0472209180637,0.0003611990929388507
ETHUSDT,long,2022-08-17,1895.348994,2022-08-17,1886.802564,rsi_cross_back,-22.480361567559253,-0.004509159013487696,1,20.87865510181816,1872.5572405514154,8.965428613955936e-05
ETHUSDT,short,2022-08-22,1610.582052,2022-08-22,1589.462044,rsi_cross_back,66.22984397082746,0.013287519560297056,15,22.60606084957512,1748.787777376806,-0.0030402527942360253
ETHUSDT,short,2022-08-22,1582.186374,2022-08-22,1587.422452,rsi_cross_back,-16.45174021234785,-0.003298477978186054,6,24.34832365663657,1723.4251020996405,-0.003155165259116693
ETHUSDT,short,2022-08-23,1571.41422,2022-08-23,1601.919552,rsi_cross_back,-94.96458537792587,-0.019042986248538063,2,23.534011793031905,1709.5902215356132,-0.0023896517085949
ETHUSDT,short,2022-08-24,1622.994534,2022-08-24,1637.442446,rsi_cross_back,-43.95942024803372,-0.008823462488891654,4,23.623423420981737,1696.4484594558487,-0.000746223981003455
ETHUSDT,long,2022-08-26,1690.9581239999998,2022-08-26,1686.81257,rsi_cross_back,-12.208744221685235,-0.0024516006287567116,1,16.324990897005122,1689.7339677915493,0.00012987747730855144
ETHUSDT,short,2022-08-26,1634.6668679999998,2022-08-29,1475.60482,rsi_cross_back,536.7407105336072,0.10779447575943801,70,24.059082521239294,1686.164589914196,-0.0013787105366844076
ETHUSDT,short,2022-08-30,1524.894918,2022-08-31,1552.959346,rsi_cross_back,-90.46874843197276,-0.018071579318728714,1,28.560870972801617,1573.844497435382,-0.000791518720846976
ETHUSDT,long,2022-09-05,1568.033544,2022-09-05,1562.177502,rsi_cross_back,-18.67921887509963,-0.0037346407686288385,1,12.935679120297712,1568.7219730673032,0.00017586694741458076
ETHUSDT,long,2022-09-11,1766.4632219999999,2022-09-12,1735.222886,rsi_cross_back,-88.43819483430215,-0.01768524564277618,1,18.41047285021216,1662.3177721553834,0.002491836292573352
ETHUSDT,long,2022-09-12,1761.9623219999999,2022-09-12,1736.112708,rsi_cross_back,-73.29966976084748,-0.014670923252580015,1,21.893315875948243,1666.3880556002703,0.002448559182285148
ETHUSDT,short,2022-09-15,1605.8511059999998,2022-09-15,1619.666002,rsi_cross_back,-42.584155064283976,-0.008529472115202275,2,24.949661790150437,1660.070405089051,-0.0005327744118084316
ETHUSDT,short,2022-09-15,1600.16997,2022-09-15,1636.32267,rsi_cross_back,-110.25858541939849,-0.022093869786696807,1,27.64603387498562,1657.9315656737942,-0.0012884028344220086
ETHUSDT,short,2022-09-15,1607.97153,2022-09-17,1445.0309359999999,rsi_cross_back,562.0989177835596,0.11275924268516846,54,30.565508800370257,1657.0969944709004,-0.0005033809719128166
ETHUSDT,short,2022-09-18,1451.8003019999999,2022-09-18,1455.138914,rsi_cross_back,-11.50174548433977,-0.0022943596435220925,2,14.744434026537464,1564.8536017219424,-0.0024983416028991584
ETHUSDT,short,2022-09-18,1452.100362,2022-09-18,1453.00934,rsi_cross_back,-3.1357208950446953,-0.0006255830399549689,1,13.261494736261941,1564.8536017219424,-0.0024983416028991584
ETHUSDT,short,2022-09-19,1341.798306,2022-09-19,1351.059734,rsi_cross_back,-34.35913748568804,-0.006854935993525824,1,22.506143876370366,1505.6434329119666,-0.005332022669268318
ETHUSDT,short,2022-09-19,1328.755698,2022-09-19,1344.4210620000001,rsi_cross_back,-58.384175790748394,-0.011652126288988596,1,22.68096079136018,1499.207612013458,-0.004274465492843487
ETHUSDT,short,2022-09-20,1355.271,2022-09-20,1356.6186220000002,rsi_cross_back,-4.974474308709834,-0.0009933683484408817,1,20.763844026097157,1489.2194142423348,-0.003094047876481534
ETHUSDT,short,2022-09-20,1352.840514,2022-09-20,1359.987948,rsi_cross_back,-26.31663741953937,-0.0052555127495880205,1,18.49397679614812,1479.0376369072842,-0.0033142971892348586
ETHUSDT,short,2022-09-26,1297.479444,2022-09-26,1315.58683,rsi_cross_back,-68.90288531359056,-0.0137637331015239,1,16.140789802216332,1354.5229182705143,-0.0017772027647728775
ETHUSDT,long,2022-10-06,1358.3916239999999,2022-10-06,1357.268492,rsi_cross_back,-4.136261557237746,-0.0008268101629578251,8,10.371091106419295,1335.8665474556449,0.0009937979279998326
ETHUSDT,short,2022-10-09,1320.083964,2022-10-09,1322.8653740000002,rsi_cross_back,-10.518010399407299,-0.002102564671104812,4,6.079894328559365,1334.3281200203023,-0.00023878884799362481
ETHUSDT,short,2022-10-11,1291.218192,2022-10-12,1291.651618,rsi_cross_back,-1.6784489689345312,-0.0003355595223665242,11,9.716665717614893,1321.9912046945385,-0.0008770403029169195
ETHUSDT,short,2022-10-16,1281.936336,2022-10-16,1286.0927299999998,rsi_cross_back,-16.165000165080972,-0.003231799623033327,5,6.610854337263976,1301.0629701548526,-0.0005588212573769786
ETHUSDT,short,2022-10-16,1284.80691,2022-10-16,1307.828382,atr_hard_stop>entry+2.5*ATR@entry,-88.03258104279142,-0.017602823364938902,3,5.9616952987268785,1299.8442258138411,-0.0004235518612659442
ETHUSDT,long,2022-10-18,1324.8449159999998,2022-10-18,1321.68561,rsi_cross_back,-11.915309952902012,-0.0023846609983140254,4,8.95348390780854,1306.9653074532798,0.0009307245341123895
ETHUSDT,short,2022-10-20,1292.578464,2022-10-20,1297.6404200000002,rsi_cross_back,-19.4890608229175,-0.0039008926679396927,1,8.11907983279226,1303.9322311217613,-0.00013433947522697876
ETHUSDT,short,2022-10-21,1279.915932,2022-10-21,1297.2105060000001,rsi_cross_back,-66.59499743865102,-0.013332126065898509,1,9.806832932554284,1299.9737949671007,-0.0007672064810535168
ETHUSDT,long,2022-10-24,1341.8883239999998,2022-10-24,1334.852976,rsi_cross_back,-26.171089665040576,-0.005242871462677656,1,10.307296782764418,1310.9723622220242,0.0013230180852632977
ETHUSDT,long,2022-10-24,1341.998346,2022-10-25,1339.9219620000001,rsi_cross_back,-7.7213710978593415,-0.0015472329054568856,7,9.78471611943636,1312.17423037018,0.0009167761142719918
ETHUSDT,long,2022-10-28,1540.488036,2022-10-30,1597.690398,rsi_cross_back,185.2937478936111,0.03713262333963363,44,20.65423178520828,1423.5127959666802,0.002145811186821494
ETHUSDT,long,2022-11-03,1553.650668,2022-11-03,1547.1405100000002,rsi_cross_back,-20.948303791214787,-0.004190232807211647,2,19.794953452240023,1537.6092407283604,0.00025863843071502707
ETHUSDT,long,2022-11-03,1552.71048,2022-11-03,1543.9111560000001,rsi_cross_back,-28.32556205376378,-0.005667073233124431,1,16.662749565178483,1537.8614273664639,0.0001640121764512855
ETHUSDT,short,2022-11-03,1542.768492,2022-11-03,1546.49064,4h_trend_reversal,-12.026603043575312,-0.0024068351296326895,1,17.852347514634328,1537.629606685426,-0.0001507422430347147
ETHUSDT,long,2022-11-05,1636.197174,2022-11-05,1629.634008,rsi_cross_back,-20.041126007878926,-0.004011231717235497,3,13.486357128417314,1563.6150286676716,0.0022490611330877185
ETHUSDT,long,2022-11-05,1633.566648,2022-11-05,1631.133708,rsi_cross_back,-7.439637882988696,-0.0014893423558681729,1,12.099630517095123,1566.448556955214,0.001812164909899031
ETHUSDT,long,2022-11-05,1632.8565059999999,2022-11-05,1626.654604,rsi_cross_back,-18.97150536777327,-0.0037981916826191897,2,11.062742639740186,1569.0678292314801,0.001672108710264584
ETHUSDT,long,2022-11-06,1631.786292,2022-11-06,1620.02593,rsi_cross_back,-35.99149112057578,-0.00720704791899307,3,10.413381267871273,1575.2402792384107,0.0012359267706646864
ETHUSDT,long,2022-11-07,1592.3484059999998,2022-11-07,1577.88436,rsi_cross_back,-45.34585549290952,-0.009083468131408368,1,14.718678935278184,1578.8032521063988,3.0940121299157064e-05
ETHUSDT,long,2022-11-07,1589.1277619999998,2022-11-07,1575.0849200000002,rsi_cross_back,-44.09453912359099,-0.008836823782076508,3,14.153501319535769,1579.3219481022263,0.0003285374508416585
ETHUSDT,short,2022-11-14,1231.5562619999998,2022-11-14,1240.70181,rsi_cross_back,-36.7653749195559,-0.00737126997501536,1,23.210826811966164,1323.7856350471125,-0.0024134944879745527
ETHUSDT,short,2022-11-14,1216.513254,2022-11-14,1243.031344,rsi_cross_back,-106.36451085714,-0.02133340412371776,4,22.725374091067664,1323.7856350471125,-0.0024134944879745527
ETHUSDT,short,2022-11-15,1243.808712,2022-11-15,1257.028544,rsi_cross_back,-52.37860011418725,-0.010516731750524144,1,18.00827564629336,1308.504946891431,-0.0013751242018237636
ETHUSDT,short,2022-11-15,1253.880726,2022-11-16,1260.887772,rsi_cross_back,-27.663249784369167,-0.00555723209916259,5,18.314125429712135,1306.4961254447082,-0.001535203555397374
ETHUSDT,short,2022-11-17,1202.960544,2022-11-18,1215.986754,rsi_cross_back,-53.3105549317693,-0.010712460441818283,5,14.550777478181509,1274.4744228325908,-0.0026088815547825554
ETHUSDT,short,2022-11-20,1208.39163,2022-11-22,1132.763402,rsi_cross_back,332.0748669778914,0.06676436391436313,53,6.3564542579316345,1245.107502893517,-0.0008096175324071021
