symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_at_entry
BTCUSDT,short,2024-04-23T08:11:00+00:00,65969.1912,2024-04-23T08:22:00+00:00,66118.37368,atr_trailing>entry+2.0*ATR,-2.26139622581889,-0.00226139622581889,11,58.37753723843521
BTCUSDT,short,2024-04-23T11:05:00+00:00,66031.60367999999,2024-04-23T11:12:00+00:00,66147.2679,atr_trailing>entry+2.0*ATR,-1.7516098039088783,-0.0017516494156426532,7,41.06116104297119
BTCUSDT,short,2024-04-23T11:36:00+00:00,65949.38724,2024-04-23T11:38:00+00:00,65880.8212,profit_lock,1.0396349581105195,0.0010396766803983937,2,35.74352680373637
BTCUSDT,short,2024-04-23T11:43:00+00:00,65853.6681,2024-04-23T11:51:00+00:00,65954.60644,atr_trailing>entry+2.0*ATR,-1.5327215877381326,-0.0015327671625935402,8,46.322199681210634
BTCUSDT,short,2024-04-23T12:45:00+00:00,65874.27222,2024-04-23T12:55:00+00:00,65994.89838000001,atr_trailing>entry+2.0*ATR,-1.8310748704840638,-0.0018311573841325313,10,41.72125366580876
BTCUSDT,long,2024-04-23T13:31:00+00:00,66200.03736,2024-04-23T13:48:00+00:00,66391.61902,profit_lock,2.893797749802994,0.002893981146236513,17,52.474183748010105
BTCUSDT,long,2024-04-23T13:49:00+00:00,66327.96294,2024-04-23T14:19:00+00:00,66728.55162,profit_lock,6.039306327149049,0.006039514289958969,30,85.74737618909819
BTCUSDT,long,2024-04-23T14:32:00+00:00,66968.391,2024-04-23T14:41:00+00:00,66694.75838000001,atr_trailing<entry-2.0*ATR,-4.086102700737923,-0.004085996630858069,9,96.54010187621992
BTCUSDT,long,2024-04-23T14:44:00+00:00,66625.3224,2024-04-23T15:01:00+00:00,66712.75478,profit_lock,1.3122799854888891,0.0013122995409324822,17,108.66151220713841
BTCUSDT,long,2024-04-23T15:38:00+00:00,66560.40942000001,2024-04-23T15:42:00+00:00,66390.2193,atr_trailing<entry-2.0*ATR,-2.55692263221249,-0.0025569271806322735,4,76.18159533286095
BTCUSDT,long,2024-04-23T15:58:00+00:00,66313.36002000001,2024-04-23T16:10:00+00:00,66585.98014,profit_lock,4.110976495215102,0.00411108892563683,12,69.62923277196143
BTCUSDT,long,2024-04-23T17:45:00+00:00,66833.46402,2024-04-23T17:50:00+00:00,66671.96294,atr_trailing<entry-2.0*ATR,-2.4165035419585466,-0.0024164702872750965,5,42.320381731944444
BTCUSDT,long,2024-04-23T18:05:00+00:00,66795.3564,2024-04-23T18:12:00+00:00,66663.6646,atr_trailing<entry-2.0*ATR,-1.9715506744866467,-0.0019715711854484397,7,46.50211358773321
BTCUSDT,short,2024-04-23T19:18:00+00:00,66538.90512000001,2024-04-23T19:24:00+00:00,66594.6784,atr_trailing>entry+2.0*ATR,-0.8381803107748077,-0.0008382055565749891,6,36.0682001400624
BTCUSDT,short,2024-04-23T19:31:00+00:00,66445.98654,2024-04-23T19:39:00+00:00,66527.39186,atr_trailing>entry+2.0*ATR,-1.225088076490165,-0.0012251352450158848,8,34.9040300759052
BTCUSDT,short,2024-04-23T19:45:00+00:00,66459.7893,2024-04-23T19:59:00+00:00,66442.70880000001,profit_lock,0.25699198444735616,0.00025700502785064305,14,35.22950190598939
BTCUSDT,short,2024-04-23T20:03:00+00:00,66415.7805,2024-04-23T20:09:00+00:00,66297.23790000001,profit_lock,1.7847699376864552,0.0017848559349533666,6,44.918461185426445
BTCUSDT,short,2024-04-23T20:15:00+00:00,66163.23,2024-04-23T20:23:00+00:00,66035.7902,profit_lock,1.926083932873893,0.0019261423603411654,8,60.04501399478552
BTCUSDT,short,2024-04-23T20:24:00+00:00,66096.91674,2024-04-23T20:33:00+00:00,66217.65381999999,atr_trailing>entry+2.0*ATR,-1.8266471270103948,-0.001826667353863387,9,69.32438856544297
BTCUSDT,short,2024-04-23T21:27:00+00:00,66406.57866,2024-04-23T21:47:00+00:00,66286.34008000001,profit_lock,1.810589472894515,0.0018106425963548833,20,33.43451237674345
BTCUSDT,short,2024-04-23T22:01:00+00:00,66301.85772,2024-04-23T22:08:00+00:00,66384.52044000001,atr_trailing>entry+2.0*ATR,-1.24674925012837,-0.0012467632558517128,7,34.52052617948961
BTCUSDT,short,2024-04-23T22:52:00+00:00,66277.2528,2024-04-23T23:08:00+00:00,66191.759,profit_lock,1.2899112453526418,0.001289941818469531,16,28.61534920370371
BTCUSDT,short,2024-04-24T00:00:00+00:00,66451.98774,2024-04-24T00:01:00+00:00,66520.59322,atr_trailing>entry+2.0*ATR,-1.0323955874548099,-0.0010324067395610648,1,28.882621179103644
BTCUSDT,short,2024-04-24T00:02:00+00:00,66551.50764,2024-04-24T00:20:00+00:00,66468.10372,profit_lock,1.2531971245442506,0.0012532236001497887,18,35.82583152688039
BTCUSDT,long,2024-04-24T01:03:00+00:00,66809.35919999999,2024-04-24T01:12:00+00:00,66703.95654,atr_trailing<entry-2.0*ATR,-1.5776495303697433,-0.0015776630888564291,9,41.32526781876
BTCUSDT,long,2024-04-24T01:42:00+00:00,66843.366,2024-04-24T01:54:00+00:00,66725.05232,atr_trailing<entry-2.0*ATR,-1.7699706599642817,-0.0017700137961333962,12,35.46335367325827
BTCUSDT,long,2024-04-24T02:02:00+00:00,66661.3296,2024-04-24T02:20:00+00:00,66567.48384,atr_trailing<entry-2.0*ATR,-1.4077398763276965,-0.001407799102764895,18,34.12396869253345
BTCUSDT,long,2024-04-24T03:40:00+00:00,66703.338,2024-04-24T03:44:00+00:00,66608.87556,atr_trailing<entry-2.0*ATR,-1.4160781002840614,-0.0014161576141812349,4,32.18391386190308
BTCUSDT,long,2024-04-24T04:22:00+00:00,66742.8459,2024-04-24T04:30:00+00:00,66671.663,atr_trailing<entry-2.0*ATR,-1.0664498087163454,-0.0010665247943825173,8,29.57302451744707
BTCUSDT,long,2024-04-24T04:45:00+00:00,66781.3536,2024-04-24T04:54:00+00:00,66897.6178,profit_lock,1.7408270345275554,0.0017409680057758337,9,24.08488993749905
BTCUSDT,short,2024-04-24T08:17:00+00:00,66496.19657999999,2024-04-24T08:18:00+00:00,66556.58602,atr_trailing>entry+2.0*ATR,-0.9081060943730785,-0.0009081638214805121,1,30.24396520162771
BTCUSDT,short,2024-04-24T08:37:00+00:00,66564.31019999999,2024-04-24T09:12:00+00:00,66396.61802,profit_lock,2.5190676111572152,0.002519250623887581,35,41.34461641692678
BTCUSDT,short,2024-04-24T09:20:00+00:00,66457.38882000001,2024-04-24T09:37:00+00:00,66322.63282,profit_lock,2.02760908219696,0.0020277053070050233,17,42.829691933866705
BTCUSDT,short,2024-04-24T10:04:00+00:00,66444.68628,2024-04-24T10:12:00+00:00,66259.44546,profit_lock,2.787819398697519,0.0027878951707196453,8,37.74154629020918
BTCUSDT,short,2024-04-24T10:24:00+00:00,66363.87012,2024-04-24T10:56:00+00:00,66436.61002,atr_trailing>entry+2.0*ATR,-1.096077590599729,-0.001096076824158354,32,46.47461414862713
BTCUSDT,short,2024-04-24T13:00:00+00:00,66254.94834,2024-04-24T13:06:00+00:00,66118.7736,profit_lock,2.0552931675650865,0.0020553142582074857,6,45.898990813827375
BTCUSDT,short,2024-04-24T13:09:00+00:00,66026.60268,2024-04-24T13:34:00+00:00,65909.41548000001,profit_lock,1.7748665123663037,0.0017748482466671822,25,70.96005168681558
BTCUSDT,short,2024-04-24T13:35:00+00:00,66070.91154,2024-04-24T13:57:00+00:00,65960.60524,profit_lock,1.6695606345715093,0.001669513821270896,22,83.56504267669493
BTCUSDT,short,2024-04-24T14:21:00+00:00,65887.87494,2024-04-24T14:46:00+00:00,65067.18396,profit_lock,12.456429880632852,0.012455872658624134,25,69.59546636606166
BTCUSDT,short,2024-04-24T15:42:00+00:00,64673.33208,2024-04-24T16:28:00+00:00,64515.0944,profit_lock,2.4471364710427417,0.0024467222410043954,46,125.56946692129495
BTCUSDT,short,2024-04-24T18:44:00+00:00,64572.912,2024-04-24T18:48:00+00:00,64495.0984,profit_lock,1.205283696146155,0.001205050191944168,4,54.32421089006251
BTCUSDT,short,2024-04-24T18:49:00+00:00,64404.97842,2024-04-24T18:54:00+00:00,64230.45134000001,profit_lock,2.7103960932320175,0.0027098383429594586,5,74.28412739856184
BTCUSDT,short,2024-04-24T19:01:00+00:00,63888.37512,2024-04-24T19:06:00+00:00,64121.373159999996,atr_trailing>entry+2.0*ATR,-3.6478046493447196,-0.0036469551708329107,5,106.44764687059552
BTCUSDT,short,2024-04-24T19:59:00+00:00,63973.69218,2024-04-24T20:00:00+00:00,64141.169200000004,atr_trailing>entry+2.0*ATR,-2.61841884014108,-0.002617904552527417,1,73.20079958751111
BTCUSDT,short,2024-04-24T20:18:00+00:00,63834.264299999995,2024-04-24T20:38:00+00:00,64035.6903,atr_trailing>entry+2.0*ATR,-3.1559899403698477,-0.0031554526743406974,20,96.6343241975321
BTCUSDT,short,2024-04-24T21:19:00+00:00,64254.04824,2024-04-24T21:25:00+00:00,64152.666900000004,profit_lock,1.5780391271651284,0.001577820274005437,6,56.09649064117618
BTCUSDT,short,2024-04-24T21:26:00+00:00,64262.3499,2024-04-24T21:33:00+00:00,64389.919440000005,atr_trailing>entry+2.0*ATR,-1.9854432332166407,-0.001985136556607703,7,69.89669645208058
BTCUSDT,short,2024-04-24T22:19:00+00:00,64125.8226,2024-04-24T22:29:00+00:00,64234.35056,atr_trailing>entry+2.0*ATR,-1.692649964279396,-0.00169242211015308,10,57.13629035766689
BTCUSDT,short,2024-04-24T22:46:00+00:00,64036.3047,2024-04-24T23:06:00+00:00,63927.61192,profit_lock,1.6975616292084812,0.001697361840431122,20,53.78690761773742
BTCUSDT,short,2024-04-24T23:08:00+00:00,64062.3099,2024-04-24T23:16:00+00:00,64222.25298,atr_trailing>entry+2.0*ATR,-2.497016132541083,-0.0024966798769769927,8,75.44021783456161
BTCUSDT,short,2024-04-24T23:24:00+00:00,64112.82,2024-04-24T23:28:00+00:00,64045.08842,profit_lock,1.0565595288813365,0.001056443625471415,4,66.73384898555433
BTCUSDT,long,2024-04-25T00:30:00+00:00,64572.912,2024-04-25T00:46:00+00:00,64631.0712,profit_lock,0.9007832136537703,0.0009006748836106748,16,46.75992427480207
BTCUSDT,long,2024-04-25T01:06:00+00:00,64595.71656,2024-04-25T01:08:00+00:00,64459.40554000001,atr_trailing<entry-2.0*ATR,-2.1104904495585584,-0.0021102176314334864,2,37.531605957777685
BTCUSDT,long,2024-04-25T01:09:00+00:00,64464.990419999995,2024-04-25T01:39:00+00:00,64340.42934,atr_trailing<entry-2.0*ATR,-1.9324373452557149,-0.001932228317858331,30,41.758760309489205
BTCUSDT,short,2024-04-25T01:59:00+00:00,64041.20568,2024-04-25T02:02:00+00:00,63969.2036,profit_lock,1.1244085270686996,0.0011243086265392277,3,62.87666388297551
BTCUSDT,short,2024-04-25T02:03:00+00:00,63906.7788,2024-04-25T02:05:00+00:00,64090.479340000005,atr_trailing>entry+2.0*ATR,-2.874795627629843,-0.002874507891798217,2,78.50977449921011
BTCUSDT,short,2024-04-25T05:24:00+00:00,64044.70638,2024-04-25T05:32:00+00:00,64151.56712,atr_trailing>entry+2.0*ATR,-1.6686525816602293,-0.0016685335297808024,8,43.405991416985216
BTCUSDT,short,2024-04-25T07:37:00+00:00,64073.51214,2024-04-25T07:43:00+00:00,63912.91486,profit_lock,2.5065905338233,0.0025064535193435322,6,31.382876067837735
BTCUSDT,short,2024-04-25T07:45:00+00:00,63874.372319999995,2024-04-25T07:50:00+00:00,63992.09902,atr_trailing>entry+2.0*ATR,-1.84324451485607,-0.0018430975636083424,5,48.44158029931253
BTCUSDT,short,2024-04-25T08:22:00+00:00,64053.50814,2024-04-25T08:31:00+00:00,64004.39656,profit_lock,0.7667744027566341,0.0007667274037926886,9,48.41054434089943
BTCUSDT,short,2024-04-25T08:36:00+00:00,63804.15828,2024-04-25T08:59:00+00:00,63917.01404,atr_trailing>entry+2.0*ATR,-1.7689057616274146,-0.0017687837758901814,23,65.63739535316347
BTCUSDT,short,2024-04-25T09:04:00+00:00,64009.19928,2024-04-25T09:08:00+00:00,64136.07022,atr_trailing>entry+2.0*ATR,-1.9821751711687345,-0.0019820735367275244,4,59.84781526671657
BTCUSDT,short,2024-04-25T09:10:00+00:00,64038.00504,2024-04-25T09:50:00+00:00,63847.028040000005,profit_lock,2.9823384890980207,0.0029822446823679627,40,64.77670595634642
