date,equity
2026-04-11,100000.0
2026-04-12,99055.4901742673
2026-04-13,98831.14807410694
2026-04-14,98831.14807410694
2026-04-15,100167.94344415714
2026-04-16,100167.94344415714
2026-04-17,100167.94344415714
2026-04-18,98025.06393287129
2026-04-19,97416.98235854256
2026-04-20,95505.6697123789
2026-04-21,95505.6697123789
2026-04-22,95505.6697123789
2026-04-23,95505.6697123789
2026-04-24,94626.08956852829
2026-04-25,94154.61209824309
2026-04-26,93933.85536770997
2026-04-27,93933.85536770997
2026-04-28,93650.96992657775
2026-04-29,93650.96992657775
2026-04-30,93403.32812490125
2026-05-01,93403.32812490125
2026-05-02,93403.32812490125
2026-05-03,93403.32812490125
2026-05-04,93403.32812490125
2026-05-05,93403.32812490125
2026-05-06,93403.32812490125
2026-05-07,93403.32812490125
2026-05-08,93438.56673952607
2026-05-09,93438.56673952607
2026-05-10,93664.61856365931
2026-05-11,93664.61856365931
2026-05-12,91427.9823016723
2026-05-13,91427.9823016723
2026-05-14,91465.2642905648
2026-05-15,90267.23166272936
2026-05-16,90267.23166272936
2026-05-17,89998.88077580734
2026-05-18,88127.49043571578
2026-05-19,88127.49043571578
2026-05-20,87921.92119140961
2026-05-21,87921.92119140961
2026-05-22,87921.92119140961
2026-05-23,89987.42391297774
2026-05-24,91632.94117119015
2026-05-25,91632.94117119015
2026-05-26,91634.74482457146
2026-05-27,92255.0393418428
2026-05-28,90487.21865908145
2026-05-29,90487.21865908145
2026-05-30,90487.21865908145
2026-05-31,90487.21865908145
2026-06-01,90487.21865908145
2026-06-02,90487.21865908145
2026-06-03,91496.28247431181
2026-06-04,88418.1932087581
2026-06-05,80771.91294799179
2026-06-06,78209.8959636648
2026-06-07,81637.8772237055
2026-06-08,84088.28725071435
2026-06-09,84081.69549851312
2026-06-10,85712.69268311336
2026-06-11,88078.9428280993
2026-06-12,88555.3997284208
2026-06-13,89118.32511198179
2026-06-14,87214.93248021987
2026-06-15,92143.35473025116
2026-06-16,92143.35473025116
2026-06-17,92859.93380206787
2026-06-18,92281.6247812538
2026-06-19,92281.6247812538
2026-06-20,92281.6247812538
2026-06-21,92281.6247812538
2026-06-22,92281.6247812538
2026-06-23,90824.56183569523
2026-06-24,88625.4330025122
2026-06-25,90272.2584759055
2026-06-26,90272.2584759055
2026-06-27,90272.2584759055
2026-06-28,90272.2584759055
2026-06-29,90272.2584759055
2026-06-30,90272.2584759055
2026-07-01,90272.2584759055
2026-07-02,90272.2584759055
2026-07-03,90272.2584759055
2026-07-04,90272.2584759055
2026-07-05,90272.2584759055
2026-07-06,90272.2584759055
2026-07-07,90272.2584759055
2026-07-08,90272.2584759055
2026-07-09,90272.2584759055
2026-07-10,90272.2584759055
