variant,symbol,direction,entry_event_ts,entry_bar_ts,entry_price,exit_event_ts,exit_bar_ts,exit_price,price_pnl_pct,funding_pnl_pct,pnl_pct,funding_at_entry,funding_received,bars_held,exit_reason
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-04-28 00:00:00+00:00,2026-04-28 00:00:00+00:00,2300.0,2026-04-28 08:00:00+00:00,2026-04-28 08:00:00+00:00,2284.95,-0.006543478260869651,0.00011678,-0.00742669826086965,-0.00016104,-0.00011678,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-05-07 08:00:00+00:00,2026-05-07 08:00:00+00:00,2342.2,2026-05-07 16:00:00+00:00,2026-05-07 16:00:00+00:00,2291.94,-0.021458457860131452,4.319e-05,-0.022415267860131455,-0.00011993,-4.319e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-05 08:00:00+00:00,2026-06-05 08:00:00+00:00,1676.13,2026-06-05 16:00:00+00:00,2026-06-05 16:00:00+00:00,1573.2,-0.06140931789300352,7.387e-05,-0.06233544789300353,-3.129e-05,-7.387e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-05 16:00:00+00:00,2026-06-05 16:00:00+00:00,1573.2,2026-06-06 00:00:00+00:00,2026-06-06 00:00:00+00:00,1586.95,0.008740147470124526,7.917e-05,0.007819317470124525,-7.387e-05,-7.917e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-06 00:00:00+00:00,2026-06-06 00:00:00+00:00,1586.95,2026-06-06 08:00:00+00:00,2026-06-06 08:00:00+00:00,1571.89,-0.009489902013295914,3.161e-05,-0.010458292013295914,-7.917e-05,-3.161e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-06 08:00:00+00:00,2026-06-06 08:00:00+00:00,1571.89,2026-06-06 16:00:00+00:00,2026-06-06 16:00:00+00:00,1558.33,-0.008626557838016802,3.461e-05,-0.009591947838016802,-3.161e-05,-3.461e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-06 16:00:00+00:00,2026-06-06 16:00:00+00:00,1558.33,2026-06-07 00:00:00+00:00,2026-06-07 00:00:00+00:00,1568.78,0.006705896697105196,6.624e-05,0.005772136697105196,-3.461e-05,-6.624e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-07 00:00:00+00:00,2026-06-07 00:00:00+00:00,1568.78,2026-06-07 08:00:00+00:00,2026-06-07 08:00:00+00:00,1614.55,0.02917553767896064,0.00010189,0.02827742767896064,-6.624e-05,-0.00010189,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-07 08:00:00+00:00,2026-06-07 08:00:00+00:00,1614.55,2026-06-07 16:00:00+00:00,2026-06-07 16:00:00+00:00,1627.3,0.007896937227091172,-4.72e-06,0.006892217227091172,-0.00010189,4.72e-06,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-08 00:00:00+00:00,2026-06-08 00:00:00+00:00,1685.37,2026-06-08 08:00:00+00:00,2026-06-08 08:00:00+00:00,1669.77,-0.009256127734562636,6.599e-05,-0.010190137734562635,-8.235e-05,-6.599e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-08 08:00:00+00:00,2026-06-08 08:00:00+00:00,1669.77,2026-06-08 16:00:00+00:00,2026-06-08 16:00:00+00:00,1687.69,0.010732016984375203,4.515e-05,0.009777166984375203,-6.599e-05,-4.515e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-08 16:00:00+00:00,2026-06-08 16:00:00+00:00,1687.69,2026-06-09 00:00:00+00:00,2026-06-09 00:00:00+00:00,1688.08,0.00023108509264124777,4.506e-05,-0.0007238549073587523,-4.515e-05,-4.506e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-09 00:00:00+00:00,2026-06-09 00:00:00+00:00,1688.08,2026-06-09 08:00:00+00:00,2026-06-09 08:00:00+00:00,1678.38,-0.005746173167148316,-3.6e-07,-0.006746533167148316,-4.506e-05,3.6e-07,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-09 16:00:00+00:00,2026-06-09 16:00:00+00:00,1638.24,2026-06-10 00:00:00+00:00,2026-06-10 00:00:00+00:00,1638.79,0.00033572614513133203,4.089e-05,-0.000623383854868668,-5.182e-05,-4.089e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-10 00:00:00+00:00,2026-06-10 00:00:00+00:00,1638.79,2026-06-10 08:00:00+00:00,2026-06-10 08:00:00+00:00,1639.2,0.00025018458740899696,4.578e-05,-0.000704035412591003,-4.089e-05,-4.578e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-10 08:00:00+00:00,2026-06-10 08:00:00+00:00,1639.2,2026-06-10 16:00:00+00:00,2026-06-10 16:00:00+00:00,1655.9,0.010187896534895158,3.121e-05,0.009219106534895157,-4.578e-05,-3.121e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-12 08:00:00+00:00,2026-06-12 08:00:00+00:00,1661.6,2026-06-12 16:00:00+00:00,2026-06-12 16:00:00+00:00,1661.95,0.00021064034665396747,2.216e-05,-0.0007671996533460325,-5.854e-05,-2.216e-05,480,next_event
funding_carry_u5_eth_sol_1m,ETHUSDT,long,2026-06-25 16:00:00+00:00,2026-06-25 16:00:00+00:00,1572.11,2026-06-26 00:00:00+00:00,2026-06-26 00:00:00+00:00,1568.09,-0.002557072978353947,1.665e-05,-0.003540422978353947,-8.135e-05,-1.665e-05,480,next_event
