pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,slope15m_at_entry,trend2h_at_entry,exit_reason,gross_pct
BTCUSDT/SOLUSDT,long_a_short_b,2025-11-20T01:45:00,92559.2,139.48,2025-11-20T02:04:00,92650.9,140.8,-0.009273005105192222,20,-2.7148039121988274,-4.407766402881869,,0,adverse_stop,-0.008473005105192222
BTCUSDT/SOLUSDT,long_a_short_b,2025-11-20T02:30:00,92499.2,143.05,2025-11-20T05:22:00,92756.9,143.88,-0.0038161970336275434,173,-2.78773644050248,-0.4913901764663992,,0,z_mean_revert,-0.0030161970336275434
BTCUSDT/SOLUSDT,short_a_long_b,2025-11-20T10:00:00,91906.2,141.93,2025-11-20T10:53:00,91754.7,142.26,0.003173509634944805,54,2.927625002677793,0.30379039486384934,,0,z_mean_revert,0.003973509634944805
BTCUSDT/SOLUSDT,short_a_long_b,2025-11-20T13:23:00,91784.9,141.36,2025-11-20T13:57:00,91637.6,140.77,-0.0033689016634149463,35,2.7855063937398943,3.600595994394702,,0,adverse_stop,-0.0025689016634149464
BTCUSDT/SOLUSDT,short_a_long_b,2025-11-20T14:15:00,90819.7,139.38,2025-11-20T14:43:00,91071.2,140.63,0.00539906515620805,29,2.934763270476856,0.0709277548855573,,0,z_mean_revert,0.00619906515620805
BTCUSDT/SOLUSDT,short_a_long_b,2025-11-20T16:45:00,88220.9,131.93,2025-11-20T17:35:00,86646.1,131.97,0.017353836454796292,51,2.852896498067615,0.35161305846145063,,0,z_mean_revert,0.01815383645479629
BTCUSDT/SOLUSDT,long_a_short_b,2025-11-22T16:42:00,84614.9,128.17,2025-11-22T17:35:00,84553.8,127.52,0.0035492945160135133,54,-2.5905409305025833,-0.45021296910859565,,0,z_mean_revert,0.004349294516013513
BTCUSDT/SOLUSDT,long_a_short_b,2025-11-23T14:01:00,87006.5,132.15,2025-11-23T14:21:00,86620.4,130.92,0.004070005504631458,21,-2.6419843650823367,-0.4724338389249826,,0,z_mean_revert,0.004870005504631458
BTCUSDT/SOLUSDT,short_a_long_b,2025-11-23T23:16:00,87308.9,131.27,2025-11-24T00:24:00,86247.7,130.13,0.0026701545774813437,69,2.5910094156135277,0.29619064241449156,,0,z_mean_revert,0.0034701545774813436
BTCUSDT/SOLUSDT,long_a_short_b,2025-11-24T03:00:00,87507.6,133.63,2025-11-24T04:15:00,87141.3,132.4,0.004218597806077718,76,-2.531968399246346,-0.294290805349213,,0,z_mean_revert,0.005018597806077718
