pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,slope15m_at_entry,trend2h_at_entry,exit_reason,gross_pct
BTCUSDT/SOLUSDT,long_a_short_b,2025-03-24T12:16:00,87487.3,143.67,2025-03-24T14:16:00,88372.0,144.51,0.0034655927801988903,121,-2.640238548964965,-0.44241781614161774,,0,z_mean_revert,0.00426559278019889
BTCUSDT/SOLUSDT,short_a_long_b,2025-03-25T22:02:00,87677.4,143.23,2025-03-25T22:53:00,87572.6,143.78,0.004235268577066043,52,2.831251300801182,0.29457786204554737,,0,z_mean_revert,0.005035268577066043
BTCUSDT/SOLUSDT,short_a_long_b,2025-03-26T14:30:00,86571.7,139.46,2025-03-26T18:29:00,86607.6,138.37,-0.009030546347311685,240,3.4918757735757358,1.0740042991061503,,0,max_holding,-0.008230546347311685
BTCUSDT/SOLUSDT,long_a_short_b,2025-03-27T02:49:00,87722.0,139.96,2025-03-27T04:17:00,87456.1,138.98,0.003170833931524642,89,-2.5438797625761755,-0.46503440188870987,,0,z_mean_revert,0.003970833931524642
BTCUSDT/SOLUSDT,short_a_long_b,2025-03-28T00:45:00,87148.4,137.21,2025-03-28T01:33:00,87280.9,138.28,0.00547787033636773,49,3.002009261750227,0.3639840146306555,,0,z_mean_revert,0.00627787033636773
BTCUSDT/SOLUSDT,short_a_long_b,2025-03-29T03:18:00,83898.9,127.29,2025-03-29T03:42:00,84167.1,128.68,0.006923241973492944,25,2.616801126594544,0.49740307310088916,,0,z_mean_revert,0.007723241973492945
BTCUSDT/SOLUSDT,short_a_long_b,2025-03-29T21:31:00,82332.6,123.35,2025-03-29T21:56:00,82580.0,124.65,0.00673423127187669,26,2.7047836064512523,0.3595739078606902,,0,z_mean_revert,0.00753423127187669
BTCUSDT/SOLUSDT,short_a_long_b,2025-03-30T11:21:00,83222.4,125.06,2025-03-30T13:32:00,82632.9,123.47,-0.006430467867983047,132,2.76620902570564,3.664234063685308,,0,adverse_stop,-0.005630467867983047
BTCUSDT/SOLUSDT,short_a_long_b,2025-03-30T14:02:00,82705.8,123.47,2025-03-30T14:17:00,82731.8,124.4,0.006417826743632915,16,2.524458615000991,-0.12224287517131811,,0,z_mean_revert,0.007217826743632916
BTCUSDT/SOLUSDT,long_a_short_b,2025-03-30T19:00:00,82738.6,126.49,2025-03-30T20:33:00,82531.7,125.51,0.004447001420657371,94,-3.364579990356479,-0.4827758583386651,,0,z_mean_revert,0.005247001420657371
BTCUSDT/SOLUSDT,long_a_short_b,2025-03-31T01:45:00,81872.1,126.04,2025-03-31T03:34:00,81723.2,125.55,0.0012689643408556836,110,-2.809984973343373,-0.47447107317093573,,0,z_mean_revert,0.0020689643408556835
BTCUSDT/SOLUSDT,short_a_long_b,2025-03-31T09:46:00,81382.6,123.56,2025-03-31T11:53:00,82221.1,124.76,-0.0013913043341561063,128,2.5419785718996986,0.3860075459797447,,0,z_mean_revert,-0.0005913043341561063
BTCUSDT/SOLUSDT,short_a_long_b,2025-03-31T18:00:00,82723.2,124.18,2025-03-31T18:41:00,83489.9,126.3,0.007003733787989708,42,2.591544376118164,0.1621964202004127,,0,z_mean_revert,0.007803733787989708
BTCUSDT/SOLUSDT,short_a_long_b,2025-04-01T00:15:00,82399.0,124.21,2025-04-01T02:08:00,82720.0,124.86,0.0005373946758850063,114,3.0072084110185973,0.47895686207139915,,0,z_mean_revert,0.0013373946758850064
BTCUSDT/SOLUSDT,long_a_short_b,2025-04-01T08:45:00,84030.0,129.54,2025-04-01T09:27:00,84136.1,128.53,0.008259463808912315,43,-2.6915347075238527,-0.48213284819166796,,0,z_mean_revert,0.009059463808912316
