pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,slope15m_at_entry,trend2h_at_entry,exit_reason,gross_pct
BTCUSDT/SOLUSDT,long_a_short_b,2022-11-26T11:00:00,16583.2,14.87,2022-11-26T12:13:00,16563.9,14.624,0.01457954747178838,74,-2.6912089143715536,-0.4131938561333534,,0,z_mean_revert,0.01537954747178838
BTCUSDT/SOLUSDT,short_a_long_b,2022-11-28T01:45:00,16110.9,13.09,2022-11-28T04:09:00,16178.1,13.077,-0.0059642136609457715,145,2.883571434596269,0.46552703457884614,,0,z_mean_revert,-0.005164213660945771
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-03T00:15:00,17067.9,13.652,2022-12-03T00:18:00,17038.9,13.592,-0.003495864481587651,4,2.6262716875469563,3.33267174719805,,0,adverse_stop,-0.002695864481587651
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-03T00:19:00,17042.4,13.6,2022-12-03T02:19:00,17015.7,13.632,0.0031196219256609766,121,3.1261241279954755,-0.01987575188183434,,0,z_mean_revert,0.0039196219256609766
BTCUSDT/SOLUSDT,long_a_short_b,2022-12-03T04:45:00,17003.1,13.661,2022-12-03T05:38:00,17004.1,13.612,0.0028456658901494744,54,-2.5398277377049556,-0.17362655748120404,,0,z_mean_revert,0.0036456658901494743
BTCUSDT/SOLUSDT,long_a_short_b,2022-12-05T17:46:00,17058.4,13.978,2022-12-05T19:15:00,16987.8,13.81,0.0070801633779805865,90,-3.275436523403882,-0.48112228686282427,,0,z_mean_revert,0.007880163377980587
BTCUSDT/SOLUSDT,long_a_short_b,2022-12-07T00:00:00,17082.2,14.306,2022-12-07T00:39:00,17088.2,14.241,0.004094790975767948,40,-2.5721031438598057,-0.48040794860925123,,0,z_mean_revert,0.004894790975767949
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-07T07:30:00,16777.1,13.654,2022-12-07T09:49:00,16810.0,13.628,-0.004665210268074848,140,2.6591941219978286,0.4596939087608964,,0,z_mean_revert,-0.0038652102680748483
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-07T19:01:00,16777.1,13.524,2022-12-07T20:36:00,16823.2,13.593,0.001554247693558076,96,2.8545707925064487,0.4656784570316022,,0,z_mean_revert,0.002354247693558076
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-07T22:15:00,16822.0,13.495,2022-12-07T22:20:00,16819.0,13.464,-0.0029188092006581005,6,2.5804623248577285,3.2912606431966305,,0,adverse_stop,-0.0021188092006581005
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-07T22:21:00,16820.8,13.476,2022-12-07T22:49:00,16834.8,13.554,0.004155764812746288,29,2.9020403932266015,0.3564980023263152,,0,z_mean_revert,0.004955764812746288
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-08T01:34:00,16798.8,13.332,2022-12-08T02:41:00,16833.3,13.437,0.005022069456034695,68,2.605458086902758,0.3771668854125265,,0,z_mean_revert,0.005822069456034695
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-08T06:15:00,16790.0,13.274,2022-12-08T07:00:00,16799.9,13.35,0.004335841690280473,46,2.724039892568283,0.4970905011240078,,0,z_mean_revert,0.005135841690280474
BTCUSDT/SOLUSDT,long_a_short_b,2022-12-09T09:45:00,17217.3,13.959,2022-12-09T11:18:00,17208.3,13.831,0.007846981252590335,94,-3.298066309690273,-0.37390111121652986,,0,z_mean_revert,0.008646981252590336
BTCUSDT/SOLUSDT,long_a_short_b,2022-12-09T16:00:00,17166.5,13.865,2022-12-09T16:11:00,17159.9,13.802,0.0033593456102899663,12,-2.741628522324327,-0.24902931670550985,,0,z_mean_revert,0.004159345610289966
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-09T18:15:00,17119.6,13.559,2022-12-09T20:29:00,17122.0,13.604,0.0023786386308247928,135,2.602506588673437,0.49602555394390363,,0,z_mean_revert,0.0031786386308247927
BTCUSDT/SOLUSDT,long_a_short_b,2022-12-10T16:15:00,17191.6,13.664,2022-12-10T17:21:00,17176.4,13.624,0.0012432477426344243,67,-2.817740743750037,-0.46871150772878256,,0,z_mean_revert,0.002043247742634424
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-10T23:37:00,17123.8,13.56,2022-12-11T00:54:00,17134.3,13.583,0.0002829835381354069,78,2.563344998765754,0.4948116020176072,,0,z_mean_revert,0.001082983538135407
BTCUSDT/SOLUSDT,long_a_short_b,2022-12-11T06:00:00,17165.2,13.656,2022-12-11T06:06:00,17183.6,13.65,0.0007113035541685082,7,-2.7620097802033996,-0.01176640260809286,,0,z_mean_revert,0.0015113035541685083
BTCUSDT/SOLUSDT,long_a_short_b,2022-12-11T17:32:00,17164.7,13.745,2022-12-11T18:01:00,17163.7,13.69,0.003143195973044378,30,-2.697248317938432,-0.47808690869048487,,0,z_mean_revert,0.003943195973044378
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-11T22:45:00,17105.1,13.463,2022-12-12T00:04:00,17018.0,13.449,0.0032521614723371125,80,3.3453192226484125,0.3988582130700506,,0,z_mean_revert,0.0040521614723371124
BTCUSDT/SOLUSDT,long_a_short_b,2022-12-12T09:30:00,16932.3,13.116,2022-12-12T11:36:00,16970.7,13.144,-0.0006669422661115025,127,-2.7333670104584393,-0.32231455936149156,,0,z_mean_revert,0.0001330577338884975
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-12T23:36:00,17173.7,13.256,2022-12-12T23:39:00,17165.1,13.316,0.004227017968827429,4,4.378294197512024,-0.43599341811093345,,0,z_mean_revert,0.00502701796882743
BTCUSDT/SOLUSDT,short_a_long_b,2022-12-13T02:45:00,17130.6,13.131,2022-12-13T05:16:00,17161.9,13.119,-0.003541007684328167,152,2.525586758045479,0.46722254547820485,,0,z_mean_revert,-0.002741007684328167
