pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,slope15m_at_entry,trend2h_at_entry,exit_reason,gross_pct
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-24T13:06:00,56405.0,212.804,2021-11-24T14:11:00,56156.6,209.148,-0.013576263287485601,66,2.1638694033256334,4.354915987721397,,0,adverse_stop,-0.0127762632874856
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-24T14:45:00,55985.97,207.858,2021-11-24T15:52:00,56959.68,213.293,0.007955622600063128,68,2.447552879670111,0.46211909844337967,,0,z_mean_revert,0.008755622600063129
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-24T17:00:00,56633.19,207.738,2021-11-24T20:17:00,56925.26,204.472,-0.02167894958139702,198,2.135436948908772,0.4774583771797764,,0,z_mean_revert,-0.02087894958139702
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-25T01:04:00,58171.24,211.561,2021-11-25T01:16:00,57971.3,209.224,0.006809365757006658,13,-2.6597938376065735,-0.43647442925102115,,0,z_mean_revert,0.007609365757006659
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-25T04:00:00,57809.96,211.226,2021-11-25T04:11:00,57668.43,209.313,0.005808456174761134,12,-2.2291772864314034,-0.34183305906411404,,0,z_mean_revert,0.006608456174761135
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-25T08:00:00,57708.8,206.152,2021-11-25T10:13:00,58380.08,207.711,-0.004869813587610494,134,2.406170778804788,0.47912436764315464,,0,z_mean_revert,-0.0040698135876104935
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-25T13:00:00,58747.49,214.571,2021-11-25T13:50:00,58605.57,211.582,0.010714358248121081,51,-2.1338657817667706,-0.4291376064122905,,0,z_mean_revert,0.011514358248121082
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-25T17:46:00,59240.17,216.176,2021-11-25T17:52:00,59253.87,215.172,0.004075625848392517,7,-2.015778197227252,-0.1494497559953022,,0,z_mean_revert,0.0048756258483925174
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-25T18:45:00,59143.18,212.496,2021-11-25T20:43:00,59040.0,212.078,-0.0010225160027871097,119,2.370241579183441,0.4921538088470894,,0,z_mean_revert,-0.0002225160027871097
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-25T22:15:00,58624.14,207.89,2021-11-25T22:44:00,58831.61,209.942,0.005531618829582996,30,2.3564912211832896,0.45612927635984485,,0,z_mean_revert,0.006331618829582997
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-26T01:15:00,58731.99,207.411,2021-11-26T01:27:00,58941.24,209.248,0.004494016559470371,13,2.0237208150133053,0.37462429997723495,,0,z_mean_revert,0.005294016559470371
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-26T04:15:00,57952.95,206.466,2021-11-26T04:36:00,57847.23,205.31,0.0029747463652396674,22,-2.1612575785681436,-0.4006706725237401,,0,z_mean_revert,0.0037747463652396673
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-26T08:45:00,55308.78,189.427,2021-11-26T11:19:00,54470.57,187.404,0.003675522567372159,155,2.074352987494009,0.39673281740849203,,0,z_mean_revert,0.004475522567372159
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-26T13:15:00,54085.95,190.379,2021-11-26T13:46:00,54431.99,195.349,-0.020507855773940296,32,-2.308866161331713,-3.0235084974776862,,0,adverse_stop,-0.019707855773940297
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-26T14:00:00,54538.38,196.196,2021-11-26T15:16:00,54256.8,192.654,0.012090405559070616,77,-2.475480877134317,-0.42897199015879345,,0,z_mean_revert,0.012890405559070617
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-26T19:46:00,54358.37,197.9,2021-11-26T20:42:00,54342.7,196.198,0.0075120311105141505,57,-2.0325326018538648,-0.4684205510398103,,0,z_mean_revert,0.008312031110514151
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-26T23:31:00,53704.73,192.401,2021-11-27T00:43:00,54507.76,196.29,0.004460305993168401,73,2.04375089555393,0.36600724637394905,,0,z_mean_revert,0.0052603059931684015
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-27T04:00:00,54401.51,195.783,2021-11-27T04:14:00,54320.76,194.48,0.004370993783245037,15,-2.5086471033444613,-0.15724658261188126,,0,z_mean_revert,0.005170993783245037
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-27T05:00:00,54535.45,198.07,2021-11-27T05:37:00,54498.29,196.129,0.008318174164816306,38,-2.9363197830374936,-0.49474915413806403,,0,z_mean_revert,0.009118174164816306
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-27T11:00:00,54749.27,198.105,2021-11-27T11:43:00,54631.07,196.356,0.0058697185773428865,44,-2.14018342255012,-0.36628105712986553,,0,z_mean_revert,0.006669718577342887
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-28T01:14:00,54524.46,189.776,2021-11-28T03:51:00,54233.32,187.502,-0.00744292595875049,158,2.2100768008603358,0.3661215234817505,,0,z_mean_revert,-0.00664292595875049
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-28T10:43:00,54487.23,189.997,2021-11-28T10:47:00,54824.07,190.669,0.0018451010237853457,5,-2.051825834240151,-0.47547960649057536,,0,z_mean_revert,0.0026451010237853456
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-28T12:30:00,54355.25,190.214,2021-11-28T13:34:00,54307.82,189.623,0.0014344340185981305,65,-2.1098579733220837,-0.4461235002911091,,0,z_mean_revert,0.0022344340185981304
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-28T14:01:00,54348.72,190.748,2021-11-28T14:12:00,54253.58,189.538,0.003792900692847346,12,-2.047581203328077,-0.3761582034229876,,0,z_mean_revert,0.004592900692847346
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-28T16:45:00,54122.48,186.512,2021-11-28T19:40:00,54777.7,188.608,-0.0016683621294554022,176,2.8198390648027676,0.2157915336332839,,0,z_mean_revert,-0.0008683621294554021
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-28T21:15:00,54992.7,194.639,2021-11-28T22:27:00,56340.61,196.922,0.011981301036974612,73,-3.093392151563667,-0.4464153052535547,,0,z_mean_revert,0.012781301036974613
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-29T06:15:00,57408.01,204.29,2021-11-29T06:32:00,57480.0,206.383,-0.009791233418538913,18,-2.450388062718123,-3.324359279692284,,0,adverse_stop,-0.008991233418538913
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-29T06:33:00,57482.18,206.41,2021-11-29T07:16:00,57522.05,203.761,0.012727286800709137,44,-3.2534973807633643,-0.41244938004859966,,0,z_mean_revert,0.013527286800709137
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-29T14:00:00,57313.81,209.498,2021-11-29T14:59:00,57074.0,206.513,0.009264188685235953,60,-2.5847272563075583,-0.4545354911475395,,0,z_mean_revert,0.010064188685235953
BTCUSDT/SOLUSDT,short_a_long_b,2021-11-29T23:00:00,57944.85,204.525,2021-11-29T23:22:00,58067.65,205.889,0.0037498548556495156,23,2.112350911043825,0.49898000406532417,,0,z_mean_revert,0.0045498548556495155
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-30T01:45:00,57403.32,205.532,2021-11-30T02:41:00,57430.53,204.599,0.004213453509090215,57,-2.2988431370898197,-0.4950289609767426,,0,z_mean_revert,0.0050134535090902155
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-30T13:15:00,58232.09,215.13,2021-11-30T15:09:00,58589.88,215.001,0.005943844170896462,115,-2.0548564009261745,-0.439675891217357,,0,z_mean_revert,0.0067438441708964625
BTCUSDT/SOLUSDT,long_a_short_b,2021-11-30T20:30:00,57473.35,214.917,2021-11-30T20:40:00,57423.04,213.337,0.005676313064801342,11,-2.3862407828167553,-0.4170487926569146,,0,z_mean_revert,0.006476313064801342
