pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,slope15m_at_entry,trend2h_at_entry,exit_reason,gross_pct
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-22T09:15:00,26841.6,19.833,2023-05-22T11:18:00,26762.7,19.782,-0.0011679953064094076,124,-2.528630611934038,-0.492967997912766,,0,z_mean_revert,-0.0003679953064094076
BTCUSDT/SOLUSDT,short_a_long_b,2023-05-22T14:33:00,26951.4,19.763,2023-05-22T16:58:00,26839.0,19.675,-0.0010822954598123983,146,2.521833002384368,0.3104159905493958,,0,z_mean_revert,-0.00028229545981239823
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-22T19:00:00,26863.9,19.73,2023-05-22T19:34:00,26821.6,19.662,0.0010719242933764591,35,-2.5478499930877514,-0.48084193784288853,,0,z_mean_revert,0.001871924293376459
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-23T17:16:00,27253.4,20.133,2023-05-23T17:58:00,27197.5,19.979,0.004798013036594684,43,-2.5031289503729344,-0.48732473867980586,,0,z_mean_revert,0.0055980130365946845
BTCUSDT/SOLUSDT,short_a_long_b,2023-05-24T01:15:00,27158.1,19.896,2023-05-24T01:32:00,27148.6,19.811,-0.004722411963021344,18,2.8069610212028726,3.549621103362492,,0,adverse_stop,-0.003922411963021344
BTCUSDT/SOLUSDT,short_a_long_b,2023-05-24T11:30:00,26692.5,19.368,2023-05-24T12:05:00,26652.9,19.398,0.002232509514771964,36,3.3180985295895904,0.3624717000209936,,0,z_mean_revert,0.003032509514771964
BTCUSDT/SOLUSDT,short_a_long_b,2023-05-24T14:02:00,26370.1,19.022,2023-05-24T15:03:00,26158.9,18.957,0.0037919748854067467,62,2.5007411340508208,0.349471764788456,,0,z_mean_revert,0.004591974885406747
BTCUSDT/SOLUSDT,short_a_long_b,2023-05-25T01:15:00,26213.4,19.038,2023-05-25T01:36:00,26055.3,18.99,0.0027099932085218555,22,2.901439293361025,0.33046703741118283,,0,z_mean_revert,0.0035099932085218555
BTCUSDT/SOLUSDT,short_a_long_b,2023-05-25T17:26:00,26314.2,19.22,2023-05-25T19:06:00,26422.1,19.325,0.0005626116461764592,101,2.6849059039606655,0.48382031196640196,,0,z_mean_revert,0.0013626116461764592
BTCUSDT/SOLUSDT,short_a_long_b,2023-05-26T23:30:00,26692.8,19.36,2023-05-27T00:20:00,26667.6,19.369,0.0006089508397473471,51,2.815193122532933,0.43664650509661457,,0,z_mean_revert,0.0014089508397473471
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-27T07:15:00,26718.6,19.592,2023-05-27T07:47:00,26707.6,19.517,0.0026163948815031376,33,-2.5047835077890896,-0.436946423502593,,0,z_mean_revert,0.0034163948815031375
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-27T13:49:00,26703.9,19.569,2023-05-27T13:53:00,26695.5,19.583,-0.0018299780360463195,5,-3.0196245373059085,-3.7217630230030356,,0,adverse_stop,-0.0010299780360463195
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-27T13:54:00,26690.0,19.567,2023-05-27T16:23:00,26652.2,19.554,-0.0015518768601365577,150,-3.0671284163863817,-0.4134221189877047,,0,z_mean_revert,-0.0007518768601365576
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-27T20:32:00,26729.5,19.746,2023-05-27T21:10:00,26760.5,19.929,-0.008907932488995218,39,-2.5211936018122465,-3.3480070532534416,,0,adverse_stop,-0.008107932488995218
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-27T21:30:00,26727.7,19.967,2023-05-27T22:37:00,26783.8,20.398,-0.02028667022958328,68,-2.638650943931456,-3.3721725194908,,0,adverse_stop,-0.01948667022958328
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-28T11:19:00,27243.0,20.61,2023-05-28T13:39:00,27203.6,20.577,-0.0006450785883543635,141,-2.6596522808533933,-0.4985541752981073,,0,z_mean_revert,0.00015492141164563655
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-28T18:16:00,27434.7,20.893,2023-05-28T18:25:00,27640.0,20.852,0.008645603544927405,10,-4.376098544386055,-0.3594884275867145,,0,z_mean_revert,0.009445603544927406
BTCUSDT/SOLUSDT,short_a_long_b,2023-05-28T23:17:00,28084.7,20.83,2023-05-29T01:23:00,28185.0,20.899,-0.0010588095501880882,127,2.536994670971912,0.4772836641226183,,0,z_mean_revert,-0.00025880955018808816
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-29T15:45:00,27679.4,20.614,2023-05-29T15:54:00,27640.1,20.53,0.0018550720885322177,10,-2.5634037599550243,0.45534296405646224,,0,z_mean_revert,0.0026550720885322177
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-29T22:01:00,27609.4,20.555,2023-05-29T22:12:00,27618.0,20.514,0.0015061366203798173,12,-2.6202898768150518,-0.44078395848857155,,0,z_mean_revert,0.0023061366203798173
BTCUSDT/SOLUSDT,long_a_short_b,2023-05-30T02:00:00,27760.0,20.865,2023-05-30T03:45:00,27821.1,20.883,0.0005383199323770966,106,-2.7418010425397195,-0.41862550660208386,,0,z_mean_revert,0.0013383199323770967
