pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,slope15m_at_entry,trend2h_at_entry,exit_reason,gross_pct
BTCUSDT/SOLUSDT,short_a_long_b,2023-11-21T14:30:00,36889.3,54.702,2023-11-21T14:48:00,36629.4,55.128,0.01403305285575065,19,3.1359791484722317,0.37483882435453003,,0,z_mean_revert,0.01483305285575065
BTCUSDT/SOLUSDT,short_a_long_b,2023-11-21T15:11:00,36394.5,53.49,2023-11-21T15:13:00,36308.4,52.945,-0.00862307826383799,3,3.8950621907223093,4.666041269695994,,0,adverse_stop,-0.00782307826383799
BTCUSDT/SOLUSDT,short_a_long_b,2023-11-21T15:14:00,36415.5,53.568,2023-11-21T15:54:00,37031.9,55.433,0.017088703460591683,41,3.3206607271340776,0.2523587676225295,,0,z_mean_revert,0.01788870346059168
BTCUSDT/SOLUSDT,short_a_long_b,2023-11-21T18:15:00,36776.1,52.704,2023-11-21T19:18:00,37065.7,54.373,0.022992746143008082,64,2.8304500141407836,0.2641740483653818,,0,z_mean_revert,0.02379274614300808
BTCUSDT/SOLUSDT,short_a_long_b,2023-11-21T23:00:00,36342.2,51.72,2023-11-21T23:31:00,36144.4,52.531,0.020323296257002712,32,2.827702264246221,0.4908520233631699,,0,z_mean_revert,0.02112329625700271
BTCUSDT/SOLUSDT,short_a_long_b,2023-11-24T07:01:00,37368.1,56.776,2023-11-24T07:41:00,37427.4,57.12,0.0036719830834589747,41,2.657778869712625,0.46610245248500615,,0,z_mean_revert,0.004471983083458975
BTCUSDT/SOLUSDT,long_a_short_b,2023-11-25T02:00:00,37783.0,58.893,2023-11-25T04:06:00,37772.8,58.672,0.002682605535306549,127,-3.2597443410766678,-0.4105847559440871,,0,z_mean_revert,0.003482605535306549
BTCUSDT/SOLUSDT,short_a_long_b,2023-11-25T11:41:00,37589.1,57.48,2023-11-25T12:24:00,37680.0,58.069,0.007028788221593274,44,2.5949742629260535,0.4005757354339227,,0,z_mean_revert,0.007828788221593275
BTCUSDT/SOLUSDT,long_a_short_b,2023-11-25T15:45:00,37687.4,58.683,2023-11-25T16:30:00,37722.9,58.411,0.0047770325715007726,46,-2.580459826276355,-0.32334479578320985,,0,z_mean_revert,0.005577032571500773
BTCUSDT/SOLUSDT,short_a_long_b,2023-11-26T09:45:00,37738.9,58.006,2023-11-26T10:19:00,37729.7,58.253,0.0037019604786200596,35,2.8233406998013097,0.43381949210775306,,0,z_mean_revert,0.0045019604786200595
BTCUSDT/SOLUSDT,short_a_long_b,2023-11-27T02:15:00,37401.0,57.063,2023-11-27T04:15:00,37288.0,56.787,-0.0026154497805686897,121,2.5279519672437503,0.490176943061089,,0,z_mean_revert,-0.0018154497805686898
BTCUSDT/SOLUSDT,long_a_short_b,2023-11-28T01:20:00,37209.9,55.33,2023-11-28T01:59:00,37190.6,55.038,0.003958747182269096,40,-2.7245864811807325,-0.4827338033896257,,0,z_mean_revert,0.004758747182269096
