date,equal,risk_parity,correlation_off
2024-06-12,122571.67725373787,104167.24892601723,104084.54652115224
2024-06-13,122411.16449429015,104145.68422613015,104063.0158796432
2024-06-14,122747.52681898966,104250.21403401831,104167.05294005488
2024-06-15,123048.67400872373,104343.15895561872,104259.05103403836
2024-06-16,122458.41604948537,104259.01072585172,104175.75676585588
2024-06-17,123020.44180142813,104383.69666420229,104296.9932537832
2024-06-18,122762.55031351143,104337.99266779314,104252.12014613135
2024-06-19,122918.23143636371,104365.86208983081,104280.69647582695
2024-06-20,122921.53873493639,104385.60386057223,104299.71676748584
2024-06-21,123771.64808150499,104536.20623081272,104447.58831005903
2024-06-22,124075.01530586623,104627.31745858755,104538.85817794554
2024-06-23,124248.66073415466,104673.24954132353,104583.4474581909
2024-06-24,123905.1451421577,104605.64379434723,104517.30919784325
2024-06-25,123669.90464745944,104541.09031725061,104453.18492156357
2024-06-26,123508.12788824776,104504.01149685444,104415.6030875915
2024-06-27,123245.8931154647,104483.15492631342,104394.28394824314
2024-06-28,123668.43656571046,104599.19105854983,104506.20797011751
2024-06-29,123656.1000610666,104619.92894701792,104527.17896132746
2024-06-30,123309.46016014535,104562.87706602551,104471.02855802859
2024-07-01,123750.50867722847,104653.41178768023,104559.50278119004
2024-07-02,123612.00631121083,104615.70455561804,104521.92019253664
2024-07-03,124011.01624344126,104697.91798331772,104602.24773762187
2024-07-04,123826.88639576791,104627.4434930746,104534.31578758932
2024-07-05,123837.08058934797,104619.28864248065,104526.0590487613
2024-07-06,123818.32285722047,104580.57421771492,104487.07076648822
2024-07-07,123743.21465903777,104562.50260491762,104468.47245791418
2024-07-08,124176.38485234446,104594.21645363428,104498.12547584357
2024-07-09,124768.35318432939,104720.79395261822,104621.64971096998
