,equal,risk_parity,correlation_off
2025-11-13,103101.34795477346,100661.98495480866,100655.13968051669
2025-11-14,103358.15244026034,100677.67173284545,100670.75771008433
2025-11-15,103410.48212476996,100712.28536715277,100705.36656817794
2025-11-16,103347.1917519416,100712.26001037117,100705.42636975941
2025-11-17,103404.88425982675,100713.05509378017,100706.23856085929
2025-11-18,102957.04502920584,100687.73779936928,100681.08213928055
2025-11-19,102906.95079673377,100686.27891244118,100679.63761532784
2025-11-20,102758.50806939029,100679.3837028667,100672.82808987195
2025-11-21,103438.39218899373,100728.10619534967,100721.51556231674
2025-11-22,103594.44028338767,100734.26600035517,100727.65627331122
2025-11-23,103812.13008554568,100747.08637410811,100740.40977565739
2025-11-24,103819.93268419147,100750.28903324503,100743.75852867021
2025-11-25,103896.71037863752,100755.40383042248,100748.86239943364
2025-11-26,104077.73333558625,100805.48025785027,100798.45581153229
2025-11-27,104090.51384935304,100808.73601745606,100801.76010773506
2025-11-28,104107.49385377602,100810.34563624267,100803.4057306546
2025-11-29,104191.07239091443,100816.57037154512,100809.6325764644
2025-11-30,104192.97469164986,100816.00819899008,100809.06356858237
2025-12-01,104255.64034044756,100821.74032337652,100814.81963797381
2025-12-02,103965.95627650748,100796.90735833517,100790.01929056532
2025-12-03,103741.6670585175,100770.5757635572,100763.48094364339
2025-12-04,103612.63853191769,100782.57978017529,100775.61069246197
2025-12-05,103652.24038481998,100786.57940219573,100779.633020363
2025-12-06,103798.6923670406,100794.72941615993,100787.72808551231
2025-12-07,103740.90826200199,100791.41606052182,100784.46257373957
2025-12-08,103601.15575654563,100789.1800795978,100782.33717540557
2025-12-09,103561.41574010544,100750.6244313696,100743.6277173086
2025-12-10,103637.55320238035,100756.38983260204,100749.39647695163
2025-12-11,103711.68908653856,100766.38921651522,100759.49099701589
2025-12-12,103417.26878133837,100743.26136657143,100736.33211041566
2025-12-13,103451.50978790436,100745.17775286017,100738.23578043857
2025-12-14,103606.642289551,100756.36375029193,100749.41664020884
2025-12-15,103675.53126363952,100765.51641669428,100758.65477256782
2025-12-16,103809.83047161419,100785.23484733644,100778.34163712792
2025-12-17,103583.41199525929,100764.13148821685,100757.19881013123
2025-12-18,103931.05778404287,100796.59211227814,100789.73149664121
2025-12-19,103873.95630520892,100786.53146273986,100779.72347867585
2025-12-20,103952.05880074346,100790.95333114447,100784.11788574707
2025-12-21,104089.75923696184,100799.87471537029,100793.01455542789
2025-12-22,104137.55936725158,100802.48224260288,100795.60335039621
2025-12-23,104141.29479918252,100802.05867068455,100795.1651861954
2025-12-24,104161.64606232088,100802.24716023753,100795.3474938446
2025-12-25,104109.64897279524,100800.3628411198,100793.50342895817
2025-12-26,104187.96068888392,100804.76380996048,100797.87643126663
2025-12-27,104241.18696365492,100808.53339576811,100801.64335794425
2025-12-28,104239.03456023842,100806.90780826371,100800.02459809836
2025-12-29,104205.1964321634,100807.77217680289,100800.95888524632
2025-12-30,104406.0058639212,100821.31871039562,100814.48130636963
2025-12-31,104490.70062112047,100821.00424148874,100814.08242023003
2026-01-01,104581.85793838021,100825.51914946189,100818.55252752396
2026-01-02,104540.30280336685,100822.73825461026,100815.77687738177
2026-01-03,104510.41520864806,100821.06517679892,100814.11443301853
2026-01-04,104609.16083920111,100826.23153514172,100819.23805686568
2026-01-05,104648.49727733785,100886.64816068533,100879.93458478713
2026-01-06,104590.06160001535,100896.53165168772,100889.74859578114
2026-01-07,104738.3385313873,100901.55468561406,100894.72806728975
2026-01-08,104771.25072484565,100900.67780586873,100893.82457892994
2026-01-09,104752.69935903266,100897.03659814384,100890.1880157914
2026-01-10,104794.22400856263,100899.35810303519,100892.4947687742
2026-01-11,104683.7621903183,100891.75876427507,100884.90480880195
2026-01-12,104650.70570544912,100890.65818288681,100883.8316476623
2026-01-13,104769.07238352089,100897.8416435391,100890.98474131618
2026-01-14,104871.91153032058,100904.3944747709,100897.51787797338
2026-01-15,104886.74559013358,100900.56065444264,100893.70171094609
2026-01-16,104965.79931538319,100905.71971994918,100898.8483188283
2026-01-17,105038.86480525295,100908.49136091398,100901.60399162506
2026-01-18,105060.63652904383,100900.43809012108,100893.57956363488
2026-01-19,105162.3101938448,100906.01958026117,100899.1232317751
2026-01-20,104975.2118555885,100892.10820728992,100885.2050060544
2026-01-21,105160.44401820937,100893.9861689097,100887.21319262839
2026-01-22,105355.5682074343,100905.35472557756,100898.58084933343
2026-01-23,105467.01777533728,100914.02374999905,100907.26228170923
2026-01-24,105592.10499210659,100921.61493305638,100914.82281014149
2026-01-25,105390.06517919853,100887.6030554267,100880.72545651623
2026-01-26,105330.14961403322,100875.38150640465,100868.53515792859
2026-01-27,105353.38631207134,100872.79191151213,100865.91697975995
2026-01-28,105442.43216032149,100878.10916903999,100871.24458343723
2026-01-29,105459.7600004469,100878.63127742753,100871.75136511576
2026-01-30,105293.00672079842,100859.01982096463,100851.98204487597
2026-01-31,104991.96481983156,100845.55143505556,100838.6884709668
2026-02-01,105429.38348571573,100874.75723751023,100867.84018113979
2026-02-02,105978.9029458589,100958.49304075424,100951.52423034002
2026-02-03,106126.76432981898,100973.26076396636,100966.37796210517
2026-02-04,106328.40080086843,100986.42000564646,100979.50880560286
2026-02-05,106442.53396939239,100994.91201778718,100988.00688488546
2026-02-06,106948.4545954855,101162.81783421896,101155.18983955371
2026-02-07,106526.12130236607,101125.47939397121,101117.82974545982
2026-02-08,106654.40117622293,101131.83992954597,101124.13050310359
2026-02-09,106706.61811545432,101137.76367164195,101130.1025861336
2026-02-10,106769.32279003883,101141.79268931758,101134.12177901334
2026-02-11,106874.88141226098,101160.01914904593,101152.36769783418
2026-02-12,106926.7191767263,101156.78909892651,101149.15026210256
2026-02-13,106904.94089740161,101154.34157823546,101146.68416057892
2026-02-14,106853.52080290667,101152.61869249398,101145.00228170615
2026-02-15,106889.64180800313,101151.00745922077,101143.30318128948
2026-02-16,106935.92345331544,101144.21718705812,101136.54788814981
2026-02-17,106845.1350263556,101133.31258594773,101125.5511255064
2026-02-18,106763.3572296826,101131.16202020993,101123.47815582559
2026-02-19,106857.89505439582,101132.67701431326,101124.88302362706
2026-02-20,106975.5600608574,101137.50324439292,101129.66999466592
2026-02-21,106955.7799361661,101136.41780113927,101128.59145914459
2026-02-22,107020.36160869469,101162.48448569501,101154.42794800145
2026-02-23,107012.88700386582,101165.52409658565,101157.54233523941
2026-02-24,107042.75891783001,101167.16321354714,101159.17101854748
2026-02-25,106836.25201593754,101152.65961461737,101144.70329703465
2026-02-26,106990.75555573017,101162.95350824606,101155.01802660499
2026-02-27,106563.12031246198,101137.99071491315,101130.17336831587
2026-02-28,106624.53641548577,101184.9750596395,101177.31848870823
2026-03-01,106436.21559209481,101166.79632464894,101159.1560466963
2026-03-02,106649.14168468873,101178.54334974776,101170.8283365641
2026-03-03,106742.75766746157,101185.71594726884,101178.01034674003
2026-03-04,106799.03707780888,101188.52994867023,101180.79873352943
2026-03-05,106974.51579923418,101200.04301036739,101192.28936603163
2026-03-06,107143.86145714988,101210.78771511377,101203.00515413661
2026-03-07,107239.70224738633,101237.5170435833,101229.47558544685
2026-03-08,107476.22263275732,101254.21216903398,101246.16634538255
2026-03-09,107633.51264787062,101270.28790290673,101262.28132173585
2026-03-10,107789.44338605614,101278.54125503617,101270.47498021308
2026-03-11,108055.59062618171,101290.47789995187,101282.40981013939
2026-03-12,108167.35245214392,101300.16069911547,101292.12924745012
2026-03-13,108184.64561929446,101300.02843754471,101291.96857002776
2026-03-14,107997.8453476223,101289.8759636028,101281.88072747874
2026-03-15,108064.44237878038,101337.4489947101,101329.66695185848
2026-03-16,107890.7628073988,101338.94839579676,101331.14565601549
2026-03-17,107921.58587853884,101334.40027197596,101326.59396439492
2026-03-18,107667.25969192602,101314.60074538073,101306.75839360479
2026-03-19,107714.31577945371,101318.24485736234,101310.4086189382
2026-03-20,107790.80953923584,101319.57487522463,101311.71531663787
2026-03-21,107702.35531542293,101314.10768625075,101306.26542417602
2026-03-22,107824.9908898046,101322.74532349956,101314.90107228962
2026-03-23,107742.83863466092,101314.55012915966,101306.77465299223
2026-03-24,107705.22703762549,101314.02434553097,101306.29388167379
2026-03-25,107822.19498510231,101322.76251341907,101315.04062174448
2026-03-26,107659.80342812049,101310.45127355089,101302.7134788183
2026-03-27,107733.97194434331,101283.02127519704,101275.13551003582
2026-03-28,107704.43029937704,101281.08198407384,101273.20777126183
2026-03-29,107726.48687280371,101278.8331604819,101270.95622151028
2026-03-30,107769.65501391882,101281.73812465575,101273.85768606298
2026-03-31,107741.4532163931,101278.11756093457,101270.20335120415
2026-04-01,107724.99049858958,101276.72622327377,101268.85596962718
2026-04-02,107822.04475720423,101283.01672133002,101275.1335654684
2026-04-03,107820.46564887682,101267.50696570566,101259.57775704462
2026-04-04,107952.73009899692,101275.53134079062,101267.57326674272
2026-04-05,108040.86547640845,101280.92026035245,101272.9795096316
2026-04-06,108029.31820598205,101280.86630007742,101272.94156403664
2026-04-07,107691.00317435907,101251.49122739921,101243.5853236609
2026-04-08,107660.49907933878,101249.70019899012,101241.80224693507
2026-04-09,107757.7531450838,101247.97326282227,101240.00800380019
2026-04-10,107842.86258979084,101255.56619286536,101247.57549836962
2026-04-11,107888.0067991597,101260.87639535849,101252.78382717815
2026-04-12,107840.41292980402,101258.28358970054,101250.20752842228
2026-04-13,107701.34898682396,101241.8573669126,101233.64447989904
2026-04-14,107772.43657466306,101265.48288128432,101257.25380786916
2026-04-15,107637.34411021626,101253.39002589378,101245.16054379374
2026-04-16,107666.40139571906,101245.45624982167,101237.24543050487
2026-04-17,107698.39986946622,101247.11544973022,101238.89168256904
2026-04-18,107804.99516206587,101253.24144148846,101244.98711026384
2026-04-19,107816.2878458501,101253.41759026442,101245.24337770611
2026-04-20,107890.49103885937,101260.27432923389,101252.13318283179
2026-04-21,107920.8519466007,101265.92179287388,101257.75719824109
2026-04-22,107934.97234459253,101266.13545305669,101257.95434394036
2026-04-23,107853.13736555948,101254.14672163133,101245.93980444067
2026-04-24,107922.49574267576,101256.33613327207,101248.15592628927
2026-04-25,107974.95271955815,101259.19282861438,101250.99443222856
2026-04-26,107969.0516903027,101254.8581279346,101246.57782286519
2026-04-27,108023.13445310279,101257.84514132043,101249.5469899783
2026-04-28,108163.36969246951,101265.46658924897,101257.11967020332
2026-04-29,108284.41585893855,101273.37567614765,101265.0147086266
2026-04-30,108300.30563327606,101272.61357260647,101264.24897899438
2026-05-01,108180.81581360169,101263.72482259416,101255.35126871157
2026-05-02,108297.76022813864,101270.55134460678,101262.14720975897
2026-05-03,108323.95421797976,101273.22972278728,101264.815207512
2026-05-04,108307.23792065824,101264.82634865443,101256.39506970893
2026-05-05,108200.11009723305,101263.01214534817,101254.59965748344
2026-05-06,108169.25901623652,101263.77110781624,101255.36033884739
2026-05-07,107954.64365658961,101179.5306552002,101171.97547611273
