variant,pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,exit_reason
A,BTCUSDT/SOLUSDT,long_spread,2024-07-05T00:00:00+00:00,56604.9,134.23,2024-08-01T00:00:00+00:00,65328.9,167.294,-0.07437962368220889,27,-2.6126456581736006,-0.4222893090346154,mean_reversion
A,BTCUSDT/SOLUSDT,long_spread,2024-08-05T00:00:00+00:00,54003.1,129.768,2024-08-13T00:00:00+00:00,60550.5,146.565,-0.007658032373716583,8,-2.2089766258026087,-0.37759458018510555,mean_reversion
A,BTCUSDT/SOLUSDT,short_spread,2024-09-17T00:00:00+00:00,60281.0,131.467,2024-09-30T00:00:00+00:00,63309.1,152.428,0.10358280001433791,13,2.534180413877744,0.48499911401887286,mean_reversion
A,BTCUSDT/SOLUSDT,short_spread,2024-10-16T00:00:00+00:00,67592.0,154.19,2024-10-20T00:00:00+00:00,69020.1,167.42,0.06293679475090559,4,2.113493151147161,-0.0803944839277219,mean_reversion
A,BTCUSDT/SOLUSDT,short_spread,2024-11-11T00:00:00+00:00,88728.9,222.33,2024-11-12T00:00:00+00:00,87972.0,211.77,-0.03970174790407403,1,3.788672402679774,4.06540443569024,stop_z
A,BTCUSDT/SOLUSDT,short_spread,2024-11-13T00:00:00+00:00,90413.3,215.28,2024-11-19T00:00:00+00:00,92335.9,237.69,0.08070769898753523,6,3.8950714245901596,0.3233768805742343,mean_reversion
A,BTCUSDT/SOLUSDT,short_spread,2024-12-02T00:00:00+00:00,95890.5,225.88,2025-01-07T00:00:00+00:00,96920.3,202.07,-0.11531517277791874,36,2.2046330777884973,0.43126039992080295,mean_reversion
A,BTCUSDT/SOLUSDT,short_spread,2025-01-17T00:00:00+00:00,104042.5,219.46,2025-01-27T00:00:00+00:00,102021.3,234.77,0.09055578873399935,10,2.0584031514926746,0.4550309972666646,mean_reversion
A,BTCUSDT/SOLUSDT,short_spread,2025-02-18T00:00:00+00:00,95622.0,169.21,2025-03-02T00:00:00+00:00,94222.8,178.64,0.07100705474206821,12,2.172843677351103,-0.07001186313018558,mean_reversion
A,BTCUSDT/SOLUSDT,long_spread,2025-03-09T00:00:00+00:00,80688.8,126.42,2025-03-12T00:00:00+00:00,83640.7,126.55,0.03511892073333929,3,-2.524790246147067,-0.3221741433065765,mean_reversion
A,BTCUSDT/SOLUSDT,short_spread,2025-04-22T00:00:00+00:00,93404.9,148.71,2025-05-09T00:00:00+00:00,102941.9,172.74,0.05357478652386445,17,2.655692287672492,0.2046580336422111,mean_reversion
A,BTCUSDT/SOLUSDT,short_spread,2025-05-21T00:00:00+00:00,109609.5,173.5,2025-07-10T00:00:00+00:00,115979.2,164.29,-0.10548922244787688,50,2.082974409639934,3.8261153793623617,stop_z
A,BTCUSDT/SOLUSDT,short_spread,2025-07-11T00:00:00+00:00,117500.0,162.87,2025-07-12T00:00:00+00:00,117389.3,160.63,-0.013223253660441013,1,3.942685470214134,3.5205053268439754,stop_z
A,BTCUSDT/SOLUSDT,short_spread,2025-07-13T00:00:00+00:00,119038.3,161.04,2025-07-21T00:00:00+00:00,117330.2,195.75,0.23283236520424205,8,3.6593827946796607,-0.2836054381740274,mean_reversion
A,BTCUSDT/SOLUSDT,long_spread,2025-08-20T00:00:00+00:00,114220.5,187.9,2025-09-08T00:00:00+00:00,112012.6,214.02,-0.13941568159613577,19,-2.102900822364834,-0.33756998257417165,mean_reversion
A,BTCUSDT/SOLUSDT,short_spread,2025-10-03T00:00:00+00:00,122182.7,232.74,2025-10-10T00:00:00+00:00,112714.9,187.65,-0.1264110804703436,7,2.2955173338321297,-0.06925374829898037,mean_reversion
A,BTCUSDT/SOLUSDT,long_spread,2025-11-18T00:00:00+00:00,92916.9,140.61,2025-11-20T00:00:00+00:00,86601.3,133.6,-0.019466763993346726,2,-2.0150871142659232,-3.8375582904515304,stop_z
A,BTCUSDT/SOLUSDT,long_spread,2025-11-21T00:00:00+00:00,85093.5,128.61,2025-11-29T00:00:00+00:00,90765.0,135.84,0.009478416115999267,8,-3.228311875281697,-0.3049926925606635,mean_reversion
A,BTCUSDT/SOLUSDT,long_spread,2026-01-31T00:00:00+00:00,78706.8,105.45,2026-02-05T00:00:00+00:00,62868.1,78.29,0.07546646523346463,5,-2.2934847218177676,-6.230472815243783,stop_z
A,BTCUSDT/SOLUSDT,long_spread,2026-02-25T00:00:00+00:00,67952.5,88.01,2026-03-02T00:00:00+00:00,68801.8,86.59,0.028702522095497684,5,-2.5316003108012293,-0.36692596730156873,mean_reversion
A,BTCUSDT/SOLUSDT,short_spread,2026-04-01T00:00:00+00:00,68086.5,81.14,2026-05-21T00:00:00+00:00,77586.2,87.32,-0.05600158000877724,50,2.257177379431797,0.48443346246852415,mean_reversion
A,BTCUSDT/SOLUSDT,long_spread,2026-06-20T00:00:00+00:00,64270.0,73.19,2026-06-23T00:00:00+00:00,62417.1,69.09,0.02840209826366853,3,-2.467485803225361,-1.2557875008321961,eod_close
