variant,pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,exit_reason
A,BTCUSDT/ETHUSDT,long_spread,2024-06-24T00:00:00+00:00,60273.6,3352.0,2024-07-14T00:00:00+00:00,60766.0,3243.56,0.04147493870661707,20,-3.133727704958189,-0.48607215320605907,mean_reversion
A,BTCUSDT/ETHUSDT,short_spread,2024-07-21T00:00:00+00:00,68138.0,3534.29,2024-07-25T00:00:00+00:00,65773.0,3173.67,-0.07014649399958799,4,2.1464691836268166,4.27833922697054,stop_z
A,BTCUSDT/ETHUSDT,short_spread,2024-07-26T00:00:00+00:00,67882.5,3272.82,2024-07-27T00:00:00+00:00,67873.8,3248.17,-0.007804517393887478,1,3.8352156580510433,3.5920959509547776,stop_z
A,BTCUSDT/ETHUSDT,short_spread,2024-07-28T00:00:00+00:00,68215.5,3268.03,2024-08-12T00:00:00+00:00,59323.6,2721.15,-0.04293696390978634,15,3.198153712538648,0.4159289488800696,mean_reversion
A,BTCUSDT/ETHUSDT,short_spread,2024-09-17T00:00:00+00:00,60281.0,2340.59,2024-11-07T00:00:00+00:00,75859.4,2895.76,-0.017276076582118206,51,2.2839729929488817,0.4211986524871896,mean_reversion
A,BTCUSDT/ETHUSDT,short_spread,2024-11-13T00:00:00+00:00,90413.3,3188.9,2024-11-23T00:00:00+00:00,97725.5,3396.33,-0.015043466604358778,10,2.376302775938642,0.4533037295065858,mean_reversion
A,BTCUSDT/ETHUSDT,short_spread,2025-01-15T00:00:00+00:00,100460.0,3449.8,2025-01-18T00:00:00+00:00,104524.3,3306.7,-0.07915152151924458,3,2.002350088029063,3.8693842816320148,stop_z
A,BTCUSDT/ETHUSDT,short_spread,2025-01-19T00:00:00+00:00,101311.5,3214.15,2025-02-02T00:00:00+00:00,97664.5,2868.05,-0.07475898057853407,14,2.489775114415586,0.09776486816056143,mean_reversion
A,BTCUSDT/ETHUSDT,long_spread,2025-02-25T00:00:00+00:00,88639.1,2494.45,2025-03-02T00:00:00+00:00,94222.8,2517.12,0.05301997910783514,5,-2.260597877526955,0.3436688410610309,mean_reversion
A,BTCUSDT/ETHUSDT,short_spread,2025-04-11T00:00:00+00:00,83378.3,1565.96,2025-04-22T00:00:00+00:00,93404.9,1755.57,0.00033908631947627866,11,2.9088634338208985,3.739164351482074,stop_z
A,BTCUSDT/ETHUSDT,short_spread,2025-04-23T00:00:00+00:00,93632.1,1794.46,2025-05-13T00:00:00+00:00,104082.0,2678.59,0.34243173466243254,20,3.3075296373315797,0.31176297982231466,mean_reversion
A,BTCUSDT/ETHUSDT,short_spread,2025-07-10T00:00:00+00:00,115979.2,2950.62,2025-08-13T00:00:00+00:00,123323.9,4748.37,0.5130362393201027,34,2.113527099781885,-0.21183824747503388,mean_reversion
A,BTCUSDT/ETHUSDT,long_spread,2025-08-19T00:00:00+00:00,112824.2,4073.94,2025-09-10T00:00:00+00:00,113896.8,4347.83,-0.05448669673315225,22,-2.0980618062892837,-0.13950937921829543,mean_reversion
A,BTCUSDT/ETHUSDT,short_spread,2025-10-03T00:00:00+00:00,122182.7,4511.11,2025-10-14T00:00:00+00:00,112983.8,4123.05,-0.012009130241200249,11,2.2331411640170424,0.20031665836486895,mean_reversion
A,BTCUSDT/ETHUSDT,long_spread,2025-11-18T00:00:00+00:00,92916.9,3122.2,2025-11-27T00:00:00+00:00,91292.2,3013.8,0.017453447469349025,9,-2.008740617806236,-0.3702330443133458,mean_reversion
A,BTCUSDT/ETHUSDT,long_spread,2025-12-09T00:00:00+00:00,92638.4,3316.49,2025-12-17T00:00:00+00:00,86201.6,2832.0,0.08930695926463801,8,-2.872201416015486,-0.02401222033589975,mean_reversion
A,BTCUSDT/ETHUSDT,short_spread,2026-02-01T00:00:00+00:00,76931.5,2269.04,2026-02-03T00:00:00+00:00,75732.4,2232.23,-0.001046198505749207,2,2.482776891367335,0.4441228396129731,mean_reversion
A,BTCUSDT/ETHUSDT,long_spread,2026-02-05T00:00:00+00:00,62868.1,1824.95,2026-02-06T00:00:00+00:00,70544.5,2062.54,-0.0075550876598972526,1,-6.790066052495161,-0.3869282524932704,mean_reversion
A,BTCUSDT/ETHUSDT,long_spread,2026-02-07T00:00:00+00:00,69254.2,2085.93,2026-02-16T00:00:00+00:00,68862.5,1997.35,0.03804195197960265,9,-2.381511853579427,0.4012345943652452,mean_reversion
A,BTCUSDT/ETHUSDT,long_spread,2026-02-25T00:00:00+00:00,67952.5,2056.5,2026-03-02T00:00:00+00:00,68801.8,2026.69,0.026990984547518204,5,-2.0516165114521816,-0.0002465890990980417,mean_reversion
A,BTCUSDT/ETHUSDT,long_spread,2026-03-31T00:00:00+00:00,68241.5,2104.49,2026-04-08T00:00:00+00:00,71038.1,2188.87,0.00045155958322946644,8,-2.1189730221962493,-0.36709653579633256,mean_reversion
A,BTCUSDT/ETHUSDT,short_spread,2026-04-22T00:00:00+00:00,78139.8,2373.04,2026-06-01T00:00:00+00:00,71391.5,2006.0,-0.07516584095923722,40,2.2786228596754072,-0.2401779941010551,mean_reversion
