dt,equity
2022-01-11 16:00:00,99324.66930106707
2022-01-11 20:00:00,97083.1806930457
2022-01-12 00:00:00,93177.38999021506
2022-01-12 04:00:00,92913.73057722363
2022-01-12 08:00:00,99966.02814033469
2022-01-12 12:00:00,99966.02814033469
2022-01-12 16:00:00,99966.02814033469
2022-01-12 20:00:00,99024.04303605563
2022-01-13 00:00:00,100569.4872356994
2022-01-13 04:00:00,100560.306947155
2022-01-13 08:00:00,102037.18586673288
2022-01-13 12:00:00,102361.36480595646
2022-01-13 16:00:00,101221.28772235071
2022-01-13 20:00:00,99775.96604464413
2022-01-14 00:00:00,104004.06268736729
2022-01-14 04:00:00,101362.4346587206
2022-01-14 08:00:00,100056.5386132819
2022-01-14 12:00:00,96666.14330023385
2022-01-14 16:00:00,99947.95189175384
2022-01-14 20:00:00,99947.95189175384
2022-01-15 00:00:00,99947.95189175384
2022-01-15 04:00:00,99947.95189175384
2022-01-15 08:00:00,99947.95189175384
2022-01-15 12:00:00,99947.95189175384
2022-01-15 16:00:00,99947.95189175384
2022-01-15 20:00:00,99947.95189175384
2022-01-16 00:00:00,99947.95189175384
2022-01-16 04:00:00,99947.95189175384
2022-01-16 08:00:00,99947.95189175384
2022-01-16 12:00:00,99947.95189175384
2022-01-16 16:00:00,99947.95189175384
2022-01-16 20:00:00,99947.95189175384
2022-01-17 00:00:00,99947.95189175384
2022-01-17 04:00:00,99947.95189175384
2022-01-17 08:00:00,99947.95189175384
2022-01-17 12:00:00,99947.95189175384
2022-01-17 16:00:00,99947.95189175384
2022-01-17 20:00:00,99947.95189175384
2022-01-18 00:00:00,99947.95189175384
2022-01-18 04:00:00,99947.95189175384
2022-01-18 08:00:00,99947.95189175384
2022-01-18 12:00:00,99947.95189175384
2022-01-18 16:00:00,99947.95189175384
2022-01-18 20:00:00,99947.95189175384
2022-01-19 00:00:00,99947.95189175384
2022-01-19 04:00:00,99947.95189175384
2022-01-19 08:00:00,99947.95189175384
2022-01-19 12:00:00,99947.95189175384
2022-01-19 16:00:00,99947.95189175384
2022-01-19 20:00:00,99947.95189175384
2022-01-20 00:00:00,99947.95189175384
2022-01-20 04:00:00,99947.95189175384
2022-01-20 08:00:00,99947.95189175384
2022-01-20 12:00:00,99947.95189175384
2022-01-20 16:00:00,99947.95189175384
2022-01-20 20:00:00,99947.95189175384
2022-01-21 00:00:00,99947.95189175384
2022-01-21 04:00:00,99947.95189175384
2022-01-21 08:00:00,99947.95189175384
2022-01-21 12:00:00,99947.95189175384
2022-01-21 16:00:00,99947.95189175384
2022-01-21 20:00:00,97999.4764163302
2022-01-22 00:00:00,97904.02954608935
2022-01-22 04:00:00,97569.96550024638
2022-01-22 08:00:00,97961.29766823386
2022-01-22 12:00:00,97985.42451598917
2022-01-22 16:00:00,97482.47253585895
2022-01-22 20:00:00,98129.6553421309
2022-01-23 00:00:00,97284.6854103043
2022-01-23 04:00:00,97677.87348965756
2022-01-23 08:00:00,98393.45988626881
2022-01-23 12:00:00,97830.0582216527
2022-01-23 16:00:00,99954.192222147
2022-01-23 20:00:00,99954.192222147
2022-01-24 00:00:00,99954.192222147
2022-01-24 04:00:00,99954.192222147
2022-01-24 08:00:00,99954.192222147
2022-01-24 12:00:00,99954.192222147
2022-01-24 16:00:00,99954.192222147
2022-01-24 20:00:00,99954.192222147
2022-01-25 00:00:00,99954.192222147
2022-01-25 04:00:00,99954.192222147
2022-01-25 08:00:00,99954.192222147
2022-01-25 12:00:00,99954.192222147
2022-01-25 16:00:00,99954.192222147
2022-01-25 20:00:00,99954.192222147
2022-01-26 00:00:00,97855.16595220928
2022-01-26 04:00:00,98165.36108935901
2022-01-26 08:00:00,98272.84959416249
2022-01-26 12:00:00,98179.34931943618
2022-01-26 16:00:00,97403.12525392618
2022-01-26 20:00:00,97906.9469442493
2022-01-27 00:00:00,98309.6607259445
2022-01-27 04:00:00,98182.78502506918
2022-01-27 08:00:00,97751.358560584
2022-01-27 12:00:00,97989.64928698621
2022-01-27 16:00:00,98000.69262652082
2022-01-27 20:00:00,99929.05931482416
2022-01-28 00:00:00,99929.05931482416
2022-01-28 04:00:00,98850.92535461974
2022-01-28 08:00:00,99025.69501446604
2022-01-28 12:00:00,99080.88543336488
2022-01-28 16:00:00,96438.8210209516
2022-01-28 20:00:00,95427.23253096403
2022-01-29 00:00:00,96439.76444691568
2022-01-29 04:00:00,95636.20138200834
2022-01-29 08:00:00,99869.28419065563
2022-01-29 12:00:00,99869.28419065563
2022-01-29 16:00:00,99869.28419065563
2022-01-29 20:00:00,99869.28419065563
2022-01-30 00:00:00,99869.28419065563
2022-01-30 04:00:00,99869.28419065563
2022-01-30 08:00:00,99869.28419065563
2022-01-30 12:00:00,99869.28419065563
2022-01-30 16:00:00,99869.28419065563
2022-01-30 20:00:00,99869.28419065563
2022-01-31 00:00:00,99869.28419065563
2022-01-31 04:00:00,99869.28419065563
2022-01-31 08:00:00,99869.28419065563
2022-01-31 12:00:00,99869.28419065563
2022-01-31 16:00:00,99869.28419065563
2022-01-31 20:00:00,99869.28419065563
2022-02-01 00:00:00,99869.28419065563
2022-02-01 04:00:00,99869.28419065563
2022-02-01 08:00:00,99869.28419065563
2022-02-01 12:00:00,99869.28419065563
2022-02-01 16:00:00,99869.28419065563
2022-02-01 20:00:00,99869.28419065563
2022-02-02 00:00:00,99869.28419065563
2022-02-02 04:00:00,99869.28419065563
2022-02-02 08:00:00,99869.28419065563
2022-02-02 12:00:00,99869.28419065563
2022-02-02 16:00:00,99869.28419065563
2022-02-02 20:00:00,99869.28419065563
2022-02-03 00:00:00,99869.28419065563
2022-02-03 04:00:00,99869.28419065563
2022-02-03 08:00:00,99869.28419065563
2022-02-03 12:00:00,99869.28419065563
2022-02-03 16:00:00,99869.28419065563
2022-02-03 20:00:00,99869.28419065563
2022-02-04 00:00:00,99869.28419065563
2022-02-04 04:00:00,99869.28419065563
2022-02-04 08:00:00,99869.28419065563
2022-02-04 12:00:00,99869.28419065563
2022-02-04 16:00:00,99869.28419065563
2022-02-04 20:00:00,99869.28419065563
2022-02-05 00:00:00,99869.28419065563
2022-02-05 04:00:00,99869.28419065563
2022-02-05 08:00:00,99869.28419065563
2022-02-05 12:00:00,99869.28419065563
2022-02-05 16:00:00,99869.28419065563
2022-02-05 20:00:00,99869.28419065563
2022-02-06 00:00:00,99869.28419065563
2022-02-06 04:00:00,99869.28419065563
2022-02-06 08:00:00,99869.28419065563
2022-02-06 12:00:00,99869.28419065563
2022-02-06 16:00:00,99869.28419065563
2022-02-06 20:00:00,99869.28419065563
2022-02-07 00:00:00,99869.28419065563
2022-02-07 04:00:00,99869.28419065563
2022-02-07 08:00:00,99869.28419065563
2022-02-07 12:00:00,99869.28419065563
2022-02-07 16:00:00,99869.28419065563
2022-02-07 20:00:00,98088.04507587684
2022-02-08 00:00:00,96495.12138122815
2022-02-08 04:00:00,96904.24724569317
2022-02-08 08:00:00,96843.04506457123
2022-02-08 12:00:00,95714.97217751025
2022-02-08 16:00:00,94849.33043284767
2022-02-08 20:00:00,95746.40676081025
2022-02-09 00:00:00,95237.49990844601
2022-02-09 04:00:00,95591.61525213606
2022-02-09 08:00:00,95892.14891974656
2022-02-09 12:00:00,94898.1492932757
2022-02-09 16:00:00,99822.04788311153
2022-02-09 20:00:00,99822.04788311153
2022-02-10 00:00:00,99822.04788311153
2022-02-10 04:00:00,99822.04788311153
2022-02-10 08:00:00,99822.04788311153
2022-02-10 12:00:00,99822.04788311153
2022-02-10 16:00:00,99796.27493547983
2022-02-10 20:00:00,99935.01101931035
2022-02-11 00:00:00,99894.92592191842
2022-02-11 04:00:00,101301.80872323888
2022-02-11 08:00:00,102294.0450301091
2022-02-11 12:00:00,97815.70671434248
2022-02-11 16:00:00,101049.06437539759
2022-02-11 20:00:00,99260.85256317342
2022-02-12 00:00:00,99786.64985243477
2022-02-12 04:00:00,99786.64985243477
2022-02-12 08:00:00,99786.64985243477
2022-02-12 12:00:00,99786.64985243477
2022-02-12 16:00:00,99786.64985243477
2022-02-12 20:00:00,99786.64985243477
2022-02-13 00:00:00,99786.64985243477
2022-02-13 04:00:00,99786.64985243477
2022-02-13 08:00:00,99786.64985243477
2022-02-13 12:00:00,99786.64985243477
2022-02-13 16:00:00,99786.64985243477
2022-02-13 20:00:00,99786.64985243477
2022-02-14 00:00:00,99786.64985243477
2022-02-14 04:00:00,99786.64985243477
2022-02-14 08:00:00,99786.64985243477
2022-02-14 12:00:00,99786.64985243477
2022-02-14 16:00:00,99786.64985243477
2022-02-14 20:00:00,99786.64985243477
2022-02-15 00:00:00,99786.64985243477
2022-02-15 04:00:00,99786.64985243477
2022-02-15 08:00:00,99786.64985243477
2022-02-15 12:00:00,99786.64985243477
2022-02-15 16:00:00,99786.64985243477
2022-02-15 20:00:00,99786.64985243477
2022-02-16 00:00:00,99786.64985243477
2022-02-16 04:00:00,99786.64985243477
2022-02-16 08:00:00,99786.64985243477
2022-02-16 12:00:00,99786.64985243477
2022-02-16 16:00:00,99786.64985243477
2022-02-16 20:00:00,99786.64985243477
2022-02-17 00:00:00,99786.64985243477
2022-02-17 04:00:00,99786.64985243477
2022-02-17 08:00:00,99786.64985243477
2022-02-17 12:00:00,99786.64985243477
2022-02-17 16:00:00,99786.64985243477
2022-02-17 20:00:00,99786.64985243477
2022-02-18 00:00:00,99786.64985243477
2022-02-18 04:00:00,99786.64985243477
2022-02-18 08:00:00,99786.64985243477
2022-02-18 12:00:00,99786.64985243477
2022-02-18 16:00:00,99786.64985243477
2022-02-18 20:00:00,99786.64985243477
2022-02-19 00:00:00,95348.68892015777
2022-02-19 04:00:00,95368.24683493975
2022-02-19 08:00:00,94582.79131906542
2022-02-19 12:00:00,94269.86468255354
2022-02-19 16:00:00,94184.63080702217
2022-02-19 20:00:00,94008.85102972228
2022-02-20 00:00:00,92313.8317486163
2022-02-20 04:00:00,92519.31058169623
2022-02-20 08:00:00,93377.68573046144
2022-02-20 12:00:00,93060.65434640273
2022-02-20 16:00:00,93033.85275947927
2022-02-20 20:00:00,99728.3270168779
2022-02-21 00:00:00,99728.3270168779
2022-02-21 04:00:00,101023.35095330667
2022-02-21 08:00:00,100685.07031996913
2022-02-21 12:00:00,100881.13223170202
2022-02-21 16:00:00,102809.49087224535
2022-02-21 20:00:00,103572.38299229067
2022-02-22 00:00:00,103026.68112440834
2022-02-22 04:00:00,105291.73009309555
2022-02-22 08:00:00,105348.75389361117
2022-02-22 12:00:00,104845.53589304525
2022-02-22 16:00:00,107030.16085622442
2022-02-22 20:00:00,109114.36940574662
2022-02-23 00:00:00,99836.39831096631
2022-02-23 04:00:00,99836.39831096631
2022-02-23 08:00:00,99836.39831096631
2022-02-23 12:00:00,99836.39831096631
2022-02-23 16:00:00,99836.39831096631
2022-02-23 20:00:00,99836.39831096631
2022-02-24 00:00:00,99836.39831096631
2022-02-24 04:00:00,99836.39831096631
2022-02-24 08:00:00,99836.39831096631
2022-02-24 12:00:00,99836.39831096631
2022-02-24 16:00:00,99836.39831096631
2022-02-24 20:00:00,99836.39831096631
2022-02-25 00:00:00,99127.3551499735
2022-02-25 04:00:00,97719.59457371524
2022-02-25 08:00:00,97790.83438285481
2022-02-25 12:00:00,98931.44567483966
2022-02-25 16:00:00,100842.53098958412
2022-02-25 20:00:00,96251.17691358812
2022-02-26 00:00:00,98002.48888826951
2022-02-26 04:00:00,99834.3328211087
2022-02-26 08:00:00,99448.19240635211
2022-02-26 12:00:00,100599.64453885819
2022-02-26 16:00:00,99774.45008299139
2022-02-26 20:00:00,99837.70057575205
2022-02-27 00:00:00,99837.70057575205
2022-02-27 04:00:00,99837.70057575205
2022-02-27 08:00:00,99837.70057575205
2022-02-27 12:00:00,99837.70057575205
2022-02-27 16:00:00,99837.70057575205
2022-02-27 20:00:00,99837.70057575205
2022-02-28 00:00:00,99837.70057575205
2022-02-28 04:00:00,99837.70057575205
2022-02-28 08:00:00,99837.70057575205
2022-02-28 12:00:00,99837.70057575205
2022-02-28 16:00:00,99837.70057575205
2022-02-28 20:00:00,99837.70057575205
2022-03-01 00:00:00,99837.70057575205
2022-03-01 04:00:00,99837.70057575205
2022-03-01 08:00:00,99837.70057575205
2022-03-01 12:00:00,99837.70057575205
2022-03-01 16:00:00,99837.70057575205
2022-03-01 20:00:00,99837.70057575205
2022-03-02 00:00:00,99837.70057575205
2022-03-02 04:00:00,99837.70057575205
2022-03-02 08:00:00,99837.70057575205
2022-03-02 12:00:00,99837.70057575205
2022-03-02 16:00:00,99837.70057575205
2022-03-02 20:00:00,99837.70057575205
2022-03-03 00:00:00,99837.70057575205
2022-03-03 04:00:00,99837.70057575205
2022-03-03 08:00:00,99837.70057575205
2022-03-03 12:00:00,99837.70057575205
2022-03-03 16:00:00,99837.70057575205
2022-03-03 20:00:00,99837.70057575205
2022-03-04 00:00:00,99837.70057575205
2022-03-04 04:00:00,99837.70057575205
2022-03-04 08:00:00,99837.70057575205
2022-03-04 12:00:00,99837.70057575205
2022-03-04 16:00:00,99837.70057575205
2022-03-04 20:00:00,99837.70057575205
2022-03-05 00:00:00,99837.70057575205
2022-03-05 04:00:00,99837.70057575205
2022-03-05 08:00:00,99837.70057575205
2022-03-05 12:00:00,99837.70057575205
2022-03-05 16:00:00,99837.70057575205
2022-03-05 20:00:00,99837.70057575205
2022-03-06 00:00:00,99837.70057575205
2022-03-06 04:00:00,99837.70057575205
2022-03-06 08:00:00,99837.70057575205
2022-03-06 12:00:00,97422.68045720576
2022-03-06 16:00:00,97177.13361505822
2022-03-06 20:00:00,96496.26477629761
2022-03-07 00:00:00,95911.04059650301
2022-03-07 04:00:00,96175.00976082605
2022-03-07 08:00:00,96887.9283929605
2022-03-07 12:00:00,96833.67086874494
2022-03-07 16:00:00,96715.5661183595
2022-03-07 20:00:00,96551.02702166863
2022-03-08 00:00:00,96407.18149235302
2022-03-08 04:00:00,97391.13538498743
2022-03-08 08:00:00,99811.55871417085
2022-03-08 12:00:00,99811.55871417085
2022-03-08 16:00:00,99811.55871417085
2022-03-08 20:00:00,97063.75536324168
2022-03-09 00:00:00,97746.14470382189
2022-03-09 04:00:00,97696.14834398667
2022-03-09 08:00:00,98125.14149984106
2022-03-09 12:00:00,97856.6244648236
2022-03-09 16:00:00,97341.29613149769
2022-03-09 20:00:00,97088.87548550036
2022-03-10 00:00:00,96664.2722539242
2022-03-10 04:00:00,97335.44289912672
2022-03-10 08:00:00,97525.9168358648
2022-03-10 12:00:00,98165.62635707347
2022-03-10 16:00:00,99800.31963441087
2022-03-10 20:00:00,99800.31963441087
2022-03-11 00:00:00,99800.31963441087
2022-03-11 04:00:00,100826.93165224744
2022-03-11 08:00:00,100176.25643365007
2022-03-11 12:00:00,99823.82751413465
2022-03-11 16:00:00,99886.47616901077
2022-03-11 20:00:00,99994.11574978245
2022-03-12 00:00:00,100427.09293985282
2022-03-12 04:00:00,97408.58883097672
2022-03-12 08:00:00,97466.1578651872
2022-03-12 12:00:00,99757.8525375086
2022-03-12 16:00:00,99757.8525375086
2022-03-12 20:00:00,99757.8525375086
2022-03-13 00:00:00,99757.8525375086
2022-03-13 04:00:00,99757.8525375086
2022-03-13 08:00:00,99757.8525375086
2022-03-13 12:00:00,99757.8525375086
2022-03-13 16:00:00,99757.8525375086
2022-03-13 20:00:00,99757.8525375086
2022-03-14 00:00:00,99757.8525375086
2022-03-14 04:00:00,99757.8525375086
2022-03-14 08:00:00,99757.8525375086
2022-03-14 12:00:00,99757.8525375086
2022-03-14 16:00:00,99757.8525375086
2022-03-14 20:00:00,99757.8525375086
2022-03-15 00:00:00,99757.8525375086
2022-03-15 04:00:00,99776.45652343737
2022-03-15 08:00:00,99885.10518942378
2022-03-15 12:00:00,98364.70433742616
2022-03-15 16:00:00,98947.41503245552
2022-03-15 20:00:00,98722.63251055047
2022-03-16 00:00:00,99015.00856578317
2022-03-16 04:00:00,98799.29900137175
2022-03-16 08:00:00,98545.93666336172
2022-03-16 12:00:00,98950.81739151564
2022-03-16 16:00:00,99258.61747448755
2022-03-16 20:00:00,98907.94766735817
2022-03-17 00:00:00,99744.8342087296
2022-03-17 04:00:00,99744.8342087296
2022-03-17 08:00:00,99641.48202556444
2022-03-17 12:00:00,100035.36003271128
2022-03-17 16:00:00,99365.65584038966
2022-03-17 20:00:00,99453.58101592273
2022-03-18 00:00:00,99696.31197800813
2022-03-18 04:00:00,99696.31197800813
2022-03-18 08:00:00,99755.41229850263
2022-03-18 12:00:00,99227.66160391463
2022-03-18 16:00:00,98884.30573032725
2022-03-18 20:00:00,97750.59550327857
2022-03-19 00:00:00,99490.47721085805
2022-03-19 04:00:00,99055.13587484047
2022-03-19 08:00:00,99013.80600116792
2022-03-19 12:00:00,97857.84122675708
2022-03-19 16:00:00,98845.30728542598
2022-03-19 20:00:00,98247.6137276998
2022-03-20 00:00:00,98851.45377945933
2022-03-20 04:00:00,99687.36271272217
2022-03-20 08:00:00,99687.36271272217
2022-03-20 12:00:00,99779.10530253795
2022-03-20 16:00:00,100101.77202622654
2022-03-20 20:00:00,100328.67008763313
2022-03-21 00:00:00,100334.56354377356
2022-03-21 04:00:00,100268.47264277015
2022-03-21 08:00:00,100124.92488963538
2022-03-21 12:00:00,100123.03056444738
2022-03-21 16:00:00,101623.12563276349
2022-03-21 20:00:00,103440.6254103571
2022-03-22 00:00:00,103588.80373617365
2022-03-22 04:00:00,105526.90888406965
2022-03-22 08:00:00,99736.39327577998
2022-03-22 12:00:00,99736.39327577998
2022-03-22 16:00:00,99736.39327577998
2022-03-22 20:00:00,99736.39327577998
2022-03-23 00:00:00,99736.39327577998
2022-03-23 04:00:00,99736.39327577998
2022-03-23 08:00:00,99736.39327577998
2022-03-23 12:00:00,99736.39327577998
2022-03-23 16:00:00,99736.39327577998
2022-03-23 20:00:00,99736.39327577998
2022-03-24 00:00:00,99736.39327577998
2022-03-24 04:00:00,99736.39327577998
2022-03-24 08:00:00,99736.39327577998
2022-03-24 12:00:00,99736.39327577998
2022-03-24 16:00:00,99736.39327577998
2022-03-24 20:00:00,99736.39327577998
2022-03-25 00:00:00,99736.39327577998
2022-03-25 04:00:00,99736.39327577998
2022-03-25 08:00:00,99736.39327577998
2022-03-25 12:00:00,99736.39327577998
2022-03-25 16:00:00,99736.39327577998
2022-03-25 20:00:00,99736.39327577998
2022-03-26 00:00:00,99736.39327577998
2022-03-26 04:00:00,99736.39327577998
2022-03-26 08:00:00,99736.39327577998
2022-03-26 12:00:00,99736.39327577998
2022-03-26 16:00:00,99736.39327577998
2022-03-26 20:00:00,99736.39327577998
2022-03-27 00:00:00,99736.39327577998
2022-03-27 04:00:00,99736.39327577998
2022-03-27 08:00:00,99852.48836265298
2022-03-27 12:00:00,98816.54421478824
2022-03-27 16:00:00,97394.40926366378
2022-03-27 20:00:00,96487.26890169496
2022-03-28 00:00:00,95174.74950123874
2022-03-28 04:00:00,95488.59845214603
2022-03-28 08:00:00,95775.31920842112
2022-03-28 12:00:00,96480.87282328574
2022-03-28 16:00:00,95545.06038568943
2022-03-28 20:00:00,95660.85146033899
2022-03-29 00:00:00,95785.2441576768
2022-03-29 04:00:00,99700.02703204376
2022-03-29 08:00:00,99700.02703204376
2022-03-29 12:00:00,99700.02703204376
2022-03-29 16:00:00,99700.02703204376
2022-03-29 20:00:00,99700.02703204376
2022-03-30 00:00:00,99700.02703204376
2022-03-30 04:00:00,99700.02703204376
2022-03-30 08:00:00,99700.02703204376
2022-03-30 12:00:00,99589.16034201483
2022-03-30 16:00:00,99503.73571183522
2022-03-30 20:00:00,99778.78424636954
2022-03-31 00:00:00,100320.90209174008
2022-03-31 04:00:00,100402.3371100706
2022-03-31 08:00:00,100053.5980978539
2022-03-31 12:00:00,100180.79631092351
2022-03-31 16:00:00,100293.67885794656
2022-03-31 20:00:00,101477.65484491379
2022-04-01 00:00:00,98910.9263276768
2022-04-01 04:00:00,98826.67511274693
2022-04-01 08:00:00,99695.17856693843
2022-04-01 12:00:00,99695.17856693843
2022-04-01 16:00:00,98503.36485180755
2022-04-01 20:00:00,97048.8474751511
2022-04-02 00:00:00,95931.6130093754
2022-04-02 04:00:00,96457.57037796271
2022-04-02 08:00:00,97525.75434122009
2022-04-02 12:00:00,98002.90403155898
2022-04-02 16:00:00,97542.75204011258
2022-04-02 20:00:00,95399.8278583107
2022-04-03 00:00:00,97290.94327223398
2022-04-03 04:00:00,97304.0557828082
2022-04-03 08:00:00,97417.9403653878
2022-04-03 12:00:00,99661.67007815698
2022-04-03 16:00:00,99661.67007815698
2022-04-03 20:00:00,99661.67007815698
2022-04-04 00:00:00,99661.67007815698
2022-04-04 04:00:00,99661.67007815698
2022-04-04 08:00:00,99661.67007815698
2022-04-04 12:00:00,99661.67007815698
2022-04-04 16:00:00,99661.67007815698
2022-04-04 20:00:00,99661.67007815698
2022-04-05 00:00:00,99661.67007815698
2022-04-05 04:00:00,99661.67007815698
2022-04-05 08:00:00,99661.67007815698
2022-04-05 12:00:00,99661.67007815698
2022-04-05 16:00:00,99661.67007815698
2022-04-05 20:00:00,99661.67007815698
2022-04-06 00:00:00,99661.67007815698
2022-04-06 04:00:00,99661.67007815698
2022-04-06 08:00:00,99661.67007815698
2022-04-06 12:00:00,99661.67007815698
2022-04-06 16:00:00,99661.67007815698
2022-04-06 20:00:00,99661.67007815698
2022-04-07 00:00:00,99661.67007815698
2022-04-07 04:00:00,99661.67007815698
2022-04-07 08:00:00,99661.67007815698
2022-04-07 12:00:00,99661.67007815698
2022-04-07 16:00:00,99661.67007815698
2022-04-07 20:00:00,99661.67007815698
2022-04-08 00:00:00,99661.67007815698
2022-04-08 04:00:00,99661.67007815698
2022-04-08 08:00:00,99661.67007815698
2022-04-08 12:00:00,99661.67007815698
2022-04-08 16:00:00,99661.67007815698
2022-04-08 20:00:00,99661.67007815698
2022-04-09 00:00:00,99661.67007815698
2022-04-09 04:00:00,99661.67007815698
2022-04-09 08:00:00,99661.67007815698
2022-04-09 12:00:00,99661.67007815698
2022-04-09 16:00:00,99661.67007815698
2022-04-09 20:00:00,99716.42166718568
2022-04-10 00:00:00,99555.04032968753
2022-04-10 04:00:00,99782.32105090327
2022-04-10 08:00:00,99910.99320524237
2022-04-10 12:00:00,98095.6335399127
2022-04-10 16:00:00,100087.52659082157
2022-04-10 20:00:00,100274.64235918756
2022-04-11 00:00:00,99862.16993920342
2022-04-11 04:00:00,99050.21256901888
2022-04-11 08:00:00,98657.94287980946
2022-04-11 12:00:00,97246.87833867419
2022-04-11 16:00:00,99644.19554077322
2022-04-11 20:00:00,99644.19554077322
2022-04-12 00:00:00,99644.19554077322
2022-04-12 04:00:00,99644.19554077322
2022-04-12 08:00:00,99644.19554077322
2022-04-12 12:00:00,99644.19554077322
2022-04-12 16:00:00,99644.19554077322
2022-04-12 20:00:00,99789.95373711633
2022-04-13 00:00:00,100300.45421082714
2022-04-13 04:00:00,99709.08237494432
2022-04-13 08:00:00,100038.12772978167
2022-04-13 12:00:00,100071.48716667765
2022-04-13 16:00:00,100551.91360258072
2022-04-13 20:00:00,100451.32984587929
2022-04-14 00:00:00,99641.60533213204
2022-04-14 04:00:00,100492.77641899243
2022-04-14 08:00:00,100428.33205226161
2022-04-14 12:00:00,100081.34336394235
2022-04-14 16:00:00,99648.96761922477
2022-04-14 20:00:00,99648.96761922477
2022-04-15 00:00:00,99648.96761922477
2022-04-15 04:00:00,99648.96761922477
2022-04-15 08:00:00,99648.96761922477
2022-04-15 12:00:00,99648.96761922477
2022-04-15 16:00:00,99648.96761922477
2022-04-15 20:00:00,99648.96761922477
2022-04-16 00:00:00,99648.96761922477
2022-04-16 04:00:00,99648.96761922477
2022-04-16 08:00:00,99648.96761922477
2022-04-16 12:00:00,99648.96761922477
2022-04-16 16:00:00,99648.96761922477
2022-04-16 20:00:00,99648.96761922477
2022-04-17 00:00:00,99195.21411672454
2022-04-17 04:00:00,99778.6832139882
2022-04-17 08:00:00,101852.97964321604
2022-04-17 12:00:00,101549.39866712973
2022-04-17 16:00:00,101516.0724536314
2022-04-17 20:00:00,101145.57868950546
2022-04-18 00:00:00,102104.22804966828
2022-04-18 04:00:00,102421.34779998826
2022-04-18 08:00:00,102524.97149508464
2022-04-18 12:00:00,103301.36812517843
2022-04-18 16:00:00,102669.47187392502
2022-04-18 20:00:00,99692.84528613514
2022-04-19 00:00:00,99692.84528613514
2022-04-19 04:00:00,99692.84528613514
2022-04-19 08:00:00,99692.84528613514
2022-04-19 12:00:00,99692.84528613514
2022-04-19 16:00:00,99692.84528613514
2022-04-19 20:00:00,99692.84528613514
2022-04-20 00:00:00,99692.84528613514
2022-04-20 04:00:00,99692.84528613514
2022-04-20 08:00:00,99692.84528613514
2022-04-20 12:00:00,99692.84528613514
2022-04-20 16:00:00,99692.84528613514
2022-04-20 20:00:00,99692.84528613514
2022-04-21 00:00:00,99692.84528613514
2022-04-21 04:00:00,100753.06658659369
2022-04-21 08:00:00,100556.76547927292
2022-04-21 12:00:00,100487.62298398175
2022-04-21 16:00:00,101959.483918225
2022-04-21 20:00:00,100133.96309427431
2022-04-22 00:00:00,101885.04314743262
2022-04-22 04:00:00,102442.68664393765
