variant,symbol,direction,entry_event_ts,entry_bar_ts,entry_price,exit_event_ts,exit_bar_ts,exit_price,price_pnl_pct,funding_pnl_pct,pnl_pct,funding_at_entry,funding_received,bars_held,exit_reason
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-08-03 00:00:00+00:00,2025-08-03 00:00:00+00:00,158.36,2025-08-03 08:00:00+00:00,2025-08-03 08:00:00+00:00,161.4,0.019196766860318126,5.92e-05,0.018255966860318124,-0.00010062,-5.92e-05,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-08-04 00:00:00+00:00,2025-08-04 00:00:00+00:00,161.97,2025-08-04 08:00:00+00:00,2025-08-04 08:00:00+00:00,163.01,0.006420942149780728,6.297e-05,0.005483912149780728,-0.00014534,-6.297e-05,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-09-22 16:00:00+00:00,2025-09-22 16:00:00+00:00,220.68,2025-09-23 00:00:00+00:00,2025-09-23 00:00:00+00:00,220.12,-0.002537611020482111,-4.622e-05,-0.0035838310204821112,-0.00010344,4.622e-05,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-09-25 00:00:00+00:00,2025-09-25 00:00:00+00:00,211.45,2025-09-25 08:00:00+00:00,2025-09-25 08:00:00+00:00,204.31,-0.033766847954599166,3.446e-05,-0.03473238795459917,-0.0001284,-3.446e-05,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-09-30 08:00:00+00:00,2025-09-30 08:00:00+00:00,208.99,2025-09-30 16:00:00+00:00,2025-09-30 16:00:00+00:00,205.77,-0.015407435762476718,3.859e-05,-0.016368845762476717,-0.00016084,-3.859e-05,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-10-11 00:00:00+00:00,2025-10-11 00:00:00+00:00,187.47,2025-10-11 08:00:00+00:00,2025-10-11 08:00:00+00:00,182.48,-0.02661759214807713,0.00203878,-0.02557881214807713,-0.00302761,-0.00203878,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-10-11 08:00:00+00:00,2025-10-11 08:00:00+00:00,182.48,2025-10-11 16:00:00+00:00,2025-10-11 16:00:00+00:00,183.38,0.004932047347654622,0.00158704,0.005519087347654622,-0.00203878,-0.00158704,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-10-11 16:00:00+00:00,2025-10-11 16:00:00+00:00,183.38,2025-10-12 00:00:00+00:00,2025-10-12 00:00:00+00:00,177.2,-0.03370051259679363,0.00124994,-0.03345057259679363,-0.00158704,-0.00124994,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-10-12 00:00:00+00:00,2025-10-12 00:00:00+00:00,177.2,2025-10-12 08:00:00+00:00,2025-10-12 08:00:00+00:00,182.06,0.027426636568848917,0.00123408,0.027660716568848914,-0.00124994,-0.00123408,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-10-12 08:00:00+00:00,2025-10-12 08:00:00+00:00,182.06,2025-10-12 16:00:00+00:00,2025-10-12 16:00:00+00:00,191.78,0.053388992639789024,0.00057183,0.052960822639789025,-0.00123408,-0.00057183,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-10-12 16:00:00+00:00,2025-10-12 16:00:00+00:00,191.78,2025-10-13 00:00:00+00:00,2025-10-13 00:00:00+00:00,196.48,0.02450724788820513,0.00060725,0.02411449788820513,-0.00057183,-0.00060725,480,next_event
funding_carry_u5_eth_sol_1m,SOLUSDT,long,2025-10-13 00:00:00+00:00,2025-10-13 00:00:00+00:00,196.48,2025-10-13 08:00:00+00:00,2025-10-13 08:00:00+00:00,196.83,0.0017813517915310495,0.00023311,0.0010144617915310494,-0.00060725,-0.00023311,480,next_event
