variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,twap_slices_used,cancel_replace_triggered,micro_z_at_entry
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2024-07-13T21:15:00,58682.500000,2024-07-14T02:30:00,59330.010000,0.009834,22,micro_z_compressed,4,False,2.193
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2024-07-14T04:45:00,59950.000000,2024-07-14T08:00:00,60120.280000,0.001640,14,micro_z_compressed,4,False,2.016
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2024-07-14T12:00:00,59876.010000,2024-07-14T15:00:00,59995.350000,-0.003193,13,micro_z_compressed,4,False,-2.043
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2024-07-15T10:30:00,62698.280000,2024-07-15T14:45:00,63218.060000,-0.009490,18,micro_z_compressed,4,False,-2.165
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2024-07-16T06:45:00,62899.640000,2024-07-16T09:00:00,62972.000000,-0.002350,10,micro_z_compressed,4,False,-1.931
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2024-07-16T17:15:00,64362.010000,2024-07-16T19:15:00,65107.920000,-0.012789,9,micro_z_compressed,4,False,-2.413
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2024-07-17T20:30:00,64600.000000,2024-07-18T01:00:00,64410.000000,0.001741,19,micro_z_compressed,4,False,-2.072
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2024-07-19T01:15:00,63644.120000,2024-07-19T10:45:00,63994.010000,-0.006698,39,micro_z_compressed,4,False,-2.932
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,long,2024-07-19T12:15:00,64187.990000,2024-07-19T18:15:00,66525.660000,0.035219,25,micro_z_compressed,4,False,2.367
vpvr_xs_smart_routing_15m_20260715,BTCUSDT,short,2024-07-20T08:45:00,66510.710000,2024-07-20T09:30:00,66685.510000,-0.003828,4,micro_z_compressed,3,False,-1.826
