symbol,direction,entry_signal_date,entry_fill_date,entry_price,exit_signal_date,exit_fill_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_at_entry,vpvr_dist_atr_at_entry,realized_vol_at_entry,size_units,nav_at_entry
BTCUSDT,long,2026-05-23T20:40:00+00:00,2026-05-23T20:41:00+00:00,76802.45742,2026-05-23T21:30:00+00:00,2026-05-23T21:31:00+00:00,76576.6816,trailing_stop<entry-2.0*ATR,-29.402831986103063,-0.0029396952595583947,50,112.46401221661183,0.14990742625172507,0.000990395342050696,0.130230207938573,100000.0
BTCUSDT,long,2026-05-24T22:11:00+00:00,2026-05-24T22:12:00+00:00,76946.18616,2026-05-24T22:29:00+00:00,2026-05-24T22:30:00+00:00,76795.33786,trailing_stop<entry-2.0*ATR,-19.602544927102965,-0.001960438944775378,18,109.34869466128708,1.5435320249691025,0.0010159787469942972,0.12994872946597968,99970.59716801389
BTCUSDT,long,2026-05-26T10:26:00+00:00,2026-05-26T10:27:00+00:00,76994.49582000001,2026-05-26T11:55:00+00:00,2026-05-26T11:56:00+00:00,77184.95992,vol_cool,24.73018810948612,0.002473736570017371,89,47.01037161589855,2.994108358032727,0.000485581632809462,0.12984172927857926,99950.9946230868
