variant,pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,funding_ema_at_entry,exit_reason
A,BTCUSDT/DOGEUSDT,short_a_long_b,2022-01-05T19:30:00,44673.22,0.15967,2022-01-05T20:00:00,44131.71,0.16039,0.015830880206332634,2,5.137616871824216,1.514256298832416,0.0001,confluence_lost
A,BTCUSDT/DOGEUSDT,short_a_long_b,2022-01-05T22:00:00,42966.69,0.14986,2022-01-05T22:30:00,43415.84,0.15766,0.040795132061646554,2,8.29509698671855,1.310546141105341,0.0001,confluence_lost
A,BTCUSDT/DOGEUSDT,short_a_long_b,2022-01-10T14:00:00,39874.4,0.13955,2022-01-10T14:30:00,40768.6,0.1429,0.0007803169066597178,2,3.0642544529751774,2.8765268792058465,8.782666666666666e-05,confluence_lost
A,BTCUSDT/DOGEUSDT,short_a_long_b,2022-01-10T15:00:00,40813.64,0.14203,2022-01-10T15:30:00,40973.56,0.14224,-0.0032397370349453772,2,3.2535594793498315,3.297318429661647,8.782666666666666e-05,regime_break
A,BTCUSDT/DOGEUSDT,short_a_long_b,2022-01-10T16:00:00,41712.51,0.1453,2022-01-10T16:30:00,41892.96,0.14556,-0.0033366390785848125,2,2.9898460537975255,3.054535943851439,8.782666666666666e-05,regime_break
A,BTCUSDT/DOGEUSDT,short_a_long_b,2022-01-10T17:00:00,41122.41,0.1419,2022-01-10T17:30:00,41167.99,0.14165,-0.0036702021603581595,2,3.3553602218387053,3.4016591227302064,9.053185185185185e-05,regime_break
A,BTCUSDT/DOGEUSDT,short_a_long_b,2022-01-10T18:00:00,41284.82,0.14169,2022-01-10T18:30:00,41584.61,0.14251,-0.002274224677024516,2,3.423628212531824,3.384962811434521,9.053185185185185e-05,regime_break
A,BTCUSDT/DOGEUSDT,short_a_long_b,2022-01-10T19:00:00,41516.16,0.14249,2022-01-10T19:30:00,41280.45,0.14144,-0.0024913899585481173,2,3.1997495721067075,3.186518190040173,9.053185185185185e-05,regime_break
A,BTCUSDT/DOGEUSDT,short_a_long_b,2022-01-10T20:00:00,41336.42,0.142,2022-01-10T20:30:00,41698.68,0.14375,0.0027602432737911194,2,2.9671195328790327,2.7212800078949884,9.053185185185185e-05,confluence_lost
A,BTCUSDT/DOGEUSDT,short_a_long_b,2022-01-10T21:00:00,41746.27,0.14364,2022-01-10T21:30:00,41696.66,0.14347,-0.0007951446978458947,2,2.7477453362741024,2.6834576691416627,9.053185185185185e-05,confluence_lost
