,equity
2022-01-01,100000.0
2022-01-02,99534.50853816589
2022-01-03,98993.26197328388
2022-01-04,98769.87112939103
2022-01-05,97684.23642855584
2022-01-06,96725.67454831286
2022-01-07,96650.56280761215
2022-01-08,95707.5400110986
2022-01-09,95040.67115607613
2022-01-10,95040.67115607613
2022-01-11,94179.9097386705
2022-01-12,91378.51977504784
2022-01-13,91214.77397133171
2022-01-14,90979.84854103014
2022-01-15,90979.84854103014
2022-01-16,90387.86761363395
2022-01-17,89539.8918557514
2022-01-18,89080.18919125802
2022-01-19,89080.18919125802
2022-01-20,88656.74324432644
2022-01-21,86648.5592342399
2022-01-22,86648.5592342399
2022-01-23,86648.5592342399
2022-01-24,84418.81350909088
2022-01-25,83873.1339079251
2022-01-26,83559.18371162064
2022-01-27,83709.09730019799
2022-01-28,83754.56019789168
2022-01-29,83368.67136035216
2022-01-30,83368.67136035216
2022-01-31,82795.38979164742
2022-02-01,82795.38979164742
2022-02-02,82795.38979164742
2022-02-03,81714.20438874273
2022-02-04,78127.42827385706
2022-02-05,76829.81568684289
2022-02-06,76829.81568684289
2022-02-07,74069.0128981753
2022-02-08,72186.73976364038
2022-02-09,71338.73682850777
2022-02-10,69379.59310228463
2022-02-11,69131.45409318396
2022-02-12,67573.66385468452
2022-02-13,66727.43956154407
2022-02-14,63939.46953985313
2022-02-15,63767.61306084475
2022-02-16,63767.61306084475
2022-02-17,61327.30155982727
2022-02-18,60291.57600672085
2022-02-19,60291.57600672085
2022-02-20,55702.39480253562
2022-02-21,55251.72951558843
2022-02-22,55163.92534249194
2022-02-23,55163.92534249194
2022-02-24,55769.119078278
2022-02-25,55593.03907850079
2022-02-26,55188.72047936259
2022-02-27,55078.878784764674
2022-02-28,53278.163916043544
2022-03-01,50437.15527399559
2022-03-02,50249.21409883151
2022-03-03,48639.51005859677
2022-03-04,48241.66900064723
2022-03-05,48241.66900064723
2022-03-06,45142.690786834195
2022-03-07,44999.87017435048
2022-03-08,44718.06106108406
2022-03-09,44153.490664410434
2022-03-10,43978.745924347226
2022-03-11,42379.38160773798
2022-03-12,42086.0285149905
2022-03-13,40565.16037595154
2022-03-14,39445.05542250546
2022-03-15,38700.456063588834
2022-03-16,37418.892876290396
2022-03-17,36734.490280080194
2022-03-18,36734.490280080194
2022-03-19,36357.90106463831
2022-03-20,35348.42474424342
2022-03-21,35348.42474424342
2022-03-22,34397.787324714845
2022-03-23,33938.29986680721
2022-03-24,33421.69091776706
2022-03-25,31226.497276609094
2022-03-26,29701.393223281506
2022-03-27,28815.003735004
2022-03-28,28815.003735004
2022-03-29,28881.40513880416
2022-03-30,26665.881815868754
2022-03-31,25945.79367723221
2022-04-01,25952.656187690507
2022-04-02,26017.720507914346
2022-04-03,25169.72059682604
2022-04-04,25047.081005715856
2022-04-05,25010.34506412823
2022-04-06,24837.63851908841
2022-04-07,24837.63851908841
2022-04-08,23461.11676073646
2022-04-09,23255.51228853448
2022-04-10,22971.532366903997
2022-04-11,21921.812233047494
2022-04-12,21921.812233047494
2022-04-13,21856.289508608214
2022-04-14,21766.993633909282
2022-04-15,21728.156498674223
2022-04-16,21728.156498674223
2022-04-17,21647.600103815137
2022-04-18,21533.377397280252
2022-04-19,21533.377397280252
2022-04-20,20976.298219352248
2022-04-21,20567.56585118937
2022-04-22,20307.159797181153
2022-04-23,20245.199974749165
2022-04-24,19925.294931648583
2022-04-25,19730.7667127739
2022-04-26,19387.952938269482
2022-04-27,19323.81347781112
2022-04-28,18212.88922009043
2022-04-29,18212.88922009043
2022-04-30,18212.88922009043
2022-05-01,18127.97145387906
2022-05-02,17302.96786324387
2022-05-03,17263.699556556716
2022-05-04,17174.69088512623
2022-05-05,17174.69088512623
2022-05-06,16840.6556053753
2022-05-07,16840.6556053753
2022-05-08,16596.13368121652
2022-05-09,16062.263759973304
2022-05-10,16062.263759973304
2022-05-11,14972.346939757614
2022-05-12,15033.227945891509
2022-05-13,15033.227945891509
2022-05-14,14944.556030124882
2022-05-15,14849.058800205768
2022-05-16,14604.759546649164
2022-05-17,14654.981617550082
2022-05-18,14654.981617550082
2022-05-19,14654.981617550082
2022-05-20,14654.981617550082
2022-05-21,14654.981617550082
2022-05-22,14654.981617550082
2022-05-23,14654.981617550082
2022-05-24,14648.446563123605
2022-05-25,14561.537410673573
2022-05-26,14229.984153662028
2022-05-27,14229.984153662028
2022-05-28,14262.083845901541
2022-05-29,14262.083845901541
2022-05-30,14010.73267084138
2022-05-31,13890.51090860628
2022-06-01,13890.51090860628
2022-06-02,13862.652229042847
2022-06-03,13383.548206165895
2022-06-04,13383.548206165895
2022-06-05,12965.239162538257
2022-06-06,12335.30368373134
2022-06-07,12029.244165790527
2022-06-08,12056.26756471775
2022-06-09,12056.26756471775
2022-06-10,11886.490460795796
2022-06-11,11855.713835748405
2022-06-12,11855.713835748405
2022-06-13,11155.227732463974
2022-06-14,11128.390375251265
2022-06-15,10250.11267599119
