,equity
2022-01-01,89946.99732927968
2022-01-02,85247.37575361604
2022-01-03,80951.85247194709
2022-01-04,75638.62429559455
2022-01-05,75295.36290760669
2022-01-06,73663.96313448349
2022-01-07,73663.96313448349
2022-01-08,64268.926481635084
2022-01-09,60943.43298871667
2022-01-10,60660.01071567355
2022-01-11,57079.77538965878
2022-01-12,54885.832121416905
2022-01-13,54108.85475894973
2022-01-14,51524.50736978015
2022-01-15,47956.00110110348
2022-01-16,47061.486887733314
2022-01-17,46920.92674638738
2022-01-18,44335.03904687676
2022-01-19,42500.00490941868
2022-01-20,42178.31383802111
2022-01-21,39107.50283707525
2022-01-22,39107.50283707525
2022-01-23,36600.01936144661
2022-01-24,36021.12649222629
2022-01-25,35334.789901060016
2022-01-26,33465.02116092957
2022-01-27,32139.055881712637
2022-01-28,30275.55999812486
2022-01-29,28543.749927564393
2022-01-30,26144.76007103812
2022-01-31,23979.829193768914
2022-02-01,24008.07574044581
2022-02-02,24008.07574044581
2022-02-03,21795.81060422523
2022-02-04,19296.584184618143
2022-02-05,18519.112105532167
2022-02-06,18389.80900068778
2022-02-07,16446.81412819422
2022-02-08,16264.977145311117
2022-02-09,15510.219358893908
2022-02-10,14903.095365485884
2022-02-11,14457.003907668583
2022-02-12,14062.274557946801
2022-02-13,13918.30103688874
2022-02-14,13433.052947880667
2022-02-15,13119.200104335097
2022-02-16,10952.020979663588
2022-02-17,9822.868240637068
2022-02-18,8896.41979197418
2022-02-19,8740.756321129422
2022-02-20,8185.4922034233805
2022-02-21,7509.490849744259
2022-02-22,7166.930456187583
2022-02-23,6513.7668377447735
2022-02-24,6603.767651808712
2022-02-25,6437.393791955994
2022-02-26,6008.685073092893
2022-02-27,5832.609383088308
2022-02-28,5573.969135227626
2022-03-01,5552.120905222941
2022-03-02,4982.759389377977
2022-03-03,4618.971469177367
2022-03-04,4431.183243495842
2022-03-05,4404.738575655762
2022-03-06,4077.9412575018932
2022-03-07,4047.3830757712394
2022-03-08,3887.6035353783454
2022-03-09,3668.709959645491
2022-03-10,3526.795665462468
2022-03-11,3518.283015828669
2022-03-12,3247.2826553437408
2022-03-13,3147.835294615441
2022-03-14,3105.351431692589
2022-03-15,3060.7201269028296
2022-03-16,2832.191545852264
2022-03-17,2821.3169974655075
2022-03-18,2609.1678658629617
2022-03-19,2599.3218829784155
2022-03-20,2468.4971067157794
2022-03-21,2394.5565158060745
2022-03-22,2195.6502057364532
2022-03-23,2181.243790549252
2022-03-24,2148.7592344811446
2022-03-25,2014.635176934877
2022-03-26,1876.233331147417
2022-03-27,1752.7754275573236
2022-03-28,1659.8620161312974
2022-03-29,1647.0801211505557
2022-03-30,1647.0801211505557
2022-03-31,1647.0801211505557
2022-04-01,1553.2861841545637
2022-04-02,1459.9110097048306
2022-04-03,1440.7379844133354
2022-04-04,1402.5948971710825
2022-04-05,1392.5762742225884
2022-04-06,1388.1820148928257
2022-04-07,1300.1986148548879
2022-04-08,1120.845235191167
2022-04-09,1072.6430858608878
2022-04-10,1052.1853704105433
2022-04-11,980.1894377149993
2022-04-12,879.346922204756
2022-04-13,830.7445434734265
2022-04-14,807.3592538900588
2022-04-15,786.5632463399781
2022-04-16,756.5670012624987
2022-04-17,750.3896704193828
2022-04-18,748.8299456954644
2022-04-19,691.778334311955
2022-04-20,682.7482573129633
2022-04-21,676.5798968483351
2022-04-22,663.1939596134114
2022-04-23,652.2907730284517
2022-04-24,636.2327865177083
2022-04-25,594.2087465124553
2022-04-26,569.9220398552179
2022-04-27,564.1031986316033
2022-04-28,556.1809716788445
2022-04-29,556.1809716788445
2022-04-30,554.3460688631466
2022-05-01,545.5577578894896
2022-05-02,545.5577578894896
2022-05-03,539.7558879933771
2022-05-04,500.9956687171431
2022-05-05,450.609778726985
2022-05-06,425.5571177289037
2022-05-07,418.01860970162346
2022-05-08,403.5999363907883
2022-05-09,382.57847222122757
2022-05-10,336.0717407610537
2022-05-11,337.3387385614526
2022-05-12,343.32379543635545
2022-05-13,324.3123517314478
2022-05-14,305.3584029580364
2022-05-15,305.5965609320012
2022-05-16,301.4117597366593
2022-05-17,301.6022917362752
2022-05-18,283.8804380157186
2022-05-19,281.4360491201302
2022-05-20,280.3966473203161
2022-05-21,275.0220778295152
2022-05-22,262.107419216104
2022-05-23,246.42453776034372
2022-05-24,246.03188140273423
2022-05-25,235.56604763106134
2022-05-26,234.2936401507613
2022-05-27,227.83924233381478
2022-05-28,209.80924114162318
2022-05-29,191.12232255681346
2022-05-30,184.95201473392837
2022-05-31,183.704685711124
2022-06-01,183.33510760890547
2022-06-02,175.83614646649153
2022-06-03,168.0253032462895
2022-06-04,153.17494486309823
2022-06-05,152.68180040364592
2022-06-06,143.4218812795203
2022-06-07,143.4218812795203
2022-06-08,140.7195234527401
2022-06-09,118.67512726037916
2022-06-10,111.09386527770674
2022-06-11,111.09386527770674
2022-06-12,110.4293309581312
2022-06-13,102.45863368455721
2022-06-14,102.41088592407907
2022-06-15,102.41088592407907
2022-06-16,98.2731008118817
2022-06-17,97.17787205722784
2022-06-18,93.60461208882721
2022-06-19,92.07730920096554
2022-06-20,86.87720007789062
2022-06-21,85.26213783971717
2022-06-22,84.87928751102879
2022-06-23,83.90797152333971
2022-06-24,83.83731705395036
2022-06-25,83.42796816587702
2022-06-26,80.76799652560776
2022-06-27,80.60803959413822
2022-06-28,77.23235105179842
2022-06-29,77.32901296065897
2022-06-30,75.20561414476977
2022-07-01,75.20561414476977
2022-07-02,73.54393502134498
2022-07-03,68.50642109357962
2022-07-04,66.47260433015211
