,equity
2022-01-01,100000.0
2022-01-02,99975.10240528487
2022-01-03,99975.10240528487
2022-01-04,99975.10240528487
2022-01-05,99975.10240528487
2022-01-06,99975.10240528487
2022-01-07,99975.10240528487
2022-01-08,99962.53272654701
2022-01-09,99962.53272654701
2022-01-10,99961.91910739057
2022-01-11,99961.91910739057
2022-01-12,99961.91910739057
2022-01-13,99940.79899768882
2022-01-14,99940.79899768882
2022-01-15,99933.58159317059
2022-01-16,99933.58159317059
2022-01-17,99933.58159317059
2022-01-18,99926.29888068212
2022-01-19,99926.29888068212
2022-01-20,99926.29888068212
2022-01-21,99926.29888068212
2022-01-22,99926.29888068212
2022-01-23,99926.29888068212
2022-01-24,99926.29888068212
2022-01-25,99926.29888068212
2022-01-26,99926.29888068212
2022-01-27,99926.29888068212
2022-01-28,99926.29888068212
2022-01-29,99926.29888068212
2022-01-30,99926.29888068212
2022-01-31,99926.29888068212
2022-02-01,99933.67268397144
2022-02-02,99933.67268397144
2022-02-03,99919.53293833886
2022-02-04,99919.53293833886
2022-02-05,99919.53293833886
2022-02-06,99901.10074457209
2022-02-07,99901.10074457209
2022-02-08,99896.30799977458
2022-02-09,99896.30799977458
2022-02-10,99896.30799977458
2022-02-11,99896.30799977458
2022-02-12,99896.30799977458
2022-02-13,99889.99360800623
2022-02-14,99889.99360800623
2022-02-15,99889.99360800623
2022-02-16,99884.30806308669
2022-02-17,99879.038465106
2022-02-18,99879.038465106
2022-02-19,99879.038465106
2022-02-20,99866.47947968145
2022-02-21,99866.47947968145
2022-02-22,99866.47947968145
2022-02-23,99866.47947968145
2022-02-24,99866.47947968145
2022-02-25,99866.47947968145
2022-02-26,99866.47947968145
2022-02-27,99866.47947968145
2022-02-28,99866.47947968145
2022-03-01,99866.47947968145
2022-03-02,99849.47459498639
2022-03-03,99849.47459498639
2022-03-04,99849.47459498639
2022-03-05,99845.18507097034
2022-03-06,99845.18507097034
2022-03-07,99845.18507097034
2022-03-08,99845.18507097034
2022-03-09,99845.18507097034
2022-03-10,99845.18507097034
2022-03-11,99845.18507097034
2022-03-12,99833.83030306538
2022-03-13,99833.83030306538
2022-03-14,99833.83030306538
2022-03-15,99833.83030306538
2022-03-16,99833.83030306538
2022-03-17,99823.64251202361
2022-03-18,99823.64251202361
2022-03-19,99823.64251202361
2022-03-20,99823.64251202361
2022-03-21,99820.38772348361
2022-03-22,99804.06867357617
2022-03-23,99793.75654465404
2022-03-24,99793.75654465404
2022-03-25,99790.09562068948
2022-03-26,99790.09562068948
2022-03-27,99790.09562068948
2022-03-28,99790.09562068948
2022-03-29,99771.99952280357
2022-03-30,99760.269690884
2022-03-31,99768.39621005843
2022-04-01,99768.39621005843
2022-04-02,99768.39621005843
2022-04-03,99768.39621005843
2022-04-04,99768.39621005843
2022-04-05,99768.39621005843
2022-04-06,99768.39621005843
2022-04-07,99766.17409951462
