variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,funding_at_entry,support_level_price,support_distance_atr,near_support
funding_carry_asym,BTCUSDT,long,2024-03-07 09:15:00+00:00,66681.57,2024-03-07 11:15:00+00:00,66715.13,-0.0005047125099183391,8,time_stop,0.00040984,66501.25,0.6357978829236434,True
funding_carry_asym,BTCUSDT,long,2024-03-07 12:30:00+00:00,66728.88,2024-03-07 14:15:00+00:00,67249.59,0.0067963678970783615,7,take_profit,0.00040984,66501.25,0.8608048318000104,True
funding_carry_asym,BTCUSDT,long,2024-03-08 00:00:00+00:00,66833.49,2024-03-08 02:00:00+00:00,66889.0,-0.0001774283808911781,8,time_stop,0.00054217,66679.785,0.6219780791509286,True
funding_carry_asym,BTCUSDT,long,2024-03-08 05:00:00+00:00,66976.59,2024-03-08 05:30:00+00:00,66818.12,-0.0033680505857345802,2,hard_stop,0.00034819,66874.97333333333,0.742176359703155,True
funding_carry_asym,BTCUSDT,long,2024-03-08 08:15:00+00:00,67038.71,2024-03-08 10:15:00+00:00,67241.1,0.0020110020064526644,8,time_stop,0.00043497,66874.97333333333,0.8501100813774737,True
funding_carry_asym,BTCUSDT,long,2024-03-08 16:00:00+00:00,66410.57,2024-03-08 16:45:00+00:00,67810.6,0.020078433271842087,3,take_profit,0.00043497,66967.91666666666,0.8094565276777603,True
funding_carry_asym,BTCUSDT,long,2024-03-10 22:15:00+00:00,68756.24,2024-03-10 22:30:00+00:00,68556.51,-0.0039058999770785457,1,hard_stop,0.00054479,68747.69812500001,0.05395785298852404,True
funding_carry_asym,BTCUSDT,long,2024-03-10 23:45:00+00:00,68955.88,2024-03-11 00:15:00+00:00,68560.74,-0.006732330756419933,2,hard_stop,0.00054479,68747.69812500001,0.8431634545285998,True
funding_carry_asym,BTCUSDT,long,2024-03-11 02:00:00+00:00,68518.3,2024-03-11 04:00:00+00:00,68596.03,0.00012644145578611708,8,time_stop,0.00035489,68788.66500000001,0.5820640297959023,True
funding_carry_asym,BTCUSDT,long,2024-03-11 06:30:00+00:00,68722.76,2024-03-11 06:45:00+00:00,69319.79,0.007686514878622515,1,take_profit,0.00035489,68873.75479166667,0.8703407305240788,True
funding_carry_asym,BTCUSDT,long,2024-03-12 06:45:00+00:00,72266.47,2024-03-12 08:00:00+00:00,71629.99,-0.009812404042289525,5,hard_stop,0.0004447,72078.12,0.6106126040593461,True
funding_carry_asym,BTCUSDT,long,2024-03-12 09:15:00+00:00,71978.46,2024-03-12 10:15:00+00:00,71705.63,-0.004794439528714606,4,hard_stop,0.000453,72078.12,0.3223566106393692,True
funding_carry_asym,BTCUSDT,long,2024-03-12 11:30:00+00:00,72114.91,2024-03-12 12:15:00+00:00,71628.53,-0.00774751372122642,3,hard_stop,0.000453,72078.12,0.15049584796726193,True
funding_carry_asym,BTCUSDT,long,2024-03-12 13:30:00+00:00,71821.51,2024-03-12 15:30:00+00:00,71896.0,2.9154468069623173e-05,8,time_stop,0.000453,72078.12,0.8150711038106607,True
funding_carry_asym,BTCUSDT,long,2024-03-12 18:45:00+00:00,71410.21,2024-03-12 20:45:00+00:00,71037.63,-0.006225461200576201,8,time_stop,0.00047935,72004.16,0.8224485234045616,True
funding_carry_asym,BTCUSDT,long,2024-03-13 01:15:00+00:00,71804.61,2024-03-13 03:15:00+00:00,72047.18,0.0023701953554234965,8,time_stop,0.00033224,71897.83541666667,0.3409489090502243,True
funding_carry_asym,BTCUSDT,long,2024-03-13 13:45:00+00:00,72183.65,2024-03-13 15:45:00+00:00,72634.95,0.005244108337552853,8,time_stop,0.0006442,72183.33291666667,0.0009378250346132077,True
funding_carry_asym,BTCUSDT,long,2024-03-14 11:00:00+00:00,72710.01,2024-03-14 13:00:00+00:00,72529.99,-0.0034838626769545435,8,time_stop,0.00038753,72595.37541666666,0.5189047463542007,True
funding_carry_asym,BTCUSDT,long,2024-03-18 08:15:00+00:00,67521.54,2024-03-18 08:45:00+00:00,68035.46,0.006609200810882179,2,take_profit,0.00030597,67710.714375,0.6293839220150329,True
funding_carry_asym,BTCUSDT,long,2024-03-18 10:00:00+00:00,67751.61,2024-03-18 11:15:00+00:00,68400.01,0.008565252278875645,5,take_profit,0.00030597,67850.25,0.28014995861531633,True
funding_carry_asym,BTCUSDT,long,2024-03-18 13:15:00+00:00,67972.21,2024-03-18 13:45:00+00:00,67552.39,-0.007178347657373627,2,hard_stop,0.00030597,67850.25,0.41954522893356516,True
funding_carry_asym,BTCUSDT,long,2024-03-18 15:45:00+00:00,67467.19,2024-03-18 17:45:00+00:00,67388.27,-0.002177753772166882,8,time_stop,0.00030597,67850.25,0.7968795506552891,True
funding_carry_asym,BTCUSDT,long,2024-03-30 12:45:00+00:00,70218.89,2024-03-30 14:00:00+00:00,70101.0,-0.0026838929588604782,5,hard_stop,0.00032267,70280.53,0.7489411928070531,True
funding_carry_asym,BTCUSDT,long,2024-03-30 15:15:00+00:00,70006.4,2024-03-30 16:45:00+00:00,70178.16,0.00144748996663175,6,take_profit,0.00032267,69955.47208333334,0.5674193890678024,True
funding_carry_asym,BTCUSDT,long,2024-03-30 18:00:00+00:00,69932.48,2024-03-30 19:00:00+00:00,69765.99,-0.00338472495069519,4,hard_stop,0.0003436,70041.515,0.9460678892600938,True
funding_carry_asym,BTCUSDT,long,2024-03-31 00:15:00+00:00,69857.3,2024-03-31 02:00:00+00:00,70113.39,0.0026589017740450216,7,take_profit,0.00032351,69949.625,0.7242150205069264,True
funding_carry_asym,BTCUSDT,long,2024-03-31 03:15:00+00:00,69919.99,2024-03-31 04:30:00+00:00,70086.01,0.0013694282572122355,5,take_profit,0.00032351,69958.10666666666,0.28463328728413095,True
funding_carry_asym,BTCUSDT,long,2024-04-01 05:30:00+00:00,70158.01,2024-04-01 05:45:00+00:00,69167.48,-0.015119558950004356,1,hard_stop,0.00070161,70110.625,0.3434797916515238,True
funding_carry_asym,BTCUSDT,long,2024-04-01 12:15:00+00:00,69731.68,2024-04-01 13:15:00+00:00,70015.99,0.003073199918315566,4,take_profit,0.00033491,69868.875,0.8200853076926674,True
