symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_at_entry,risk_per_trade
BTCUSDT,long,2024-03-14,71444.63644500001,2024-03-14,70492.053075,stop,-717.4800468881838,-0.013333168414025431,6,562.4596414577178,0.01
BTCUSDT,long,2024-03-16,69876.65800000001,2024-03-16,68996.359985,stop,-734.7060873333156,-0.012597883759695616,8,501.86895944728036,0.01
BTCUSDT,long,2024-03-29,69804.58004500001,2024-03-30,69661.34101500001,trailing,-127.61250141435947,-0.0020520004548076898,83,179.97513136409086,0.01
BTCUSDT,long,2024-03-31,69962.08595000001,2024-03-31,70240.12154000001,target,246.63875679158664,0.003974089483248067,22,123.00534646682229,0.01
BTCUSDT,long,2024-04-01,69806.603075,2024-04-01,69273.942985,stop,-475.44451204355147,-0.0076305115352443,5,251.14514279175987,0.01
BTCUSDT,long,2024-04-01,70121.01398500001,2024-04-01,69575.48000000001,stop,-481.05331505088765,-0.007779892987809567,3,198.182225366512,0.01
BTCUSDT,long,2024-04-10,69373.65462500001,2024-04-10,68644.89797,stop,-644.4890930526357,-0.01050480414992272,3,261.90941927659424,0.01
BTCUSDT,long,2024-04-10,69423.969985,2024-04-10,68926.484955,stop,-435.0226542245101,-0.007165897169342017,11,227.98725424456066,0.01
BTCUSDT,long,2024-05-24,68080.337555,2024-05-24,67579.508455,stop,-443.3899479606973,-0.0073564426673913275,7,246.65796590734135,0.01
BTCUSDT,long,2024-05-27,68701.60806500001,2024-05-27,69034.293,target,289.71938138792376,0.004842462125271396,6,124.56970860617976,0.01
BTCUSDT,long,2024-05-27,68810.0605,2024-05-27,68457.769085,stop,-307.7934799568703,-0.005119766098737877,6,140.28890413005223,0.01
BTCUSDT,long,2024-05-27,68718.70367,2024-05-27,68377.289985,stop,-297.1570682160964,-0.004968278893029421,1,137.917386575155,0.01
BTCUSDT,long,2024-05-27,68730.28101,2024-05-27,69395.75,target,576.2311440367743,0.009682326046406953,9,140.42468851565732,0.01
BTCUSDT,long,2024-05-28,68675.388795,2024-05-29,68243.481,trailing,-377.91287997191773,-0.006289120492484979,36,235.08428368041126,0.01
BTCUSDT,long,2024-06-09,69854.58494000002,2024-06-09,69595.799475,stop,-221.2110343594856,-0.0037046310592537823,1,93.71726642111217,0.01
BTCUSDT,long,2024-06-10,69779.87304,2024-06-10,69521.08172,stop,-220.6324895267316,-0.0037086814395843604,1,81.7157626489184,0.01
BTCUSDT,long,2024-06-10,69802.20649000001,2024-06-10,69508.7802,stop,-249.15301790431667,-0.004203682157842059,7,80.87466269218054,0.01
BTCUSDT,long,2024-07-23,66846.129015,2024-07-23,66516.076,trailing,-291.4165672906077,-0.004937503784638531,11,223.55564354956448,0.01
BTCUSDT,long,2024-07-23,66934.251,2024-07-23,66338.36297,stop,-522.8455406462859,-0.008902587555659647,4,282.96447242174014,0.01
BTCUSDT,long,2024-07-24,65976.97724000001,2024-07-24,65551.52500000001,stop,-375.3460909141935,-0.006448495487332839,10,203.3659970299564,0.01
BTCUSDT,long,2024-07-24,65989.85653,2024-07-24,66386.280985,target,347.4138563212673,0.006007354400289877,17,161.47963734759512,0.01
BTCUSDT,long,2024-08-14,59764.522515000004,2024-08-14,59298.918000000005,trend_reversal,-400.66612166109724,-0.00779065063028217,2,450.0464974483384,0.01
BTCUSDT,long,2024-08-27,63152.58700000001,2024-08-27,62658.870500000005,stop,-451.700204598174,-0.007817834920998634,8,167.77616596762658,0.01
BTCUSDT,long,2024-08-27,63002.362,2024-08-27,62537.043515000005,stop,-423.39788214736626,-0.0073857307921247894,1,133.37214112758093,0.01
BTCUSDT,long,2024-08-27,62587.730985,2024-08-27,62221.527500000004,stop,-332.9423092821434,-0.005851042676203844,4,166.73867690455754,0.01
