symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_at_entry
SOLUSDT,long,2024-10-18T21:53:00+00:00,153.970788,2024-10-18T22:00:00+00:00,154.029188,profit_lock,0.3792927266177415,0.0003792927266177415,7,0.09621902543169503
SOLUSDT,short,2025-03-11T11:45:00+00:00,125.21503799999999,2025-03-11T11:52:00+00:00,124.815032,profit_lock,3.194564515435129,0.0031945523987302327,7,0.22422987375734532
