variant,pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,funding_at_entry,exit_reason
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-06T23:00:00,27137.96,1882.31,2023-06-06T23:15:00,27288.05,1886.35,-0.005784330458484185,2,2.5661042932656244,2.9971826030456175,4.288e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-06T23:30:00,27181.05,1881.13,2023-06-06T23:45:00,27230.08,1884.64,-0.0023379304902804575,2,2.6634334358787903,2.5342660173934837,4.288e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-07T00:00:00,27231.94,1884.9,2023-06-07T00:15:00,27206.79,1885.58,-0.0011156902925894417,2,2.417550424763551,2.1393384566039413,0.0001,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-07T00:30:00,27311.25,1892.23,2023-06-07T00:45:00,27179.8,1885.61,-0.0010854827005582356,2,2.1106033923998706,1.85758055010968,0.0001,confluence_lost
A,BTCUSDT/ETHUSDT,long_a_short_b,2023-06-08T13:45:00,26400.93,1846.56,2023-06-08T14:15:00,26485.71,1851.35,-0.0017827621377842083,3,-2.2846880138082586,-1.7540608274481155,3.09e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-08T15:45:00,26721.68,1855.66,2023-06-08T16:00:00,26681.93,1853.5,-0.002076450165749908,2,2.2177277503673625,1.9614567525444324,3.09e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-09T02:30:00,26408.75,1833.85,2023-06-09T04:15:00,26430.65,1837.27,-0.0013643416270381768,8,2.292743882715144,1.0844074156756367,6.588e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-09T04:45:00,26491.38,1838.07,2023-06-09T06:15:00,26546.22,1840.61,-0.0030882230739944093,7,2.053474685099469,2.062419152502428,6.588e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-09T06:30:00,26563.52,1840.67,2023-06-09T08:15:00,26595.19,1840.52,-0.0036737286364461473,8,2.2837528975146975,2.3457558797116707,6.588e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-09T08:30:00,26574.89,1838.8,2023-06-09T08:45:00,26642.37,1842.41,-0.0029760022151712894,2,2.322131444785671,2.4485918892177856,7.916e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-10T05:30:00,25663.31,1771.71,2023-06-10T05:45:00,25518.06,1751.19,-0.008322199821889795,2,3.217736067278016,5.653800025376304,8.702e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-10T06:00:00,25549.38,1754.49,2023-06-10T06:15:00,25633.76,1757.1,-0.00421501238864623,2,4.62795320506515,4.723672318970447,8.702e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-10T06:30:00,25564.92,1750.27,2023-06-10T06:45:00,25538.81,1744.11,-0.0048981355935762555,2,4.559488627410465,4.713664457625931,8.702e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-10T07:00:00,25598.77,1737.75,2023-06-10T07:15:00,25696.07,1744.28,-0.002443231174105207,2,5.407713259156073,4.698738829936255,8.702e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-10T07:30:00,25710.82,1739.59,2023-06-10T07:45:00,25651.09,1731.78,-0.004566417190961777,2,4.708244390608767,4.506710774990081,8.702e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-10T08:00:00,25631.65,1729.38,2023-06-10T08:15:00,25717.96,1736.5,-0.001650238838416793,2,4.137754614839578,3.684067306419657,2.417e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-10T08:30:00,25728.65,1741.74,2023-06-10T11:30:00,25709.19,1747.18,0.0014796687374614838,13,3.1004724986322185,1.5965106261111044,2.417e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-12T00:30:00,25869.99,1745.49,2023-06-12T00:45:00,25965.13,1751.87,-0.0024224861967035304,2,2.0744282909731497,2.0195989682949023,8.66e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-12T01:00:00,25972.54,1749.93,2023-06-12T02:15:00,25731.67,1727.65,-0.005857912281939812,6,2.4430150767229732,3.0670629898584707,8.66e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-12T02:30:00,25742.69,1727.94,2023-06-12T03:15:00,25824.78,1736.73,-0.0005018842447151316,4,2.966447174529878,2.1065738895276316,8.66e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-12T15:45:00,25824.63,1731.87,2023-06-12T16:00:00,25844.32,1734.02,-0.0019210177493496493,2,2.0191851049076277,1.798567237643009,3.065e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-13T00:45:00,25868.89,1732.85,2023-06-13T01:00:00,25880.95,1733.19,-0.0026699884839285625,2,2.5390172910116022,2.5844363563807824,0.0001,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-13T01:30:00,25980.01,1741.09,2023-06-13T01:45:00,25970.67,1740.72,-0.002253003378794014,2,2.0488897790870437,1.9028001603604532,0.0001,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-13T02:00:00,25957.55,1738.68,2023-06-13T02:15:00,25987.29,1741.73,-0.0017915124178580631,2,2.2050011116965886,1.8281834831879105,0.0001,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-13T03:15:00,26124.67,1749.56,2023-06-13T03:30:00,26081.64,1748.91,-0.0011244198374561897,2,2.1650427730921797,1.4451583899229732,0.0001,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-13T09:30:00,26130.12,1748.16,2023-06-13T09:45:00,26147.37,1749.63,-0.00221927357346545,2,2.117473422921605,1.9633533252767603,6.18e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-13T12:15:00,26240.29,1754.05,2023-06-13T12:30:00,26093.06,1745.81,-0.0014868622292481403,2,2.0967403724750184,1.5854468584296453,6.18e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-13T12:45:00,26082.29,1741.89,2023-06-13T14:00:00,25957.17,1734.04,-0.0021094743614527432,6,2.4548279249091958,2.050895046004718,6.18e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T14:45:00,26001.27,1741.72,2023-06-14T15:00:00,26002.98,1743.0,-0.0017308602929771298,2,2.137503376854472,1.622110742048626,2.716e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T16:45:00,25965.86,1738.48,2023-06-14T17:00:00,25942.0,1735.08,-0.0034368325509371166,2,2.135401156502808,2.7070372361762094,3.661e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T17:15:00,25944.03,1735.61,2023-06-14T17:45:00,26027.04,1743.46,-0.0010766745275459376,3,2.447265801798434,1.5089402578847433,3.661e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T18:15:00,25878.66,1731.83,2023-06-14T18:30:00,25975.41,1741.28,-0.0006819459359282275,2,2.0293862797530267,0.9489211392330256,3.661e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T18:45:00,25915.03,1733.74,2023-06-14T20:00:00,25585.98,1686.7,-0.016834831062265174,6,2.1210985053866547,6.891326947538304,3.661e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T20:15:00,25540.49,1680.56,2023-06-14T20:30:00,25260.15,1656.56,-0.005704657115158704,2,5.968977710480263,5.649937706309633,3.661e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T20:45:00,24934.21,1638.43,2023-06-14T21:00:00,25113.55,1648.7,-0.0033243320835243816,2,4.521482544877026,4.218296561320315,3.661e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T21:15:00,25084.01,1646.18,2023-06-14T21:30:00,25084.2,1650.03,-6.882665744183157e-05,2,3.8939882344884653,3.2339994890991224,3.661e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T21:45:00,25121.25,1654.53,2023-06-14T22:00:00,25092.36,1654.05,-0.0015400902085511013,2,2.854186947036967,2.5844532396665065,3.661e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T22:15:00,25063.13,1653.05,2023-06-14T22:30:00,25033.34,1650.23,-0.002917338958512914,2,2.390279272120153,2.37059965095857,3.661e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T22:45:00,25034.98,1649.99,2023-06-14T23:00:00,25031.01,1646.92,-0.004102039219576678,2,2.308074999443499,2.451247523439745,3.661e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T23:15:00,25077.06,1649.02,2023-06-14T23:30:00,25108.38,1650.99,-0.0024543012927844975,2,2.4252598670161474,2.335293079167815,3.661e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-14T23:45:00,25128.6,1650.95,2023-06-15T00:00:00,25125.03,1651.94,-0.001658276059706296,2,2.348853822467767,2.1695760493849305,3.661e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-15T00:15:00,25134.37,1652.2,2023-06-15T00:30:00,25149.96,1652.78,-0.002669219104534146,2,2.119903020711278,2.079880234834068,-3.265e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-15T00:45:00,25206.51,1655.69,2023-06-15T01:00:00,25191.24,1653.98,-0.002827006150514941,2,2.0668893620253526,2.0470393129039985,-3.265e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-15T20:45:00,25566.0,1670.55,2023-06-15T21:00:00,25659.39,1674.02,-0.003975738163966722,2,3.1535894753324167,3.698303280887512,6.687e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-15T21:15:00,25685.0,1674.81,2023-06-15T21:30:00,25622.85,1668.66,-0.003652358108900675,2,3.6556717741283946,3.867587601456783,6.687e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-15T21:45:00,25574.6,1666.8,2023-06-15T22:00:00,25569.59,1666.54,-0.0023600900289554726,2,3.296383850087013,3.0970324836625958,6.687e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-15T22:15:00,25599.81,1667.75,2023-06-15T22:30:00,25646.33,1668.62,-0.003695540066636791,2,3.10429799032302,3.3672921620213434,6.687e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-15T22:45:00,25629.3,1665.5,2023-06-15T23:00:00,25579.66,1663.4,-0.0017240368982848618,2,3.532039502702872,3.097515291862323,6.687e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-15T23:15:00,25589.15,1665.1,2023-06-15T23:30:00,25571.0,1664.94,-0.0017868053349779233,2,2.7390442573629157,2.4383632730167206,6.687e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-15T23:45:00,25598.49,1666.96,2023-06-16T00:00:00,25537.13,1665.3,-0.0009988083483332554,2,2.302371674380606,1.831913402241985,6.687e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-16T16:45:00,25959.77,1686.34,2023-06-16T17:00:00,25980.62,1687.93,-0.0022602954632862525,2,2.1321009144023635,2.012273292011716,2.36e-06,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-16T17:15:00,26195.81,1697.52,2023-06-16T17:30:00,26198.89,1695.36,-0.0037900205623830206,2,2.8642587846445706,3.191786042507578,2.36e-06,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-16T17:45:00,26320.99,1698.47,2023-06-16T18:00:00,26438.46,1724.21,0.008291837778530112,2,3.872153603019654,0.29460168846096085,2.36e-06,z_mean_revert
A,BTCUSDT/ETHUSDT,long_a_short_b,2023-06-17T05:30:00,26722.12,1756.8,2023-06-17T05:45:00,26690.45,1759.33,-0.00502527885591135,2,-2.6907001414113894,-3.4585728085952594,9.868e-05,confluence_lost
A,BTCUSDT/ETHUSDT,long_a_short_b,2023-06-17T06:00:00,26708.18,1758.4,2023-06-17T06:15:00,26688.66,1757.1,-0.002391553767984653,2,-2.8777909359043523,-2.73622739581724,9.868e-05,confluence_lost
A,BTCUSDT/ETHUSDT,long_a_short_b,2023-06-18T14:30:00,26553.51,1739.25,2023-06-18T14:45:00,26549.99,1740.72,-0.003377754405508624,2,-2.101624825475684,-2.589111585313814,8.233e-05,confluence_lost
A,BTCUSDT/ETHUSDT,long_a_short_b,2023-06-18T15:00:00,26561.13,1740.18,2023-06-18T16:15:00,26609.98,1741.65,-0.0014055865187046356,6,-2.181044833751821,-1.5510618841954225,8.233e-05,confluence_lost
A,BTCUSDT/ETHUSDT,long_a_short_b,2023-06-18T16:45:00,26620.12,1744.65,2023-06-18T17:00:00,26600.0,1743.57,-0.002536783945957064,2,-2.1508328074134853,-2.1484424420930237,6.705e-05,confluence_lost
A,BTCUSDT/ETHUSDT,long_a_short_b,2023-06-18T17:15:00,26579.99,1742.92,2023-06-18T17:30:00,26622.47,1745.88,-0.002500104673392609,2,-2.2532852586046013,-2.2159992008028047,6.705e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-19T14:15:00,26448.01,1721.19,2023-06-19T15:45:00,26444.0,1721.45,-0.0020973235080683915,7,2.3152808608283064,1.808512540946594,6.397e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-19T16:00:00,26424.0,1717.73,2023-06-19T16:15:00,26444.37,1718.36,-0.0028041269881278618,2,2.60318882969368,2.729341359284832,3.69e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-19T16:30:00,26466.01,1714.05,2023-06-19T16:45:00,26499.65,1717.78,-0.001494931730514446,2,4.240185905564009,3.529651620634855,3.69e-05,regime_break
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-19T17:00:00,26611.16,1725.99,2023-06-19T17:15:00,26606.86,1727.33,-0.0014620476304161721,2,3.0963420022062405,2.559592847545694,3.69e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-19T17:30:00,26642.87,1729.25,2023-06-19T17:45:00,26665.06,1729.78,-0.002926376977353804,2,2.6226598965515326,2.7975110407330175,3.69e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-19T18:00:00,26975.64,1745.99,2023-06-19T18:15:00,26883.74,1739.64,-0.002630127762957166,2,3.6322608201879665,3.470803678349246,3.69e-05,confluence_lost
A,BTCUSDT/ETHUSDT,short_a_long_b,2023-06-19T18:30:00,26864.69,1737.31,2023-06-19T18:45:00,26496.0,1712.04,-0.0032215129070004987,2,3.474218730651831,3.5305926338867346,3.69e-05,regime_break
