symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,rv_bps_at_entry
SOLUSDT,long,2025-09-04T12:00:00+00:00,203.750742,2025-09-06T04:00:00+00:00,202.879416,regime_reversal_to_low,-4.270761450191151,-0.004276431052211871,10,5662.974519271457
SOLUSDT,long,2025-09-25T04:00:00+00:00,204.14082,2025-09-28T04:00:00+00:00,201.9596,time_stop>=18b,-10.670257079710888,-0.01068487919270622,18,6054.207143187597
SOLUSDT,short,2025-10-01T04:00:00+00:00,210.102012,2025-10-02T04:00:00+00:00,222.76543800000002,regime_reversal_to_low,-60.18383608952667,-0.06027274979165842,6,5568.767055945293
SOLUSDT,short,2025-10-03T16:00:00+00:00,233.14661999999998,2025-10-03T20:00:00+00:00,232.693452,regime_reversal_to_low,1.9396667969280919,0.0019437039233078934,1,5678.0841298540545
SOLUSDT,short,2025-10-04T08:00:00+00:00,229.12581600000001,2025-10-06T08:00:00+00:00,232.843422,regime_reversal_to_low,-16.191787570127183,-0.016225172985308678,12,5540.279177862107
SOLUSDT,short,2025-10-06T20:00:00+00:00,232.316454,2025-10-09T20:00:00+00:00,220.75584,time_stop>=18b,49.651905649584315,0.04976235561859943,18,5581.346141302915
SOLUSDT,long,2025-10-31T08:00:00+00:00,188.847762,2025-11-03T08:00:00+00:00,175.16495999999998,time_stop>=18b,-72.3292983863487,-0.07245413901171893,18,7203.990439768188
SOLUSDT,long,2025-12-08T00:00:00+00:00,134.266848,2025-12-11T00:00:00+00:00,129.254144,time_stop>=18b,-37.24256123934037,-0.03733389198203274,18,5829.782156116784
SOLUSDT,long,2025-12-29T12:00:00+00:00,123.384672,2025-12-30T12:00:00+00:00,125.07498,regime_reversal_to_low,13.660882021004262,0.013699497454594756,6,5597.74561428114
SOLUSDT,short,2025-12-30T16:00:00+00:00,124.694934,2025-12-30T20:00:00+00:00,124.895016,regime_reversal_to_low,-1.6002683171677845,-0.0016045720029009836,1,5438.407070909119
SOLUSDT,short,2026-01-07T00:00:00+00:00,139.54790400000002,2026-01-07T04:00:00+00:00,139.282138,regime_reversal_to_low,1.8993400687723836,0.0019044786226242172,1,5503.134791950537
SOLUSDT,long,2026-01-08T08:00:00+00:00,134.74694399999998,2026-01-08T12:00:00+00:00,136.30273400000002,regime_reversal_to_low,11.515079758139375,0.01154601324390736,1,5317.89747478251
SOLUSDT,short,2026-01-09T04:00:00+00:00,139.53790199999997,2026-01-10T16:00:00+00:00,136.142766,regime_reversal_to_low,24.2688963361033,0.024331281690045614,9,5521.061821361009
SOLUSDT,short,2026-01-16T20:00:00+00:00,144.87896999999998,2026-01-17T00:00:00+00:00,144.27114,regime_reversal_to_low,4.185694023220726,0.004195432918938979,1,5673.386696970943
SOLUSDT,long,2026-01-21T16:00:00+00:00,131.486292,2026-01-24T00:00:00+00:00,127.79443599999999,regime_reversal_to_low,-28.013875329716942,-0.028077877502241888,14,5588.935530828575
SOLUSDT,long,2026-01-26T12:00:00+00:00,123.484692,2026-01-29T12:00:00+00:00,117.57648,time_stop>=18b,-47.72323840361201,-0.047845703822138486,18,6685.483389113377
SOLUSDT,long,2026-02-23T04:00:00+00:00,79.33586399999999,2026-02-26T04:00:00+00:00,87.19255799999999,time_stop>=18b,98.7300599675641,0.09903079898392497,18,7721.958822624612
SOLUSDT,short,2026-03-11T16:00:00+00:00,87.26745,2026-03-11T20:00:00+00:00,86.502696,regime_reversal_to_low,8.745375503491637,0.008763336157983304,1,5329.938200280923
SOLUSDT,short,2026-03-12T04:00:00+00:00,85.787154,2026-03-12T16:00:00+00:00,86.73265,regime_reversal_to_low,-10.999792251704042,-0.01102141702940762,3,5653.155626202002
SOLUSDT,short,2026-03-12T20:00:00+00:00,86.81736,2026-03-15T16:00:00+00:00,88.122372,regime_reversal_to_low,-15.000547449897969,-0.015031694122005224,17,5427.5857805921705
SOLUSDT,short,2026-03-16T04:00:00+00:00,93.55870800000001,2026-03-19T04:00:00+00:00,89.35212600000001,time_stop>=18b,44.86204182502867,0.04496195052201868,18,6403.617593642113
SOLUSDT,long,2026-03-23T08:00:00+00:00,88.75774799999999,2026-03-23T12:00:00+00:00,89.892018,regime_reversal_to_low,12.756727749912555,0.012779391383386685,1,5685.2291582213575
SOLUSDT,short,2026-03-24T20:00:00+00:00,90.76814999999999,2026-03-27T20:00:00+00:00,83.013394,time_stop>=18b,85.29415403793539,0.08543476979535203,18,5911.202104442005
SOLUSDT,long,2026-03-30T04:00:00+00:00,83.996796,2026-03-30T08:00:00+00:00,84.193158,regime_reversal_to_low,2.3358783369335634,0.0023377320249213795,1,5575.118861935822
SOLUSDT,long,2026-03-30T12:00:00+00:00,84.46689,2026-04-01T08:00:00+00:00,83.293338,regime_reversal_to_low,-13.882941032072178,-0.013893633351482415,11,5378.957475430461
SOLUSDT,short,2026-04-01T12:00:00+00:00,83.596716,2026-04-01T16:00:00+00:00,83.77324200000001,regime_reversal_to_low,-2.109719733434437,-0.0021116379739127833,1,5358.4996703526385
SOLUSDT,long,2026-04-01T20:00:00+00:00,81.156228,2026-04-04T20:00:00+00:00,80.773842,time_stop>=18b,-4.7073475139334775,-0.004711727114769304,18,6003.935349935085
SOLUSDT,long,2026-04-05T04:00:00+00:00,79.56591,2026-04-05T08:00:00+00:00,79.844028,regime_reversal_to_low,3.492028110511232,0.003495441703613933,1,5509.993379301812
SOLUSDT,long,2026-04-05T12:00:00+00:00,79.56591,2026-04-05T16:00:00+00:00,79.754046,regime_reversal_to_low,2.3623036438462965,0.0023645302366301912,1,5018.780771080361
SOLUSDT,short,2026-04-08T12:00:00+00:00,83.306658,2026-04-11T12:00:00+00:00,84.613074,time_stop>=18b,-15.667615146875315,-0.015682011874729174,18,6429.06281813377
SOLUSDT,short,2026-04-16T12:00:00+00:00,86.58731399999999,2026-04-19T12:00:00+00:00,86.302736,time_stop>=18b,3.2830693787191105,0.0032866015453487663,18,5649.292762033667
SOLUSDT,short,2026-05-11T04:00:00+00:00,95.30905800000001,2026-05-11T08:00:00+00:00,95.190958,regime_reversal_to_low,1.2378356863468076,0.0012391267155322794,1,5682.645259231669
SOLUSDT,short,2026-05-11T12:00:00+00:00,96.779352,2026-05-11T16:00:00+00:00,98.110374,regime_reversal_to_low,-13.739001912713622,-0.01375316090151113,1,5374.688587011913
SOLUSDT,short,2026-05-11T20:00:00+00:00,97.329462,2026-05-12T00:00:00+00:00,96.07078200000001,regime_reversal_to_low,12.917067689490434,0.01293215819892235,1,5537.307151867626
SOLUSDT,short,2026-05-12T04:00:00+00:00,95.999196,2026-05-12T08:00:00+00:00,94.901016,regime_reversal_to_low,11.427599754244996,0.011439470805567953,1,5048.598836343145
SOLUSDT,long,2026-05-13T12:00:00+00:00,90.388074,2026-05-16T12:00:00+00:00,86.402716,time_stop>=18b,-44.05091888455063,-0.0440916353633114,18,6510.8167755036875
SOLUSDT,long,2026-06-05T00:00:00+00:00,67.06340999999999,2026-06-08T00:00:00+00:00,66.28674,time_stop>=18b,-11.565332761839041,-0.011581128964363696,18,6996.645425510766
