symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_1h_at_entry,ema50_4h_at_entry,ema50_4h_slope_at_entry
BTCUSDT,short,2022-01-10,41192.68689,2022-01-10,41706.377056000005,rsi_cross_back,-61.5841272079648,-0.01231682544159296,3,588.1863148205023,43428.670876447366,-0.0022920420675117937
BTCUSDT,short,2022-01-10,41613.300996000005,2022-01-10,41814.125501999995,rsi_cross_back,-23.99916625915663,-0.004802791008755691,1,557.5837206570343,43345.08182246904,-0.0019247435459430874
BTCUSDT,short,2022-01-11,41602.01874,2022-01-11,41920.434236,rsi_cross_back,-37.946050813854086,-0.007595710822254742,1,527.6917285257084,43285.37233923496,-0.0013775376749462932
BTCUSDT,short,2022-01-19,41714.751282000005,2022-01-19,42024.5934,rsi_cross_back,-36.8188419002434,-0.007372876045482313,8,362.91366751754845,42728.304776677025,-0.00035922241912532713
BTCUSDT,short,2022-01-19,41921.142552,2022-01-19,42142.579798000006,rsi_cross_back,-26.2302612289306,-0.005254477705480154,1,391.5181747024916,42585.09759825502,-0.0005784128775057468
BTCUSDT,short,2022-01-23,35330.914769999996,2022-01-23,35501.368306000004,rsi_cross_back,-23.96182380528572,-0.004801322994956281,8,558.5299247493678,39663.94251401707,-0.004076531876091861
BTCUSDT,short,2022-01-24,35208.210234,2022-01-24,35356.02738,rsi_cross_back,-20.860082751173298,-0.004180818857596469,15,537.1923932568812,39187.23552925794,-0.0030556531610840647
BTCUSDT,short,2022-01-26,37022.453010000005,2022-01-27,36672.644004,rsi_cross_back,47.58309036619262,0.009538690637136638,15,609.1390584041364,37910.59759548102,-0.0003559178110264486
BTCUSDT,long,2022-01-30,38192.376948,2022-01-30,37831.422202,rsi_cross_back,-47.16795309095456,-0.009450963119981948,4,310.5672903367691,37590.12016502953,0.0007115697493657027
BTCUSDT,long,2022-02-01,38519.782416,2022-02-02,38432.072048,rsi_cross_back,-11.358808971369633,-0.0022770213770357817,5,398.4924885250157,37800.53418657869,0.0006240233827915934
BTCUSDT,long,2022-02-02,38630.53456199999,2022-02-02,38415.755312,rsi_cross_back,-27.731786234459022,-0.005559831165558471,2,370.93971834186635,37835.59519886972,0.0009275268999631744
BTCUSDT,long,2022-02-02,38538.556169999996,2022-02-02,38353.937678,rsi_cross_back,-23.8877503994482,-0.004790488029328688,4,310.47664608464004,37880.23210783784,0.0004359974089973526
BTCUSDT,long,2022-02-04,37960.79064,2022-02-06,41298.078731999994,rsi_cross_back,438.27823722069996,0.08791408281373969,48,385.80713644718696,37639.58848558067,0.00018482820569836714
BTCUSDT,long,2022-02-08,44280.80439,2022-02-09,43331.551956,rsi_cross_back,-107.34022988740132,-0.02143710908319374,6,599.0688534935953,40885.15030629508,0.002114403214543924
BTCUSDT,long,2022-02-13,42578.513999999996,2022-02-13,42302.687770000004,rsi_cross_back,-32.4022833697061,-0.006478061446672179,6,311.73523993570325,42369.425094689024,4.140132619262088e-05
BTCUSDT,short,2022-02-13,42208.64004,2022-02-13,42363.085688,rsi_cross_back,-18.229634007570315,-0.0036457601114677773,1,332.71837754884746,42367.00637616806,-0.00032344936961561666
BTCUSDT,short,2022-02-13,42062.070732,2022-02-14,42176.113090000006,rsi_cross_back,-13.517934008425696,-0.0027039560937407447,7,328.51446839671,42367.00637616806,-0.00032344936961561666
BTCUSDT,short,2022-02-14,42042.016722,2022-02-14,42216.854940000005,rsi_cross_back,-20.701530852100074,-0.004141431621291769,2,334.3847719952734,42336.62421278238,-2.1406406760765984e-05
BTCUSDT,short,2022-02-14,42126.293574,2022-02-14,42526.882922,rsi_cross_back,-47.07581776259064,-0.00941967340363814,1,322.255267519539,42336.62421278238,-2.1406406760765984e-05
BTCUSDT,long,2022-02-16,43855.929432000004,2022-02-16,43864.785288,rsi_cross_back,1.0086945180888034,0.00020193064232576496,5,305.0922035439257,42892.6606105787,0.0006722466629071971
BTCUSDT,short,2022-02-21,38931.304703999995,2022-02-21,38672.264,rsi_cross_back,33.46033098093844,0.006698358906527702,5,340.21009138996806,40975.38911234724,-0.0016719921509777953
BTCUSDT,short,2022-02-21,38535.35553,2022-02-22,37699.668558,rsi_cross_back,110.76775331164797,0.022166958065276354,17,492.96879258533124,40763.14397491185,-0.0019339812513147002
BTCUSDT,short,2022-02-22,37526.983896000005,2022-02-22,37630.452404,rsi_cross_back,-13.75488859632105,-0.0027495951122022966,1,556.0295847650199,40222.087584066736,-0.0034891869613423404
BTCUSDT,short,2022-02-23,38092.096896,2022-02-24,36389.240696,rsi_cross_back,234.06344925901016,0.046795595825311675,25,418.6452477111229,39648.04144922409,-0.0011676265286029912
BTCUSDT,long,2022-02-26,39009.35031,2022-02-27,38780.882272,rsi_cross_back,-29.362992942498977,-0.005856750655532705,14,484.5158634490548,38858.03232028522,0.000359330597361448
BTCUSDT,long,2022-03-02,44828.36388,2022-03-02,43741.429964,rsi_cross_back,-121.52528309562818,-0.024246566725245278,3,580.1487947658877,40536.678914908945,0.003604148992775104
BTCUSDT,long,2022-03-02,44077.363710000005,2022-03-03,43817.114824,rsi_cross_back,-29.5571687140382,-0.0059043659623627676,4,568.9960005546994,40796.16142818008,0.0029181871303447203
BTCUSDT,short,2022-03-06,39454.829388,2022-03-06,39203.20779,rsi_cross_back,32.12089544083825,0.006418393090378283,15,290.38779441375,40763.41594398775,-0.001365361533918553
BTCUSDT,short,2022-03-06,39012.080856,2022-03-07,38588.490758,rsi_cross_back,54.95265621423574,0.010977109746438618,19,363.6991657316875,40497.35000211178,-0.0016449058243249827
BTCUSDT,short,2022-03-07,37987.385958,2022-03-08,38606.897076,rsi_cross_back,-80.37540787919257,-0.0160466436030966,8,484.68704999844584,40046.401836556826,-0.0009926791119726686
BTCUSDT,long,2022-03-20,41950.728467999994,2022-03-20,41756.866956000005,rsi_cross_back,-23.128234576303715,-0.004621171528591317,6,273.06758244193134,40451.50391385142,0.0017685277217102846
BTCUSDT,long,2022-03-21,41338.646076,2022-03-21,41236.031144,rsi_cross_back,-12.420650704290345,-0.0024823002623584056,2,300.5958719022355,40706.8977847032,0.0003963313767805426
BTCUSDT,long,2022-03-21,41313.781103999994,2022-03-21,41111.785998,rsi_cross_back,-24.461440749736894,-0.0048892911905474845,1,309.1127207529752,40764.4271220914,0.00041682633837436533
BTCUSDT,long,2022-03-22,41188.926138,2022-03-23,42065.525212,rsi_cross_back,106.4511813148907,0.02128239690112399,26,288.1867393124147,40773.753509460366,0.00022878740184504036
BTCUSDT,long,2022-03-26,44303.899008,2022-03-26,44242.819665999996,rsi_cross_back,-6.903101262004818,-0.0013786448454339295,12,307.4361187688837,42352.81823924526,0.0018927996560146093
