variant,pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,funding_ema_at_entry,exit_reason
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-03T15:30:00,46915.29,170.95,2022-01-03T16:00:00,46635.11,170.2,0.0007847925120463513,2,2.628575161367267,2.34632973812303,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-03T17:30:00,46660.84,170.62,2022-01-03T18:00:00,46628.64,170.97,0.001941428326059281,2,2.067261015940617,1.7199066918754526,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-03T19:30:00,46628.56,169.94,2022-01-03T20:00:00,46357.42,167.32,-0.010402314941630774,2,2.3178017365461363,3.2857725755884775,0.0001,regime_break
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-04T00:30:00,46484.05,168.43,2022-01-04T01:00:00,46205.9,169.21,0.009814776906477274,2,2.5634542677867724,1.337791510803614,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-04T01:30:00,46301.2,167.84,2022-01-04T02:00:00,46135.82,167.99,0.003665537965414046,2,2.3953483324169493,1.861779878020751,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-04T03:00:00,46133.53,167.61,2022-01-04T03:30:00,46194.27,167.84,-0.0007443797240687993,2,2.0183184530453833,1.95795982335619,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-04T04:00:00,46297.9,167.93,2022-01-04T04:30:00,46347.55,166.76,-0.008839591561546766,2,2.0832637564000343,2.7992033636928118,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-04T05:30:00,46245.83,167.53,2022-01-04T06:00:00,46091.37,167.9,0.004748536476163157,2,2.024222490123577,1.4188463981019255,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-05T15:30:00,46695.91,168.27,2022-01-05T17:00:00,46331.11,167.77,0.004040832380314297,4,2.1141609837520767,1.1610118281523878,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-05T17:30:00,46345.55,163.56,2022-01-05T18:00:00,45978.96,164.38,0.01212337950641198,2,4.742529794334437,2.7025579448442754,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-05T18:30:00,45974.33,163.89,2022-01-05T19:00:00,45919.99,162.0,-0.011150161270838987,2,2.9357425072715713,3.9478971170893637,0.0001,regime_break
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-05T19:30:00,45957.89,158.65,2022-01-05T20:00:00,44706.0,158.1,0.022973185676134957,2,5.456772197682603,2.825264664466994,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-05T20:30:00,44170.63,156.3,2022-01-05T21:00:00,44176.27,156.43,-9.595280996763588e-05,2,2.638122884434918,2.4699234898522615,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-05T21:30:00,43888.23,153.4,2022-01-05T22:00:00,43741.67,150.0,-0.019624884496263182,2,3.4223752217778878,4.521522695493498,0.0001,regime_break
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-05T22:30:00,43188.71,151.58,2022-01-05T23:00:00,43470.06,154.97,0.01504999404425802,2,2.5668616158702053,1.339451598397395,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-06T01:00:00,43689.46,153.27,2022-01-06T01:30:00,43596.07,152.49,-0.0037514720216161638,2,2.3021610496977827,2.410257996842588,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-06T02:00:00,43502.38,150.85,2022-01-06T02:30:00,43278.0,150.86,0.004424169735926986,2,2.8477758081808013,2.3963618107175377,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-06T03:00:00,43239.69,150.21,2022-01-06T03:30:00,43083.35,148.12,-0.011098194343591028,2,2.5014638724337193,2.965779971490178,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-06T04:00:00,42921.42,148.46,2022-01-06T04:30:00,42853.92,149.48,0.007643178871022971,2,2.4921343477410733,1.9510517191179222,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-06T05:30:00,43135.16,149.34,2022-01-06T06:00:00,42991.79,149.5,0.0035951194274953754,2,2.2320782697794104,1.931885032127278,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-06T06:30:00,43124.01,149.43,2022-01-06T07:00:00,43020.21,150.34,0.0076968197151840115,2,2.0483907569912185,1.5683604323395746,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-06T09:00:00,43038.51,148.19,2022-01-06T09:30:00,42789.97,147.05,-0.0027179986051071073,2,2.0812617651847227,2.0986073029253607,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-06T12:00:00,42948.0,146.39,2022-01-06T12:30:00,42705.78,149.05,0.023010483602756062,2,2.175795848977701,1.1246544976530084,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T02:30:00,42948.33,144.92,2022-01-07T03:00:00,42782.28,141.16,-0.022879075428770077,2,2.064952696476138,2.9183740034134655,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T03:30:00,42205.74,139.63,2022-01-07T04:00:00,41858.82,138.63,0.00025795032402733465,2,2.679701209999719,2.531080152920526,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T06:00:00,41831.99,138.09,2022-01-07T06:30:00,41650.79,137.15,-0.003275541555730043,2,2.4183609036846327,2.4336843445456426,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T07:00:00,41513.53,137.73,2022-01-07T07:30:00,41644.07,138.99,0.005203816715995036,2,2.083648506223555,1.812593424168796,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T08:30:00,42413.53,139.59,2022-01-07T09:00:00,42095.7,141.53,0.02059144301529139,2,2.2626686014429027,1.4212648689393015,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T10:30:00,42336.59,139.11,2022-01-07T11:00:00,42199.99,139.01,0.0017076678579759593,2,2.1477179381102043,1.9965555514071391,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T13:30:00,42679.44,137.99,2022-01-07T14:00:00,41480.86,140.15,0.042936619519416984,2,2.490178781066969,0.8410325200296115,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T15:30:00,41643.31,135.97,2022-01-07T17:00:00,42086.99,139.34,0.013330586647299381,4,2.0349024622520995,1.4577382965288448,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-10T12:30:00,41476.06,135.52,2022-01-10T13:00:00,40935.89,135.65,0.013182925507387889,2,2.44984413755721,1.433878827542352,8.782666666666666e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-10T14:00:00,40753.6,131.24,2022-01-10T14:30:00,39901.32,133.3,0.03580943311103248,2,3.2800663159252537,0.7166009719763738,8.782666666666666e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-10T15:00:00,40780.0,132.32,2022-01-10T16:30:00,41616.31,136.75,0.012171596788856842,4,2.6199356209077576,1.657263538546426,8.782666666666666e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-10T17:00:00,41971.0,132.92,2022-01-10T18:30:00,41295.01,133.7,0.021174312286316856,4,3.7530286469580783,2.2494217872410935,9.053185185185185e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-10T19:00:00,41527.73,133.33,2022-01-10T19:30:00,41509.99,132.64,-0.005547944940269755,2,2.6362097589276794,2.7757669446375273,9.053185185185185e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-10T20:00:00,41427.97,132.73,2022-01-10T20:30:00,41327.64,135.25,0.02060770502685352,2,2.519517427252541,1.3748517236405728,9.053185185185185e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-11T05:00:00,42286.92,135.05,2022-01-11T05:30:00,42041.06,135.65,0.009456889939942004,2,2.0008734506690464,1.463040887450565,9.263588477366255e-05,confluence_lost
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-12T09:00:00,42577.0,143.84,2022-01-12T10:30:00,42896.79,140.66,0.028818760336406093,4,-2.34761572798598,-0.1762495759859452,6.821515307751315e-05,z_mean_revert
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-12T13:30:00,43646.68,147.18,2022-01-12T14:00:00,43880.0,146.87,0.006651917303338162,2,-2.4853188428403343,-1.8233120774749678,6.821515307751315e-05,confluence_lost
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-12T15:00:00,43834.86,148.11,2022-01-12T15:30:00,43765.73,147.7,0.0003911574757388354,2,-2.4647577311221447,-2.278987828659233,6.821515307751315e-05,confluence_lost
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-12T16:00:00,43606.9,150.46,2022-01-12T16:30:00,43556.6,152.2,-0.013518022602185464,2,-3.6812508946395375,-4.115783554917685,4.1185119060288e-05,regime_break
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-12T17:00:00,43581.99,150.96,2022-01-12T17:30:00,43709.23,151.1,0.0011921566279668124,2,-3.36463437392782,-3.047850241411273,4.1185119060288e-05,regime_break
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-12T18:00:00,43867.93,151.24,2022-01-12T18:30:00,43808.47,150.62,0.0019440125023782126,2,-2.7454013723818353,-2.4773709416949585,4.1185119060288e-05,confluence_lost
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-12T19:00:00,43603.98,150.24,2022-01-12T19:30:00,43644.93,152.71,-0.016301227632169544,2,-2.4949374753259956,-3.1472932812180616,4.1185119060288e-05,regime_break
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-12T20:00:00,43702.18,152.84,2022-01-12T21:30:00,44037.33,151.91,0.01295374837060228,4,-2.963150413171084,-2.0039364251638054,4.1185119060288e-05,confluence_lost
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-12T22:00:00,43770.59,152.4,2022-01-13T01:30:00,43648.38,149.43,0.015896131569795104,8,-2.3416303416386692,-1.278663763605631,4.1185119060288e-05,confluence_lost
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-13T14:00:00,43917.46,156.19,2022-01-13T14:30:00,44226.0,157.11,0.00033518997568551324,2,-2.128530368420568,-2.0162978926818655,3.4163343629063116e-05,confluence_lost
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-13T15:30:00,43259.55,154.95,2022-01-13T16:00:00,43178.18,154.51,0.00015865373847026088,2,-2.2426368369990106,-2.126984180604391,3.4163343629063116e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-14T23:00:00,43257.1,145.65,2022-01-14T23:30:00,43077.99,146.17,0.006910794489403705,2,2.0425946674685385,1.3847321598491058,-2.3698480711266494e-05,confluence_lost
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-16T07:30:00,43155.0,149.67,2022-01-16T08:00:00,43241.99,149.88,-0.00018732963649679068,2,-2.6947358371145347,-2.513610329404056,3.191141713340179e-05,confluence_lost
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-16T09:00:00,43059.99,148.87,2022-01-16T11:00:00,42847.89,148.28,-0.0017624968746393402,5,-2.0888980109607695,-1.9989649031873105,1.9642213325979168e-05,confluence_lost
A,BTCUSDT/SOLUSDT,long_a_short_b,2022-01-16T13:30:00,42701.7,149.85,2022-01-16T16:30:00,43445.67,150.18,0.014420289174019186,7,-3.5075175352864827,-1.2935486262079114,1.9642213325979168e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T03:00:00,42928.94,143.77,2022-01-17T03:30:00,42788.41,142.95,-0.003230005022731829,2,2.326827020920869,2.5080852073829214,2.2030227814481226e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T04:30:00,42766.18,142.81,2022-01-17T05:00:00,42418.38,142.79,0.007192548278809463,2,2.442887016959303,1.600982397947494,2.2030227814481226e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T06:30:00,42824.99,143.04,2022-01-17T07:00:00,42727.38,143.5,0.004695160324893722,2,2.264270484835195,1.717742074590447,2.2030227814481226e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T07:30:00,42828.99,143.23,2022-01-17T08:00:00,42726.73,143.2,0.0013781817773495194,2,2.077171503893956,1.8445004027932255,2.2030227814481226e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T10:00:00,42840.58,142.8,2022-01-17T10:30:00,42783.98,143.3,0.0040225778178615505,2,2.1973200463410874,1.74514529651274,3.190573274459651e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T11:00:00,42818.39,142.78,2022-01-17T11:30:00,42723.89,142.46,-0.0008342146145134726,2,2.0781393236428447,2.0196968802519755,3.190573274459651e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T12:30:00,42752.06,142.06,2022-01-17T13:00:00,42577.02,142.59,0.007025123595361027,2,2.215728882941371,1.5459168018628477,3.190573274459651e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T16:00:00,42479.99,140.91,2022-01-17T16:30:00,42338.41,140.86,0.002178026887702545,2,2.0758475865742376,1.7991310613052023,3.190573274459651e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T17:00:00,42185.17,139.54,2022-01-17T17:30:00,42019.27,139.89,0.005640903008373744,2,2.1472554299280886,1.6395565713884244,4.703779213468618e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T18:00:00,42040.32,139.04,2022-01-17T18:30:00,42042.12,139.46,0.0021778974242922197,2,2.0393465621811635,1.7826799574098386,4.703779213468618e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-17T21:00:00,42067.45,137.82,2022-01-17T21:30:00,41788.51,138.15,0.008225207368882126,2,2.2742735304675774,1.670484577178289,4.703779213468618e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-19T07:00:00,41696.64,135.38,2022-01-19T07:30:00,41312.17,134.44,0.001477228509717122,2,2.5017824602509315,2.143260380989928,6.944466375786945e-05,confluence_lost
