variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,cost_pct,net_pnl_pct,bars_held,size_mult,exit_reason,z_entry,z_exit
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-01-02 04:30:00+00:00,95173.87,2025-01-02 04:45:00+00:00,95708.07,-0.005612885133283063,0.003,-0.008612885133283062,1,1.0,hard_stop,2.966056336578994,2.455483988011543
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-01-02 21:00:00+00:00,97306.46,2025-01-02 22:15:00+00:00,96882.8,-0.00435387331940762,0.003,-0.00735387331940762,5,1.0,hard_stop,-2.0325533254647294,-2.2713278611286634
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-01-04 20:15:00+00:00,98292.5,2025-01-04 20:30:00+00:00,98543.99,0.0025585878881908553,0.003,-0.0004414121118091448,1,1.0,trailing_stop,-3.265073135183213,-2.805508002919915
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-01-13 20:30:00+00:00,92129.33,2025-01-13 20:45:00+00:00,93575.53,-0.015697498288547163,0.003,-0.018697498288547162,1,1.0,hard_stop,2.405287988641233,2.7766661542164695
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-01-15 00:15:00+00:00,96853.46,2025-01-15 00:30:00+00:00,96858.11,4.801067509618839e-05,0.003,-0.0029519893249038117,1,1.0,trailing_stop,-2.3386711936512365,-2.5170043205705936
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-01-16 16:15:00+00:00,99418.81,2025-01-16 18:00:00+00:00,99647.54,0.0023006712713620203,0.003,-0.0006993287286379797,7,1.0,trailing_stop,-5.495593239037311,-2.993516043021902
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-01-17 16:15:00+00:00,104450.63,2025-01-17 17:15:00+00:00,105015.11,-0.005404275685077176,0.003,-0.008404275685077175,4,1.0,hard_stop,2.9074858736937745,2.7091877933898094
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-01-20 00:15:00+00:00,101407.99,2025-01-20 02:15:00+00:00,101713.58,0.0030134706348088347,0.003,1.347063480883464e-05,8,1.0,time_stop,-3.7569138336965158,-1.8593291931819194
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-01-23 04:15:00+00:00,102256.34,2025-01-23 04:30:00+00:00,101829.98,-0.004169521420383293,0.003,-0.007169521420383293,1,1.0,hard_stop,-2.062773387715883,-2.004485087140517
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-01-25 20:15:00+00:00,105125.85,2025-01-25 21:45:00+00:00,105102.84,0.0002188805132135041,0.003,-0.002781119486786496,6,1.0,trailing_stop,2.4129325703023676,2.6964407134032498
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-01-27 04:15:00+00:00,101038.38,2025-01-27 04:45:00+00:00,100410.04,-0.00621882496532522,0.003,-0.00921882496532522,2,1.0,hard_stop,-2.6084081079193906,-2.7454421261768696
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-01-27 20:15:00+00:00,99756.01,2025-01-27 20:30:00+00:00,100944.51,-0.011914069137288097,0.003,-0.014914069137288096,1,1.0,hard_stop,2.692985255859957,2.943870778682622
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-01-29 00:15:00+00:00,101534.88,2025-01-29 01:15:00+00:00,101677.15,0.001401193363305131,0.003,-0.001598806636694869,4,1.0,trailing_stop,-7.105214802697144,-3.9116663511820122
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-01-31 00:15:00+00:00,104564.93,2025-01-31 01:00:00+00:00,104759.6,0.0018617140565198032,0.003,-0.001138285943480197,3,1.0,trailing_stop,-4.3298314380306735,-3.608175443566716
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-02-01 20:15:00+00:00,101292.82,2025-02-01 21:30:00+00:00,101370.62,0.0007680702343955126,0.003,-0.0022319297656044875,5,1.0,trailing_stop,-2.4085613753383726,-1.6655733075649948
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-02-02 21:15:00+00:00,97559.86,2025-02-02 21:30:00+00:00,96781.73,-0.007975923704687582,0.003,-0.010975923704687581,1,1.0,hard_stop,-2.0623464676431773,-2.1764082964919367
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-03 12:15:00+00:00,95310.99,2025-02-03 12:45:00+00:00,94764.01,0.005738897476566085,0.003,0.002738897476566085,2,1.0,trailing_stop,2.092105742555095,1.7126085152503294
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-03 16:15:00+00:00,98478.05,2025-02-03 18:15:00+00:00,99469.98,-0.010072599934706217,0.003,-0.013072599934706216,8,1.0,time_stop,2.3263831304370286,2.0113545840162517
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-02-06 00:15:00+00:00,96732.15,2025-02-06 01:00:00+00:00,97217.97,0.005022321947770303,0.003,0.002022321947770303,3,1.0,trailing_stop,-2.0270247108219506,-1.0384357598152463
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-06 08:15:00+00:00,98143.09,2025-02-06 08:30:00+00:00,98047.82,0.0009707254988607916,0.003,-0.0020292745011392084,1,1.0,trailing_stop,2.7762869494878037,2.6535573386584077
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-08 20:15:00+00:00,96419.99,2025-02-08 22:00:00+00:00,96627.38,-0.0021509025255033176,0.003,-0.005150902525503318,7,1.0,hard_stop,2.1459720544929852,2.2644220002194104
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-12 16:45:00+00:00,95960.0,2025-02-12 17:00:00+00:00,97071.33,-0.011581179658190832,0.003,-0.014581179658190831,1,1.0,hard_stop,4.764518756862831,4.551221972722172
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-17 20:30:00+00:00,95786.6,2025-02-17 20:45:00+00:00,95971.36,-0.0019288710529448139,0.003,-0.004928871052944814,1,1.0,hard_stop,2.6978727141773895,2.500692719714801
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-02-18 16:30:00+00:00,95266.78,2025-02-18 16:45:00+00:00,94639.98,-0.006579418344988652,0.003,-0.009579418344988651,1,1.0,hard_stop,-2.75194160206062,-2.8078642249695633
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-20 20:15:00+00:00,98430.01,2025-02-20 22:00:00+00:00,98143.79,0.0029078530013356696,0.003,-9.214699866433047e-05,7,1.0,trailing_stop,3.255336952824888,1.6727289702103172
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-02-21 12:15:00+00:00,98628.69,2025-02-21 13:00:00+00:00,99316.83,0.006977077359539008,0.003,0.003977077359539008,3,1.0,take_profit,-2.697318578049604,-1.5441048327105713
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-02-21 16:15:00+00:00,98588.0,2025-02-21 17:30:00+00:00,97132.08,-0.014767720209356128,0.003,-0.017767720209356127,5,1.0,hard_stop,-2.719272634680686,-3.9137481566112573
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-23 04:15:00+00:00,96445.19,2025-02-23 05:30:00+00:00,96273.51,0.0017800784051543728,0.003,-0.0012199215948456273,5,1.0,trailing_stop,11.80787268551597,3.7575839926772736
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-02-24 21:00:00+00:00,94019.99,2025-02-24 22:00:00+00:00,93166.07,-0.009082323876018261,0.003,-0.01208232387601826,4,1.0,hard_stop,-2.1707488648655717,-3.4848352031086245
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-25 20:15:00+00:00,87834.61,2025-02-25 20:30:00+00:00,88258.47,-0.004825660408807053,0.003,-0.007825660408807052,1,1.0,hard_stop,2.072418980625297,1.8769894872430333
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-26 00:15:00+00:00,88489.43,2025-02-26 01:30:00+00:00,88364.0,0.0014174574296612619,0.003,-0.0015825425703387382,5,1.0,trailing_stop,2.471481253072774,2.0666137061142478
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-02-26 20:15:00+00:00,83160.54,2025-02-26 21:15:00+00:00,84452.84,0.015539822131987124,0.003,0.012539822131987125,4,1.0,trailing_stop,-2.0545674991439093,-1.997588963765979
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-28 00:15:00+00:00,84560.58,2025-02-28 01:15:00+00:00,83177.26,0.016358922798306308,0.003,0.013358922798306309,4,1.0,take_profit,3.694352035226002,1.627420138197823
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2025-02-28 08:15:00+00:00,78786.02,2025-02-28 09:15:00+00:00,80419.19,0.020729185203161693,0.003,0.017729185203161694,4,1.0,trailing_stop,-2.415280516935136,-0.8603457311588508
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-02-28 16:30:00+00:00,83618.31,2025-02-28 18:30:00+00:00,84410.05,-0.009468500379880895,0.003,-0.012468500379880895,8,1.0,hard_stop,2.374072572178538,1.8313523520047092
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-03-01 04:15:00+00:00,85886.8,2025-03-01 04:30:00+00:00,86541.99,-0.007628529645999249,0.003,-0.010628529645999248,1,1.0,hard_stop,3.515623731277951,3.5343130742944706
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-03-02 16:15:00+00:00,88147.51,2025-03-02 16:30:00+00:00,91584.99,-0.03899690416666357,0.003,-0.04199690416666357,1,1.0,hard_stop,6.739625543857164,10.33924281461219
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-03-04 20:15:00+00:00,88258.49,2025-03-04 20:45:00+00:00,86825.27,0.016238891012071432,0.003,0.013238891012071433,2,1.0,trailing_stop,8.721908575403624,4.849351472581502
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-03-05 00:15:00+00:00,87142.0,2025-03-05 00:30:00+00:00,86594.09,0.006287553648068656,0.003,0.0032875536480686555,1,1.0,trailing_stop,2.0805004484552896,1.9243299260880908
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2025-03-09 00:15:00+00:00,86321.99,2025-03-09 01:45:00+00:00,86198.39,0.0014318483621613698,0.003,-0.0015681516378386303,6,1.0,trailing_stop,5.880769458033722,3.338843647615642
