variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,cost_pct,net_pnl_pct,bars_held,size_mult,exit_reason,z_entry,z_exit
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-07-02 04:15:00+00:00,30509.24,2023-07-02 05:30:00+00:00,30495.71,-0.00044347220710849733,0.003,-0.0034434722071084974,5,1.0,trailing_stop,-6.860150669982514,-3.1308849475885254
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-07-04 20:15:00+00:00,30743.68,2023-07-04 22:15:00+00:00,30784.1,0.0013147417615586576,0.003,-0.0016852582384413424,8,1.0,time_stop,-4.8942053706250315,-2.775067004397823
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-06 08:15:00+00:00,30792.8,2023-07-06 08:30:00+00:00,30971.99,-0.005819217479410943,0.003,-0.008819217479410942,1,1.0,hard_stop,6.809718690461365,6.698309384330739
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-07 16:15:00+00:00,30410.88,2023-07-07 17:15:00+00:00,30286.6,0.004086695288002318,0.003,0.0010866952880023177,4,1.0,trailing_stop,3.493081665537425,2.5936923824947806
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-10 16:30:00+00:00,30279.68,2023-07-10 18:30:00+00:00,30441.68,-0.005350122590463302,0.003,-0.008350122590463301,8,1.0,hard_stop,2.022664642268002,3.440207438144699
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-13 20:15:00+00:00,31546.35,2023-07-13 20:45:00+00:00,31372.91,0.005497941917210647,0.003,0.002497941917210647,2,1.0,trailing_stop,3.0205863826703165,2.2206627355831547
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-15 20:15:00+00:00,30302.59,2023-07-15 21:30:00+00:00,30298.46,0.00013629198032250045,0.003,-0.0028637080196774996,5,1.0,trailing_stop,9.7510022252214,4.292529295862716
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-16 00:15:00+00:00,30307.98,2023-07-16 00:45:00+00:00,30299.99,0.00026362693917569846,0.003,-0.0027363730608243016,2,1.0,trailing_stop,2.352255781613649,2.2501062507857017
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-07-17 17:00:00+00:00,30144.0,2023-07-17 17:15:00+00:00,30128.72,-0.0005069002123141431,0.003,-0.003506900212314143,1,1.0,hard_stop,-3.564987358119458,-1.9082346914249046
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-19 04:15:00+00:00,30088.0,2023-07-19 04:30:00+00:00,30129.46,-0.0013779579898962613,0.003,-0.004377957989896261,1,1.0,hard_stop,2.3841301279776412,2.247397094787301
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-19 08:15:00+00:00,29979.89,2023-07-19 08:45:00+00:00,29923.28,0.0018882657674861303,0.003,-0.0011117342325138698,2,1.0,trailing_stop,2.1622627964451535,1.5126059826282736
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-07-22 20:15:00+00:00,29826.01,2023-07-22 22:15:00+00:00,29814.52,-0.00038523423012326585,0.003,-0.003385234230123266,8,1.0,hard_stop,-3.339503176601314,-2.62147366163627
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-23 20:15:00+00:00,30127.02,2023-07-23 21:30:00+00:00,29968.51,0.005261389941653816,0.003,0.0022613899416538156,5,1.0,trailing_stop,2.06436350177866,0.3304039461847811
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-26 20:15:00+00:00,29450.01,2023-07-26 20:30:00+00:00,29574.99,-0.004243801615008147,0.003,-0.007243801615008147,1,1.0,hard_stop,4.485922341860257,6.305338660981687
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-07-27 17:00:00+00:00,29274.93,2023-07-27 17:15:00+00:00,29275.99,3.6208455494124436e-05,0.003,-0.0029637915445058756,1,1.0,hard_stop,-2.006321044492673,-1.7573013613099142
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-07-27 20:15:00+00:00,29184.99,2023-07-27 21:45:00+00:00,29187.15,7.401064725387485e-05,0.003,-0.002925989352746125,6,1.0,trailing_stop,-2.813320411028473,-2.053226754973673
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-07-28 16:15:00+00:00,29343.31,2023-07-28 17:30:00+00:00,29206.79,0.004652508527497434,0.003,0.0016525085274974342,5,1.0,trailing_stop,2.4941015782725056,0.36072097799855923
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-08-01 20:15:00+00:00,29219.46,2023-08-01 22:15:00+00:00,29218.83,2.1560973405998496e-05,0.003,-0.0029784390265940016,8,1.0,time_stop,4.1011101609091005,2.6484104258992565
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-08-03 08:15:00+00:00,29068.01,2023-08-03 08:30:00+00:00,29054.47,-0.00046580416065622465,0.003,-0.0034658041606562247,1,1.0,trailing_stop,-2.594943705596867,-2.6355536383118525
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-08-04 20:15:00+00:00,29058.62,2023-08-04 20:45:00+00:00,28967.51,-0.0031353863328678067,0.003,-0.006135386332867807,2,1.0,hard_stop,-2.5766162615798223,-3.785970128160175
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-08-05 20:15:00+00:00,29064.68,2023-08-05 21:15:00+00:00,29071.85,-0.00024669117292863696,0.003,-0.003246691172928637,4,1.0,trailing_stop,2.059333130453232,1.8708756391407975
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-08-07 04:15:00+00:00,29177.84,2023-08-07 05:15:00+00:00,29145.45,0.0011100890264665875,0.003,-0.0018899109735334126,4,1.0,trailing_stop,2.8516910636258284,1.2734443985343054
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-08-08 20:15:00+00:00,29909.62,2023-08-08 21:00:00+00:00,30019.82,-0.003684433302729939,0.003,-0.006684433302729939,3,1.0,hard_stop,3.130725029413208,2.885504851185821
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-08-10 16:45:00+00:00,29464.0,2023-08-10 17:30:00+00:00,29400.0,-0.0021721422753190334,0.003,-0.005172142275319033,3,1.0,hard_stop,-2.022066898784457,-2.5400091004043306
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-08-14 16:15:00+00:00,29638.56,2023-08-14 17:15:00+00:00,29555.02,0.00281862546628453,0.003,-0.00018137453371547003,4,1.0,trailing_stop,3.4616251669666007,1.6877693817110841
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-08-16 20:15:00+00:00,29136.45,2023-08-16 20:30:00+00:00,28920.0,-0.00742883913448622,0.003,-0.01042883913448622,1,1.0,hard_stop,-4.416992812769668,-5.305805200236344
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-08-19 20:15:00+00:00,26134.02,2023-08-19 20:30:00+00:00,26049.1,0.003249404416159507,0.003,0.000249404416159507,1,1.0,trailing_stop,2.7125190649792494,2.3507782405209032
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-08-28 17:00:00+00:00,26146.91,2023-08-28 18:00:00+00:00,26127.58,0.0007392842978385383,0.003,-0.0022607157021614617,4,1.0,trailing_stop,2.047963820217166,1.2378450560046408
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-08-29 20:15:00+00:00,27872.75,2023-08-29 20:30:00+00:00,27724.14,0.005331730812352609,0.003,0.0023317308123526085,1,1.0,trailing_stop,2.0665783385854324,1.822640142035602
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-08-31 16:15:00+00:00,26846.79,2023-08-31 16:30:00+00:00,26491.65,-0.013228397137981851,0.003,-0.01622839713798185,1,1.0,hard_stop,-7.483435490908955,-8.744118285972545
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-09-01 20:45:00+00:00,25783.66,2023-09-01 22:45:00+00:00,25764.3,0.0007508631435568791,0.003,-0.002249136856443121,8,1.0,time_stop,4.609901763521419,2.5935168390666012
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-09-02 21:15:00+00:00,25861.45,2023-09-02 23:15:00+00:00,25887.54,-0.0010088374781769271,0.003,-0.004008837478176927,8,1.0,hard_stop,4.148708177750855,2.7827279880592353
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-09-05 20:15:00+00:00,25722.2,2023-09-05 20:30:00+00:00,25690.73,0.001223456780524268,0.003,-0.001776543219475732,1,1.0,trailing_stop,2.0011258962091234,1.5077677395202767
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-09-06 00:15:00+00:00,25802.0,2023-09-06 01:00:00+00:00,25817.59,-0.0006042167273854204,0.003,-0.0036042167273854205,3,1.0,trailing_stop,2.4998751111992052,2.5828744456048103
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-09-10 04:15:00+00:00,25852.47,2023-09-10 04:30:00+00:00,25801.36,-0.001976987111869777,0.003,-0.004976987111869777,1,1.0,hard_stop,-4.77682453261201,-3.3840893937663084
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-09-12 08:15:00+00:00,25829.12,2023-09-12 08:45:00+00:00,25766.93,0.0024077475345656296,0.003,-0.0005922524654343704,2,1.0,trailing_stop,3.648313025464161,3.0249525681006615
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-09-18 12:15:00+00:00,27194.17,2023-09-18 12:30:00+00:00,27340.0,-0.0053625464575679516,0.003,-0.00836254645756795,1,1.0,hard_stop,3.550685107253216,3.732208263031421
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,long,2023-09-25 00:15:00+00:00,26190.29,2023-09-25 00:30:00+00:00,26136.53,-0.002052669138066121,0.003,-0.005052669138066121,1,1.0,hard_stop,-5.284932293591233,-4.704441161132281
vpvr_edge_zscore_15m_only_v1_20260720,BTCUSDT,short,2023-09-27 12:15:00+00:00,26776.39,2023-09-27 13:45:00+00:00,26621.54,0.005783079795297241,0.003,0.002783079795297241,6,1.0,trailing_stop,4.3320267851162715,2.193208633455652
