date,equity
2026-04-18,100000.0
2026-04-19,98848.33302316377
2026-04-20,96143.45778795362
2026-04-21,96143.45778795362
2026-04-22,96143.45778795362
2026-04-23,96143.45778795362
2026-04-24,96143.45778795362
2026-04-25,95738.75799938077
2026-04-26,95738.75799938077
2026-04-27,95738.75799938077
2026-04-28,94653.33932215715
2026-04-29,94653.33932215715
2026-04-30,94653.33932215715
2026-05-01,94653.33932215715
2026-05-02,94653.33932215715
2026-05-03,94653.33932215715
2026-05-04,94653.33932215715
2026-05-05,94653.33932215715
2026-05-06,94653.33932215715
2026-05-07,92531.65936739508
2026-05-08,92531.65936739508
2026-05-09,92531.65936739508
2026-05-10,92531.65936739508
2026-05-11,92531.65936739508
2026-05-12,92531.65936739508
2026-05-13,92531.65936739508
2026-05-14,92531.65936739508
2026-05-15,92531.65936739508
2026-05-16,92531.65936739508
2026-05-17,92531.65936739508
2026-05-18,92531.65936739508
2026-05-19,92531.65936739508
2026-05-20,92531.65936739508
2026-05-21,92531.65936739508
2026-05-22,92531.65936739508
2026-05-23,92531.65936739508
2026-05-24,92531.65936739508
2026-05-25,92531.65936739508
2026-05-26,92531.65936739508
2026-05-27,92531.65936739508
2026-05-28,92531.65936739508
2026-05-29,92531.65936739508
2026-05-30,92531.65936739508
2026-05-31,92531.65936739508
2026-06-01,92531.65936739508
2026-06-02,92531.65936739508
2026-06-03,92531.65936739508
2026-06-04,92531.65936739508
2026-06-05,92531.65936739508
2026-06-06,92531.65936739508
2026-06-07,93169.40766413837
2026-06-08,93169.40766413837
2026-06-09,93169.40766413837
2026-06-10,93169.40766413837
2026-06-11,93169.40766413837
2026-06-12,93169.40766413837
2026-06-13,93169.40766413837
2026-06-14,93169.40766413837
2026-06-15,93169.40766413837
2026-06-16,93169.40766413837
2026-06-17,93169.40766413837
2026-06-18,93169.40766413837
2026-06-19,93169.40766413837
2026-06-20,93169.40766413837
2026-06-21,93169.40766413837
2026-06-22,93169.40766413837
2026-06-23,93169.40766413837
2026-06-24,93169.40766413837
2026-06-25,93169.40766413837
2026-06-26,93169.40766413837
2026-06-27,93169.40766413837
2026-06-28,93169.40766413837
2026-06-29,93169.40766413837
2026-06-30,93169.40766413837
2026-07-01,93169.40766413837
2026-07-02,93169.40766413837
2026-07-03,93169.40766413837
2026-07-04,93169.40766413837
2026-07-05,93169.40766413837
2026-07-06,93169.40766413837
2026-07-07,93169.40766413837
2026-07-08,93169.40766413837
2026-07-09,93169.40766413837
2026-07-10,93169.40766413837
2026-07-11,93169.40766413837
2026-07-12,93169.40766413837
2026-07-13,93169.40766413837
2026-07-14,93169.40766413837
2026-07-15,93169.40766413837
2026-07-16,93169.40766413837
2026-07-17,93169.40766413837
