variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,funding_at_entry,support_level_price,target_lvn_price,nearest_lvn_distance_at_entry,hvn_distance_at_entry
vpvr_funding_hvn_lvn_confluence,ETHUSDT,long,2024-04-01 04:00:00,3609.76,2024-04-02 04:00:00,3356.94,-0.07103789725632736,96,time_stop,0.00058292,3576.82,4076.8975,445.3949999999995,32.940000000000055
vpvr_funding_hvn_lvn_confluence,BTCUSDT,long,2024-04-01 05:30:00,70158.01,2024-04-02 05:30:00,66571.2,-0.05212473971254317,96,time_stop,0.00040301,69881.35416666666,,,276.6558333333378
vpvr_funding_hvn_lvn_confluence,SOLUSDT,long,2024-04-01 14:30:00,192.23,2024-04-02 14:30:00,181.81,-0.05520589918327001,96,time_stop,0.00083459,186.03364583333334,208.20760416666667,13.760208333333338,6.1963541666666515
vpvr_funding_hvn_lvn_confluence,BTCUSDT,long,2024-04-09 07:30:00,70472.01,2024-04-10 07:30:00,69421.42,-0.01590790457090685,96,time_stop,0.00035189,69793.4625,73608.87083333332,2864.3316666666506,678.5475000000006
vpvr_funding_hvn_lvn_confluence,ETHUSDT,long,2024-11-18 16:00:00,3162.96,2024-11-19 16:00:00,3102.82,-0.020013835141765912,96,time_stop,0.00031651,3152.9791666666665,3403.4583333333335,194.95666666666693,9.980833333333521
vpvr_funding_hvn_lvn_confluence,BTCUSDT,long,2024-11-18 20:00:00,90598.18,2024-11-19 20:00:00,93528.79,0.0313473385447699,96,time_stop,0.0003645,90483.725,,,114.4549999999872
vpvr_funding_hvn_lvn_confluence,SOLUSDT,long,2024-12-03 13:45:00,218.24,2024-12-04 13:45:00,231.22,0.058475806451612766,96,time_stop,0.00032728,214.40208333333334,262.3564583333333,41.83291666666662,3.837916666666672
vpvr_funding_hvn_lvn_confluence,SOLUSDT,long,2024-12-05 02:30:00,235.04,2024-12-06 02:30:00,243.46,0.03482368958475168,96,time_stop,0.00036215,237.68249999999998,,,-2.642499999999984
vpvr_funding_hvn_lvn_confluence,BTCUSDT,long,2024-12-05 20:00:00,98583.95,2024-12-06 20:00:00,101666.15,0.03026472412598602,96,time_stop,0.00072446,97162.9,103883.65,4552.949999999997,1421.050000000003
vpvr_funding_hvn_lvn_confluence,SOLUSDT,long,2024-12-06 06:30:00,238.26,2024-12-07 06:30:00,235.52,-0.012500041970956,96,time_stop,0.0005091,238.293125,248.83187499999997,8.815416666666636,-0.033125000000012506
vpvr_funding_hvn_lvn_confluence,SOLUSDT,long,2024-12-07 10:30:00,238.22,2024-12-08 10:30:00,235.24,-0.013509445050793323,96,time_stop,0.00041557,238.42,263.00124999999997,23.142499999999956,-0.19999999999998863
vpvr_funding_hvn_lvn_confluence,SOLUSDT,long,2024-12-08 14:30:00,236.61,2024-12-09 14:30:00,229.77,-0.029908330163560315,96,time_stop,0.00045069,238.53249999999997,250.13583333333332,10.624999999999943,-1.9224999999999568
vpvr_funding_hvn_lvn_confluence,BTCUSDT,long,2024-12-09 09:15:00,98575.26,2024-12-10 09:15:00,97423.0,-0.01268913985111475,96,time_stop,0.00030413,96790.53333333333,104027.33333333333,4849.006666666668,1784.7266666666692
