date,total_trades,winning_trades,losing_trades,win_rate,gross_pnl_usd,net_pnl_usd,fees_usd,slippage_usd,equity_usd,daily_return_pct,rolling_20d_sharpe,rolling_20d_pf,max_drawdown_pct,max_drawdown_pct_vs_backtest,profit_factor_lifetime,bootstrap_ci_lo,action,kill_triggered,kill_reason,notes
2023-11-11,3,2,1,0.6666666666666666,1127.0496071893722,1127.0496071893722,0.0,0.0,99896.86972413419,1.1410870302840825,0.0,0.0,-0.01765792487973036,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-12,3,2,1,0.6666666666666666,855.8115181323665,855.8115181323665,0.0,0.0,97991.25179594825,0.8810497133534989,0.0,0.0,-0.03391309352136288,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-13,3,1,2,0.3333333333333333,2837.4187682549673,-2475.7544784662896,0.0,0.0,98352.91608573693,-2.455407241425289,0.0,0.0,-0.02455407241425284,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-14,3,2,1,0.6666666666666666,1224.8755379605573,-362.1810182238987,0.0,0.0,99179.16208499618,-0.36384984061178516,0.0,0.0,-0.016359518279641577,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-15,3,2,1,0.6666666666666666,979.2423299162328,-941.0890160100389,0.0,0.0,98472.54450919857,-0.9466397944014382,0.0,0.0,-0.023367619961867557,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-16,3,2,1,0.6666666666666666,4142.839528434808,1474.5765508033073,0.0,0.0,100962.03562636867,1.4821732955138556,0.0,0.0,-0.02969948808355819,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-17,3,1,2,0.3333333333333333,1775.0680076663994,-3322.8673946999916,0.0,0.0,99414.23623933508,-3.2343401528395654,0.0,0.0,-0.03234340152839565,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-18,3,1,2,0.3333333333333333,2609.538909483177,2448.988873872615,0.0,0.0,99892.85748116257,2.5132303436579795,0.0,0.0,-0.05152213601037855,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-19,3,1,2,0.3333333333333333,2623.9774082050135,1674.6356187709753,0.0,0.0,99391.0065954421,1.7137718091994936,0.0,0.0,-0.04886971191292821,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-20,3,1,2,0.3333333333333333,87.52350572917203,-2021.7740134205524,0.0,0.0,96912.47024642838,-2.0435533000185413,0.0,0.0,-0.056694545413260904,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-21,3,2,1,0.6666666666666666,4355.116316477783,1169.780954948481,0.0,0.0,101198.72514980468,1.169442469241444,0.0,0.0,-0.026360091372886436,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-22,3,1,2,0.3333333333333333,1918.9055444307742,-3640.487060859421,0.0,0.0,99477.14363337604,-3.530421554830132,0.0,0.0,-0.03530421554830132,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-23,3,1,2,0.3333333333333333,2078.6976846602483,1156.1934542637027,0.0,0.0,100361.75464571248,1.1654522593067762,0.0,0.0,-0.03793793046299472,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-24,3,1,2,0.3333333333333333,285.3434843900468,-3083.9025112911913,0.0,0.0,97563.19561881134,-3.064074939651762,0.0,0.0,-0.05386503780225649,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-25,3,3,0,1.0,2559.640142112592,515.1559476793045,0.0,0.0,100122.83576092393,0.5171849687144459,0.0,0.0,-0.03403831970692326,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-26,3,1,2,0.3333333333333333,301.0383262168907,-843.9929099634901,0.0,0.0,98772.40952106645,-0.8472429131817227,0.0,0.0,-0.042138489256541005,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-27,3,2,1,0.6666666666666666,3997.835942187012,1930.3885272863408,0.0,0.0,102395.3780462649,1.9214539677244291,0.0,0.0,-0.029359757122646008,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-28,3,1,2,0.3333333333333333,3630.6243041919224,2296.3808714227634,0.0,0.0,102934.49672268258,2.281820214934016,0.0,0.0,-0.03698454134437357,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-29,3,1,2,0.3333333333333333,2760.3829011782364,-1285.3178073436284,0.0,0.0,99208.52196423658,-1.2790015888188955,0.0,0.0,-0.03918193952555164,0.0,1.0235243770514892,0.0,RUN,False,,
2023-11-30,3,2,1,0.6666666666666666,1490.7533113118407,14.037261354882503,0.0,0.0,99974.14046958367,0.014042864007102196,0.0,0.0,-0.038925810164999866,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-01,3,2,1,0.6666666666666666,2272.494008792637,2272.494008792637,0.0,0.0,102044.05008920048,2.277697269712009,0.0,0.0,-0.03372904760891139,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-02,3,0,3,0.0,0,-1056.3011797593354,0.0,0.0,100029.95494172956,-1.0449503426952833,0.0,0.0,-0.031226497547199528,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-03,3,2,1,0.6666666666666666,2607.909989530337,-2052.0983638000034,0.0,0.0,100173.84694225162,-2.007414416815889,0.0,0.0,-0.033822300583126436,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-04,3,2,1,0.6666666666666666,2329.2273910431395,-139.57331935198454,0.0,0.0,101996.65801568108,-0.13665407224019432,0.0,0.0,-0.015732118389843147,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-05,3,1,2,0.3333333333333333,291.1721036249073,205.63277469224704,0.0,0.0,101380.51937307997,0.2032448778603646,0.0,0.0,-0.020966458777811805,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-06,3,2,1,0.6666666666666666,2547.0878851221496,-1500.5952205260983,0.0,0.0,102024.28529735774,-1.4495020066860875,0.0,0.0,-0.01831392072864415,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-07,3,2,1,0.6666666666666666,2933.085770409147,-737.4152627659641,0.0,0.0,101663.4076114441,-0.7201263056956231,0.0,0.0,-0.04638563291790191,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-08,3,2,1,0.6666666666666666,2272.682405717569,74.95007528245333,0.0,0.0,102044.90655864557,0.07350211559096209,0.0,0.0,-0.03703380011235024,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-09,3,1,2,0.3333333333333333,1093.850242056622,-236.1715217980236,0.0,0.0,99832.17979832945,-0.23601020570678255,0.0,0.0,-0.04993165761082929,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-10,3,2,1,0.6666666666666666,3123.6351655532635,-2360.4165889356373,0.0,0.0,100355.49547613417,-2.2980047993346298,0.0,0.0,-0.03667951934475057,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-11,3,2,1,0.6666666666666666,2783.125663126688,2783.125663126688,0.0,0.0,102338.8365271422,2.795545970163582,0.0,0.0,-0.04206674732080463,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-12,3,1,2,0.3333333333333333,759.4234476478596,-2597.9567011362087,0.0,0.0,100500.30327365384,-2.5198841394330707,0.0,0.0,-0.032977801326969196,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-13,3,2,1,0.6666666666666666,2970.688904823415,-300.58472135268676,0.0,0.0,100524.10726990704,-0.2981260992879986,0.0,0.0,-0.0327487573137259,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-14,3,2,1,0.6666666666666666,3144.27741897908,2898.3294625853305,0.0,0.0,103643.39023463105,2.8768948476226797,0.0,0.0,-0.030863223209233636,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-15,3,1,2,0.3333333333333333,2407.803005500813,-154.14754113843082,0.0,0.0,99681.97337881752,-0.15440057137438012,0.0,0.0,-0.04085183900016636,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-16,3,1,2,0.3333333333333333,2454.6680346952053,-1249.3515099410142,0.0,0.0,100887.28990357171,-1.2232157751133177,0.0,0.0,-0.029254184088708116,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-17,3,3,0,1.0,2766.91073185383,2595.2120465417247,0.0,0.0,103654.20063542554,2.568017039136672,0.0,0.0,-0.02760208519177566,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-18,3,2,1,0.6666666666666666,1248.3573703991715,1248.3573703991715,0.0,0.0,103325.94728964311,1.222949494974146,0.0,0.0,-0.017801019264899607,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-19,3,0,3,0.0,0,-1076.6474024830823,0.0,0.0,100913.38797022213,-1.0556397971121956,0.0,0.0,-0.029003066341086167,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-20,3,1,2,0.3333333333333333,2203.389330480437,-2648.503288713444,0.0,0.0,100468.27401198912,-2.5684504093742677,0.0,0.0,-0.0332859895217108,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-21,3,2,1,0.6666666666666666,3861.5598954155867,1174.776362784556,0.0,0.0,103284.59157070635,1.1505028780949278,0.0,0.0,-0.027548352766995115,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-22,3,0,3,0.0,0,-1871.149679123584,0.0,0.0,100222.98327347639,-1.8327690583280765,0.0,0.0,-0.03564619721804814,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-23,3,1,2,0.3333333333333333,3365.1586780481302,3119.0045756267064,0.0,0.0,102993.42524731731,3.1229263255299067,0.0,0.0,-0.039000095291731325,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-24,3,2,1,0.6666666666666666,1771.0218223722186,470.4098690663086,0.0,0.0,103609.61290650228,0.45609220860041155,0.0,0.0,-0.01869799984065373,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-25,3,2,1,0.6666666666666666,1282.5334869130165,1282.5334869130165,0.0,0.0,101602.08612832155,1.278448172010327,0.0,0.0,-0.03471699880311475,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-26,3,2,1,0.6666666666666666,1926.3178132963803,1926.3178132963803,0.0,0.0,103264.34211435987,1.9008835297336324,0.0,0.0,-0.024917180578447832,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-27,3,1,2,0.3333333333333333,3681.301194523883,1278.118755889751,0.0,0.0,102248.87775276563,1.2658305915371981,0.0,0.0,-0.028451037595622817,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-28,3,2,1,0.6666666666666666,3322.7371931527014,-1880.3497352884588,0.0,0.0,102948.29000877854,-1.7937366542952637,0.0,0.0,-0.025024887698099418,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-29,3,1,2,0.3333333333333333,4248.848228078583,-1064.0478929245583,0.0,0.0,100854.99435664945,-1.0440128453316655,0.0,0.0,-0.050042400740000194,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-30,3,2,1,0.6666666666666666,4915.881743806545,-375.6575573734881,0.0,0.0,103207.83919620405,-0.36266159103236495,0.0,0.0,-0.04848387403355713,0.0,1.0235243770514892,0.0,RUN,False,,
2023-12-31,3,2,1,0.6666666666666666,2749.569290729298,23.903993391853874,0.0,0.0,104934.35056463243,0.022785141206727033,0.0,0.0,-0.02148014638374063,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-01,3,1,2,0.3333333333333333,123.43113207993156,-564.0288403538434,0.0,0.0,104359.4382873319,-0.5375621448607371,0.0,0.0,-0.018196493437978477,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-02,3,1,2,0.3333333333333333,2566.2439042343904,-1507.805615473786,0.0,0.0,105417.8765760925,-1.4101435544478735,0.0,0.0,-0.0141014355444787,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-03,3,1,2,0.3333333333333333,134.65111681749113,-2333.268274811111,0.0,0.0,103082.58235374867,-2.213394153629278,0.0,0.0,-0.0359417846026213,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-04,3,1,2,0.3333333333333333,2837.1110067535046,-2608.640429199135,0.0,0.0,103311.05293130304,-2.4628474143335355,0.0,0.0,-0.03380506147987287,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-05,3,2,1,0.6666666666666666,2033.7439339130942,-1687.6220309542405,0.0,0.0,102736.63970282428,-1.616120624588857,0.0,0.0,-0.039177140635277774,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-06,3,2,1,0.6666666666666666,2980.4169389109447,1199.5587745418743,0.0,0.0,105291.28712808335,1.1524054730531974,0.0,0.0,-0.02650395844982824,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-07,3,2,1,0.6666666666666666,2079.453220110605,-2349.113475044782,0.0,0.0,104382.28681323942,-2.200958170416356,0.0,0.0,-0.02976586515982644,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-08,3,1,2,0.3333333333333333,2052.188191457608,2034.059848904566,0.0,0.0,105139.75934839174,1.972790892044407,0.0,0.0,-0.03572558634917373,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-09,3,1,2,0.3333333333333333,2558.825134176892,2433.2234961516224,0.0,0.0,106129.33119077435,2.346494531228971,0.0,0.0,-0.031378580582331506,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-10,3,0,3,0.0,0,-2051.544488751868,0.0,0.0,103422.27360870873,-1.9450746410414221,0.0,0.0,-0.032764893438612004,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-11,3,2,1,0.6666666666666666,3320.4879566461022,-2352.1110338496655,0.0,0.0,102488.88038849442,-2.24350323469793,0.0,0.0,-0.041494257620194236,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-12,3,2,1,0.6666666666666666,2459.4663712283364,-1629.7322706322448,0.0,0.0,103005.34441134556,-1.5575391372680603,0.0,0.0,-0.03666413624742756,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-13,3,2,1,0.6666666666666666,2893.2443704804027,-159.06956943654222,0.0,0.0,104259.62182961799,-0.15233821388225266,0.0,0.0,-0.024933769954086717,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-14,3,2,1,0.6666666666666666,2723.207105570036,2723.207105570036,0.0,0.0,106557.92556211194,2.6226363841009404,0.0,0.0,-0.028907589567552787,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-15,3,2,1,0.6666666666666666,3532.03047704637,-1458.9661078272766,0.0,0.0,106783.80008849688,-1.3478647664834198,0.0,0.0,-0.030543897452370385,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-16,3,1,2,0.3333333333333333,375.88879452050605,-37.83730172208743,0.0,0.0,105905.0922180939,-0.03571479653581289,0.0,0.0,-0.021596583867695418,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-17,3,1,2,0.3333333333333333,288.132782724977,-1340.6018042141368,0.0,0.0,104852.62319660473,-1.2624174510227015,0.0,0.0,-0.03131981118784959,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-18,3,1,2,0.3333333333333333,652.8258203954465,-2850.4934484639525,0.0,0.0,101805.16071076569,-2.7236879568179218,0.0,0.0,-0.05947377096666514,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-19,3,2,1,0.6666666666666666,4240.730429460309,-3603.533880797768,0.0,0.0,101812.95117679174,-3.4183779499279865,0.0,0.0,-0.05940179880353764,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-20,3,3,0,1.0,3992.3753765243455,1837.4363574016024,0.0,0.0,105805.32655331609,1.7673113823308162,0.0,0.0,-0.03949341051258944,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-21,3,1,2,0.3333333333333333,916.7417583708593,745.9236754479207,0.0,0.0,105785.51453905525,0.7101357395960184,0.0,0.0,-0.029592511770320996,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-22,3,1,2,0.3333333333333333,665.5411471479601,-2318.8782402146608,0.0,0.0,104132.17744598855,-2.178351567550685,0.0,0.0,-0.037975643960170696,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-23,3,2,1,0.6666666666666666,6885.42776269163,-926.0830105058994,0.0,0.0,106585.69930540888,-0.8613781583349467,0.0,0.0,-0.047697319323090244,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-24,3,2,1,0.6666666666666666,1636.1211731327348,-406.51466745411744,0.0,0.0,107116.82350821953,-0.3780711000526682,0.0,0.0,-0.0168549368709181,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-25,3,0,3,0.0,0,-1340.5466507934034,0.0,0.0,105438.94151160511,-1.2554346100204117,0.0,0.0,-0.025903113743727123,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-26,3,3,0,1.0,2899.2030149122875,2285.277098662278,0.0,0.0,108338.1445265174,2.154847062684939,0.0,0.0,-0.020231363678355475,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-27,3,1,2,0.3333333333333333,288.85831955776666,-1177.4328172252426,0.0,0.0,105814.01959554933,-1.1004924138076855,0.0,0.0,-0.025964846110478827,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-28,3,1,2,0.3333333333333333,1366.4116173292423,1056.559931479147,0.0,0.0,106808.28431808726,0.9990947548208062,0.0,0.0,-0.023873587195101166,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-29,3,2,1,0.6666666666666666,2855.0930978381657,2855.0930978381657,0.0,0.0,108695.72695127639,2.697539681963468,0.0,0.0,-0.023052920870985292,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-30,3,2,1,0.6666666666666666,1785.9317290425242,1785.9317290425242,0.0,0.0,107241.24670706876,1.693543591818636,0.0,0.0,-0.02981176964484256,0.0,1.0235243770514892,0.0,RUN,False,,
2024-01-31,3,2,1,0.6666666666666666,1079.298878758229,1079.298878758229,0.0,0.0,106895.63849253369,1.0199737419547938,0.0,0.0,-0.026490345280929334,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-01,3,2,1,0.6666666666666666,479.5119158988964,479.5119158988964,0.0,0.0,107118.8543460391,0.44965760756920936,0.0,0.0,-0.018918724579283414,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-02,3,1,2,0.3333333333333333,509.7877478868613,-2115.4940449927817,0.0,0.0,105513.14804893317,-1.9655493220351317,0.0,0.0,-0.029279705758532976,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-03,3,2,1,0.6666666666666666,1449.4245866614947,77.93590717355255,0.0,0.0,106557.99100461263,0.07319296285321908,0.0,0.0,-0.024106315476356242,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-04,3,1,2,0.3333333333333333,194.28872821311234,-155.08066100950236,0.0,0.0,106597.19907181624,-0.14527152150533018,0.0,0.0,-0.019306443209132104,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-05,3,2,1,0.6666666666666666,1493.2007198620995,1493.2007198620995,0.0,0.0,107436.50769696107,1.409433745715405,0.0,0.0,-0.02532224634194877,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-06,3,1,2,0.3333333333333333,1052.3711873484135,-166.4805812141567,0.0,0.0,106462.0522884552,-0.15613136252905502,0.0,0.0,-0.02054979276068915,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-07,3,2,1,0.6666666666666666,2658.2129360994295,1480.0490936601127,0.0,0.0,108642.95687996168,1.3811206920696373,0.0,0.0,-0.018493160365621583,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-08,3,0,3,0.0,0,-3824.120293190528,0.0,0.0,104377.02678574805,-3.534269641707799,0.0,0.0,-0.03973201418915231,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-09,3,2,1,0.6666666666666666,4420.918334360293,-919.6203133663657,0.0,0.0,106491.87262758326,-0.8561656561946629,0.0,0.0,-0.021195919555091564,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-10,3,2,1,0.6666666666666666,1457.3183570293913,-479.24718080337334,0.0,0.0,106848.3017926923,-0.4465276486670944,0.0,0.0,-0.023633583664603393,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-11,3,1,2,0.3333333333333333,192.13755396593479,-292.43938814014837,0.0,0.0,106747.99995851809,-0.27320458503824474,0.0,0.0,-0.018841763595141413,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-12,3,1,2,0.3333333333333333,1673.0496918228891,-1986.4475832118042,0.0,0.0,106434.60206712918,-1.8321604426613791,0.0,0.0,-0.021722313324669274,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-13,3,1,2,0.3333333333333333,2414.107012391207,-4002.9276403586555,0.0,0.0,104845.78143916173,-3.6775150336732843,0.0,0.0,-0.03677515033673281,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-14,3,2,1,0.6666666666666666,5837.516612151725,590.8461521665886,0.0,0.0,106398.67543023328,0.5584143973068612,0.0,0.0,-0.03871065189161414,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-15,3,1,2,0.3333333333333333,2987.050746588837,-1616.1192959624896,0.0,0.0,107769.60688085963,-1.4774498944679748,0.0,0.0,-0.02632457852044684,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-16,3,1,2,0.3333333333333333,359.70699286367744,14.197593091244926,0.0,0.0,107513.67216282521,0.013207127893477555,0.0,0.0,-0.03188677012240544,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-17,3,1,2,0.3333333333333333,1227.1066845446621,72.43715841320227,0.0,0.0,107217.36836791436,0.06760670579140093,0.0,0.0,-0.04240058301992445,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-18,3,2,1,0.6666666666666666,547.0718510695879,15.465476423865766,0.0,0.0,107668.77900551677,0.014366001302579257,0.0,0.0,-0.02737526415969127,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-19,3,1,2,0.3333333333333333,447.5772595327726,-1181.960198164932,0.0,0.0,106251.67544551918,-1.1001770451900539,0.0,0.0,-0.04408253052836405,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-20,3,2,1,0.6666666666666666,1133.752352327865,-347.4879340128973,0.0,0.0,106378.06993777776,-0.3255901781561432,0.0,0.0,-0.03889681812281885,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-21,3,3,0,1.0,2170.9616119890416,1757.3290200523625,0.0,0.0,108549.0315497668,1.645567004199977,0.0,0.0,-0.03515973584194106,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-22,3,1,2,0.3333333333333333,2918.2680292165314,486.04855290033447,0.0,0.0,106510.07088291149,0.45843247805432696,0.0,0.0,-0.04209556277535415,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-23,3,2,1,0.6666666666666666,3685.98676910848,-404.98893490321643,0.0,0.0,108731.2821347534,-0.37108555289078193,0.0,0.0,-0.027210993455644105,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-24,3,2,1,0.6666666666666666,1767.2854141293064,-150.88160402677022,0.0,0.0,108823.5049868135,-0.13845602507795984,0.0,0.0,-0.030573483823851832,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-25,3,1,2,0.3333333333333333,463.41357749207236,34.01277660964115,0.0,0.0,107899.25247166459,0.03153265751394407,0.0,0.0,-0.029340101120183447,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-26,3,3,0,1.0,2625.630077355352,1922.3461765798274,0.0,0.0,110524.88254901994,1.7700748442811332,0.0,0.0,-0.0187992381461988,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-27,3,1,2,0.3333333333333333,387.26724964092136,374.03785313197295,0.0,0.0,109294.71543821074,0.34340389852955955,0.0,0.0,-0.015924900118331538,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-28,3,2,1,0.6666666666666666,4572.330573817235,4572.330573817235,0.0,0.0,113728.0415308726,4.188814798353624,0.0,0.0,-0.013801423712093367,0.0,1.0235243770514892,0.0,RUN,False,,
2024-02-29,3,1,2,0.3333333333333333,1362.80157448331,-3862.7153750326397,0.0,0.0,107403.15729257735,-3.47160839386208,0.0,0.0,-0.05561411375028639,0.0,1.0235243770514892,0.0,RUN,False,,
2024-03-01,3,1,2,0.3333333333333333,6937.658319194685,-5478.5648928796,0.0,0.0,108862.25071889244,-4.791434155482399,0.0,0.0,-0.04791434155482402,0.0,1.0235243770514892,0.0,RUN,False,,
2024-03-02,3,2,1,0.6666666666666666,2423.014740368395,-294.9089684783685,0.0,0.0,110462.41626658764,-0.2662658816041885,0.0,0.0,-0.0385368911862613,0.0,1.0235243770514892,0.0,RUN,False,,
2024-03-03,3,2,1,0.6666666666666666,3375.521387479035,3375.521387479035,0.0,0.0,112752.73317970583,3.086128574836211,0.0,0.0,-0.04341060358007636,0.0,1.0235243770514892,0.0,RUN,False,,
2024-03-04,3,1,2,0.3333333333333333,3004.4259246206057,-1590.6194499248522,0.0,0.0,109489.4577836966,-1.4319574576631688,0.0,0.0,-0.04242892445815259,0.0,1.0235243770514892,0.0,RUN,False,,
2024-03-05,3,2,1,0.6666666666666666,2882.176644195686,-4682.326054098972,0.0,0.0,105070.42529963728,-4.266249361720053,0.0,0.0,-0.08107682512613033,0.0,1.0235243770514892,0.0,RUN,False,,
2024-03-06,3,3,0,1.0,7958.539773908793,2724.026229809984,0.0,0.0,113028.96507354607,2.4695414895873125,0.0,0.0,-0.03529690379102411,0.0,1.0235243770514892,0.0,RUN,False,,
