variant,pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,funding_ema_at_entry,exit_reason
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T02:30:00,42948.33,144.92,2022-01-07T03:00:00,42782.28,141.16,-0.022879075428770077,2,2.921898359536986,3.69782115999682,0.0001,regime_break
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T03:30:00,42205.74,139.63,2022-01-07T04:00:00,41858.82,138.63,0.00025795032402733465,2,3.5056213111568035,3.3835956478620415,0.0001,regime_break
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T05:30:00,41847.79,140.05,2022-01-07T06:00:00,41831.99,138.09,-0.014417443017935216,2,2.8547293218438923,3.2662390513684714,0.0001,regime_break
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T06:30:00,41650.79,137.15,2022-01-07T07:00:00,41513.53,137.73,0.0067244421247285805,2,3.2775443664720343,2.9634293006916375,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T08:30:00,42413.53,139.59,2022-01-07T09:00:00,42095.7,141.53,0.02059144301529139,2,3.0807560181281057,2.358494477383054,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T10:30:00,42336.59,139.11,2022-01-07T11:00:00,42199.99,139.01,0.0017076678579759593,2,2.939199177747452,2.811854455294794,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-07T13:30:00,42679.44,137.99,2022-01-07T14:00:00,41480.86,140.15,0.042936619519416984,2,3.1301134031651348,1.8523398201533503,0.0001,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-18T13:00:00,41827.74,135.41,2022-01-18T13:30:00,41463.02,136.42,0.015378400968807849,2,2.840244207527781,1.9321900192323804,6.795668906913114e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-20T21:30:00,42392.5,132.21,2022-01-20T22:00:00,41071.65,132.56,0.033004937547709966,2,3.1537222797495614,1.5470627963829937,9.130309512063731e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-20T23:30:00,40776.5,127.54,2022-01-21T00:00:00,40693.72,128.12,0.0057776837731853496,2,2.877521796897656,2.54383657004472,9.130309512063731e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-21T00:30:00,40820.6,126.81,2022-01-21T01:00:00,40867.59,125.36,-0.013385563937619227,2,3.075856294348368,3.5379411637404665,9.323574064938458e-05,regime_break
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-21T01:30:00,40634.71,121.49,2022-01-21T02:00:00,39826.59,127.25,0.0664987407861686,2,4.459735716569808,1.698326049605247,9.323574064938458e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-21T12:00:00,38877.02,118.79,2022-01-21T13:00:00,38199.02,117.89,0.009063212963262202,3,3.106612328691625,2.635997633306242,8.256779828285467e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-21T21:30:00,38069.35,113.05,2022-01-21T22:00:00,36823.89,113.76,0.03819596416548656,2,3.5911876812331225,2.211358595889886,8.249939866444252e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-21T22:30:00,36894.36,110.26,2022-01-21T23:00:00,36234.09,112.92,0.04122102723076539,2,3.273823203920387,1.8512239483117705,8.249939866444252e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-22T03:30:00,36584.0,109.67,2022-01-22T04:00:00,36361.19,109.42,0.003010801403076103,2,2.8371265209566325,2.677712116725896,6.183064340567753e-05,confluence_lost
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-22T05:00:00,36260.83,107.52,2022-01-22T05:30:00,36136.0,104.29,-0.027398364905945025,2,3.043273043655069,3.7600239954351706,6.183064340567753e-05,regime_break
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-22T06:00:00,35824.5,100.51,2022-01-22T06:30:00,35602.18,102.39,0.02411041538063066,2,4.432906730155879,3.630985110437463,6.183064340567753e-05,regime_break
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-22T07:00:00,35705.19,100.24,2022-01-22T07:30:00,35161.3,100.39,0.01592920810868761,2,4.172608248234076,3.6236207019779587,6.183064340567753e-05,regime_break
A,BTCUSDT/SOLUSDT,short_a_long_b,2022-01-22T08:00:00,35504.26,103.15,2022-01-22T08:30:00,35760.02,100.95,-0.029331805474748094,2,3.099529150889821,3.7623687306941984,6.183064340567753e-05,regime_break
