bar_index,timestamp,equity,daily_return
0,2022-01-01 00:00:00+00:00,100158.13347129493,0.0
1,2022-01-02 00:00:00+00:00,100753.5281033791,0.0059445460038929365
2,2022-01-03 00:00:00+00:00,100859.14940635455,0.0010483136914776203
3,2022-01-04 00:00:00+00:00,100342.82267181623,-0.00511928503836645
4,2022-01-05 00:00:00+00:00,100613.8947900172,0.0027014599647803283
5,2022-01-06 00:00:00+00:00,101080.90081141383,0.004641565882836263
6,2022-01-07 00:00:00+00:00,98505.18618865036,-0.025481714172383207
7,2022-01-08 00:00:00+00:00,95485.17718002727,-0.030658375720841513
8,2022-01-09 00:00:00+00:00,94887.59756630844,-0.006258349529918772
9,2022-01-10 00:00:00+00:00,93094.31005048635,-0.01889907176297634
10,2022-01-11 00:00:00+00:00,94093.59964135732,0.010734163992719203
11,2022-01-12 00:00:00+00:00,94076.60832874375,-0.0001805788350995874
12,2022-01-13 00:00:00+00:00,93740.35120374843,-0.0035742904742089854
13,2022-01-14 00:00:00+00:00,94915.1326306608,0.012532291716711441
14,2022-01-15 00:00:00+00:00,95085.24084782244,0.0017922138698744927
15,2022-01-16 00:00:00+00:00,95200.41715964243,0.001211295368166665
16,2022-01-17 00:00:00+00:00,94800.28997493804,-0.004202998228814536
17,2022-01-18 00:00:00+00:00,95905.35033829966,0.011656719232122192
18,2022-01-19 00:00:00+00:00,97394.24136639237,0.015524587761170272
19,2022-01-20 00:00:00+00:00,96328.56380841523,-0.010941894952167686
20,2022-01-21 00:00:00+00:00,92268.54032825309,-0.04214765921598285
21,2022-01-22 00:00:00+00:00,91478.32163839064,-0.008564335005747159
22,2022-01-23 00:00:00+00:00,87680.84980037116,-0.04151225962617355
23,2022-01-24 00:00:00+00:00,86999.49834034873,-0.007770812686849093
24,2022-01-25 00:00:00+00:00,87953.20584715185,0.010962218460986328
25,2022-01-26 00:00:00+00:00,90818.2871917869,0.03257506439974556
26,2022-01-27 00:00:00+00:00,91478.19356985461,0.007266227964354055
27,2022-01-28 00:00:00+00:00,93528.94750517103,0.02241795399851676
28,2022-01-29 00:00:00+00:00,92952.63595269015,-0.006161852216384878
29,2022-01-30 00:00:00+00:00,92454.34275889627,-0.005360721497424725
30,2022-01-31 00:00:00+00:00,92146.21764958392,-0.0033327272696738186
31,2022-02-01 00:00:00+00:00,91703.37973566102,-0.00480581759315335
32,2022-02-02 00:00:00+00:00,93614.329235186,0.020838375914097984
33,2022-02-03 00:00:00+00:00,93656.76330188102,0.00045328601979743866
34,2022-02-04 00:00:00+00:00,95410.80000617319,0.01872835065459655
35,2022-02-05 00:00:00+00:00,95159.22032249942,-0.0026368050960424716
36,2022-02-06 00:00:00+00:00,95850.93148784456,0.0072689873141131844
37,2022-02-07 00:00:00+00:00,94493.9490790865,-0.014157216708219011
38,2022-02-08 00:00:00+00:00,95580.71824727244,0.011500939253542786
39,2022-02-09 00:00:00+00:00,95542.57279344833,-0.0003990915168206044
40,2022-02-10 00:00:00+00:00,95345.08606814854,-0.002067002379418148
41,2022-02-11 00:00:00+00:00,93523.23955291869,-0.01910792249878157
42,2022-02-12 00:00:00+00:00,93187.54310785412,-0.003589444149596943
43,2022-02-13 00:00:00+00:00,92529.06093566993,-0.00706620381033185
44,2022-02-14 00:00:00+00:00,92414.03999975898,-0.0012430790364436062
45,2022-02-15 00:00:00+00:00,90966.0472207246,-0.015668536718426718
46,2022-02-16 00:00:00+00:00,91574.40867742413,0.006687785995838302
47,2022-02-17 00:00:00+00:00,91726.96485596195,0.0016659258928464205
48,2022-02-18 00:00:00+00:00,90994.52632030466,-0.007984986059523802
49,2022-02-19 00:00:00+00:00,90287.07171589037,-0.007774694072520627
50,2022-02-20 00:00:00+00:00,88686.33171521741,-0.017729448638118095
51,2022-02-21 00:00:00+00:00,88052.35979158035,-0.007148473855845383
52,2022-02-22 00:00:00+00:00,89594.75245352101,0.017516766905412817
53,2022-02-23 00:00:00+00:00,88615.87978623022,-0.010925558031968485
54,2022-02-24 00:00:00+00:00,90729.27152228772,0.02384890542367435
55,2022-02-25 00:00:00+00:00,93371.02919355665,0.029116928053588342
56,2022-02-26 00:00:00+00:00,93740.68246782264,0.003958971829470803
57,2022-02-27 00:00:00+00:00,93664.48397079507,-0.0008128647564916713
58,2022-02-28 00:00:00+00:00,94977.6089217081,0.014019454282398813
59,2022-03-01 00:00:00+00:00,97972.18194734519,0.03152925262738049
60,2022-03-02 00:00:00+00:00,98294.48963849421,0.0032897878228561606
61,2022-03-03 00:00:00+00:00,98286.6416372564,-7.984172120611976e-05
62,2022-03-04 00:00:00+00:00,97613.70507921652,-0.006846673635705902
63,2022-03-05 00:00:00+00:00,98035.05474223885,0.004316501076159218
64,2022-03-06 00:00:00+00:00,96854.0499128207,-0.012046760544208723
65,2022-03-07 00:00:00+00:00,96873.77191368226,0.00020362598032108714
66,2022-03-08 00:00:00+00:00,97512.88921171856,0.006597423486367271
67,2022-03-09 00:00:00+00:00,99353.21197236367,0.018872610334100814
68,2022-03-10 00:00:00+00:00,100777.28818850583,0.01433346932496038
69,2022-03-11 00:00:00+00:00,101290.00352544767,0.0050876079934081275
70,2022-03-12 00:00:00+00:00,100276.2463703655,-0.010008462037692456
71,2022-03-13 00:00:00+00:00,100288.17613404174,0.00011896898924779187
72,2022-03-14 00:00:00+00:00,101012.35318330477,0.007220961405212112
73,2022-03-15 00:00:00+00:00,99479.29487319248,-0.015176938877270674
74,2022-03-16 00:00:00+00:00,99494.97620395446,0.0001576341165461237
75,2022-03-17 00:00:00+00:00,97942.47910626246,-0.015603773747425609
76,2022-03-18 00:00:00+00:00,97584.36371138749,-0.0036563848305946056
77,2022-03-19 00:00:00+00:00,97595.00860642458,0.00010908402363085656
78,2022-03-20 00:00:00+00:00,98583.98662823565,0.010133489775070004
79,2022-03-21 00:00:00+00:00,98838.57619042398,0.002582463652524014
80,2022-03-22 00:00:00+00:00,98838.98630595238,4.149346785498054e-06
81,2022-03-23 00:00:00+00:00,98049.22521215832,-0.00799038034798727
82,2022-03-24 00:00:00+00:00,96249.94742153584,-0.018350759903805636
83,2022-03-25 00:00:00+00:00,95278.68671676477,-0.010091025821731936
84,2022-03-26 00:00:00+00:00,94682.84517555675,-0.006253670802361944
85,2022-03-27 00:00:00+00:00,95300.2707959858,0.006520987189223559
86,2022-03-28 00:00:00+00:00,95110.5603809232,-0.00199065976914925
87,2022-03-29 00:00:00+00:00,95892.84331138141,0.008224984978798533
88,2022-03-30 00:00:00+00:00,93866.38852394806,-0.021132492451528262
89,2022-03-31 00:00:00+00:00,95501.03552358033,0.017414614808741957
90,2022-04-01 00:00:00+00:00,97024.20878723975,0.015949285317260697
91,2022-04-02 00:00:00+00:00,95413.07800587743,-0.016605451376525138
92,2022-04-03 00:00:00+00:00,95646.39343258792,0.002445319148975944
93,2022-04-04 00:00:00+00:00,97766.31997416585,0.02216420782318429
94,2022-04-05 00:00:00+00:00,98521.9482510449,0.007728922159274454
95,2022-04-06 00:00:00+00:00,97561.38174028417,-0.009749771779919536
96,2022-04-07 00:00:00+00:00,99127.8486631435,0.01605621911987032
97,2022-04-08 00:00:00+00:00,96207.69341807999,-0.029458474933585888
98,2022-04-09 00:00:00+00:00,96064.58486523366,-0.0014874959347007666
99,2022-04-10 00:00:00+00:00,96357.08833550669,0.0030448626898600395
100,2022-04-11 00:00:00+00:00,96820.0196284337,0.004804330443393345
101,2022-04-12 00:00:00+00:00,95184.88367693691,-0.016888407560460728
102,2022-04-13 00:00:00+00:00,94444.6536687302,-0.007776760128415883
103,2022-04-14 00:00:00+00:00,95836.6770493872,0.014739038437682206
104,2022-04-15 00:00:00+00:00,95945.47600076834,0.001135253795632618
105,2022-04-16 00:00:00+00:00,96374.05503098642,0.004466901912234533
106,2022-04-17 00:00:00+00:00,95728.27315381526,-0.006700785568932721
107,2022-04-18 00:00:00+00:00,96998.61453131493,0.01327028406183084
108,2022-04-19 00:00:00+00:00,97287.26476798765,0.0029758181399544004
109,2022-04-20 00:00:00+00:00,97899.28055464085,0.006290810910479783
110,2022-04-21 00:00:00+00:00,99293.8137571885,0.014244570487617736
111,2022-04-22 00:00:00+00:00,98624.02448728909,-0.006745528694640512
112,2022-04-23 00:00:00+00:00,100224.63958322146,0.01622946441552542
113,2022-04-24 00:00:00+00:00,100670.84334008647,0.004452036532339054
114,2022-04-25 00:00:00+00:00,101366.9660474744,0.006914839334724698
115,2022-04-26 00:00:00+00:00,101595.14671507044,0.002251035781116073
116,2022-04-27 00:00:00+00:00,102607.77485641922,0.009967288537795493
117,2022-04-28 00:00:00+00:00,102738.01495997622,0.0012693005353565656
118,2022-04-29 00:00:00+00:00,103475.51083730726,0.007178412758104713
119,2022-04-30 00:00:00+00:00,102387.425998278,-0.010515385043520342
120,2022-05-01 00:00:00+00:00,102967.44459287327,0.005664939702703542
121,2022-05-02 00:00:00+00:00,103010.7011928615,0.0004200997719159272
122,2022-05-03 00:00:00+00:00,103588.36513192956,0.005607805134599797
123,2022-05-04 00:00:00+00:00,103269.11007943776,-0.003081958597234369
124,2022-05-05 00:00:00+00:00,102756.23884684927,-0.004966356659740434
125,2022-05-06 00:00:00+00:00,104940.08854247094,0.021252721198530278
126,2022-05-07 00:00:00+00:00,105446.19926720837,0.00482285398999438
127,2022-05-08 00:00:00+00:00,106560.08232637528,0.010563520230295387
128,2022-05-09 00:00:00+00:00,108791.89525999669,0.020944174262044424
129,2022-05-10 00:00:00+00:00,106199.73928837093,-0.023826737878137827
130,2022-05-11 00:00:00+00:00,105521.33494075807,-0.006388003889263305
131,2022-05-12 00:00:00+00:00,105521.33494075807,0.0
132,2022-05-13 00:00:00+00:00,105521.33494075807,0.0
133,2022-05-14 00:00:00+00:00,99344.87703146001,-0.05853278782689442
134,2022-05-15 00:00:00+00:00,101838.59128316512,0.025101588790687357
135,2022-05-16 00:00:00+00:00,104196.78001708635,0.023156140557406335
136,2022-05-17 00:00:00+00:00,106372.61581277564,0.02088198690336207
137,2022-05-18 00:00:00+00:00,105280.48683420541,-0.010267012522212071
138,2022-05-19 00:00:00+00:00,104721.23202880738,-0.005312046156081496
139,2022-05-20 00:00:00+00:00,103643.68472248758,-0.010289673693137824
140,2022-05-21 00:00:00+00:00,105515.12440872822,0.01805647581183112
141,2022-05-22 00:00:00+00:00,106181.515952686,0.006315602125211983
142,2022-05-23 00:00:00+00:00,105033.89480005192,-0.010808106687283048
143,2022-05-24 00:00:00+00:00,106918.59265815109,0.01794371104382053
144,2022-05-25 00:00:00+00:00,107900.11103263435,0.009180053254361997
145,2022-05-26 00:00:00+00:00,103905.24753350404,-0.03702372000267973
146,2022-05-27 00:00:00+00:00,105710.82573962184,0.01737716091322139
147,2022-05-28 00:00:00+00:00,110581.17527368554,0.046072381896438364
148,2022-05-29 00:00:00+00:00,108208.37289598073,-0.021457561577114537
149,2022-05-30 00:00:00+00:00,110982.84619050493,0.025640098083641538
150,2022-05-31 00:00:00+00:00,111822.90137132883,0.007569234432697192
151,2022-06-01 00:00:00+00:00,111903.63873344925,0.0007220109756616022
152,2022-06-02 00:00:00+00:00,112534.09311665023,0.005633904226320041
153,2022-06-03 00:00:00+00:00,111841.51672167509,-0.006154369540768756
154,2022-06-04 00:00:00+00:00,112239.28821428586,0.0035565638259418275
155,2022-06-05 00:00:00+00:00,110769.95384649766,-0.013091087721288419
156,2022-06-06 00:00:00+00:00,109277.56669948279,-0.01347285157383915
