date,eq_A,eq_B,r_A,r_B,w_A,w_B,port_ret,port_equity
2024-08-23,100000.0,1479744.415262,0.0,0.0,,,0.0,100000.0
2024-08-24,100000.0,1487419.976708,0.0,0.005187085936486646,,,0.0,100000.0
2024-08-25,100000.0,1487419.976708,0.0,0.0,,,0.0,100000.0
2024-08-26,100000.0,1487419.976708,0.0,0.0,,,0.0,100000.0
2024-08-27,100251.71236142628,1487419.976708,0.0025171236142629283,0.0,,,0.0,100000.0
2024-08-28,100251.71236142628,1518256.641406,0.0,0.0207316461933289,,,0.0,100000.0
2024-08-29,100251.71236142628,1519175.285587,0.0,0.0006050651490312475,,,0.0,100000.0
2024-08-30,100251.71236142628,1512554.331203,0.0,-0.004358255723888815,,,0.0,100000.0
2024-08-31,100251.71236142628,1512554.331203,0.0,0.0,,,0.0,100000.0
2024-09-01,100251.71236142628,1512554.331203,0.0,0.0,,,0.0,100000.0
2024-09-02,100251.71236142628,1512554.331203,0.0,0.0,,,0.0,100000.0
2024-09-03,100251.71236142628,1512554.331203,0.0,0.0,,,0.0,100000.0
2024-09-04,100251.71236142628,1533009.43024,0.0,0.013523546635664463,,,0.0,100000.0
2024-09-05,100251.71236142628,1543745.862688,0.0,0.007003500589242595,,,0.0,100000.0
2024-09-06,100251.71236142628,1543745.862688,0.0,0.0,,,0.0,100000.0
2024-09-07,100251.71236142628,1543745.862688,0.0,0.0,,,0.0,100000.0
2024-09-08,100251.71236142628,1572419.187313,0.0,0.018573863300966664,,,0.0,100000.0
2024-09-09,100251.71236142628,1572419.187313,0.0,0.0,,,0.0,100000.0
2024-09-10,100251.71236142628,1572419.187313,0.0,0.0,,,0.0,100000.0
2024-09-11,100251.71236142628,1591027.167805,0.0,0.01183398208450881,,,0.0,100000.0
2024-09-12,100251.71236142628,1591027.167805,0.0,0.0,,,0.0,100000.0
2024-09-13,100251.71236142628,1598392.827573,0.0,0.004629499682373028,,,0.0,100000.0
2024-09-14,100251.71236142628,1598392.827573,0.0,0.0,,,0.0,100000.0
2024-09-15,100251.71236142628,1597301.020022,0.0,-0.0006830658472471995,,,0.0,100000.0
2024-09-16,100251.71236142628,1599338.676934,0.0,0.001275687479353138,,,0.0,100000.0
2024-09-17,100251.71236142628,1605086.634862,0.0,0.003593959185066886,,,0.0,100000.0
2024-09-18,100251.71236142628,1605086.634862,0.0,0.0,,,0.0,100000.0
2024-09-19,100251.71236142628,1605086.634862,0.0,0.0,,,0.0,100000.0
2024-09-20,100251.71236142628,1631830.805376,0.0,0.016662135197642813,,,0.0,100000.0
2024-09-21,100251.71236142628,1631830.805376,0.0,0.0,,,0.0,100000.0
2024-09-22,100251.71236142628,1631830.805376,0.0,0.0,0.6,0.4,0.0,100000.0
2024-09-23,100251.71236142628,1631830.805376,0.0,0.0,0.6,0.4,0.0,100000.0
2024-09-24,100251.71236142628,1635526.842543,0.0,0.002264963472207615,0.6,0.4,0.0009059853888830461,100090.59853888831
2024-09-25,100251.71236142628,1635526.842543,0.0,0.0,0.6,0.4,0.0,100090.59853888831
2024-09-26,100251.71236142628,1635526.842543,0.0,0.0,0.6,0.4,0.0,100090.59853888831
2024-09-27,100251.71236142628,1635526.842543,0.0,0.0,0.4,0.6,0.0,100090.59853888831
2024-09-28,100251.71236142628,1635526.842543,0.0,0.0,0.4,0.6,0.0,100090.59853888831
2024-09-29,100251.71236142628,1641671.296219,0.0,0.0037568650762382916,0.4,0.6,0.0022541190457429747,100316.21466335464
2024-09-30,100224.4257984448,1664231.120032,-0.00027218051780608654,0.01374198590482667,0.4,0.6,0.008136319335773566,101132.4194204117
2024-10-01,100224.4257984448,1703775.237045,0.0,0.023761193104140377,0.6,0.4,0.00950447724165615,102093.63019918662
2024-10-02,100224.4257984448,1685417.45608,0.0,-0.01077476686234713,0.6,0.4,-0.0043099067449388516,101653.61617377587
2024-10-03,100224.4257984448,1677921.286374,0.0,-0.004447663502569199,0.6,0.4,-0.0017790654010276796,101472.76774235175
2024-10-04,100224.4257984448,1677921.286374,0.0,0.0,0.6,0.4,0.0,101472.76774235175
2024-10-05,100224.4257984448,1677921.286374,0.0,0.0,0.6,0.4,0.0,101472.76774235175
2024-10-06,100224.4257984448,1677921.286374,0.0,0.0,0.6,0.4,0.0,101472.76774235175
2024-10-07,100224.4257984448,1689609.087219,0.0,0.006965643108478359,0.6,0.4,0.002786257243391344,101755.49697648085
2024-10-08,100224.4257984448,1718815.770742,0.0,0.017286059683232713,0.6,0.4,0.006914423873293086,102459.07761401383
2024-10-09,100224.4257984448,1718815.770742,0.0,0.0,0.6,0.4,0.0,102459.07761401383
2024-10-10,100224.4257984448,1724417.690596,0.0,0.003259174106589491,0.6,0.4,0.0013036696426357965,102592.6504031117
2024-10-11,100224.4257984448,1724417.690596,0.0,0.0,0.6,0.4,0.0,102592.6504031117
2024-10-12,100224.4257984448,1724417.690596,0.0,0.0,0.6,0.4,0.0,102592.6504031117
2024-10-13,100224.4257984448,1724417.690596,0.0,0.0,0.6,0.4,0.0,102592.6504031117
2024-10-14,100224.4257984448,1741884.5011,0.0,0.010129106537965837,0.6,0.4,0.004051642615186335,103008.31915748987
2024-10-15,100224.4257984448,1821492.373367,0.0,0.04570215316614146,0.6,0.4,0.018280861266456585,104891.39994929884
2024-10-16,100224.4257984448,1821492.373367,0.0,0.0,0.6,0.4,0.0,104891.39994929884
2024-10-17,100224.4257984448,1827440.550714,0.0,0.0032655516070072554,0.6,0.4,0.0013062206428029023,105028.4112611651
2024-10-18,100224.4257984448,1827440.550714,0.0,0.0,0.6,0.4,0.0,105028.4112611651
2024-10-19,100224.4257984448,1830180.550842,0.0,0.0014993648504348922,0.6,0.4,0.000599745940173957,105091.4016244219
2024-10-20,100316.41075947194,1804710.318406,0.0009177898530654538,-0.01391678674777852,0.6,0.4,-0.005016040787272136,104564.25886748219
2024-10-21,100316.41075947194,1786939.942694,0.0,-0.0098466637724417,0.6,0.4,-0.00393866550897668,104152.41522760913
2024-10-22,100316.41075947194,1786939.942694,0.0,0.0,0.6,0.4,0.0,104152.41522760913
2024-10-23,100316.41075947194,1786939.942694,0.0,0.0,0.6,0.4,0.0,104152.41522760913
2024-10-24,100316.41075947194,1786939.942694,0.0,0.0,0.6,0.4,0.0,104152.41522760913
2024-10-25,100316.41075947194,1786939.942694,0.0,0.0,0.6,0.4,0.0,104152.41522760913
2024-10-26,100316.41075947194,1786939.942694,0.0,0.0,0.6,0.4,0.0,104152.41522760913
2024-10-27,100316.41075947194,1786939.942694,0.0,0.0,0.6,0.4,0.0,104152.41522760913
2024-10-28,100316.41075947194,1786939.942694,0.0,0.0,0.6,0.4,0.0,104152.41522760913
2024-10-29,100502.71895268932,1804761.570807,0.001857205534038675,0.009973266413269677,0.6,0.4,0.0051036298857310754,104683.97060663583
2024-10-30,100502.71895268932,1810738.647967,0.0,0.003311837561638331,0.6,0.4,0.0013247350246553325,104822.64912901842
2024-10-31,100502.71895268932,1810738.647967,0.0,0.0,0.6,0.4,0.0,104822.64912901842
2024-11-01,100502.71895268932,1829751.151593,0.0,0.010499860732163802,0.6,0.4,0.004199944292865521,105262.89841599089
2024-11-02,100502.71895268932,1829751.151593,0.0,0.0,0.6,0.4,0.0,105262.89841599089
2024-11-03,100502.71895268932,1844712.777098,0.0,0.008176863554355096,0.6,0.4,0.0032707454217420387,105607.18655906427
2024-11-04,100502.71895268932,1855380.092924,0.0,0.005782643216024841,0.6,0.4,0.0023130572864099364,105851.46203143196
2024-11-05,100502.71895268932,1856107.15267,0.0,0.00039186566071980344,0.6,0.4,0.0001567462642879214,105868.05385267481
2024-11-06,100502.71895268932,1850101.484504,0.0,-0.0032356257866690274,0.6,0.4,-0.001294250314667611,105731.03409066275
2024-11-07,100502.71895268932,1850101.484504,0.0,0.0,0.6,0.4,0.0,105731.03409066275
2024-11-08,100502.71895268932,1850101.484504,0.0,0.0,0.6,0.4,0.0,105731.03409066275
2024-11-09,100502.71895268932,1850101.484504,0.0,0.0,0.6,0.4,0.0,105731.03409066275
2024-11-10,100502.71895268932,1850101.484504,0.0,0.0,0.6,0.4,0.0,105731.03409066275
2024-11-11,100502.71895268932,1853714.414019,0.0,0.0019528277476996703,0.6,0.4,0.0007811310990798681,105813.62388952887
2024-11-12,100502.71895268932,1866914.694499,0.0,0.007120989285172907,0.6,0.4,0.0028483957140691633,106115.02296230593
2024-11-13,100502.71895268932,1886217.272445,0.0,0.01033929295370406,0.6,0.4,0.0041357171814816246,106553.88468598443
2024-11-14,100502.71895268932,1886217.272445,0.0,0.0,0.6,0.4,0.0,106553.88468598443
2024-11-15,100502.71895268932,1886217.272445,0.0,0.0,0.6,0.4,0.0,106553.88468598443
2024-11-16,100502.71895268932,1886217.272445,0.0,0.0,0.6,0.4,0.0,106553.88468598443
2024-11-17,100502.71895268932,1847530.717564,0.0,-0.020510126508836768,0.6,0.4,-0.008204050603534708,105679.71122401743
2024-11-18,100502.71895268932,1862560.500125,0.0,0.008135065045531187,0.6,0.4,0.003254026018212475,106023.59575393757
2024-11-19,100502.71895268932,1862560.500125,0.0,0.0,0.6,0.4,0.0,106023.59575393757
2024-11-20,100502.71895268932,1862560.500125,0.0,0.0,0.6,0.4,0.0,106023.59575393757
2024-11-21,100502.71895268932,1872071.702724,0.0,0.005106520082629018,0.6,0.4,0.0020426080330516075,106240.16040231756
2024-11-22,100502.71895268932,1872071.702724,0.0,0.0,0.6,0.4,0.0,106240.16040231756
2024-11-23,100502.71895268932,1872071.702724,0.0,0.0,0.6,0.4,0.0,106240.16040231756
2024-11-24,100502.71895268932,1872071.702724,0.0,0.0,0.6,0.4,0.0,106240.16040231756
2024-11-25,100502.71895268932,1911474.056012,0.0,0.02104745946999076,0.6,0.4,0.008418983787996303,107134.5945903788
2024-11-26,100502.71895268932,1962929.833483,0.0,0.026919422374141355,0.6,0.4,0.010767768949656543,108288.19515144313
2024-11-27,100502.71895268932,1962929.833483,0.0,0.0,0.6,0.4,0.0,108288.19515144313
2024-11-28,100502.71895268932,1962929.833483,0.0,0.0,0.6,0.4,0.0,108288.19515144313
2024-11-29,100502.71895268932,1962929.833483,0.0,0.0,0.4,0.6,0.0,108288.19515144313
2024-11-30,100502.71895268932,1962929.833483,0.0,0.0,0.4,0.6,0.0,108288.19515144313
2024-12-01,100502.71895268932,1981689.147385,0.0,0.00955679290314393,0.4,0.6,0.005734075741886357,108909.12786439368
2024-12-02,100502.71895268932,2009561.181997,0.0,0.014064786421613906,0.4,0.6,0.008438871852968344,109828.19803805985
2024-12-03,100502.71895268932,2009561.181997,0.0,0.0,0.4,0.6,0.0,109828.19803805985
2024-12-04,100502.71895268932,2009561.181997,0.0,0.0,0.4,0.6,0.0,109828.19803805985
2024-12-05,100502.71895268932,2021698.186122,0.0,0.006039629066151964,0.4,0.6,0.003623777439691178,110226.19098435211
2024-12-06,100502.71895268932,2035588.915737,0.0,0.006870822613559868,0.4,0.6,0.004122493568135921,110680.59774772523
2024-12-07,100502.71895268932,2035588.915737,0.0,0.0,0.4,0.6,0.0,110680.59774772523
2024-12-08,100502.71895268932,2035588.915737,0.0,0.0,0.4,0.6,0.0,110680.59774772523
2024-12-09,100502.71895268932,2038166.312176,0.0,0.0012661674560487945,0.4,0.6,0.0007597004736292767,110764.68185025574
2024-12-10,100502.71895268932,2038919.198275,0.0,0.00036939384902123784,0.4,0.6,0.0002216363094127427,110789.23132555431
2024-12-11,100502.71895268932,2038919.198275,0.0,0.0,0.4,0.6,0.0,110789.23132555431
2024-12-12,100502.71895268932,2038919.198275,0.0,0.0,0.4,0.6,0.0,110789.23132555431
2024-12-13,100502.71895268932,2038919.198275,0.0,0.0,0.4,0.6,0.0,110789.23132555431
2024-12-14,100502.71895268932,2041476.528199,0.0,0.0012542576116618687,0.4,0.6,0.0007525545669971211,110872.60626756246
