date,eq_A,eq_B,r_A,r_B,w_A,w_B,port_ret,port_equity
2025-06-01,101319.902072566,2724431.940267,0.0,0.0,0.6,0.4,0.0,108435.65053531062
2025-06-02,101319.902072566,2724431.940267,0.0,0.0,0.6,0.4,0.0,108435.65053531062
2025-06-03,101319.902072566,2724431.940267,0.0,0.0,0.6,0.4,0.0,108435.65053531062
2025-06-04,101319.902072566,2724431.940267,0.0,0.0,0.6,0.4,0.0,108435.65053531062
2025-06-05,101319.902072566,2729167.280852,0.0,0.0017381019929374464,0.6,0.4,0.0006952407971749786,108511.03942343096
2025-06-06,101319.902072566,2729167.280852,0.0,0.0,0.6,0.4,0.0,108511.03942343096
2025-06-07,101319.902072566,2729167.280852,0.0,0.0,0.6,0.4,0.0,108511.03942343096
2025-06-08,101319.902072566,2729167.280852,0.0,0.0,0.6,0.4,0.0,108511.03942343096
2025-06-09,101319.902072566,2758521.625247,0.0,0.01075578789213516,0.6,0.4,0.004302315156854065,108977.88811302837
2025-06-10,101473.1791820952,2777016.992004,0.0015128035696228004,0.0067048112248691005,0.6,0.4,0.0035896066317213206,109369.07586290989
2025-06-11,101473.1791820952,2777427.974952,0.0,0.00014799439441071094,0.6,0.4,5.919775776428438e-05,109375.55026696972
2025-06-12,101473.1791820952,2796616.593967,0.0,0.006908772860376944,0.6,0.4,0.0027635091441507776,109677.81060027902
2025-06-13,101473.1791820952,2807804.082723,0.0,0.00400036557751049,0.6,0.4,0.001600146231004196,109853.31113553584
2025-06-14,101473.1791820952,2807804.082723,0.0,0.0,0.6,0.4,0.0,109853.31113553584
2025-06-15,101674.37574359648,2807804.082723,0.001982756065425084,0.0,0.6,0.4,0.0011896536392550505,109983.99852691246
2025-06-16,101674.37574359648,2807804.082723,0.0,0.0,0.6,0.4,0.0,109983.99852691246
2025-06-17,101674.37574359648,2807804.082723,0.0,0.0,0.6,0.4,0.0,109983.99852691246
2025-06-18,101674.37574359648,2807804.082723,0.0,0.0,0.6,0.4,0.0,109983.99852691246
2025-06-19,101674.37574359648,2807804.082723,0.0,0.0,0.6,0.4,0.0,109983.99852691246
2025-06-20,101674.37574359648,2850462.007972,0.0,0.015192628827446653,0.6,0.4,0.006077051530978661,110652.37695354357
2025-06-21,101674.37574359648,2857623.624471,0.0,0.002512440607512323,0.6,0.4,0.0010049762430049292,110763.5799636139
2025-06-22,101674.37574359648,2957246.423651,0.0,0.034862113515191195,0.6,0.4,0.013944845406076479,112308.16096283008
2025-06-23,101674.37574359648,2957246.423651,0.0,0.0,0.6,0.4,0.0,112308.16096283008
2025-06-24,101674.37574359648,2957246.423651,0.0,0.0,0.6,0.4,0.0,112308.16096283008
2025-06-25,101674.37574359648,2957246.423651,0.0,0.0,0.6,0.4,0.0,112308.16096283008
2025-06-26,101674.37574359648,2957246.423651,0.0,0.0,0.6,0.4,0.0,112308.16096283008
2025-06-27,101674.37574359648,2979163.971316,0.0,0.0074114715262521,0.6,0.4,0.00296458861050084,112641.10845768676
2025-06-28,101674.37574359648,2994189.071098,0.0,0.005043394699541404,0.6,0.4,0.0020173578798165616,112868.34588542514
2025-06-29,101674.37574359648,2994189.071098,0.0,0.0,0.6,0.4,0.0,112868.34588542514
2025-06-30,101674.37574359648,3014645.97162,0.0,0.006832200651409881,0.6,0.4,0.0027328802605639524,113176.80155993793
2025-07-01,101674.37574359648,3014645.97162,0.0,0.0,0.6,0.4,0.0,113176.80155993793
2025-07-02,101674.37574359648,3014645.97162,0.0,0.0,0.6,0.4,0.0,113176.80155993793
2025-07-03,101907.883674536,3014645.97162,0.0022966251745513144,0.0,0.6,0.4,0.0013779751047307885,113332.75637492057
2025-07-04,101907.883674536,3014645.97162,0.0,0.0,0.6,0.4,0.0,113332.75637492057
2025-07-05,101907.883674536,3014645.97162,0.0,0.0,0.6,0.4,0.0,113332.75637492057
2025-07-06,101907.883674536,3014645.97162,0.0,0.0,0.6,0.4,0.0,113332.75637492057
2025-07-07,101907.883674536,3014645.97162,0.0,0.0,0.6,0.4,0.0,113332.75637492057
2025-07-08,101907.883674536,3014645.97162,0.0,0.0,0.6,0.4,0.0,113332.75637492057
2025-07-09,101907.883674536,3014645.97162,0.0,0.0,0.6,0.4,0.0,113332.75637492057
2025-07-10,101907.883674536,3014645.97162,0.0,0.0,0.6,0.4,0.0,113332.75637492057
2025-07-11,101907.883674536,3033752.086002,0.0,0.006337763890641224,0.6,0.4,0.00253510555625649,113620.06687531249
2025-07-12,101907.883674536,3057351.274457,0.0,0.007778878361184738,0.6,0.4,0.0031115513444738953,113973.60154715758
2025-07-13,101907.883674536,3057351.274457,0.0,0.0,0.6,0.4,0.0,113973.60154715758
2025-07-14,101907.883674536,3057351.274457,0.0,0.0,0.6,0.4,0.0,113973.60154715758
2025-07-15,101907.883674536,3057351.274457,0.0,0.0,0.6,0.4,0.0,113973.60154715758
2025-07-16,101907.883674536,2988751.881531,0.0,-0.022437524107590034,0.6,0.4,-0.008975009643036014,112950.68737422032
2025-07-17,101907.883674536,3033460.703657,0.0,0.014959027680510273,0.6,0.4,0.00598361107220411,113626.54035780574
2025-07-18,101907.883674536,3033460.703657,0.0,0.0,0.6,0.4,0.0,113626.54035780574
2025-07-19,101907.883674536,3033460.703657,0.0,0.0,0.6,0.4,0.0,113626.54035780574
2025-07-20,101907.883674536,3033460.703657,0.0,0.0,0.6,0.4,0.0,113626.54035780574
2025-07-21,101907.883674536,2989208.993217,0.0,-0.014587863421686054,0.6,0.4,-0.005835145368674422,112963.51297707841
2025-07-22,101907.883674536,2998415.531657,0.0,0.003079924642569898,0.6,0.4,0.0012319698570279593,113102.68062001017
2025-07-23,101907.883674536,2998415.531657,0.0,0.0,0.6,0.4,0.0,113102.68062001017
2025-07-24,101907.883674536,2998415.531657,0.0,0.0,0.6,0.4,0.0,113102.68062001017
2025-07-25,101907.883674536,2998415.531657,0.0,0.0,0.6,0.4,0.0,113102.68062001017
2025-07-26,101907.883674536,2998415.531657,0.0,0.0,0.6,0.4,0.0,113102.68062001017
2025-07-27,101907.883674536,2998415.531657,0.0,0.0,0.6,0.4,0.0,113102.68062001017
2025-07-28,101907.883674536,3001251.835141,0.0,0.0009459340955428885,0.6,0.4,0.00037837363821715544,113145.47569276846
2025-07-29,101907.883674536,3005654.014898,0.0,0.001466781196251432,0.6,0.4,0.0005867124785005729,113211.85955524331
2025-07-30,101907.883674536,3009536.113214,0.0,0.0012915985328842972,0.6,0.4,0.0005166394131537189,113270.34926392596
2025-07-31,101907.883674536,3009536.113214,0.0,0.0,0.6,0.4,0.0,113270.34926392596
2025-08-01,101907.883674536,3069742.956861,0.0,0.020005356766662263,0.6,0.4,0.008002142706664906,114176.75476316968
2025-08-02,101907.883674536,3086628.44345,0.0,0.00550061905061483,0.6,0.4,0.002200247620245932,114427.97189612474
2025-08-03,101907.883674536,3086628.44345,0.0,0.0,0.1,0.9,0.0,114427.97189612474
2025-08-04,101907.883674536,3086628.44345,0.0,0.0,0.1,0.9,0.0,114427.97189612474
2025-08-05,101907.883674536,3086628.44345,0.0,0.0,0.1,0.9,0.0,114427.97189612474
2025-08-06,101907.883674536,3086628.44345,0.0,0.0,0.1,0.9,0.0,114427.97189612474
2025-08-07,101907.883674536,3086628.44345,0.0,0.0,0.1,0.9,0.0,114427.97189612474
2025-08-08,101907.883674536,3112081.010527,0.0,0.008246074169053763,0.1,0.9,0.007421466752148387,115277.19528506762
2025-08-09,101907.883674536,3130609.019616,0.0,0.005953575445602821,0.1,0.9,0.005358217901042539,115894.87561642604
2025-08-10,101907.883674536,3130609.019616,0.0,0.0,0.1,0.9,0.0,115894.87561642604
2025-08-11,102029.0545791774,3130609.019616,0.0011890238544094434,0.0,0.1,0.9,0.00011890238544094435,115908.65579359721
2025-08-12,102029.0545791774,3130609.019616,0.0,0.0,0.6,0.4,0.0,115908.65579359721
2025-08-13,102029.0545791774,3134411.055492,0.0,0.001214471641836301,0.6,0.4,0.00048578865673452046,115964.96290379907
2025-08-14,102029.0545791774,3134411.055492,0.0,0.0,0.6,0.4,0.0,115964.96290379907
2025-08-15,102029.0545791774,3134411.055492,0.0,0.0,0.6,0.4,0.0,115964.96290379907
2025-08-16,102029.0545791774,3134411.055492,0.0,0.0,0.6,0.4,0.0,115964.96290379907
2025-08-17,102029.0545791774,3134411.055492,0.0,0.0,0.6,0.4,0.0,115964.96290379907
2025-08-18,102029.0545791774,3134411.055492,0.0,0.0,0.6,0.4,0.0,115964.96290379907
2025-08-19,102029.0545791774,3134411.055492,0.0,0.0,0.6,0.4,0.0,115964.96290379907
2025-08-20,102029.0545791774,3134411.055492,0.0,0.0,0.6,0.4,0.0,115964.96290379907
2025-08-21,102029.0545791774,3134411.055492,0.0,0.0,0.6,0.4,0.0,115964.96290379907
2025-08-22,102029.0545791774,3152750.725365,0.0,0.005851073630200876,0.6,0.4,0.0023404294520803504,116236.37071838853
2025-08-23,102029.0545791774,3126523.6966,0.0,-0.008318776538212891,0.6,0.4,-0.0033275106152851567,115849.59296094086
2025-08-24,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-08-25,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-08-26,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-08-27,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-08-28,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-08-29,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-08-30,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-08-31,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-09-01,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-09-02,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-09-03,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-09-04,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-09-05,102029.0545791774,3126523.6966,0.0,0.0,0.6,0.4,0.0,115849.59296094086
2025-09-06,101769.59442240358,3126523.6966,-0.0025430026559001284,0.0,0.6,0.4,-0.001525801593540077,115672.82946739008
2025-09-07,101769.59442240358,3126523.6966,0.0,0.0,0.6,0.4,0.0,115672.82946739008
2025-09-08,101769.59442240358,3110608.072716,0.0,-0.005090517593488109,0.6,0.4,-0.0020362070373952435,115437.29563799317
2025-09-09,101769.59442240358,3115084.558316,0.0,0.001439103061315894,0.6,0.4,0.0005756412245263576,115503.74610421024
2025-09-10,101769.59442240358,3115084.558316,0.0,0.0,0.6,0.4,0.0,115503.74610421024
2025-09-11,101769.59442240358,3115084.558316,0.0,0.0,0.6,0.4,0.0,115503.74610421024
2025-09-12,101769.59442240358,3100250.62887,0.0,-0.004761966864237799,0.6,0.4,-0.0019047867456951197,115283.7360995528
2025-09-13,101769.59442240358,3100250.62887,0.0,0.0,0.6,0.4,0.0,115283.7360995528
2025-09-14,101769.59442240358,3100250.62887,0.0,0.0,0.6,0.4,0.0,115283.7360995528
2025-09-15,101769.59442240358,3100250.62887,0.0,0.0,0.6,0.4,0.0,115283.7360995528
2025-09-16,101769.59442240358,3100250.62887,0.0,0.0,0.6,0.4,0.0,115283.7360995528
2025-09-17,101769.59442240358,3100250.62887,0.0,0.0,0.6,0.4,0.0,115283.7360995528
2025-09-18,101769.59442240358,3100250.62887,0.0,0.0,0.6,0.4,0.0,115283.7360995528
2025-09-19,101769.59442240358,3100250.62887,0.0,0.0,0.6,0.4,0.0,115283.7360995528
2025-09-20,101769.59442240358,3100250.62887,0.0,0.0,0.6,0.4,0.0,115283.7360995528
2025-09-21,101769.59442240358,3100250.62887,0.0,0.0,0.6,0.4,0.0,115283.7360995528
2025-09-22,101769.59442240358,3125110.851591,0.0,0.008018778381817748,0.6,0.4,0.0032075113527270994,115653.50999187691
2025-09-23,101769.59442240358,3152120.243816,0.0,0.008642698933783333,0.6,0.4,0.0034570795735133332,116053.33337887496
2025-09-24,101769.59442240358,3152120.243816,0.0,0.0,0.6,0.4,0.0,116053.33337887496
2025-09-25,101769.59442240358,3152120.243816,0.0,0.0,0.6,0.4,0.0,116053.33337887496
2025-09-26,101769.59442240358,3152120.243816,0.0,0.0,0.6,0.4,0.0,116053.33337887496
2025-09-27,101769.59442240358,3152120.243816,0.0,0.0,0.6,0.4,0.0,116053.33337887496
2025-09-28,101769.59442240358,3152120.243816,0.0,0.0,0.6,0.4,0.0,116053.33337887496
2025-09-29,101769.59442240358,3152120.243816,0.0,0.0,0.6,0.4,0.0,116053.33337887496
2025-09-30,101769.59442240358,3160984.958736,0.0,0.002812302270952749,0.6,0.4,0.0011249209083810997,116183.88420008017
2025-10-01,101769.59442240358,3182615.780847,0.0,0.006843063916270431,0.6,0.4,0.0027372255665081727,116501.90569832886
2025-10-02,101769.59442240358,3196069.083236,0.0,0.004227121121550992,0.6,0.4,0.001690848448620397,116698.8927648402
