variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,funding_paid_pct,net_pnl_pct,bars_held,decision_tf,size_mult,conviction,exit_reason,agree_count,regime_4h_at_entry
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 16:00:00+00:00,77237.5,2025-04-09 16:06:00+00:00,77327.5,-0.0011652370933807887,-8.569999999999999e-07,-0.002164380093380789,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 16:07:00+00:00,77327.4,2025-04-09 16:13:00+00:00,77786.0,-0.005930627436070646,-8.569999999999999e-07,-0.006929770436070646,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 16:14:00+00:00,77786.0,2025-04-09 16:20:00+00:00,77620.0,0.002134060113645142,-8.569999999999999e-07,0.001134917113645142,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 16:21:00+00:00,77620.0,2025-04-09 16:27:00+00:00,77675.0,-0.0007085802628188365,-8.569999999999999e-07,-0.0017077232628188365,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 16:28:00+00:00,77675.0,2025-04-09 16:34:00+00:00,77796.7,-0.0015667846797553509,-8.569999999999999e-07,-0.002565927679755351,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 16:35:00+00:00,77796.7,2025-04-09 16:41:00+00:00,77839.5,-0.0005501518701951369,-8.569999999999999e-07,-0.001549294870195137,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 16:42:00+00:00,77839.4,2025-04-09 16:48:00+00:00,77892.6,-0.0006834585055899289,-8.569999999999999e-07,-0.001682601505589929,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 16:49:00+00:00,77892.6,2025-04-09 16:55:00+00:00,78129.7,-0.0030439348538884303,-8.569999999999999e-07,-0.00404307785388843,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 16:56:00+00:00,78129.8,2025-04-09 17:02:00+00:00,78565.8,-0.0055804571367135125,-8.569999999999999e-07,-0.006579600136713513,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 17:03:00+00:00,78565.9,2025-04-09 17:09:00+00:00,78227.4,0.004308484978852167,-8.569999999999999e-07,0.0033093419788521672,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 17:10:00+00:00,78227.5,2025-04-09 17:16:00+00:00,78462.6,-0.003005336997858876,-8.569999999999999e-07,-0.004004479997858876,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 17:17:00+00:00,78462.5,2025-04-09 17:23:00+00:00,80511.2,-0.026110562370559087,-8.569999999999999e-07,-0.027109705370559088,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 17:24:00+00:00,80511.2,2025-04-09 17:30:00+00:00,81110.9,-0.00744865310664844,-8.569999999999999e-07,-0.00844779610664844,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 17:31:00+00:00,81110.5,2025-04-09 17:37:00+00:00,81597.2,-0.006000456167820412,-8.569999999999999e-07,-0.006999599167820412,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 17:38:00+00:00,81597.2,2025-04-09 17:44:00+00:00,80936.8,0.008093414970121504,-8.569999999999999e-07,0.007094271970121504,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 17:45:00+00:00,80937.0,2025-04-09 17:51:00+00:00,81421.9,-0.00599107948157207,-8.569999999999999e-07,-0.00699022248157207,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 17:52:00+00:00,81421.9,2025-04-09 17:58:00+00:00,82152.9,-0.008977928542566627,-8.569999999999999e-07,-0.009977071542566628,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 17:59:00+00:00,82152.9,2025-04-09 18:05:00+00:00,81781.9,0.004515969612758686,-8.569999999999999e-07,0.0035168266127586856,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 18:06:00+00:00,81781.9,2025-04-09 18:12:00+00:00,82255.0,-0.005784898614485723,-8.569999999999999e-07,-0.006784041614485723,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 18:13:00+00:00,82255.1,2025-04-09 18:19:00+00:00,82356.1,-0.0012278873893534215,-8.569999999999999e-07,-0.0022270303893534215,6,4h,0.5,,time_stop,1,TREND_DOWN
vpvr_multi_tf_funding_v1,BTCUSDT,short,2025-04-09 18:20:00+00:00,82357.0,2025-04-09 18:26:00+00:00,82528.1,-0.0020775404640771544,-8.569999999999999e-07,-0.0030766834640771545,6,4h,0.5,,time_stop,1,TREND_DOWN
