variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,poc_dist_at_entry,funding_z_at_entry
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-01-26T17:00:00,38040.900000,2022-01-26T21:00:00,36323.080000,0.043957,5,tp_atr,4.116,-1.262
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2022-02-02T15:00:00,37429.780000,2022-02-02T20:00:00,37566.000000,0.002439,6,time_stop,-2.994,1.206
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-02-04T09:00:00,38014.010000,2022-02-04T14:00:00,37953.200000,0.000400,6,time_stop,3.449,-1.413
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-02-07T17:00:00,44204.420000,2022-02-07T22:00:00,44068.990000,0.001864,6,time_stop,5.848,-2.511
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-02-10T09:00:00,44400.010000,2022-02-10T11:00:00,44834.090000,-0.010977,3,sl_atr,3.616,-1.409
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-02-10T15:00:00,44947.100000,2022-02-10T20:00:00,44102.400000,0.017593,6,time_stop,1.400,-1.231
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-02-15T09:00:00,44056.020000,2022-02-15T14:00:00,44249.990000,-0.005603,6,time_stop,4.201,-2.290
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-02-21T09:00:00,38923.520000,2022-02-21T11:00:00,37577.330000,0.033386,3,tp_atr,2.079,-1.471
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-02-23T09:00:00,38876.900000,2022-02-23T14:00:00,38660.070000,0.004377,6,time_stop,2.994,-2.494
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2022-02-24T01:00:00,36949.630000,2022-02-24T02:00:00,35924.920000,-0.028933,2,sl_atr,-1.738,1.495
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2022-02-24T05:00:00,34680.850000,2022-02-24T10:00:00,35198.510000,0.013726,6,time_stop,-4.963,1.427
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-02-24T15:00:00,35919.960000,2022-02-24T19:00:00,37300.000000,-0.039620,5,sl_atr,1.461,-1.994
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-03-07T13:00:00,39025.770000,2022-03-07T18:00:00,37979.790000,0.025602,6,tp_atr,1.517,-2.600
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-03-11T11:00:00,39893.680000,2022-03-11T16:00:00,38724.670000,0.028103,6,tp_atr,1.345,-1.362
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2022-03-15T07:00:00,38439.500000,2022-03-15T12:00:00,38857.070000,0.009663,6,time_stop,-1.284,1.581
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-03-18T16:00:00,41409.650000,2022-03-18T19:00:00,42042.720000,-0.016488,4,sl_atr,1.900,-1.824
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-03-24T01:00:00,42827.450000,2022-03-24T06:00:00,43198.400000,-0.009862,6,sl_atr,1.672,-1.582
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-03-24T15:00:00,44000.010000,2022-03-24T20:00:00,43869.990000,0.001755,6,time_stop,2.606,-1.309
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-03-26T09:00:00,44472.190000,2022-03-26T14:00:00,44251.840000,0.003755,6,time_stop,2.212,-2.977
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-03-27T01:00:00,44724.970000,2022-03-27T06:00:00,44656.400000,0.000333,6,time_stop,1.945,-2.394
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-04-10T01:00:00,42767.230000,2022-04-10T06:00:00,42785.320000,-0.001623,6,time_stop,1.383,-2.304
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2022-04-17T17:00:00,40101.720000,2022-04-17T22:00:00,40000.000000,-0.003737,6,time_stop,-1.659,1.268
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-04-18T12:00:00,39400.020000,2022-04-18T17:00:00,40211.030000,-0.021784,6,sl_atr,1.598,-2.433
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-04-24T03:00:00,39776.570000,2022-04-24T08:00:00,39723.880000,0.000125,6,time_stop,1.553,-1.869
vpvr_funding_reset_window_1h_20260715,BTCUSDT,long,2022-04-26T15:00:00,38563.940000,2022-04-26T20:00:00,38129.140000,-0.012475,6,time_stop,-2.285,1.620
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-05-04T11:00:00,39002.300000,2022-05-04T16:00:00,39189.990000,-0.006012,6,time_stop,2.361,-1.422
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-05-12T16:00:00,29701.100000,2022-05-12T21:00:00,28445.200000,0.041085,6,time_stop,1.467,-2.709
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-05-17T09:00:00,30643.050000,2022-05-17T14:00:00,30066.010000,0.017631,6,time_stop,3.066,-3.040
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-05-22T09:00:00,30140.780000,2022-05-22T14:00:00,29964.770000,0.004640,6,time_stop,5.097,-1.338
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-05-24T07:00:00,29404.550000,2022-05-24T12:00:00,29258.030000,0.003783,6,time_stop,1.209,-2.436
vpvr_funding_reset_window_1h_20260715,BTCUSDT,short,2022-06-03T01:00:00,30628.380000,2022-06-03T06:00:00,30363.080000,0.007462,6,time_stop,1.632,-2.560
