date,equity
2026-06-10,100000.0
2026-06-11,100000.0
2026-06-12,100000.0
2026-06-13,100000.0
2026-06-14,97864.19613545226
2026-06-15,97864.19613545226
2026-06-16,97864.19613545226
2026-06-17,97864.19613545226
2026-06-18,97864.19613545226
2026-06-19,97864.19613545226
2026-06-20,97864.19613545226
2026-06-21,97864.19613545226
2026-06-22,97864.19613545226
2026-06-23,97864.19613545226
2026-06-24,98938.61791044928
2026-06-25,100777.08155183578
2026-06-26,100777.08155183578
2026-06-27,100777.08155183578
2026-06-28,100777.08155183578
2026-06-29,100777.08155183578
2026-06-30,100777.08155183578
2026-07-01,100777.08155183578
2026-07-02,100777.08155183578
2026-07-03,100777.08155183578
2026-07-04,100777.08155183578
2026-07-05,100777.08155183578
2026-07-06,100777.08155183578
2026-07-07,100777.08155183578
2026-07-08,100777.08155183578
2026-07-09,100777.08155183578
2026-07-10,100777.08155183578
