strategy_key,status,graveyard_family,path,entry_files,uses_shared,cost_model,gate_logic,feature_category,feature_stems,n_defs
vpvr_mtf_reversion_5m_consensus_20260710,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_mtf_reversion_5m_consensus_20260710,strategies/_graveyard/1m_klines_reversal/vpvr_mtf_reversion_5m_consensus_20260710/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_mtf_reversion_5m_consensus_20260710/strategy.py,False,none_visible,manual,other,data_loader;framework_adapter_freqtrade;run_backtest;strategy;test_strategy,37
vpvr_obi_micro_v2_1m_20260714,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_obi_micro_v2_1m_20260714,,False,none_visible,none,signal,,0
vpvr_obi_micro_v2_1m_20260714,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_obi_micro_v2_1m_20260714,,False,none_visible,none,risk/sizing,,0
vpvr_obi_micro_v2_1m_20260714,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_obi_micro_v2_1m_20260714,,False,none_visible,none,execution,,0
vpvr_obi_micro_v2_1m_20260714,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_obi_micro_v2_1m_20260714,,False,none_visible,none,cost,,0
vpvr_obi_micro_v2_1m_20260714,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_obi_micro_v2_1m_20260714,,False,none_visible,none,evaluation,,0
vpvr_obi_micro_v2_1m_20260714,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_obi_micro_v2_1m_20260714,,False,none_visible,none,other,,0
vpvr_reversion_1m_kama_reversal_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/strategy.py,False,none_visible,none,signal,build_signals;strategy;test_signals;test_strategy,40
vpvr_reversion_1m_kama_reversal_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/strategy.py,False,none_visible,none,risk/sizing,,40
vpvr_reversion_1m_kama_reversal_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/strategy.py,False,none_visible,none,execution,strategy,40
vpvr_reversion_1m_kama_reversal_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/strategy.py,False,none_visible,none,cost,,40
vpvr_reversion_1m_kama_reversal_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/strategy.py,False,none_visible,none,evaluation,,40
vpvr_reversion_1m_kama_reversal_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_kama_reversal_20260709/strategy.py,False,none_visible,none,other,build_signals;data_loader;run_backtest;strategy;test_data_loader;test_signals;test_strategy,40
vpvr_reversion_1m_volume_profile_break_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/strategy.py,False,none_visible,manual,signal,build_signals;framework_adapter_backtrader;test_signals;test_strategy,55
vpvr_reversion_1m_volume_profile_break_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/strategy.py,False,none_visible,manual,risk/sizing,,55
vpvr_reversion_1m_volume_profile_break_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/strategy.py,False,none_visible,manual,execution,strategy;test_signals,55
vpvr_reversion_1m_volume_profile_break_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/strategy.py,False,none_visible,manual,cost,,55
vpvr_reversion_1m_volume_profile_break_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/strategy.py,False,none_visible,manual,evaluation,framework_adapter_backtrader;framework_adapter_freqtrade;run_backtest,55
vpvr_reversion_1m_volume_profile_break_20260709,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709,strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_reversion_1m_volume_profile_break_20260709/strategy.py,False,none_visible,manual,other,build_signals;data_loader;framework_adapter_backtrader;framework_adapter_freqtrade;run_backtest;strategy;test_data_loader;test_signals;test_strategy,55
vpvr_sentiment_attention_1m_20260716,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/strategy.py,False,none_visible,none,signal,build_signals;test_signals,25
vpvr_sentiment_attention_1m_20260716,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/strategy.py,False,none_visible,none,risk/sizing,,25
vpvr_sentiment_attention_1m_20260716,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/strategy.py,False,none_visible,none,execution,strategy,25
vpvr_sentiment_attention_1m_20260716,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/strategy.py,False,none_visible,none,cost,,25
vpvr_sentiment_attention_1m_20260716,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/strategy.py,False,none_visible,none,evaluation,framework_adapter_freqtrade;run_backtest,25
vpvr_sentiment_attention_1m_20260716,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716,strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_sentiment_attention_1m_20260716/strategy.py,False,none_visible,none,other,framework_adapter_backtrader;framework_adapter_freqtrade;run_backtest;strategy;test_signals,25
vpvr_xs_leadlag_5m_20260711,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/strategy.py,False,none_visible,none,signal,strategy;test_indicators,39
vpvr_xs_leadlag_5m_20260711,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/strategy.py,False,none_visible,none,risk/sizing,,39
vpvr_xs_leadlag_5m_20260711,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/strategy.py,False,none_visible,none,execution,strategy,39
vpvr_xs_leadlag_5m_20260711,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/strategy.py,False,none_visible,none,cost,,39
vpvr_xs_leadlag_5m_20260711,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/strategy.py,False,none_visible,none,evaluation,framework_adapter_backtrader;framework_adapter_freqtrade,39
vpvr_xs_leadlag_5m_20260711,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711,strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/run_backtest.py;strategies/_graveyard/1m_klines_reversal/vpvr_xs_leadlag_5m_20260711/strategy.py,False,none_visible,none,other,data_loader;framework_adapter_backtrader;framework_adapter_freqtrade;run_backtest;strategy;test_indicators,39
funding_carry,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry,strategies/_graveyard/funding_carry/funding_carry/run_framework_cv_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/run_u5.py;strategies/_graveyard/funding_carry/funding_carry/run_u5_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/sma34946/run_sma34946.py;strategies/_graveyard/funding_carry/funding_carry/strategy.py,False,none_visible,manual,signal,data_loader;run_u5_multiwindow;strategy,60
funding_carry,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry,strategies/_graveyard/funding_carry/funding_carry/run_framework_cv_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/run_u5.py;strategies/_graveyard/funding_carry/funding_carry/run_u5_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/sma34946/run_sma34946.py;strategies/_graveyard/funding_carry/funding_carry/strategy.py,False,none_visible,manual,risk/sizing,run_u5;run_sma34946,60
funding_carry,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry,strategies/_graveyard/funding_carry/funding_carry/run_framework_cv_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/run_u5.py;strategies/_graveyard/funding_carry/funding_carry/run_u5_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/sma34946/run_sma34946.py;strategies/_graveyard/funding_carry/funding_carry/strategy.py,False,none_visible,manual,execution,strategy,60
funding_carry,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry,strategies/_graveyard/funding_carry/funding_carry/run_framework_cv_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/run_u5.py;strategies/_graveyard/funding_carry/funding_carry/run_u5_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/sma34946/run_sma34946.py;strategies/_graveyard/funding_carry/funding_carry/strategy.py,False,none_visible,manual,cost,,60
funding_carry,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry,strategies/_graveyard/funding_carry/funding_carry/run_framework_cv_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/run_u5.py;strategies/_graveyard/funding_carry/funding_carry/run_u5_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/sma34946/run_sma34946.py;strategies/_graveyard/funding_carry/funding_carry/strategy.py,False,none_visible,manual,evaluation,data_loader;framework_adapter_backtrader;framework_adapter_freqtrade;run_u5;run_sma34946;strategy,60
funding_carry,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry,strategies/_graveyard/funding_carry/funding_carry/run_framework_cv_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/run_u5.py;strategies/_graveyard/funding_carry/funding_carry/run_u5_multiwindow.py;strategies/_graveyard/funding_carry/funding_carry/sma34946/run_sma34946.py;strategies/_graveyard/funding_carry/funding_carry/strategy.py,False,none_visible,manual,other,data_loader;framework_adapter_backtrader;framework_adapter_freqtrade;run_framework_cv_multiwindow;run_u5;run_u5_multiwindow;run_sma34946;strategy,60
funding_carry_asym,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry_asym,strategies/_graveyard/funding_carry/funding_carry_asym/run_backtest.py;strategies/_graveyard/funding_carry/funding_carry_asym/strategy.py,False,none_visible,manual,signal,build_signals;data_loader;prototype;test_build_signals;vpvr_hvn_persistence,75
funding_carry_asym,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry_asym,strategies/_graveyard/funding_carry/funding_carry_asym/run_backtest.py;strategies/_graveyard/funding_carry/funding_carry_asym/strategy.py,False,none_visible,manual,risk/sizing,,75
funding_carry_asym,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry_asym,strategies/_graveyard/funding_carry/funding_carry_asym/run_backtest.py;strategies/_graveyard/funding_carry/funding_carry_asym/strategy.py,False,none_visible,manual,execution,prototype;strategy,75
funding_carry_asym,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry_asym,strategies/_graveyard/funding_carry/funding_carry_asym/run_backtest.py;strategies/_graveyard/funding_carry/funding_carry_asym/strategy.py,False,none_visible,manual,cost,,75
funding_carry_asym,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry_asym,strategies/_graveyard/funding_carry/funding_carry_asym/run_backtest.py;strategies/_graveyard/funding_carry/funding_carry_asym/strategy.py,False,none_visible,manual,evaluation,build_signals;data_loader;framework_adapter_vectorbt;prototype;run_backtest;sma34928_low_threshold;sweep_top_combo;test_build_signals;vpvr_hvn_persistence,75
funding_carry_asym,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_carry_asym,strategies/_graveyard/funding_carry/funding_carry_asym/run_backtest.py;strategies/_graveyard/funding_carry/funding_carry_asym/strategy.py,False,none_visible,manual,other,build_signals;data_loader;framework_adapter_vectorbt;prototype;run_backtest;sma34928_low_threshold;strategy;sweep_top_combo;test_build_signals;vpvr_hvn_persistence,75
funding_oscillator_mr,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_oscillator_mr,strategies/_graveyard/funding_carry/funding_oscillator_mr/run_u5noncarry.py;strategies/_graveyard/funding_carry/funding_oscillator_mr/strategy.py,False,none_visible,manual,signal,data_loader;strategy,20
funding_oscillator_mr,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_oscillator_mr,strategies/_graveyard/funding_carry/funding_oscillator_mr/run_u5noncarry.py;strategies/_graveyard/funding_carry/funding_oscillator_mr/strategy.py,False,none_visible,manual,risk/sizing,run_u5noncarry,20
funding_oscillator_mr,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_oscillator_mr,strategies/_graveyard/funding_carry/funding_oscillator_mr/run_u5noncarry.py;strategies/_graveyard/funding_carry/funding_oscillator_mr/strategy.py,False,none_visible,manual,execution,strategy,20
funding_oscillator_mr,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_oscillator_mr,strategies/_graveyard/funding_carry/funding_oscillator_mr/run_u5noncarry.py;strategies/_graveyard/funding_carry/funding_oscillator_mr/strategy.py,False,none_visible,manual,cost,,20
funding_oscillator_mr,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_oscillator_mr,strategies/_graveyard/funding_carry/funding_oscillator_mr/run_u5noncarry.py;strategies/_graveyard/funding_carry/funding_oscillator_mr/strategy.py,False,none_visible,manual,evaluation,data_loader;run_u5noncarry,20
funding_oscillator_mr,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/funding_oscillator_mr,strategies/_graveyard/funding_carry/funding_oscillator_mr/run_u5noncarry.py;strategies/_graveyard/funding_carry/funding_oscillator_mr/strategy.py,False,none_visible,manual,other,data_loader;run_u5noncarry;strategy,20
sma_34925_btc_funding_delta,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/sma_34925_btc_funding_delta,,False,none_visible,manual,signal,backtest_backtrader,29
sma_34925_btc_funding_delta,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/sma_34925_btc_funding_delta,,False,none_visible,manual,risk/sizing,backtest_inhouse,29
sma_34925_btc_funding_delta,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/sma_34925_btc_funding_delta,,False,none_visible,manual,execution,,29
sma_34925_btc_funding_delta,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/sma_34925_btc_funding_delta,,False,none_visible,manual,cost,backtest_backtrader,29
sma_34925_btc_funding_delta,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/sma_34925_btc_funding_delta,,False,none_visible,manual,evaluation,backtest_backtrader;backtest_inhouse;backtest_vectorbt,29
sma_34925_btc_funding_delta,GRAVEYARD,funding_carry,strategies/_graveyard/funding_carry/sma_34925_btc_funding_delta,,False,none_visible,manual,other,backtest_backtrader;backtest_inhouse;backtest_vectorbt;sensitivity_sweep,29
vpvr_macro_calendar_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/strategy.py,False,none_visible,none,signal,build_signals;framework_adapter_vectorbt;test_signals,47
vpvr_macro_calendar_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/strategy.py,False,none_visible,none,risk/sizing,,47
vpvr_macro_calendar_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/strategy.py,False,none_visible,none,execution,strategy;test_signals,47
vpvr_macro_calendar_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/strategy.py,False,none_visible,none,cost,macro_calendar,47
vpvr_macro_calendar_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/strategy.py,False,none_visible,none,evaluation,framework_adapter_backtrader;framework_adapter_freqtrade;framework_adapter_vectorbt;run_backtest,47
vpvr_macro_calendar_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715,strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_macro_calendar_4h_20260715/strategy.py,False,none_visible,none,other,build_signals;data_loader;framework_adapter_backtrader;framework_adapter_freqtrade;framework_adapter_vectorbt;run_backtest;strategy;test_signals,47
vpvr_onchain_proxy_1h_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/strategy.py,False,none_visible,none,signal,strategy;test_indicators,19
vpvr_onchain_proxy_1h_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/strategy.py,False,none_visible,none,risk/sizing,,19
vpvr_onchain_proxy_1h_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/strategy.py,False,none_visible,none,execution,strategy,19
vpvr_onchain_proxy_1h_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/strategy.py,False,none_visible,none,cost,,19
vpvr_onchain_proxy_1h_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/strategy.py,False,none_visible,none,evaluation,,19
vpvr_onchain_proxy_1h_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711,strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/run_backtest.py;strategies/_graveyard/options_macro_sentiment/vpvr_onchain_proxy_1h_20260711/strategy.py,False,none_visible,none,other,data_loader;framework_adapter_backtrader;framework_adapter_vectorbt;run_backtest;strategy;test_indicators,19
vpvr_options_gamma_1d_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_gamma_1d_20260711,,False,none_visible,none,signal,,0
vpvr_options_gamma_1d_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_gamma_1d_20260711,,False,none_visible,none,risk/sizing,,0
vpvr_options_gamma_1d_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_gamma_1d_20260711,,False,none_visible,none,execution,,0
vpvr_options_gamma_1d_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_gamma_1d_20260711,,False,none_visible,none,cost,,0
vpvr_options_gamma_1d_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_gamma_1d_20260711,,False,none_visible,none,evaluation,,0
vpvr_options_gamma_1d_20260711,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_gamma_1d_20260711,,False,none_visible,none,other,,0
vpvr_options_iv_skew_1d_20260713,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_skew_1d_20260713,,False,none_visible,none,signal,,0
vpvr_options_iv_skew_1d_20260713,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_skew_1d_20260713,,False,none_visible,none,risk/sizing,,0
vpvr_options_iv_skew_1d_20260713,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_skew_1d_20260713,,False,none_visible,none,execution,,0
vpvr_options_iv_skew_1d_20260713,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_skew_1d_20260713,,False,none_visible,none,cost,,0
vpvr_options_iv_skew_1d_20260713,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_skew_1d_20260713,,False,none_visible,none,evaluation,,0
vpvr_options_iv_skew_1d_20260713,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_skew_1d_20260713,,False,none_visible,none,other,,0
vpvr_options_iv_termstructure_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_termstructure_4h_20260715,,False,none_visible,none,signal,,0
vpvr_options_iv_termstructure_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_termstructure_4h_20260715,,False,none_visible,none,risk/sizing,,0
vpvr_options_iv_termstructure_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_termstructure_4h_20260715,,False,none_visible,none,execution,,0
vpvr_options_iv_termstructure_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_termstructure_4h_20260715,,False,none_visible,none,cost,,0
vpvr_options_iv_termstructure_4h_20260715,GRAVEYARD,options_macro_sentiment,strategies/_graveyard/options_macro_sentiment/vpvr_options_iv_termstructure_4h_20260715,,False,none_visible,none,evaluation,,0
