strategy_key,status,graveyard_family,path,entry_files,uses_shared,cost_model,gate_logic,feature_category,feature_stems,n_defs
vpvr_liquidation_heatmap_15m_20260714,ACTIVE,,strategies/vpvr_liquidation_heatmap_15m_20260714,,False,none_visible,none,execution,,0
vpvr_liquidation_heatmap_15m_20260714,ACTIVE,,strategies/vpvr_liquidation_heatmap_15m_20260714,,False,none_visible,none,cost,,0
vpvr_liquidation_heatmap_15m_20260714,ACTIVE,,strategies/vpvr_liquidation_heatmap_15m_20260714,,False,none_visible,none,evaluation,,0
vpvr_liquidation_heatmap_15m_20260714,ACTIVE,,strategies/vpvr_liquidation_heatmap_15m_20260714,,False,none_visible,none,other,,0
vpvr_micro_reversion_1h_funding_filter_20260710,ACTIVE,,strategies/vpvr_micro_reversion_1h_funding_filter_20260710,strategies/vpvr_micro_reversion_1h_funding_filter_20260710/run_backtest.py;strategies/vpvr_micro_reversion_1h_funding_filter_20260710/strategy.py,False,none_visible,none,signal,strategy;test_strategy,38
vpvr_micro_reversion_1h_funding_filter_20260710,ACTIVE,,strategies/vpvr_micro_reversion_1h_funding_filter_20260710,strategies/vpvr_micro_reversion_1h_funding_filter_20260710/run_backtest.py;strategies/vpvr_micro_reversion_1h_funding_filter_20260710/strategy.py,False,none_visible,none,risk/sizing,,38
vpvr_micro_reversion_1h_funding_filter_20260710,ACTIVE,,strategies/vpvr_micro_reversion_1h_funding_filter_20260710,strategies/vpvr_micro_reversion_1h_funding_filter_20260710/run_backtest.py;strategies/vpvr_micro_reversion_1h_funding_filter_20260710/strategy.py,False,none_visible,none,execution,strategy;test_strategy,38
vpvr_micro_reversion_1h_funding_filter_20260710,ACTIVE,,strategies/vpvr_micro_reversion_1h_funding_filter_20260710,strategies/vpvr_micro_reversion_1h_funding_filter_20260710/run_backtest.py;strategies/vpvr_micro_reversion_1h_funding_filter_20260710/strategy.py,False,none_visible,none,cost,,38
vpvr_micro_reversion_1h_funding_filter_20260710,ACTIVE,,strategies/vpvr_micro_reversion_1h_funding_filter_20260710,strategies/vpvr_micro_reversion_1h_funding_filter_20260710/run_backtest.py;strategies/vpvr_micro_reversion_1h_funding_filter_20260710/strategy.py,False,none_visible,none,evaluation,run_backtest;test_strategy,38
vpvr_micro_reversion_1h_funding_filter_20260710,ACTIVE,,strategies/vpvr_micro_reversion_1h_funding_filter_20260710,strategies/vpvr_micro_reversion_1h_funding_filter_20260710/run_backtest.py;strategies/vpvr_micro_reversion_1h_funding_filter_20260710/strategy.py,False,none_visible,none,other,data_loader;run_backtest;strategy;test_data_loader;test_strategy,38
vpvr_mtf_consensus_v2_4h_20260714,ACTIVE,,strategies/vpvr_mtf_consensus_v2_4h_20260714,,False,none_visible,none,signal,,0
vpvr_mtf_consensus_v2_4h_20260714,ACTIVE,,strategies/vpvr_mtf_consensus_v2_4h_20260714,,False,none_visible,none,risk/sizing,,0
vpvr_mtf_consensus_v2_4h_20260714,ACTIVE,,strategies/vpvr_mtf_consensus_v2_4h_20260714,,False,none_visible,none,execution,,0
vpvr_mtf_consensus_v2_4h_20260714,ACTIVE,,strategies/vpvr_mtf_consensus_v2_4h_20260714,,False,none_visible,none,cost,,0
vpvr_mtf_consensus_v2_4h_20260714,ACTIVE,,strategies/vpvr_mtf_consensus_v2_4h_20260714,,False,none_visible,none,evaluation,,0
vpvr_mtf_consensus_v2_4h_20260714,ACTIVE,,strategies/vpvr_mtf_consensus_v2_4h_20260714,,False,none_visible,none,other,,0
vpvr_oi_divergence_4h_20260713,ACTIVE,,strategies/vpvr_oi_divergence_4h_20260713,,False,none_visible,none,signal,,0
vpvr_oi_divergence_4h_20260713,ACTIVE,,strategies/vpvr_oi_divergence_4h_20260713,,False,none_visible,none,risk/sizing,,0
vpvr_oi_divergence_4h_20260713,ACTIVE,,strategies/vpvr_oi_divergence_4h_20260713,,False,none_visible,none,execution,,0
vpvr_oi_divergence_4h_20260713,ACTIVE,,strategies/vpvr_oi_divergence_4h_20260713,,False,none_visible,none,cost,,0
vpvr_oi_divergence_4h_20260713,ACTIVE,,strategies/vpvr_oi_divergence_4h_20260713,,False,none_visible,none,evaluation,,0
vpvr_oi_divergence_4h_20260713,ACTIVE,,strategies/vpvr_oi_divergence_4h_20260713,,False,none_visible,none,other,,0
vpvr_regime_blend_4h_20260714,ACTIVE,,strategies/vpvr_regime_blend_4h_20260714,,False,none_visible,none,signal,,0
vpvr_regime_blend_4h_20260714,ACTIVE,,strategies/vpvr_regime_blend_4h_20260714,,False,none_visible,none,risk/sizing,,0
vpvr_regime_blend_4h_20260714,ACTIVE,,strategies/vpvr_regime_blend_4h_20260714,,False,none_visible,none,execution,,0
vpvr_regime_blend_4h_20260714,ACTIVE,,strategies/vpvr_regime_blend_4h_20260714,,False,none_visible,none,cost,,0
vpvr_regime_blend_4h_20260714,ACTIVE,,strategies/vpvr_regime_blend_4h_20260714,,False,none_visible,none,evaluation,,0
vpvr_regime_blend_4h_20260714,ACTIVE,,strategies/vpvr_regime_blend_4h_20260714,,False,none_visible,none,other,,0
vpvr_regime_reversion_4h_vol_switch_20260710,ACTIVE,,strategies/vpvr_regime_reversion_4h_vol_switch_20260710,strategies/vpvr_regime_reversion_4h_vol_switch_20260710/run_backtest.py;strategies/vpvr_regime_reversion_4h_vol_switch_20260710/strategy.py,False,none_visible,manual,signal,strategy;test_strategy,31
vpvr_regime_reversion_4h_vol_switch_20260710,ACTIVE,,strategies/vpvr_regime_reversion_4h_vol_switch_20260710,strategies/vpvr_regime_reversion_4h_vol_switch_20260710/run_backtest.py;strategies/vpvr_regime_reversion_4h_vol_switch_20260710/strategy.py,False,none_visible,manual,risk/sizing,,31
vpvr_regime_reversion_4h_vol_switch_20260710,ACTIVE,,strategies/vpvr_regime_reversion_4h_vol_switch_20260710,strategies/vpvr_regime_reversion_4h_vol_switch_20260710/run_backtest.py;strategies/vpvr_regime_reversion_4h_vol_switch_20260710/strategy.py,False,none_visible,manual,execution,strategy;test_strategy,31
vpvr_regime_reversion_4h_vol_switch_20260710,ACTIVE,,strategies/vpvr_regime_reversion_4h_vol_switch_20260710,strategies/vpvr_regime_reversion_4h_vol_switch_20260710/run_backtest.py;strategies/vpvr_regime_reversion_4h_vol_switch_20260710/strategy.py,False,none_visible,manual,cost,,31
vpvr_regime_reversion_4h_vol_switch_20260710,ACTIVE,,strategies/vpvr_regime_reversion_4h_vol_switch_20260710,strategies/vpvr_regime_reversion_4h_vol_switch_20260710/run_backtest.py;strategies/vpvr_regime_reversion_4h_vol_switch_20260710/strategy.py,False,none_visible,manual,evaluation,,31
vpvr_regime_reversion_4h_vol_switch_20260710,ACTIVE,,strategies/vpvr_regime_reversion_4h_vol_switch_20260710,strategies/vpvr_regime_reversion_4h_vol_switch_20260710/run_backtest.py;strategies/vpvr_regime_reversion_4h_vol_switch_20260710/strategy.py,False,none_visible,manual,other,data_loader;run_backtest;strategy;test_strategy,31
vpvr_reversal_check_20260717,ACTIVE,,strategies/vpvr_reversal_check_20260717,strategies/vpvr_reversal_check_20260717/run_cross_check.py,False,none_visible,none,signal,run_cross_check,15
vpvr_reversal_check_20260717,ACTIVE,,strategies/vpvr_reversal_check_20260717,strategies/vpvr_reversal_check_20260717/run_cross_check.py,False,none_visible,none,risk/sizing,,15
vpvr_reversal_check_20260717,ACTIVE,,strategies/vpvr_reversal_check_20260717,strategies/vpvr_reversal_check_20260717/run_cross_check.py,False,none_visible,none,execution,,15
vpvr_reversal_check_20260717,ACTIVE,,strategies/vpvr_reversal_check_20260717,strategies/vpvr_reversal_check_20260717/run_cross_check.py,False,none_visible,none,cost,,15
vpvr_reversal_check_20260717,ACTIVE,,strategies/vpvr_reversal_check_20260717,strategies/vpvr_reversal_check_20260717/run_cross_check.py,False,none_visible,none,evaluation,,15
vpvr_reversal_check_20260717,ACTIVE,,strategies/vpvr_reversal_check_20260717,strategies/vpvr_reversal_check_20260717/run_cross_check.py,False,none_visible,none,other,run_cross_check,15
vpvr_reversion_15m_donchian_regime_20260709,ACTIVE,,strategies/vpvr_reversion_15m_donchian_regime_20260709,strategies/vpvr_reversion_15m_donchian_regime_20260709/run_backtest.py;strategies/vpvr_reversion_15m_donchian_regime_20260709/strategy.py,False,none_visible,none,signal,strategy;test_strategy,32
vpvr_reversion_15m_donchian_regime_20260709,ACTIVE,,strategies/vpvr_reversion_15m_donchian_regime_20260709,strategies/vpvr_reversion_15m_donchian_regime_20260709/run_backtest.py;strategies/vpvr_reversion_15m_donchian_regime_20260709/strategy.py,False,none_visible,none,risk/sizing,,32
vpvr_reversion_15m_donchian_regime_20260709,ACTIVE,,strategies/vpvr_reversion_15m_donchian_regime_20260709,strategies/vpvr_reversion_15m_donchian_regime_20260709/run_backtest.py;strategies/vpvr_reversion_15m_donchian_regime_20260709/strategy.py,False,none_visible,none,execution,strategy,32
vpvr_reversion_15m_donchian_regime_20260709,ACTIVE,,strategies/vpvr_reversion_15m_donchian_regime_20260709,strategies/vpvr_reversion_15m_donchian_regime_20260709/run_backtest.py;strategies/vpvr_reversion_15m_donchian_regime_20260709/strategy.py,False,none_visible,none,cost,,32
vpvr_reversion_15m_donchian_regime_20260709,ACTIVE,,strategies/vpvr_reversion_15m_donchian_regime_20260709,strategies/vpvr_reversion_15m_donchian_regime_20260709/run_backtest.py;strategies/vpvr_reversion_15m_donchian_regime_20260709/strategy.py,False,none_visible,none,evaluation,,32
vpvr_reversion_15m_donchian_regime_20260709,ACTIVE,,strategies/vpvr_reversion_15m_donchian_regime_20260709,strategies/vpvr_reversion_15m_donchian_regime_20260709/run_backtest.py;strategies/vpvr_reversion_15m_donchian_regime_20260709/strategy.py,False,none_visible,none,other,data_loader;run_backtest;strategy;test_data_loader;test_strategy,32
vpvr_reversion_15m_vrp_filter_20260713,ACTIVE,,strategies/vpvr_reversion_15m_vrp_filter_20260713,,False,none_visible,none,signal,,0
vpvr_reversion_15m_vrp_filter_20260713,ACTIVE,,strategies/vpvr_reversion_15m_vrp_filter_20260713,,False,none_visible,none,risk/sizing,,0
vpvr_reversion_15m_vrp_filter_20260713,ACTIVE,,strategies/vpvr_reversion_15m_vrp_filter_20260713,,False,none_visible,none,execution,,0
vpvr_reversion_15m_vrp_filter_20260713,ACTIVE,,strategies/vpvr_reversion_15m_vrp_filter_20260713,,False,none_visible,none,cost,,0
vpvr_reversion_15m_vrp_filter_20260713,ACTIVE,,strategies/vpvr_reversion_15m_vrp_filter_20260713,,False,none_visible,none,evaluation,,0
vpvr_reversion_15m_vrp_filter_20260713,ACTIVE,,strategies/vpvr_reversion_15m_vrp_filter_20260713,,False,none_visible,none,other,,0
vpvr_reversion_4h_stablecoin_netflow_20260713,ACTIVE,,strategies/vpvr_reversion_4h_stablecoin_netflow_20260713,,False,none_visible,none,signal,,0
vpvr_reversion_4h_stablecoin_netflow_20260713,ACTIVE,,strategies/vpvr_reversion_4h_stablecoin_netflow_20260713,,False,none_visible,none,risk/sizing,,0
vpvr_reversion_4h_stablecoin_netflow_20260713,ACTIVE,,strategies/vpvr_reversion_4h_stablecoin_netflow_20260713,,False,none_visible,none,execution,,0
vpvr_reversion_4h_stablecoin_netflow_20260713,ACTIVE,,strategies/vpvr_reversion_4h_stablecoin_netflow_20260713,,False,none_visible,none,cost,,0
vpvr_reversion_4h_stablecoin_netflow_20260713,ACTIVE,,strategies/vpvr_reversion_4h_stablecoin_netflow_20260713,,False,none_visible,none,evaluation,,0
vpvr_reversion_4h_stablecoin_netflow_20260713,ACTIVE,,strategies/vpvr_reversion_4h_stablecoin_netflow_20260713,,False,none_visible,none,other,,0
vpvr_reversion_5m_vwap_trail_20260709,ACTIVE,,strategies/vpvr_reversion_5m_vwap_trail_20260709,strategies/vpvr_reversion_5m_vwap_trail_20260709/run_backtest.py;strategies/vpvr_reversion_5m_vwap_trail_20260709/strategy.py,False,none_visible,none,signal,strategy;test_strategy,41
vpvr_reversion_5m_vwap_trail_20260709,ACTIVE,,strategies/vpvr_reversion_5m_vwap_trail_20260709,strategies/vpvr_reversion_5m_vwap_trail_20260709/run_backtest.py;strategies/vpvr_reversion_5m_vwap_trail_20260709/strategy.py,False,none_visible,none,risk/sizing,,41
vpvr_reversion_5m_vwap_trail_20260709,ACTIVE,,strategies/vpvr_reversion_5m_vwap_trail_20260709,strategies/vpvr_reversion_5m_vwap_trail_20260709/run_backtest.py;strategies/vpvr_reversion_5m_vwap_trail_20260709/strategy.py,False,none_visible,none,execution,strategy,41
vpvr_reversion_5m_vwap_trail_20260709,ACTIVE,,strategies/vpvr_reversion_5m_vwap_trail_20260709,strategies/vpvr_reversion_5m_vwap_trail_20260709/run_backtest.py;strategies/vpvr_reversion_5m_vwap_trail_20260709/strategy.py,False,none_visible,none,cost,,41
vpvr_reversion_5m_vwap_trail_20260709,ACTIVE,,strategies/vpvr_reversion_5m_vwap_trail_20260709,strategies/vpvr_reversion_5m_vwap_trail_20260709/run_backtest.py;strategies/vpvr_reversion_5m_vwap_trail_20260709/strategy.py,False,none_visible,none,evaluation,framework_adapter_vectorbt,41
vpvr_reversion_5m_vwap_trail_20260709,ACTIVE,,strategies/vpvr_reversion_5m_vwap_trail_20260709,strategies/vpvr_reversion_5m_vwap_trail_20260709/run_backtest.py;strategies/vpvr_reversion_5m_vwap_trail_20260709/strategy.py,False,none_visible,none,other,data_loader;framework_adapter_vectorbt;run_backtest;strategy;test_data_loader;test_strategy,41
vpvr_tod_session_filter_15m_20260715,ACTIVE,,strategies/vpvr_tod_session_filter_15m_20260715,strategies/vpvr_tod_session_filter_15m_20260715/run_backtest.py;strategies/vpvr_tod_session_filter_15m_20260715/strategy.py,False,none_visible,none,signal,build_signals;test_signals,26
vpvr_tod_session_filter_15m_20260715,ACTIVE,,strategies/vpvr_tod_session_filter_15m_20260715,strategies/vpvr_tod_session_filter_15m_20260715/run_backtest.py;strategies/vpvr_tod_session_filter_15m_20260715/strategy.py,False,none_visible,none,risk/sizing,,26
vpvr_tod_session_filter_15m_20260715,ACTIVE,,strategies/vpvr_tod_session_filter_15m_20260715,strategies/vpvr_tod_session_filter_15m_20260715/run_backtest.py;strategies/vpvr_tod_session_filter_15m_20260715/strategy.py,False,none_visible,none,execution,strategy;test_signals,26
vpvr_tod_session_filter_15m_20260715,ACTIVE,,strategies/vpvr_tod_session_filter_15m_20260715,strategies/vpvr_tod_session_filter_15m_20260715/run_backtest.py;strategies/vpvr_tod_session_filter_15m_20260715/strategy.py,False,none_visible,none,cost,,26
vpvr_tod_session_filter_15m_20260715,ACTIVE,,strategies/vpvr_tod_session_filter_15m_20260715,strategies/vpvr_tod_session_filter_15m_20260715/run_backtest.py;strategies/vpvr_tod_session_filter_15m_20260715/strategy.py,False,none_visible,none,evaluation,run_backtest,26
vpvr_tod_session_filter_15m_20260715,ACTIVE,,strategies/vpvr_tod_session_filter_15m_20260715,strategies/vpvr_tod_session_filter_15m_20260715/run_backtest.py;strategies/vpvr_tod_session_filter_15m_20260715/strategy.py,False,none_visible,none,other,data_loader;run_backtest;strategy;test_signals;tod_calendar,26
vpvr_volume_edge_3tf_v1_20260711,ACTIVE,,strategies/vpvr_volume_edge_3tf_v1_20260711,strategies/vpvr_volume_edge_3tf_v1_20260711/run_backtest.py;strategies/vpvr_volume_edge_3tf_v1_20260711/strategy.py,False,none_visible,none,signal,strategy,38
vpvr_volume_edge_3tf_v1_20260711,ACTIVE,,strategies/vpvr_volume_edge_3tf_v1_20260711,strategies/vpvr_volume_edge_3tf_v1_20260711/run_backtest.py;strategies/vpvr_volume_edge_3tf_v1_20260711/strategy.py,False,none_visible,none,risk/sizing,,38
vpvr_volume_edge_3tf_v1_20260711,ACTIVE,,strategies/vpvr_volume_edge_3tf_v1_20260711,strategies/vpvr_volume_edge_3tf_v1_20260711/run_backtest.py;strategies/vpvr_volume_edge_3tf_v1_20260711/strategy.py,False,none_visible,none,execution,strategy,38
vpvr_volume_edge_3tf_v1_20260711,ACTIVE,,strategies/vpvr_volume_edge_3tf_v1_20260711,strategies/vpvr_volume_edge_3tf_v1_20260711/run_backtest.py;strategies/vpvr_volume_edge_3tf_v1_20260711/strategy.py,False,none_visible,none,cost,strategy,38
vpvr_volume_edge_3tf_v1_20260711,ACTIVE,,strategies/vpvr_volume_edge_3tf_v1_20260711,strategies/vpvr_volume_edge_3tf_v1_20260711/run_backtest.py;strategies/vpvr_volume_edge_3tf_v1_20260711/strategy.py,False,none_visible,none,evaluation,data_loader;test_backtest_outputs;walk_forward,38
vpvr_volume_edge_3tf_v1_20260711,ACTIVE,,strategies/vpvr_volume_edge_3tf_v1_20260711,strategies/vpvr_volume_edge_3tf_v1_20260711/run_backtest.py;strategies/vpvr_volume_edge_3tf_v1_20260711/strategy.py,False,none_visible,none,other,data_loader;rebuild_summary;run_backtest;strategy;test_backtest_outputs;walk_forward,38
vpvr_xs_basis_15m_cross_exchange_20260713,ACTIVE,,strategies/vpvr_xs_basis_15m_cross_exchange_20260713,,False,none_visible,none,signal,,0
vpvr_xs_basis_15m_cross_exchange_20260713,ACTIVE,,strategies/vpvr_xs_basis_15m_cross_exchange_20260713,,False,none_visible,none,risk/sizing,,0
vpvr_xs_basis_15m_cross_exchange_20260713,ACTIVE,,strategies/vpvr_xs_basis_15m_cross_exchange_20260713,,False,none_visible,none,execution,,0
vpvr_xs_basis_15m_cross_exchange_20260713,ACTIVE,,strategies/vpvr_xs_basis_15m_cross_exchange_20260713,,False,none_visible,none,cost,,0
vpvr_xs_basis_15m_cross_exchange_20260713,ACTIVE,,strategies/vpvr_xs_basis_15m_cross_exchange_20260713,,False,none_visible,none,evaluation,,0
vpvr_xs_basis_15m_cross_exchange_20260713,ACTIVE,,strategies/vpvr_xs_basis_15m_cross_exchange_20260713,,False,none_visible,none,other,,0
vpvr_xs_basis_zscore_15m_funding_filter_20260712,ACTIVE,,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_backtest.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_cpcv.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/strategy.py,True,_shared,manual,signal,data_loader;framework_adapter_backtrader;framework_adapter_freqtrade;strategy;test_v72_basis_zscore,61
vpvr_xs_basis_zscore_15m_funding_filter_20260712,ACTIVE,,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_backtest.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_cpcv.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/strategy.py,True,_shared,manual,risk/sizing,,61
vpvr_xs_basis_zscore_15m_funding_filter_20260712,ACTIVE,,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_backtest.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_cpcv.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/strategy.py,True,_shared,manual,execution,strategy;test_v72_basis_zscore,61
vpvr_xs_basis_zscore_15m_funding_filter_20260712,ACTIVE,,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_backtest.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_cpcv.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/strategy.py,True,_shared,manual,cost,strategy,61
vpvr_xs_basis_zscore_15m_funding_filter_20260712,ACTIVE,,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_backtest.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_cpcv.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/strategy.py,True,_shared,manual,evaluation,framework_adapter_backtrader;framework_adapter_freqtrade;run_cpcv;strategy;test_v72_basis_zscore,61
vpvr_xs_basis_zscore_15m_funding_filter_20260712,ACTIVE,,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712,strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_backtest.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/run_cpcv.py;strategies/vpvr_xs_basis_zscore_15m_funding_filter_20260712/strategy.py,True,_shared,manual,other,data_loader;framework_adapter_backtrader;framework_adapter_freqtrade;run_backtest;run_cpcv;strategy;test_v72_basis_zscore;walk_forward,61
vpvr_xs_corr_breakdown_4h_20260714,ACTIVE,,strategies/vpvr_xs_corr_breakdown_4h_20260714,,False,none_visible,none,signal,,0
vpvr_xs_corr_breakdown_4h_20260714,ACTIVE,,strategies/vpvr_xs_corr_breakdown_4h_20260714,,False,none_visible,none,risk/sizing,,0
vpvr_xs_corr_breakdown_4h_20260714,ACTIVE,,strategies/vpvr_xs_corr_breakdown_4h_20260714,,False,none_visible,none,execution,,0
vpvr_xs_corr_breakdown_4h_20260714,ACTIVE,,strategies/vpvr_xs_corr_breakdown_4h_20260714,,False,none_visible,none,cost,,0
vpvr_xs_corr_breakdown_4h_20260714,ACTIVE,,strategies/vpvr_xs_corr_breakdown_4h_20260714,,False,none_visible,none,evaluation,,0
vpvr_xs_corr_breakdown_4h_20260714,ACTIVE,,strategies/vpvr_xs_corr_breakdown_4h_20260714,,False,none_visible,none,other,,0
vpvr_xs_reversion_1d_momentum_filter_20260709,ACTIVE,,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/run_backtest.py;strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/strategy.py,False,none_visible,none,signal,strategy;test_strategy,25
vpvr_xs_reversion_1d_momentum_filter_20260709,ACTIVE,,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/run_backtest.py;strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/strategy.py,False,none_visible,none,risk/sizing,strategy,25
vpvr_xs_reversion_1d_momentum_filter_20260709,ACTIVE,,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/run_backtest.py;strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/strategy.py,False,none_visible,none,execution,strategy;test_strategy,25
vpvr_xs_reversion_1d_momentum_filter_20260709,ACTIVE,,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/run_backtest.py;strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/strategy.py,False,none_visible,none,cost,,25
vpvr_xs_reversion_1d_momentum_filter_20260709,ACTIVE,,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/run_backtest.py;strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/strategy.py,False,none_visible,none,evaluation,test_strategy,25
vpvr_xs_reversion_1d_momentum_filter_20260709,ACTIVE,,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709,strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/run_backtest.py;strategies/vpvr_xs_reversion_1d_momentum_filter_20260709/strategy.py,False,none_visible,none,other,data_loader;run_backtest;strategy;test_data_loader;test_strategy,25
vpvr_xs_smart_routing_15m_20260715,ACTIVE,,strategies/vpvr_xs_smart_routing_15m_20260715,strategies/vpvr_xs_smart_routing_15m_20260715/run_backtest.py;strategies/vpvr_xs_smart_routing_15m_20260715/strategy.py,False,none_visible,none,signal,framework_adapter_backtrader;strategy;test_v3_basic,28
vpvr_xs_smart_routing_15m_20260715,ACTIVE,,strategies/vpvr_xs_smart_routing_15m_20260715,strategies/vpvr_xs_smart_routing_15m_20260715/run_backtest.py;strategies/vpvr_xs_smart_routing_15m_20260715/strategy.py,False,none_visible,none,risk/sizing,,28
vpvr_xs_smart_routing_15m_20260715,ACTIVE,,strategies/vpvr_xs_smart_routing_15m_20260715,strategies/vpvr_xs_smart_routing_15m_20260715/run_backtest.py;strategies/vpvr_xs_smart_routing_15m_20260715/strategy.py,False,none_visible,none,execution,strategy;test_v3_basic,28
vpvr_xs_smart_routing_15m_20260715,ACTIVE,,strategies/vpvr_xs_smart_routing_15m_20260715,strategies/vpvr_xs_smart_routing_15m_20260715/run_backtest.py;strategies/vpvr_xs_smart_routing_15m_20260715/strategy.py,False,none_visible,none,cost,,28
vpvr_xs_smart_routing_15m_20260715,ACTIVE,,strategies/vpvr_xs_smart_routing_15m_20260715,strategies/vpvr_xs_smart_routing_15m_20260715/run_backtest.py;strategies/vpvr_xs_smart_routing_15m_20260715/strategy.py,False,none_visible,none,evaluation,framework_adapter_backtrader;framework_adapter_freqtrade,28
vpvr_xs_smart_routing_15m_20260715,ACTIVE,,strategies/vpvr_xs_smart_routing_15m_20260715,strategies/vpvr_xs_smart_routing_15m_20260715/run_backtest.py;strategies/vpvr_xs_smart_routing_15m_20260715/strategy.py,False,none_visible,none,other,data_loader;framework_adapter_backtrader;framework_adapter_freqtrade;run_backtest;strategy;test_v3_basic,28
xs_momentum_rank_1d_20260709,ACTIVE,,strategies/xs_momentum_rank_1d_20260709,strategies/xs_momentum_rank_1d_20260709/run_backtest.py;strategies/xs_momentum_rank_1d_20260709/strategy.py;strategies/xs_momentum_rank_1d_20260709/tests/test_backtest.py,False,none_visible,manual,signal,strategy;test_portfolio;test_strategy;test_universe;universe,96
xs_momentum_rank_1d_20260709,ACTIVE,,strategies/xs_momentum_rank_1d_20260709,strategies/xs_momentum_rank_1d_20260709/run_backtest.py;strategies/xs_momentum_rank_1d_20260709/strategy.py;strategies/xs_momentum_rank_1d_20260709/tests/test_backtest.py,False,none_visible,manual,risk/sizing,backtest;portfolio;test_performance_report;test_portfolio,96
xs_momentum_rank_1d_20260709,ACTIVE,,strategies/xs_momentum_rank_1d_20260709,strategies/xs_momentum_rank_1d_20260709/run_backtest.py;strategies/xs_momentum_rank_1d_20260709/strategy.py;strategies/xs_momentum_rank_1d_20260709/tests/test_backtest.py,False,none_visible,manual,execution,backtest;test_backtest;test_strategy,96
xs_momentum_rank_1d_20260709,ACTIVE,,strategies/xs_momentum_rank_1d_20260709,strategies/xs_momentum_rank_1d_20260709/run_backtest.py;strategies/xs_momentum_rank_1d_20260709/strategy.py;strategies/xs_momentum_rank_1d_20260709/tests/test_backtest.py,False,none_visible,manual,cost,backtest,96
xs_momentum_rank_1d_20260709,ACTIVE,,strategies/xs_momentum_rank_1d_20260709,strategies/xs_momentum_rank_1d_20260709/run_backtest.py;strategies/xs_momentum_rank_1d_20260709/strategy.py;strategies/xs_momentum_rank_1d_20260709/tests/test_backtest.py,False,none_visible,manual,evaluation,strategy;test_strategy;test_walk_forward;walk_forward,96
xs_momentum_rank_1d_20260709,ACTIVE,,strategies/xs_momentum_rank_1d_20260709,strategies/xs_momentum_rank_1d_20260709/run_backtest.py;strategies/xs_momentum_rank_1d_20260709/strategy.py;strategies/xs_momentum_rank_1d_20260709/tests/test_backtest.py,False,none_visible,manual,other,backtest;data_loader;portfolio;run_backtest;strategy;test_backtest;test_performance_report;test_portfolio;test_strategy;test_universe;test_walk_forward;universe;walk_forward,96
bb_reversion_rsi_1m_20260707,GRAVEYARD,1m_klines_reversal,strategies/_graveyard/1m_klines_reversal/bb_reversion_rsi_1m_20260707,strategies/_graveyard/1m_klines_reversal/bb_reversion_rsi_1m_20260707/run_backtest.py;strategies/_graveyard/1m_klines_reversal/bb_reversion_rsi_1m_20260707/strategy.py,False,none_visible,none,signal,strategy;test_strategy,37
