symbol,entry_signal_date,entry_fill_date,entry_price,exit_signal_date,exit_fill_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_4h_at_entry,vpvr_dist_atr_4h_at_entry
SOLUSDT,2022-02-25 20:00:00+00:00,2022-02-26 00:00:00+00:00,92.748546,2022-02-27 16:00:00+00:00,2022-02-27 20:00:00+00:00,84.83303,trailing_stop<entry-2.0*ATR,-516.1430404994503,-0.0853438284628204,11,4.646636966205033,0.6288400083479038
