symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held
SOLUSDT,long,2025-11-13T00:00:00+00:00,144.648924,2025-11-17T00:00:00+00:00,130.87382,stop_loss>=8%,-615.2921474755663,-0.09523129256046181,4
SOLUSDT,long,2025-11-17T00:00:00+00:00,130.92618000000002,2025-11-18T00:00:00+00:00,140.58187800000002,take_profit>=5%,478.0895212376249,0.0737491768262084,1
SOLUSDT,long,2025-11-18T00:00:00+00:00,140.638122,2025-11-21T00:00:00+00:00,128.584278,stop_loss>=8%,-559.9609855590173,-0.08570822639397868,3
SOLUSDT,long,2025-11-22T00:00:00+00:00,127.5255,2025-11-24T00:00:00+00:00,138.352324,take_profit>=5%,550.380154554891,0.08489928680930503,2
SOLUSDT,long,2025-12-06T00:00:00+00:00,132.166428,2025-12-18T00:00:00+00:00,119.51609200000001,stop_loss>=8%,-612.8439549981379,-0.09571519932429418,12
SOLUSDT,long,2025-12-18T00:00:00+00:00,119.563908,2025-12-19T00:00:00+00:00,126.194756,take_profit>=5%,412.8029463650463,0.05545860879689557,1
SOLUSDT,long,2025-12-19T00:00:00+00:00,126.245244,2026-01-02T00:00:00+00:00,132.21355200000002,max_hold>=14d,353.3961374024163,0.0472755076618967,14
SOLUSDT,long,2026-01-19T00:00:00+00:00,133.406676,2026-01-25T00:00:00+00:00,118.736248,stop_loss>=8%,-1241.199196972109,-0.10996772005622868,6
SOLUSDT,long,2026-01-29T00:00:00+00:00,117.743544,2026-01-31T00:00:00+00:00,105.42891,stop_loss>=8%,-862.376686708276,-0.10458861336805014,2
SOLUSDT,long,2026-02-06T00:00:00+00:00,87.437484,2026-02-11T00:00:00+00:00,79.23415,stop_loss>=8%,-526.4957806137879,-0.09381941959812112,5
SOLUSDT,long,2026-02-23T00:00:00+00:00,77.885574,2026-02-25T00:00:00+00:00,87.99239800000001,take_profit>=5%,635.6100241950714,0.1297650319685646,2
SOLUSDT,long,2026-03-06T00:00:00+00:00,84.656928,2026-03-15T00:00:00+00:00,92.261544,take_profit>=5%,450.63091241603007,0.08982863162717192,9
SOLUSDT,long,2026-03-27T00:00:00+00:00,83.046606,2026-04-10T00:00:00+00:00,84.76304400000001,max_hold>=14d,148.3973409868845,0.020668370240199962,14
SOLUSDT,long,2026-04-28T00:00:00+00:00,84.03680399999999,2026-05-06T00:00:00+00:00,89.08218,take_profit>=5%,800.6782087698067,0.06003769491281474,8
SOLUSDT,long,2026-06-07T00:00:00+00:00,66.46329,2026-06-14T00:00:00+00:00,71.225752,take_profit>=5%,474.99669145328136,0.07165552593017899,7
