symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_at_entry
BTCUSDT,short,2019-09-08T19:13:00+00:00,10347.479082,2019-09-08T19:34:00+00:00,10343.9308,close<=bb_mid,0.17145635047344232,0.00034291270094688464,21,24.672142857142845
BTCUSDT,short,2019-09-08T20:13:00+00:00,10362.001986,2019-09-08T20:14:00+00:00,10356.888207999998,take_profit<=entry-1.0*ATR,0.24675669695912414,0.0004935125477596447,1,2.7733543568328716
BTCUSDT,short,2019-09-08T21:56:00+00:00,10379.32545,2019-09-08T21:59:00+00:00,10389.82162,stop_loss>entry+2.0*ATR,-0.5056308305831856,-0.0010112574319558476,3,2.824421674385829
BTCUSDT,long,2019-09-08T23:02:00+00:00,10371.793944,2019-09-08T23:13:00+00:00,10365.396506,stop_loss<entry-2.0*ATR,-0.3084052981597616,-0.000616811135522144,11,2.5963443325805535
BTCUSDT,long,2019-09-08T23:45:00+00:00,10379.37546,2019-09-08T23:52:00+00:00,10387.442096,rsi_cross_mid>=50.0,0.3885881237017353,0.0007771793236586166,7,2.365190419711575
BTCUSDT,long,2019-09-09T02:51:00+00:00,10318.683324000001,2019-09-09T02:59:00+00:00,10293.980792,stop_loss<entry-2.0*ATR,-1.1969807308325806,-0.00239396163486727,8,5.35786707629946
BTCUSDT,long,2019-09-09T03:37:00+00:00,10290.80775,2019-09-09T03:38:00+00:00,10271.275334,stop_loss<entry-2.0*ATR,-0.9490110622065688,-0.0018980449809685718,1,4.150861013869147
BTCUSDT,long,2019-09-09T04:23:00+00:00,10258.601309999998,2019-09-09T04:29:00+00:00,10263.356918,take_profit>=entry+1.0*ATR,0.2317813831181297,0.0004635727480086782,6,4.45013552048264
BTCUSDT,long,2019-09-09T06:09:00+00:00,10288.277243999999,2019-09-09T06:12:00+00:00,10281.463296,stop_loss<entry-2.0*ATR,-0.33114470538228136,-0.0006623021365382842,3,2.461405247380812
BTCUSDT,long,2019-09-09T07:08:00+00:00,10229.015394,2019-09-09T07:09:00+00:00,10212.587074,stop_loss<entry-2.0*ATR,-0.8030073914509858,-0.0016060509606464768,1,5.837872206654063
BTCUSDT,long,2019-09-09T07:27:00+00:00,10177.995191999998,2019-09-09T07:28:00+00:00,10152.339126,stop_loss<entry-2.0*ATR,-1.2603308200646621,-0.002520738663756017,1,7.919911042949735
