symbol,direction,entry_signal_date,entry_fill_date,entry_price,exit_signal_date,exit_fill_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_4h_at_entry,vpvr_dist_atr_4h_at_entry,size_units,nav_at_entry
BTCUSDT,long,2022-05-15,2022-05-16,31335.155778,2022-05-16,2022-05-16,29587.971222,trailing_stop<entry-2.0*ATR,-552.4186799107899,-0.05575796617633777,2,1017.3427612520939,0.5275224718613327,0.3161764897782156,99054.5846884784
BTCUSDT,long,2022-06-21,2022-06-21,21124.504055999998,2022-06-24,2022-06-24,20909.547254,vol_cool,-65.20101323904998,-0.010175708808602413,18,878.497330589872,0.1626369535492106,0.3033214703252378,98502.16600856761
BTCUSDT,long,2022-09-09,2022-09-09,19953.579918,2022-09-13,2022-09-13,22228.273456000003,vol_cool,1119.4447174737588,0.11399926967230667,24,333.68749029858293,2.1906966069540044,0.492129906192997,98177.8985528875
BTCUSDT,long,2023-03-13,2023-03-13,22237.206552,2023-03-18,2023-03-18,27354.957914000002,time_stop>=30bars,2306.104943682819,0.23014362663010446,31,472.76620431824057,0.07639901300629015,0.4506090234875343,100182.82273032711
BTCUSDT,long,2024-01-11,2024-01-11,47069.401997999994,2024-01-12,2024-01-12,44453.1076,trend_fail,-570.8605250201817,-0.0555837611472344,7,1064.5609489761991,0.1156375645969252,0.21819430009733334,102682.21580637505
BTCUSDT,long,2024-05-04,2024-05-04,62971.621805999996,2024-05-07,2024-05-07,63226.852100000004,vol_cool,41.395032974935454,0.004053100216893091,17,1247.4927153070034,0.6816470226666569,0.16218698935062195,102111.35528135487
BTCUSDT,long,2025-06-24,2025-06-24,105664.32863999999,2025-06-27,2025-06-27,106962.20328,vol_cool,124.3340846179567,0.012282997078625124,16,1452.855541283599,0.7332318771472803,0.09579822333068795,101204.30866968531
BTCUSDT,long,2026-02-08,2026-02-08,71203.227798,2026-02-10,2026-02-10,69279.51132599999,trailing_stop<entry-2.0*ATR,-261.81554678577066,-0.027017264968064447,12,1951.6419103922995,0.30747093049334245,0.13609882256379005,102138.12196934276
