pair,direction,entry_ts,exit_ts,z_at_entry,z_at_exit,slope15m_at_entry,trend2h_at_entry,pnl_pct,bars_held,exit_reason,entry_price_a,entry_price_b,exit_price_a,exit_price_b
BTCUSDT/ETHUSDT,short_a_long_b,2022-10-24T03:09:00,2022-10-24T03:11:00,2.6278430748326347,4.28264411042085,,-1,-0.002582371963807705,3,regime_break,19396.15,1350.04,19380.58,1346.55
BTCUSDT/ETHUSDT,short_a_long_b,2022-10-24T03:12:00,2022-10-24T03:13:00,3.907866223316573,4.180286957087486,,-1,-0.0012558441644754162,2,regime_break,19376.01,1346.53,19368.87,1345.42
BTCUSDT/ETHUSDT,short_a_long_b,2022-10-24T03:14:00,2022-10-24T03:15:00,3.540695018475316,3.000585922290405,,-1,-0.0002954071491597425,2,regime_break,19352.72,1345.04,19373.17,1347.14
BTCUSDT/ETHUSDT,long_a_short_b,2022-12-07T13:55:00,2022-12-07T14:36:00,-2.5286003506569292,-3.28870262934705,,1,-0.0028756497295499887,42,regime_break,16868.86,1235.39,16890.24,1239.52
BTCUSDT/ETHUSDT,short_a_long_b,2022-12-24T14:59:00,2022-12-24T15:00:00,2.5882363560548027,3.253066071912772,,-1,-0.0010143196652566458,2,regime_break,16832.41,1218.39,16832.84,1218.16
BTCUSDT/ETHUSDT,short_a_long_b,2022-12-26T10:59:00,2022-12-26T11:02:00,2.6881707178595886,3.042076387339619,,-1,-0.0009371019563692899,4,regime_break,16847.65,1219.0,16846.09,1218.72
BTCUSDT/ETHUSDT,short_a_long_b,2023-02-08T05:42:00,2023-02-08T06:01:00,2.5448285616748336,0.39810368790573186,,-1,0.0004386047571517622,20,z_mean_revert,23216.27,1673.94,23218.72,1676.19
BTCUSDT/ETHUSDT,long_a_short_b,2023-02-20T19:37:00,2023-02-20T19:45:00,-2.6545787587480105,-3.347540724309091,,1,-0.001620358731840276,9,regime_break,24839.81,1702.23,24859.27,1704.96
BTCUSDT/ETHUSDT,long_a_short_b,2023-03-22T12:20:00,2023-03-22T12:53:00,-2.929847477179156,-0.48611252997807464,,1,0.0014942452177350248,34,z_mean_revert,28215.66,1799.99,28232.27,1796.92
BTCUSDT/ETHUSDT,long_a_short_b,2023-04-25T11:39:00,2023-04-25T11:40:00,-2.5739056073767723,-3.2736757454764764,,1,-0.0014304127011050874,2,regime_break,27413.39,1826.74,27400.01,1827.0
BTCUSDT/ETHUSDT,long_a_short_b,2023-04-25T11:41:00,2023-04-25T11:46:00,-3.0953567860862155,-3.363152758000823,,1,-0.0012949725247318514,6,regime_break,27411.86,1827.62,27419.44,1829.03
BTCUSDT/ETHUSDT,long_a_short_b,2023-04-25T11:47:00,2023-04-25T11:48:00,-2.8883481043253454,-3.024000206937358,,1,-0.000981915572265323,2,regime_break,27424.99,1828.69,27424.95,1829.02
BTCUSDT/ETHUSDT,long_a_short_b,2023-04-25T11:49:00,2023-04-25T12:35:00,-2.8661552023460724,-0.4697009629669775,,1,0.001034261062492515,47,z_mean_revert,27424.01,1828.78,27377.29,1822.31
BTCUSDT/ETHUSDT,long_a_short_b,2023-05-21T05:19:00,2023-05-21T05:44:00,-2.7403602673010288,-0.47903807460863956,,1,0.00014555570655585615,26,z_mean_revert,27095.87,1815.73,27113.88,1815.22
BTCUSDT/ETHUSDT,short_a_long_b,2023-05-23T22:00:00,2023-05-23T22:23:00,2.5318860400448195,0.47761007056290083,,-1,0.00026277261511000805,24,z_mean_revert,27186.43,1848.09,27207.7,1851.5
BTCUSDT/ETHUSDT,long_a_short_b,2023-06-07T02:36:00,2023-06-07T03:31:00,-2.6251851345845827,-3.0105985200553,,1,-0.006709634969054279,56,regime_break,26936.42,1874.83,26752.38,1873.1
BTCUSDT/ETHUSDT,short_a_long_b,2023-06-26T00:36:00,2023-06-26T00:49:00,2.6566210219256163,3.2457655824824214,,-1,-0.0019070010852107792,14,regime_break,30503.67,1896.8,30490.64,1893.89
BTCUSDT/ETHUSDT,short_a_long_b,2023-07-01T02:11:00,2023-07-01T02:22:00,2.598783579917942,3.041987428453131,,-1,-0.0020608567419249982,12,regime_break,30455.75,1926.46,30466.01,1924.68
BTCUSDT/ETHUSDT,short_a_long_b,2023-07-17T07:59:00,2023-07-17T08:03:00,2.6875638225930203,3.422440536494184,,-1,-0.0012478133214074197,5,regime_break,30281.0,1928.69,30282.0,1927.89
BTCUSDT/ETHUSDT,short_a_long_b,2023-07-17T08:04:00,2023-07-17T08:05:00,3.69676870688078,3.1614526975039996,,-1,-0.0005465782578442984,2,regime_break,30272.64,1926.92,30275.18,1927.57
BTCUSDT/ETHUSDT,short_a_long_b,2023-07-17T08:06:00,2023-07-17T09:56:00,2.9544527234550757,3.0939161313927857,,-1,-0.0035514425460535285,111,regime_break,30279.35,1928.0,30185.98,1916.75
BTCUSDT/ETHUSDT,long_a_short_b,2023-07-22T02:59:00,2023-07-22T03:01:00,-2.544234217752777,-3.493021449241416,,1,-0.0011711134955376449,3,regime_break,29935.48,1894.78,29932.27,1895.28
BTCUSDT/ETHUSDT,long_a_short_b,2023-07-22T03:02:00,2023-07-22T06:17:00,-3.35592059577984,-0.47168948597717597,,1,-0.0013329900882447002,196,z_mean_revert,29922.0,1894.6,29867.99,1892.19
BTCUSDT/ETHUSDT,long_a_short_b,2023-08-26T21:09:00,2023-08-26T21:24:00,-2.6072257091995046,-3.1439102293895362,,1,-0.0011778974905443987,16,regime_break,26017.73,1647.52,26039.64,1649.53
BTCUSDT/ETHUSDT,long_a_short_b,2023-09-19T13:56:00,2023-09-19T13:57:00,-3.8645815260141205,-3.7965109381976796,,1,-0.0008437442286880252,2,regime_break,26970.79,1637.85,26984.76,1638.77
BTCUSDT/ETHUSDT,long_a_short_b,2023-09-19T13:58:00,2023-09-19T13:59:00,-3.9201636616239655,-3.939645760918095,,1,-0.000920634936118691,2,regime_break,26942.88,1636.53,26968.77,1638.3
BTCUSDT/ETHUSDT,long_a_short_b,2023-09-19T14:00:00,2023-09-19T14:01:00,-3.9526137885871573,-3.373636686996128,,1,-0.0004306597779901493,2,regime_break,26961.0,1638.03,26953.84,1636.99
BTCUSDT/ETHUSDT,long_a_short_b,2023-09-19T14:02:00,2023-09-19T14:03:00,-4.153891419304858,-3.130222231263675,,1,-1.4647163309210892e-05,2,regime_break,26914.32,1635.8,26959.15,1637.24
BTCUSDT/ETHUSDT,long_a_short_b,2023-09-19T14:04:00,2023-09-19T14:05:00,-2.8019969655016017,-3.2425235012844995,,1,-0.0012337442541089142,2,regime_break,26933.92,1635.32,26940.19,1636.41
BTCUSDT/ETHUSDT,long_a_short_b,2023-09-19T14:06:00,2023-09-19T14:18:00,-3.191824889062052,0.2099816233791275,,1,0.0021605698017773908,13,z_mean_revert,26966.0,1638.0,27158.44,1644.84
BTCUSDT/ETHUSDT,long_a_short_b,2023-10-12T21:43:00,2023-10-12T23:52:00,-2.605396335807303,-0.3996791539943312,,1,-0.00033066092786269085,130,z_mean_revert,26724.66,1537.07,26738.42,1537.14
BTCUSDT/ETHUSDT,long_a_short_b,2023-11-02T12:52:00,2023-11-02T13:18:00,-2.5891969407808904,-3.2454514506961036,,1,-0.001959780795476406,27,regime_break,35431.85,1842.3,35174.2,1831.04
BTCUSDT/ETHUSDT,short_a_long_b,2023-11-13T21:13:00,2023-11-13T21:15:00,2.6592763183387067,3.6522396624341553,,-1,-0.0035199682904130994,3,regime_break,36567.57,2064.46,36500.0,2055.03
