symbol,tf,er,fast,slow,lb,year,t,mean
BTC,1d,5,3,30,10,2024,1.5361762509041506,0.001811373389209881
BTC,1d,5,3,30,10,2025,-0.5549675995005678,-0.00037005539536229406
BTC,1d,5,3,30,10,2026,0.43301522660471603,0.00035631595234780625
BTC,1d,5,3,30,10,20242026,1.1473707485177003,0.000642026935229572
ETH,1h,10,2,20,10,2019,-0.5259280322323492,-5.726584049495369e-05
ETH,1h,10,2,20,10,2020,3.283961160028928,0.00022081433948520886
ETH,1h,10,2,20,10,2021,2.0872113636052294,0.00017352849495214472
ETH,1h,10,2,20,10,2022,0.1253905939622322,8.128020224868734e-06
ETH,1h,10,2,20,10,2023,1.627300385001961,6.285475239296952e-05
ETH,1h,10,2,20,10,2024,0.7109744932602926,3.6150646225662274e-05
ETH,1h,10,2,20,10,2025,0.1781839599876935,1.0089213949334895e-05
ETH,1h,10,2,20,10,2026,0.06282374029637235,3.705091314033073e-06
ETH,1h,10,2,20,10,20242026,0.5828087656391049,1.8881670223799583e-05
ETH,1h,5,2,50,10,2019,-0.8265687615289362,-0.00012332482405063436
ETH,1h,5,2,50,10,2020,2.6687574654966313,0.00018434098510834666
ETH,1h,5,2,50,10,2021,2.423338599807923,0.00019843786386031806
ETH,1h,5,2,50,10,2022,0.07402162210560885,4.849169314462853e-06
ETH,1h,5,2,50,10,2023,1.5436687675378338,6.0078441688577446e-05
ETH,1h,5,2,50,10,2024,0.7830436808878758,3.9340404437765815e-05
ETH,1h,5,2,50,10,2025,0.6472909093525232,3.656162723417601e-05
ETH,1h,5,2,50,10,2026,-0.3907386974159887,-2.2506221924308202e-05
ETH,1h,5,2,50,10,20242026,0.7699081033471019,2.471133169894588e-05
ETH,1h,5,2,20,10,2019,-0.843528767837822,-0.00011468715476892474
ETH,1h,5,2,20,10,2020,2.7071743571575353,0.00018438881394743596
ETH,1h,5,2,20,10,2021,2.514961243094337,0.0002055350097335465
ETH,1h,5,2,20,10,2022,-0.031176373727580427,-2.035408797732312e-06
ETH,1h,5,2,20,10,2023,1.4123954776926593,5.522395857237097e-05
ETH,1h,5,2,20,10,2024,0.612019903419319,3.089975328487275e-05
ETH,1h,5,2,20,10,2025,0.7769568506154725,4.391772963565432e-05
ETH,1h,5,2,20,10,2026,-0.3360043703008664,-1.9405202507072402e-05
ETH,1h,5,2,20,10,20242026,0.7755909484068407,2.495856250569167e-05
ETH,1h,15,2,30,10,2019,-0.3486603946018157,-3.6695700641380695e-05
ETH,1h,15,2,30,10,2020,3.0403000054339477,0.0002121543126730477
ETH,1h,15,2,30,10,2021,1.7679957440735212,0.000147742796705867
ETH,1h,15,2,30,10,2022,0.4051087832127063,2.5841475108726875e-05
ETH,1h,15,2,30,10,2023,1.5345384376612696,6.0043297311916346e-05
ETH,1h,15,2,30,10,2024,1.3614975350705631,6.857257353483793e-05
ETH,1h,15,2,30,10,2025,-0.42784874686330765,-2.4568140243914893e-05
ETH,1h,15,2,30,10,2026,0.05584837728923521,3.252216090921306e-06
ETH,1h,15,2,30,10,20242026,0.5532978812512684,1.7945400665983557e-05
