symbol,tf,er,fast,slow,lb,year,t,mean
SOL,1d,20,2,20,10,2026,-1.189668829825311,-0.001537813237621955
SOL,1d,20,2,20,10,20242026,0.8023270579668677,0.0006799252373669016
SOL,1d,10,2,30,3,2020,-0.5677335423956731,-0.0019677340912449028
SOL,1d,10,2,30,3,2021,3.5035545641128496,0.013122302062338468
SOL,1d,10,2,30,3,2022,-1.2710339689755672,-0.0018605283554207768
SOL,1d,10,2,30,3,2023,2.627223514448999,0.00623070708018255
SOL,1d,10,2,30,3,2024,0.5065385788095896,0.0007819061372324666
SOL,1d,10,2,30,3,2025,0.18267061454056424,0.00024608002668641374
SOL,1d,10,2,30,3,2026,-0.5445847208762263,-0.0006811390112470615
SOL,1d,10,2,30,3,20242026,0.2987887462702817,0.00025252495583544466
SOL,1d,5,3,50,1,2020,-0.5306530680086821,-0.0019840911055901828
SOL,1d,5,3,50,1,2021,3.3124446418553304,0.012438688700635856
SOL,1d,5,3,50,1,2022,-0.5897084122215739,-0.0007354410464453227
SOL,1d,5,3,50,1,2023,2.6129917364858772,0.006385789891941617
SOL,1d,5,3,50,1,2024,0.29059613853963795,0.00046655879747152995
SOL,1d,5,3,50,1,2025,-0.04695932967168578,-7.008114924835705e-05
SOL,1d,5,3,50,1,2026,-0.7376646726013147,-0.0008012756744398891
SOL,1d,5,3,50,1,20242026,-0.0229611279711907,-2.0385270150905554e-05
SOL,1d,5,2,20,3,2020,-1.178629022460584,-0.004427161756498276
SOL,1d,5,2,20,3,2021,3.161423768915375,0.011655638490879592
SOL,1d,5,2,20,3,2022,-0.9776401791904621,-0.001572588058640489
SOL,1d,5,2,20,3,2023,2.9489889589775786,0.006991378936191666
SOL,1d,5,2,20,3,2024,0.7546031071770716,0.0011779703027679153
SOL,1d,5,2,20,3,2025,0.34288003576011183,0.000512723766580809
SOL,1d,5,2,20,3,2026,-0.019035396409260955,-2.5302287123174235e-05
SOL,1d,5,2,20,3,20242026,0.7341212140931087,0.0006550153170457283
