event_start,pair,leader,laggard,z_at_event,in_sample,ret_4h_ETHUSDT,ret_4h_BTCUSDT,ret_12h_ETHUSDT,ret_12h_BTCUSDT,ret_24h_ETHUSDT,ret_24h_BTCUSDT,ret_4h_SOLUSDT,ret_12h_SOLUSDT,ret_24h_SOLUSDT
2026-05-10 00:00:00.003000+00:00,ETHUSDT-SOLUSDT,ETHUSDT,SOLUSDT,2.462321900114709,True,0.0002135935075233686,,0.004830073676703517,,0.01930903041745946,,0.0018037318952071058,0.009474076864209424,0.036101857552491845
2026-05-14 00:00:00.005000+00:00,ETHUSDT-SOLUSDT,ETHUSDT,SOLUSDT,2.618360256345957,True,0.0014769186874006301,,0.010387249819990396,,0.010851737587025623,,-0.0015632397514225849,0.009418483930789145,0.01092172110316958
2026-05-16 16:00:00.005000+00:00,ETHUSDT-SOLUSDT,ETHUSDT,SOLUSDT,2.354165910557695,True,0.00015945995399357926,,0.0016708330383872205,,0.002993684602154767,,0.00041964473727817975,0.0032777856819363738,-0.00030013882794588387
2026-05-23 16:00:00.003000+00:00,ETHUSDT-SOLUSDT,ETHUSDT,SOLUSDT,3.348267704990548,True,0.013906355606209786,,0.028664838110365798,,0.01730502497579889,,0.009774818759750836,0.02153984776051332,0.014369085556151573
2026-06-03 00:00:00.013000+00:00,ETHUSDT-SOLUSDT,ETHUSDT,SOLUSDT,2.016917042778871,True,0.00495172540165667,,-0.0012769394177272186,,-0.025119008676282806,,0.007082911785528445,0.0008809286054669574,-0.034919783499488544
2026-06-07 16:00:00+00:00,ETHUSDT-SOLUSDT,ETHUSDT,SOLUSDT,3.5052810332808737,True,0.018541774914068165,,0.03189188629909245,,0.037668792976974785,,0.011627512781028582,0.02032785206348331,0.03387742302726826
2026-06-23 16:00:00.002000+00:00,ETHUSDT-SOLUSDT,ETHUSDT,SOLUSDT,2.767376249108684,False,0.002248260990124429,,0.006218164515523483,,-0.024781374203521556,,0.005556051212099344,0.008789377050933522,-0.02300294842334849
2026-06-26 08:00:00.002000+00:00,ETHUSDT-SOLUSDT,SOLUSDT,ETHUSDT,-2.605180942311223,False,-0.0001348532394022106,,-0.0007887181438765989,,0.0030965075785049923,,0.009117501071718381,0.017033585176114974,0.021503786774050404
2026-07-15 16:00:00+00:00,ETHUSDT-SOLUSDT,ETHUSDT,SOLUSDT,2.1218727045854533,False,-0.0036283712066536022,,-0.009076918943031087,,-0.025955335849280448,,-0.005116263053150716,-0.01571467144589833,-0.018377536897225655
2026-07-16 08:00:00.003000+00:00,ETHUSDT-SOLUSDT,ETHUSDT,SOLUSDT,2.304647908501879,False,-0.007612070242007718,,-0.01969581832966283,,-0.04324555285458909,,0.0014401676331390334,-0.005756964933571362,-0.023616338816401683
