ts,BTCUSDT,ETHUSDT,SOLUSDT
2026-05-12 00:00:00+00:00,9.584e-05,8.61e-05,5.585e-05
2026-05-13 00:00:00+00:00,0.00012553,6.914e-05,-3.615999999999999e-05
2026-05-14 00:00:00+00:00,0.00010949999999999999,0.00015413999999999998,-0.00023479000000000002
2026-05-15 00:00:00+00:00,-4.5839999999999995e-05,1.092e-05,4.5209999999999996e-05
2026-05-16 00:00:00+00:00,8.683000000000001e-05,0.00018069,-1.519999999999972e-06
2026-05-17 00:00:00+00:00,5.261e-05,0.00017357,-0.00023144
2026-05-18 00:00:00+00:00,0.00011825,7.736e-05,-9.943e-05
2026-05-19 00:00:00+00:00,0.00015536,0.00019275,-0.00013451
2026-05-20 00:00:00+00:00,0.00018094999999999998,0.00013864,7.4e-06
2026-05-21 00:00:00+00:00,0.00012058,0.00012236000000000001,8.91e-05
2026-05-22 00:00:00+00:00,5.635e-05,0.00013962,8.251000000000001e-05
2026-05-23 00:00:00+00:00,0.00010249,0.00016546,-0.00038371
2026-05-24 00:00:00+00:00,0.00021599,0.00020254,2.3599999999999998e-05
2026-05-25 00:00:00+00:00,0.00011501999999999999,0.00014116,-5.048e-05
2026-05-26 00:00:00+00:00,0.00017686,0.00010659,-1.0490000000000003e-05
2026-05-27 00:00:00+00:00,0.00028862,0.0001652,-0.00021907
2026-05-28 00:00:00+00:00,0.00025011,7.947999999999999e-05,-0.00022743
2026-05-29 00:00:00+00:00,0.00022093000000000001,0.00022188,0.00013054
2026-05-30 00:00:00+00:00,0.0001441,0.00017087,0.00015474
2026-05-31 00:00:00+00:00,0.00016083,0.00018313999999999998,8.616e-05
2026-06-01 00:00:00+00:00,0.00020141,0.00021356,5.584e-05
2026-06-02 00:00:00+00:00,0.00024335,0.00025699,8.244e-05
2026-06-03 00:00:00+00:00,0.00022394,0.00019244,-0.00028931
2026-06-04 00:00:00+00:00,3.147e-05,0.00016079,-0.00036579
2026-06-05 00:00:00+00:00,-9.790000000000001e-06,-5.846e-05,-0.00043405
2026-06-06 00:00:00+00:00,9.299999999999999e-06,-0.00014539000000000002,-0.00042259999999999997
2026-06-07 00:00:00+00:00,3.209999999999998e-06,-0.00016341,-0.00069691
2026-06-08 00:00:00+00:00,7.109e-05,-0.00019349,-0.00049633
2026-06-09 00:00:00+00:00,2.0819999999999997e-05,-9.652e-05,-0.00018575000000000002
2026-06-10 00:00:00+00:00,-4.780000000000002e-06,-0.00011788,-8.425e-05
2026-06-11 00:00:00+00:00,4.45e-05,-5.3620000000000005e-05,-9.404e-05
2026-06-12 00:00:00+00:00,1.9829999999999998e-05,-0.00010474,-0.00021382
2026-06-13 00:00:00+00:00,6.355e-05,5.5950000000000005e-05,-8.272e-05
2026-06-14 00:00:00+00:00,-0.00012432,-3.643e-05,-0.00032156
2026-06-15 00:00:00+00:00,-2.65e-05,9.042e-05,-0.00011994
2026-06-16 00:00:00+00:00,-1.292e-05,4.059e-05,-2.1720000000000002e-05
2026-06-17 00:00:00+00:00,-7.309999999999999e-05,4.64e-05,-9.289e-05
2026-06-18 00:00:00+00:00,5.404e-05,4.626e-05,-0.00012303
2026-06-19 00:00:00+00:00,0.00010846,4.457e-05,0.00012448
2026-06-20 00:00:00+00:00,0.00012432,8.884e-05,-7.815e-05
2026-06-21 00:00:00+00:00,8.001e-05,6.251e-05,7.46e-05
2026-06-22 00:00:00+00:00,0.00012899,6.610000000000001e-05,-2.9840000000000002e-05
2026-06-23 00:00:00+00:00,3.807e-05,-1.149e-05,-0.00033425999999999996
2026-06-24 00:00:00+00:00,4.315e-05,6.834e-05,-0.00017317
2026-06-25 00:00:00+00:00,-1.6459999999999995e-05,-3.311e-05,-0.00020709
2026-06-26 00:00:00+00:00,0.0001851,-3.1110000000000005e-05,0.00017651
2026-06-27 00:00:00+00:00,0.00013281,2.979e-05,0.0001288
2026-06-28 00:00:00+00:00,0.00010043,-6.412e-05,5.362e-05
2026-06-29 00:00:00+00:00,0.00019214,2.175e-05,8.45e-05
2026-06-30 00:00:00+00:00,0.00017851,0.00012114999999999999,0.00024932000000000003
2026-07-01 00:00:00+00:00,0.00014458,0.00013558,0.00026848
2026-07-02 00:00:00+00:00,0.000185,0.00014301,6.785e-05
2026-07-03 00:00:00+00:00,0.00023740000000000002,0.00023078,2.980000000000002e-06
2026-07-04 00:00:00+00:00,0.0002948,0.00022557,0.0002087
2026-07-05 00:00:00+00:00,0.00027014,0.00018728,0.00010731
2026-07-06 00:00:00+00:00,0.0002382,0.00019973999999999998,0.00016383
2026-07-07 00:00:00+00:00,0.00022617,0.00014979,5.366e-05
2026-07-08 00:00:00+00:00,0.00012741,9.04e-05,-5.702e-05
2026-07-09 00:00:00+00:00,0.00017687,0.00015279,8.774e-05
2026-07-10 00:00:00+00:00,0.00025813,0.000106,0.00015592
2026-07-11 00:00:00+00:00,0.00015098,0.00013537,0.00010548
2026-07-12 00:00:00+00:00,0.00018543999999999999,4.658e-05,5.426e-05
2026-07-13 00:00:00+00:00,0.00016376999999999999,4.759e-05,1.927e-05
2026-07-14 00:00:00+00:00,0.00017334999999999999,0.0001069,0.00010592
2026-07-15 00:00:00+00:00,0.00024457,0.00017576,3.221e-05
2026-07-16 00:00:00+00:00,0.00016112,0.00013955,-1.8239999999999998e-05
2026-07-17 00:00:00+00:00,9.159000000000001e-05,0.00011666,-8.14e-06
