variant,symbol,direction,entry_event_ts,entry_bar_ts,entry_price,exit_event_ts,exit_bar_ts,exit_price,price_pnl_pct,funding_pnl_pct,pnl_pct,z_at_entry,funding_at_entry,funding_at_exit,bars_held,exit_reason
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-09-05 08:00:00+00:00,2025-09-05 08:00:00+00:00,4413.64,2025-09-06 08:00:00+00:00,2025-09-06 08:00:00+00:00,4312.5,-0.022915326125375057,-3.956e-05,-0.023915326125375058,-2.5040118869618233,-3.456e-05,3.956e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-09-20 00:00:00+00:00,2025-09-20 00:00:00+00:00,4466.93,2025-09-21 00:00:00+00:00,2025-09-21 00:00:00+00:00,4477.45,0.0023550850360314346,2.372e-05,0.0013550850360314346,-2.167249138050517,-4.366e-05,-2.372e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-09-20 08:00:00+00:00,2025-09-20 08:00:00+00:00,4479.0,2025-09-21 08:00:00+00:00,2025-09-21 08:00:00+00:00,4477.22,-0.0003974101361911009,-4.828e-05,-0.001397410136191101,-2.097850762726327,-5.97e-06,4.828e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-09-25 08:00:00+00:00,2025-09-25 08:00:00+00:00,4010.61,2025-09-26 08:00:00+00:00,2025-09-26 08:00:00+00:00,3938.78,-0.017909993741600405,-3.202e-05,-0.018909993741600406,-2.8548203893316497,-8.11e-05,3.202e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-09-25 16:00:00+00:00,2025-09-25 16:00:00+00:00,4000.42,2025-09-26 16:00:00+00:00,2025-09-26 16:00:00+00:00,3941.28,-0.014783447737987454,-4.775e-05,-0.015783447737987455,-2.5988307066740077,0.0001,4.775e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-10-11 16:00:00+00:00,2025-10-11 16:00:00+00:00,3825.79,2025-10-12 16:00:00+00:00,2025-10-12 16:00:00+00:00,4040.0,0.0559910502144656,4.563e-05,0.0549910502144656,-3.517106643560069,-1.73e-06,-4.563e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-10-12 08:00:00+00:00,2025-10-12 08:00:00+00:00,3827.47,2025-10-13 08:00:00+00:00,2025-10-13 08:00:00+00:00,4174.44,0.09065257206457522,-5.255e-05,0.08965257206457522,-2.104687201995345,8.39e-06,5.255e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-10-29 08:00:00+00:00,2025-10-29 08:00:00+00:00,4020.04,2025-10-30 08:00:00+00:00,2025-10-30 08:00:00+00:00,3934.75,-0.02121620680391234,2.243e-05,-0.02221620680391234,-2.0224962306346064,-1.008e-05,-2.243e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-10-31 00:00:00+00:00,2025-10-31 00:00:00+00:00,3798.92,2025-11-01 00:00:00+00:00,2025-11-01 00:00:00+00:00,3846.43,0.012506185968643724,-6.032e-05,0.011506185968643723,-2.1695675066205466,3.219e-05,6.032e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-11-12 16:00:00+00:00,2025-11-12 16:00:00+00:00,3428.25,2025-11-13 16:00:00+00:00,2025-11-13 16:00:00+00:00,3384.1,-0.012878290673083992,-2.321e-05,-0.013878290673083993,-2.0863832071760737,7.04e-05,2.321e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-12-02 00:00:00+00:00,2025-12-02 00:00:00+00:00,2796.71,2025-12-03 00:00:00+00:00,2025-12-03 00:00:00+00:00,2998.44,0.07213118271111418,-4.698e-05,0.07113118271111418,-2.056546015698434,6.949e-05,4.698e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2025-12-18 16:00:00+00:00,2025-12-18 16:00:00+00:00,2963.42,2025-12-19 16:00:00+00:00,2025-12-19 16:00:00+00:00,2965.85,0.0008199985152290701,-9.196e-05,-0.00018000148477092994,-2.0624359093233866,5.89e-05,9.196e-05,1440,hold_horizon
funding_oscillator_z_mr_u5_rebuild,ETHUSDT,long,2026-01-23 00:00:00+00:00,2026-01-23 00:00:00+00:00,2951.76,2026-01-24 00:00:00+00:00,2026-01-24 00:00:00+00:00,2955.28,0.001192508876060483,-3.675e-05,0.00019250887606048293,-2.5380930915654027,1.674e-05,3.675e-05,1440,hold_horizon
