symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_at_entry,risk_per_trade
SOLUSDT,short,2022-01-30,92.17806000000002,2022-01-31,95.266885,stop,-1350.1962767679056,-0.03242286131219663,20,1.4734648616264614,0.01
SOLUSDT,long,2022-02-04,105.08739500000001,2022-02-04,112.45107000000002,target,2095.9621705774093,0.07007191490473241,18,2.3070934452986838,0.01
SOLUSDT,long,2022-02-05,116.03379000000001,2022-02-06,112.101595,stop,-1180.038616508221,-0.033888361312683246,38,2.2347215500505513,0.01
SOLUSDT,long,2022-02-07,119.37880000000001,2022-02-07,116.20543,stop,-1061.6945577249335,-0.026582358006614237,6,1.9810196267797906,0.01
SOLUSDT,long,2022-02-07,121.071335,2022-02-07,117.793045,stop,-1174.1809050135416,-0.027077342460954945,7,1.830729389664383,0.01
SOLUSDT,short,2022-02-11,100.94118500000002,2022-02-12,94.64781500000001,target,2258.575349251351,0.06649250170223175,12,1.925352873965682,0.01
SOLUSDT,short,2022-02-27,88.09194,2022-02-27,90.434145,stop,-954.479846250912,-0.02589956481592215,10,1.5846324281420534,0.01
SOLUSDT,long,2022-03-02,104.39636,2022-03-02,99.96982000000001,stop,-1184.944772945427,-0.04240128678815991,17,2.452734188336089,0.01
SOLUSDT,short,2022-03-13,80.390405,2022-03-14,80.169565,trailing,202.18735291347141,0.0027546613231592687,16,0.7104828955999214,0.01
SOLUSDT,long,2022-03-17,89.57416,2022-03-17,87.6683,trailing,-1031.9905795238833,-0.021276895033121246,11,1.2004680038705136,0.01
SOLUSDT,long,2022-04-01,128.61263,2022-04-01,137.23384000000001,target,1893.4511009751095,0.06703237465869427,6,2.928433401135029,0.01
SOLUSDT,long,2022-04-02,139.20850000000002,2022-04-02,134.7975,stop,-1242.1962155380659,-0.031686283524353764,6,2.3286094036158196,0.01
SOLUSDT,long,2022-04-05,134.71176499999999,2022-04-05,129.57534500000003,stop,-1654.4655094342554,-0.03812896371745966,3,2.0102105207228447,0.01
SOLUSDT,short,2022-04-08,114.01076,2022-04-10,113.000245,trailing,298.4035751729098,0.008942591230665098,37,2.1746707116362702,0.01
