variant,pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,funding_ema_at_entry,exit_reason
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-08T10:00:00,2357.27,72.11,2023-12-08T10:30:00,2357.88,72.2,-0.0017893192702787878,2,-2.6185578879857996,-2.5733475238670094,0.0001272696310154624,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-08T11:00:00,2365.6,72.65,2023-12-08T11:30:00,2365.84,72.95,-0.004827933297660935,2,-2.586017221634249,-2.6267494951974393,0.0001272696310154624,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-08T12:00:00,2365.84,73.36,2023-12-08T13:00:00,2357.59,73.46,-0.005650274210084438,3,-2.7056573865113367,-2.6777812926376052,0.0001272696310154624,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2023-12-13T06:30:00,2154.15,64.3,2023-12-13T08:30:00,2185.0,66.34,0.016605089073790238,5,2.681400157074324,1.5378910734591245,0.00013083488379257266,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-15T06:00:00,2267.6,75.98,2023-12-15T06:30:00,2259.62,75.04,0.008052537579055797,2,-2.628293538816428,-2.223546241500088,0.00011049784631466594,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-15T07:00:00,2264.79,76.73,2023-12-15T08:00:00,2267.13,76.29,0.005967601704187109,3,-2.9067228142472925,-2.50804526883193,0.00011049784631466594,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-15T08:30:00,2277.05,76.95,2023-12-15T09:30:00,2278.32,78.5,-0.020385210787431916,3,-2.5910521121903693,-3.0727996493238647,0.0001081649915780735,regime_break
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-15T10:00:00,2279.11,78.59,2023-12-15T11:00:00,2271.58,78.17,0.0012402701054358375,3,-2.9896927771430764,-2.7398251647338667,0.0001081649915780735,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-15T11:30:00,2272.74,79.14,2023-12-15T12:00:00,2265.17,78.11,0.008884128937945568,2,-2.9917406478959396,-2.6200249497422865,0.0001081649915780735,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2023-12-18T02:30:00,2166.4,68.94,2023-12-18T03:00:00,2171.41,69.43,0.003995037503980026,2,2.5600550925109546,2.229937793885755,0.00011497253902275785,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2023-12-20T09:30:00,2214.95,77.98,2023-12-20T10:00:00,2213.67,77.35,0.006701103465219483,2,-2.692168280246154,-2.285678619087085,0.0001025780074477629,confluence_lost
