variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,kama_turn_at_entry,poc_distance_atr_at_entry
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-13 14:30:00+00:00,212.26,2024-11-13 14:31:00+00:00,214.12,-0.00976283802883271,1,hard_stop,-1,0.03346521595776727
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-13 20:45:00+00:00,214.29,2024-11-13 20:49:00+00:00,213.56,-0.004406598534695937,4,hard_stop,1,0.42643142476695933
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-14 00:03:00+00:00,214.65,2024-11-14 00:05:00+00:00,215.44,-0.004680409969718079,2,hard_stop,-1,0.3447467166979933
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-14 00:38:00+00:00,214.56,2024-11-14 00:43:00+00:00,213.43,0.004266592095451106,5,take_profit,-1,0.08423278879817256
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-14 01:09:00+00:00,214.5,2024-11-14 01:18:00+00:00,213.88,-0.0038904428904429347,9,hard_stop,1,0.036764705882319434
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-14 01:45:00+00:00,214.39,2024-11-14 01:47:00+00:00,213.91,-0.0032389103969401303,2,hard_stop,1,0.31512237762236933
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-14 11:16:00+00:00,215.07,2024-11-14 11:24:00+00:00,215.94,-0.005045194587808609,8,hard_stop,-1,0.3457317073170468
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-14 13:42:00+00:00,215.41,2024-11-14 13:50:00+00:00,214.77,-0.003971078408616101,8,hard_stop,1,0.28277439024391154
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-14 14:12:00+00:00,215.44,2024-11-14 14:16:00+00:00,214.9,-0.0035064983290010723,4,hard_stop,1,0.36444337811901356
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-14 14:22:00+00:00,215.69,2024-11-14 14:26:00+00:00,216.16,-0.003179053270898068,4,hard_stop,-1,0.2770328719723059
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-14 17:58:00+00:00,215.46,2024-11-14 18:04:00+00:00,216.64,0.004476654599461561,6,take_profit,1,0.2943181818181658
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-14 18:35:00+00:00,215.44,2024-11-14 18:38:00+00:00,215.1,-0.0025781656145562595,3,hard_stop,1,0.5824386503067747
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-14 19:32:00+00:00,215.68,2024-11-14 19:35:00+00:00,215.25,0.000993694362017795,3,take_profit,-1,0.38555408970978017
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-14 19:52:00+00:00,215.43,2024-11-14 19:55:00+00:00,216.28,0.0029455971777375698,3,take_profit,1,0.43193855932202313
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-14 21:29:00+00:00,215.21,2024-11-14 21:33:00+00:00,214.74,-0.0031839133869243632,4,hard_stop,1,0.27534965034967823
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-15 07:12:00+00:00,210.32,2024-11-15 07:14:00+00:00,209.95,-0.002759224039558749,2,hard_stop,1,0.02615489130437785
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-15 07:19:00+00:00,210.31,2024-11-15 07:21:00+00:00,210.7,0.0008544054015501299,2,take_profit,1,0.07052238805969686
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-15 08:42:00+00:00,210.52,2024-11-15 08:45:00+00:00,210.89,-0.0027575527265816238,3,hard_stop,-1,0.5814516129032453
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-15 18:38:00+00:00,210.23,2024-11-15 18:41:00+00:00,210.69,-0.0031880797222091353,3,hard_stop,-1,0.03705779770801813
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-16 09:06:00+00:00,219.67,2024-11-16 09:16:00+00:00,219.46,-0.001955979423680864,10,hard_stop,1,0.5334757834758141
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-16 13:51:00+00:00,218.45,2024-11-16 13:58:00+00:00,217.95,-0.003288853284504455,7,hard_stop,1,0.17806169429098087
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-17 11:19:00+00:00,238.23,2024-11-17 11:27:00+00:00,239.3,0.0034914578348655976,8,take_profit,1,0.5260565618049078
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-17 18:11:00+00:00,233.67,2024-11-17 18:14:00+00:00,234.5,0.0025520178028844995,3,take_profit,1,0.26317829457367753
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-17 19:37:00+00:00,233.85,2024-11-17 19:42:00+00:00,234.52,-0.003865084455847766,5,hard_stop,-1,0.23255164712450105
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-17 22:40:00+00:00,233.81,2024-11-17 22:49:00+00:00,234.36,-0.003352337367948376,9,hard_stop,-1,0.14557703573521405
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-18 14:34:00+00:00,242.46,2024-11-18 14:36:00+00:00,244.28,0.006506392807060891,2,take_profit,1,0.015631343889599858
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-18 15:12:00+00:00,242.62,2024-11-18 15:14:00+00:00,243.87,-0.006152089687577188,2,hard_stop,-1,0.266624579124538
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-18 16:23:00+00:00,242.28,2024-11-18 16:38:00+00:00,241.63,-0.0036828462935446496,15,hard_stop,1,0.33996576807878215
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-19 00:56:00+00:00,240.38,2024-11-19 00:58:00+00:00,239.8,0.0014128463266493982,2,take_profit,-1,0.4469775326092919
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-19 01:28:00+00:00,240.23,2024-11-19 01:38:00+00:00,239.55,0.0018306206552053403,10,take_profit,-1,0.09247967479670097
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-19 01:53:00+00:00,239.99,2024-11-19 01:57:00+00:00,239.53,-0.0029167465311055176,4,hard_stop,1,0.5524245343609436
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-19 04:21:00+00:00,240.1,2024-11-19 04:27:00+00:00,239.49,-0.0035406080799665887,6,hard_stop,1,0.19926176176178803
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-19 14:06:00+00:00,239.9,2024-11-19 14:20:00+00:00,238.91,0.003126719466444384,14,take_profit,-1,0.1728187919463045
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-19 14:53:00+00:00,239.75,2024-11-19 15:01:00+00:00,240.67,0.0028373305526588908,8,take_profit,1,0.03230184581977483
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-19 15:14:00+00:00,239.82,2024-11-19 15:15:00+00:00,238.99,0.0024609290301058637,1,take_profit,-1,0.10232383808092631
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-19 15:33:00+00:00,239.69,2024-11-19 15:43:00+00:00,240.32,0.0016283950102214959,10,take_profit,1,0.15106241699869366
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-20 12:13:00+00:00,237.01,2024-11-20 12:25:00+00:00,237.59,0.0014471541285178144,12,take_profit,1,0.4371794871795312
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-20 12:52:00+00:00,236.35,2024-11-20 13:03:00+00:00,235.87,-0.0030308863972920977,11,hard_stop,1,0.5739535477284287
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-20 15:11:00+00:00,236.8,2024-11-20 15:20:00+00:00,236.15,-0.0037449324324324565,9,hard_stop,1,0.029049295774641326
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-20 15:28:00+00:00,236.95,2024-11-20 15:33:00+00:00,237.51,-0.0033633677991137248,5,hard_stop,-1,0.2594914040114242
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-20 16:08:00+00:00,237.05,2024-11-20 16:09:00+00:00,237.65,-0.0035311115798354322,1,hard_stop,-1,0.4357191316146607
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-20 21:32:00+00:00,236.85,2024-11-20 21:37:00+00:00,237.59,-0.004124340299767825,5,hard_stop,-1,0.08916234887735548
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-20 21:48:00+00:00,237.03,2024-11-20 21:59:00+00:00,236.53,0.0011094376239294554,11,take_profit,-1,0.5617176249030429
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-20 22:08:00+00:00,236.95,2024-11-20 22:13:00+00:00,237.51,-0.0033633677991137248,5,hard_stop,-1,0.5856001727115009
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-20 22:34:00+00:00,236.74,2024-11-20 22:37:00+00:00,236.14,-0.003534425952521846,3,hard_stop,1,0.1846693840579649
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-21 01:42:00+00:00,237.62,2024-11-21 01:49:00+00:00,237.27,-0.002472939988216404,7,hard_stop,1,0.4287374821172223
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-21 12:11:00+00:00,242.0,2024-11-21 12:13:00+00:00,242.79,-0.004264462809917212,2,hard_stop,-1,0.08783143939391684
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-21 12:59:00+00:00,242.5,2024-11-21 13:00:00+00:00,243.38,-0.0046288659793815015,1,hard_stop,-1,0.3646322378716625
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-22 01:09:00+00:00,254.79,2024-11-22 01:14:00+00:00,255.97,0.0036312649633031277,5,take_profit,1,0.3186936936937386
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-22 03:02:00+00:00,257.77,2024-11-22 03:08:00+00:00,258.48,-0.0037543934515266155,6,hard_stop,-1,0.1019867549668999
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-22 10:15:00+00:00,257.69,2024-11-22 10:22:00+00:00,257.15,-0.0030955411540999336,7,hard_stop,1,0.27209595959609273
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-22 10:50:00+00:00,257.71,2024-11-22 10:55:00+00:00,258.3,0.001289395056458865,5,take_profit,1,0.18753998720426854
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-22 11:04:00+00:00,257.66,2024-11-22 11:17:00+00:00,257.21,-0.002746487619343484,13,hard_stop,1,0.27225378787883237
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-22 11:29:00+00:00,258.03,2024-11-22 11:32:00+00:00,258.76,-0.003829128395922975,3,hard_stop,-1,0.5236048829096801
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-22 16:12:00+00:00,254.91,2024-11-22 16:21:00+00:00,255.61,0.0017460672394179486,9,take_profit,1,0.12023809523812132
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-22 17:34:00+00:00,255.22,2024-11-22 17:36:00+00:00,254.17,0.0031140976412507024,2,take_profit,-1,0.5039868667917679
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-22 17:53:00+00:00,255.02,2024-11-22 17:57:00+00:00,254.4,-0.003431181868088772,4,hard_stop,1,0.028724747474671256
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-22 18:06:00+00:00,254.77,2024-11-22 18:22:00+00:00,254.22,-0.0031588099069749234,16,hard_stop,1,0.5754378980891263
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-22 20:19:00+00:00,254.87,2024-11-22 20:23:00+00:00,254.26,0.001393377015733611,4,take_profit,-1,0.4022404900065059
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-22 20:30:00+00:00,254.67,2024-11-22 20:33:00+00:00,254.27,-0.0025706600698942586,3,hard_stop,1,0.12357061177814807
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-22 21:15:00+00:00,254.5,2024-11-22 21:23:00+00:00,254.18,-0.0022573673870334146,8,hard_stop,1,0.58831435800121
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-22 23:08:00+00:00,254.8,2024-11-22 23:13:00+00:00,255.2,-0.002569858712715755,5,hard_stop,-1,0.20287515375161147
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-23 01:27:00+00:00,255.71,2024-11-23 01:30:00+00:00,255.1,-0.003385514841030889,3,hard_stop,1,0.11401903367494783
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-23 16:51:00+00:00,256.45,2024-11-23 17:04:00+00:00,255.46,-0.004860401637746036,13,hard_stop,1,0.5250000000000222
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-23 18:36:00+00:00,256.59,2024-11-23 18:39:00+00:00,256.04,-0.0031434974083165415,3,hard_stop,1,0.38747731397467317
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-23 19:04:00+00:00,256.18,2024-11-23 19:10:00+00:00,256.66,0.0008736825669452006,6,take_profit,1,0.21327774214246448
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-24 07:05:00+00:00,256.38,2024-11-24 07:16:00+00:00,256.14,-0.0019361104610344784,11,hard_stop,1,0.5026595744680423
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-24 07:38:00+00:00,256.44,2024-11-24 07:50:00+00:00,256.64,-0.00022009046950566182,12,take_profit,1,0.22297297297292595
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-24 08:09:00+00:00,256.59,2024-11-24 08:12:00+00:00,256.21,0.0004809618457460871,3,take_profit,-1,0.5811068702288958
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-25 01:50:00+00:00,247.74,2024-11-25 01:52:00+00:00,248.37,-0.0035429886170984517,2,hard_stop,-1,0.5092832469775417
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-25 20:25:00+00:00,240.14,2024-11-25 20:27:00+00:00,239.61,-0.0032070458898973966,2,hard_stop,1,0.4475286532951483
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-26 05:10:00+00:00,237.49,2024-11-26 05:18:00+00:00,236.74,0.0021580277064297,8,take_profit,-1,0.4995360059391561
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-26 07:03:00+00:00,238.25,2024-11-26 07:06:00+00:00,237.53,-0.004022035676810031,3,hard_stop,1,0.35341061827961096
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-26 07:31:00+00:00,237.49,2024-11-26 07:36:00+00:00,236.96,0.0012316729125436696,5,take_profit,-1,0.4256008855155216
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-26 20:18:00+00:00,228.33,2024-11-26 20:21:00+00:00,228.77,-0.002927035431174229,3,hard_stop,-1,0.23182219605542456
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-26 20:31:00+00:00,228.29,2024-11-26 20:34:00+00:00,228.92,-0.0037596478163738336,3,hard_stop,-1,0.15634627233522366
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-26 22:23:00+00:00,231.37,2024-11-26 22:28:00+00:00,231.92,0.0013771448329514832,5,take_profit,1,0.17874710648142195
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-27 00:18:00+00:00,231.6,2024-11-27 00:31:00+00:00,231.01,0.0015474956822106875,13,take_profit,-1,0.3763602520046124
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-27 02:42:00+00:00,231.69,2024-11-27 02:45:00+00:00,232.87,-0.006093012214597126,3,hard_stop,-1,0.5574178782983702
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-27 03:48:00+00:00,231.47,2024-11-27 03:50:00+00:00,231.82,-0.002512074998919921,2,hard_stop,-1,0.09056642216795327
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-27 03:59:00+00:00,231.48,2024-11-27 04:01:00+00:00,231.74,-0.0021232071885260986,2,hard_stop,-1,0.13684092940128706
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-27 04:44:00+00:00,231.24,2024-11-27 04:48:00+00:00,230.84,-0.0027298045320879307,4,hard_stop,1,0.48298022598863644
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-27 06:22:00+00:00,231.54,2024-11-27 06:35:00+00:00,231.04,0.0011594540900060632,13,take_profit,-1,0.23123573059363758
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-27 07:03:00+00:00,231.2,2024-11-27 07:08:00+00:00,232.24,0.0034982698961939515,5,take_profit,1,0.4904069767442574
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-27 21:32:00+00:00,239.64,2024-11-27 21:33:00+00:00,239.99,-0.002460524119512696,1,hard_stop,-1,0.37842827004223606
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-28 03:50:00+00:00,239.88,2024-11-28 03:52:00+00:00,240.21,-0.0023756878439219467,2,hard_stop,-1,0.0088562753035954
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-28 04:10:00+00:00,239.9,2024-11-28 04:22:00+00:00,240.33,-0.0027924135056273105,12,hard_stop,-1,0.06214011516312937
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-28 05:10:00+00:00,239.96,2024-11-28 05:22:00+00:00,239.51,0.0008753125520920566,12,take_profit,-1,0.27382352941175153
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-28 19:33:00+00:00,235.14,2024-11-28 19:38:00+00:00,234.95,-0.0018080292591647886,5,hard_stop,1,0.4769736842106167
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-28 19:51:00+00:00,235.25,2024-11-28 19:59:00+00:00,235.48,-0.001977683315621647,8,hard_stop,-1,0.07472451790632303
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-28 20:04:00+00:00,235.24,2024-11-28 20:09:00+00:00,235.51,-0.002147763985716699,5,hard_stop,-1,0.05313765182189398
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-28 20:19:00+00:00,235.33,2024-11-28 20:23:00+00:00,235.58,-0.0020623379934560085,4,hard_stop,-1,0.5096153846154332
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-28 20:38:00+00:00,235.36,2024-11-28 20:42:00+00:00,235.7,-0.002444595513256264,4,hard_stop,-1,0.5439189189189553
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-29 16:21:00+00:00,243.17,2024-11-29 16:35:00+00:00,242.58,-0.0034262861372701394,14,hard_stop,1,0.501592356687883
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-29 18:21:00+00:00,241.05,2024-11-29 18:24:00+00:00,241.36,-0.0022860402406140725,3,hard_stop,-1,0.04834692028997395
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-29 19:08:00+00:00,240.93,2024-11-29 19:12:00+00:00,240.57,-0.0024942099364961825,4,hard_stop,1,0.475794530672456
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-29 19:17:00+00:00,240.91,2024-11-29 19:27:00+00:00,241.23,0.00032829687435132014,10,take_profit,1,0.45036222727650266
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-29 19:42:00+00:00,241.05,2024-11-29 19:45:00+00:00,241.31,-0.0020786143953536165,3,hard_stop,-1,0.07942708333352824
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-30 00:49:00+00:00,241.02,2024-11-30 00:51:00+00:00,240.54,-0.002991535972118541,2,hard_stop,1,0.15849056603766898
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-30 01:27:00+00:00,240.88,2024-11-30 01:31:00+00:00,241.21,-0.0023699767519097517,4,hard_stop,-1,0.26471920289841966
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-30 01:43:00+00:00,240.76,2024-11-30 01:56:00+00:00,241.41,0.0016997840172786613,13,take_profit,1,0.47337164750959676
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-30 02:10:00+00:00,240.84,2024-11-30 02:19:00+00:00,240.53,-0.002287161601062903,9,hard_stop,1,0.2713009143807149
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-30 02:24:00+00:00,240.87,2024-11-30 02:29:00+00:00,241.21,0.0004115497986466607,5,take_profit,1,0.2748628257887433
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-11-30 02:36:00+00:00,241.07,2024-11-30 02:38:00+00:00,241.6,-0.003198531546853566,2,hard_stop,-1,0.5264403292180688
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-30 05:51:00+00:00,243.16,2024-11-30 05:55:00+00:00,243.67,0.0010973844382299322,4,take_profit,1,0.2327538631346452
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-30 07:03:00+00:00,243.02,2024-11-30 07:11:00+00:00,243.72,0.0018804213644966214,8,take_profit,1,0.5582634521313299
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-30 13:55:00+00:00,241.08,2024-11-30 13:57:00+00:00,240.88,-0.0018296001327361413,2,hard_stop,1,0.21744791666673724
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-11-30 20:21:00+00:00,240.01,2024-11-30 20:24:00+00:00,239.81,-0.0018332986125577646,3,hard_stop,1,0.5961538461537713
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-01 00:30:00+00:00,239.4,2024-12-01 00:35:00+00:00,239.86,0.0009214703425229906,5,take_profit,1,0.5231135986732721
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-01 01:43:00+00:00,239.63,2024-12-01 01:48:00+00:00,239.22,-0.002710971080415624,5,hard_stop,1,0.5578747628082967
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-01 18:32:00+00:00,237.2,2024-12-01 18:45:00+00:00,236.91,0.00022259696458681952,13,take_profit,-1,0.4570209973753838
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-01 18:50:00+00:00,237.03,2024-12-01 18:53:00+00:00,236.72,-0.002307851326836307,3,hard_stop,1,0.4618055555554294
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-01 21:28:00+00:00,237.02,2024-12-01 21:30:00+00:00,236.58,-0.002856383427558894,2,hard_stop,1,0.34451901565990356
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-01 21:48:00+00:00,237.09,2024-12-01 21:49:00+00:00,237.51,-0.002771479185119551,1,hard_stop,-1,0.39101164483250705
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-01 23:59:00+00:00,237.06,2024-12-02 00:05:00+00:00,236.59,-0.002982620433645499,6,hard_stop,1,0.027251683501708902
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-02 01:36:00+00:00,236.72,2024-12-02 01:37:00+00:00,237.35,-0.0036613720851638156,1,hard_stop,-1,0.09235453315293249
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-02 01:53:00+00:00,236.38,2024-12-02 01:56:00+00:00,237.35,0.003103562061088084,3,take_profit,1,0.5139808423721708
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-02 02:12:00+00:00,236.47,2024-12-02 02:15:00+00:00,235.59,-0.004721402292045428,3,hard_stop,1,0.39483471074379983
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-02 15:22:00+00:00,228.22,2024-12-02 15:32:00+00:00,227.71,-0.0032346858294627348,10,hard_stop,1,0.11872163015589167
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-03 01:54:00+00:00,225.35,2024-12-03 01:55:00+00:00,224.56,0.0025056578655424664,1,take_profit,-1,0.2626415857604235
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-03 03:44:00+00:00,228.35,2024-12-03 03:57:00+00:00,227.9,-0.0029706590759798193,13,hard_stop,1,0.2275016021239726
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-03 09:55:00+00:00,224.88,2024-12-03 10:00:00+00:00,225.36,0.0011344717182498751,5,take_profit,1,0.3417205980807881
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-03 11:33:00+00:00,225.49,2024-12-03 11:49:00+00:00,225.85,-0.00259652312741132,16,hard_stop,-1,0.14503642987247126
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-03 12:01:00+00:00,225.45,2024-12-03 12:09:00+00:00,224.94,0.0012621423819028097,8,take_profit,-1,0.06828034682068893
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-03 12:32:00+00:00,225.34,2024-12-03 12:42:00+00:00,224.46,-0.004905209905032403,10,hard_stop,1,0.2949660633484639
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-04 06:30:00+00:00,237.24,2024-12-04 06:36:00+00:00,236.44,0.002372112628561852,6,take_profit,-1,0.3442386831275551
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-04 07:31:00+00:00,237.13,2024-12-04 07:33:00+00:00,237.64,0.001150719014886393,2,take_profit,1,0.050114547537318185
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-04 08:03:00+00:00,237.2,2024-12-04 08:04:00+00:00,236.87,0.0003912310286676721,1,take_profit,-1,0.28276836158179425
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-04 09:31:00+00:00,237.15,2024-12-04 09:46:00+00:00,236.8,0.0004758591608686755,15,take_profit,-1,0.041409465020538355
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-04 10:08:00+00:00,236.01,2024-12-04 10:11:00+00:00,236.43,0.0007795856107791774,3,take_profit,1,0.2660472972974477
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-12-04 10:41:00+00:00,237.12,2024-12-04 10:44:00+00:00,237.68,0.0013616734143050433,3,take_profit,1,0.07683691756276112
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-04 11:08:00+00:00,237.23,2024-12-04 11:10:00+00:00,236.5,0.00207718248113642,2,take_profit,-1,0.35629734848475236
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-12-05 02:45:00+00:00,233.0,2024-12-05 03:02:00+00:00,234.06,-0.005549356223175982,17,hard_stop,-1,0.46129629629629526
