variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,bars_held,exit_reason,kama_turn_at_entry,poc_distance_atr_at_entry
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-26 06:45:00+00:00,143.968,2024-04-26 06:55:00+00:00,143.723,-0.0027017670593463263,10,hard_stop,1,0.32996442432087697
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-26 07:45:00+00:00,144.033,2024-04-26 07:51:00+00:00,143.612,-0.003922941270403268,6,hard_stop,1,0.025096744821347362
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-04-26 08:15:00+00:00,144.117,2024-04-26 08:23:00+00:00,143.742,0.0016020524990112426,8,take_profit,-1,0.3122619396424978
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-26 08:35:00+00:00,143.92,2024-04-26 08:46:00+00:00,144.324,0.0018071150639246145,11,take_profit,1,0.49236252545830494
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-26 08:55:00+00:00,143.942,2024-04-26 09:03:00+00:00,143.721,-0.0025353406233066247,8,hard_stop,1,0.4585127525670482
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-26 09:57:00+00:00,143.942,2024-04-26 10:05:00+00:00,144.218,0.0009174389684732951,8,take_profit,1,0.5982065687121284
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-26 12:20:00+00:00,143.721,2024-04-26 12:22:00+00:00,143.486,-0.0026351124748645862,2,hard_stop,1,0.04061698157211624
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-04-26 12:42:00+00:00,143.826,2024-04-26 12:51:00+00:00,143.384,0.0020731578435053697,9,take_profit,-1,0.2807208514755817
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-04-26 13:52:00+00:00,143.938,2024-04-26 13:57:00+00:00,144.4,-0.0042097152940850915,5,hard_stop,-1,0.1529036677908437
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-04-26 14:38:00+00:00,143.961,2024-04-26 14:40:00+00:00,143.081,0.005112766652079493,2,take_profit,-1,0.21193342776205995
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-26 14:48:00+00:00,143.745,2024-04-26 14:55:00+00:00,143.248,-0.0044575115656197975,7,hard_stop,1,0.27691580274586874
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-26 15:02:00+00:00,143.737,2024-04-26 15:05:00+00:00,142.799,-0.007525807551291507,3,hard_stop,1,0.3675862372404336
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-26 20:13:00+00:00,143.308,2024-04-26 20:20:00+00:00,143.663,0.0014771820135653932,7,take_profit,1,0.5959828393135682
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-04-26 21:59:00+00:00,142.618,2024-04-26 22:06:00+00:00,142.303,0.0012086973593795633,7,take_profit,-1,0.5182506887052724
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-04-27 11:45:00+00:00,136.216,2024-04-27 11:51:00+00:00,135.93,0.0010996065073118908,6,take_profit,-1,0.589186592655945
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-28 11:51:00+00:00,141.307,2024-04-28 11:54:00+00:00,141.109,-0.002401204469700601,3,hard_stop,1,0.5277266593057686
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-28 12:02:00+00:00,141.475,2024-04-28 12:20:00+00:00,141.312,-0.0021521470224420405,18,hard_stop,1,0.033180853884865406
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-28 12:28:00+00:00,141.425,2024-04-28 12:30:00+00:00,141.72,0.0010859112603852647,2,take_profit,1,0.09167035561458282
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-29 06:23:00+00:00,135.998,2024-04-29 06:24:00+00:00,135.734,-0.0029412050177206597,1,hard_stop,1,0.16445685043051547
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-04-29 10:27:00+00:00,136.2,2024-04-29 10:37:00+00:00,135.866,0.0014522760646107366,10,take_profit,-1,0.06246372605922261
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-29 14:03:00+00:00,134.915,2024-04-29 14:05:00+00:00,134.451,-0.004439202460808644,2,hard_stop,1,0.1047600210970875
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-29 15:41:00+00:00,136.038,2024-04-29 15:54:00+00:00,136.389,0.0015801614254841176,13,take_profit,1,0.5806930693068009
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-04-29 17:53:00+00:00,135.075,2024-04-29 18:02:00+00:00,134.713,0.0016799925967054827,9,take_profit,-1,0.05295354287282472
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-04-29 20:39:00+00:00,134.814,2024-04-29 20:44:00+00:00,135.079,-0.0029656712210898153,5,hard_stop,-1,0.23661106233520546
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-30 05:40:00+00:00,134.951,2024-04-30 05:57:00+00:00,135.238,0.0011266978384748558,17,take_profit,1,0.06688795011070167
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-04-30 15:17:00+00:00,128.736,2024-04-30 15:19:00+00:00,128.206,-0.005116952522992823,2,hard_stop,1,0.34350659306959647
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-05-01 02:17:00+00:00,125.082,2024-05-01 02:26:00+00:00,125.693,0.0038847955741033733,9,take_profit,1,0.3364673390970538
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-05-01 02:33:00+00:00,125.28,2024-05-01 02:35:00+00:00,124.647,0.004052681992337105,2,take_profit,-1,0.0900673400673156
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-05-01 02:56:00+00:00,125.21,2024-05-01 03:00:00+00:00,124.918,-0.003332082102068478,4,hard_stop,1,0.03431372549023075
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-05-01 06:01:00+00:00,124.99,2024-05-01 06:06:00+00:00,124.654,0.0016882150572045127,5,take_profit,-1,0.1556141672946432
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-05-01 16:26:00+00:00,124.709,2024-05-01 16:30:00+00:00,126.087,0.010049723756906048,4,take_profit,1,0.21044932969778155
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,long,2024-05-01 17:16:00+00:00,124.65,2024-05-01 17:25:00+00:00,125.588,0.006525070196550354,9,take_profit,1,0.3819341487521391
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-05-02 06:35:00+00:00,129.852,2024-05-02 07:04:00+00:00,130.18,-0.0035259526229861607,29,hard_stop,-1,0.4646814037319726
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-05-02 18:43:00+00:00,138.504,2024-05-02 18:48:00+00:00,138.885,-0.0037508230809218937,5,hard_stop,-1,0.11705770912254279
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-05-02 20:15:00+00:00,138.128,2024-05-02 20:27:00+00:00,137.814,0.0012732537935826746,12,take_profit,-1,0.5544392523363654
vpvr_reversion_1m_kama_reversal_20260709,SOLUSDT,short,2024-05-02 21:43:00+00:00,138.02,2024-05-02 21:52:00+00:00,138.273,-0.002833067671351829,9,hard_stop,-1,0.12538880248833226
