variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,gross_pnl_pct,cost_pct,net_pnl_pct,bars_held,exit_reason,funding_ema_at_entry,half_at_entry,slope_4h_at_entry
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 04:40:00+00:00,51816.0,2024-02-20 04:42:00+00:00,51846.3,0.0005847614636407261,0.001,-0.0004152385363592739,2,take_profit,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 04:47:00+00:00,51828.0,2024-02-20 04:50:00+00:00,51821.5,-0.0001254148336806704,0.001,-0.0011254148336806704,3,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 04:55:00+00:00,51837.1,2024-02-20 04:57:00+00:00,51812.1,-0.0004822800658216275,0.001,-0.0014822800658216275,2,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 05:02:00+00:00,51824.2,2024-02-20 05:05:00+00:00,51792.1,-0.0006194017466742974,0.001,-0.0016194017466742974,3,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 05:10:00+00:00,51851.5,2024-02-20 05:11:00+00:00,51804.9,-0.0008987203841740454,0.001,-0.0018987203841740454,1,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 05:16:00+00:00,51835.4,2024-02-20 05:25:00+00:00,51828.6,-0.00013118448010440709,0.001,-0.001131184480104407,9,take_profit,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 05:30:00+00:00,51972.4,2024-02-20 05:32:00+00:00,51940.0,-0.0006234078087600237,0.001,-0.0016234078087600237,2,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 05:37:00+00:00,51978.3,2024-02-20 05:48:00+00:00,51944.2,-0.0006560430025608355,0.001,-0.0016560430025608355,11,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 05:53:00+00:00,51940.0,2024-02-20 06:04:00+00:00,51965.1,0.00048324990373505017,0.001,-0.0005167500962649499,11,take_profit,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 06:09:00+00:00,51974.6,2024-02-20 06:10:00+00:00,52001.8,0.0005233325508999798,0.001,-0.00047666744910002026,1,take_profit,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 06:15:00+00:00,52051.9,2024-02-20 06:20:00+00:00,52019.3,-0.0006262979833588922,0.001,-0.0016262979833588922,5,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 06:25:00+00:00,51977.2,2024-02-20 06:26:00+00:00,51972.4,-9.234818343417661e-05,0.001,-0.0010923481834341766,1,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 06:31:00+00:00,51961.0,2024-02-20 06:33:00+00:00,52014.4,0.0010276938473086084,0.001,2.7693847308608334e-05,2,take_profit,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 06:38:00+00:00,52053.3,2024-02-20 06:40:00+00:00,52021.3,-0.0006147544920303005,0.001,-0.0016147544920303005,2,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 06:45:00+00:00,52016.1,2024-02-20 06:47:00+00:00,51992.0,-0.00046331808805344377,0.001,-0.0014633180880534438,2,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 06:52:00+00:00,51988.1,2024-02-20 06:55:00+00:00,51968.0,-0.00038662693962654426,0.001,-0.0013866269396265443,3,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 07:00:00+00:00,51968.5,2024-02-20 07:01:00+00:00,51964.2,-8.274243051087371e-05,0.001,-0.0010827424305108737,1,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 07:06:00+00:00,51980.0,2024-02-20 07:08:00+00:00,51943.7,-0.0006983455175068043,0.001,-0.0016983455175068043,2,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 07:13:00+00:00,51977.6,2024-02-20 07:17:00+00:00,51977.3,-5.771717047298175e-06,0.001,-0.0010057717170472982,4,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 07:22:00+00:00,51955.8,2024-02-20 07:24:00+00:00,51983.5,0.0005331454813513048,0.001,-0.0004668545186486952,2,take_profit,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 07:29:00+00:00,51994.8,2024-02-20 07:31:00+00:00,51987.5,-0.00014039865525017348,0.001,-0.0011403986552501735,2,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 07:36:00+00:00,51901.4,2024-02-20 07:39:00+00:00,51879.3,-0.00042580739633224507,0.001,-0.001425807396332245,3,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 07:44:00+00:00,51926.7,2024-02-20 07:48:00+00:00,51884.5,-0.0008126840334548024,0.001,-0.0018126840334548025,4,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 07:53:00+00:00,51883.1,2024-02-20 07:57:00+00:00,51867.7,-0.0002968211228704387,0.001,-0.0012968211228704387,4,hard_stop,0.0001325394612195859,lower,44.47040026784816
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 08:02:00+00:00,51921.8,2024-02-20 08:04:00+00:00,51887.9,-0.0006529049455142877,0.001,-0.0016529049455142877,2,hard_stop,0.0001325394612195859,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 08:09:00+00:00,51831.7,2024-02-20 08:14:00+00:00,51817.8,-0.0002681756531233148,0.001,-0.0012681756531233148,5,hard_stop,0.0001325394612195859,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 08:19:00+00:00,51760.1,2024-02-20 08:20:00+00:00,51768.7,0.00016615114731233227,0.001,-0.0008338488526876678,1,hard_stop,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 08:25:00+00:00,51647.9,2024-02-20 08:26:00+00:00,51705.5,0.0011152437950041616,0.001,0.00011524379500416158,1,take_profit,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 08:31:00+00:00,51803.6,2024-02-20 08:43:00+00:00,51858.0,0.0010501200688755041,0.001,5.012006887550411e-05,12,take_profit,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 08:48:00+00:00,51812.3,2024-02-20 08:50:00+00:00,51790.5,-0.0004207495131465233,0.001,-0.0014207495131465233,2,hard_stop,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 08:55:00+00:00,51762.3,2024-02-20 08:57:00+00:00,51808.9,0.000900269114780361,0.001,-9.973088521963904e-05,2,take_profit,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 09:02:00+00:00,51850.7,2024-02-20 09:07:00+00:00,51802.9,-0.0009218776217099212,0.001,-0.0019218776217099212,5,hard_stop,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 09:12:00+00:00,51782.8,2024-02-20 09:13:00+00:00,51758.6,-0.0004673366446001914,0.001,-0.0014673366446001914,1,hard_stop,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 09:18:00+00:00,51685.9,2024-02-20 09:19:00+00:00,51630.5,-0.0010718590563384423,0.001,-0.0020718590563384423,1,hard_stop,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 09:24:00+00:00,51728.1,2024-02-20 09:27:00+00:00,51674.6,-0.0010342541094685576,0.001,-0.0020342541094685576,3,hard_stop,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 09:32:00+00:00,51694.4,2024-02-20 09:33:00+00:00,51646.4,-0.0009285338450586433,0.001,-0.0019285338450586434,1,hard_stop,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 09:38:00+00:00,51718.6,2024-02-20 09:41:00+00:00,51664.2,-0.0010518459509731848,0.001,-0.002051845950973185,3,hard_stop,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 09:46:00+00:00,51682.7,2024-02-20 09:47:00+00:00,51643.6,-0.0007565394222824873,0.001,-0.0017565394222824873,1,hard_stop,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 09:52:00+00:00,51782.5,2024-02-20 10:03:00+00:00,51866.6,0.0016241008062569673,0.001,0.0006241008062569673,11,take_profit,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 10:08:00+00:00,51923.8,2024-02-20 10:10:00+00:00,51975.8,0.0010014675351188718,0.001,1.4675351188717448e-06,2,take_profit,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 10:15:00+00:00,51990.2,2024-02-20 10:19:00+00:00,51940.0,-0.0009655665875490937,0.001,-0.0019655665875490938,4,hard_stop,0.00013041041929053263,lower,60.63234535538504
vpvr_funding_carry_asym_v2_20260718,BTCUSDT,long,2024-02-20 10:24:00+00:00,51930.9,2024-02-20 10:27:00+00:00,51953.5,0.00043519369007660735,0.001,-0.0005648063099233927,3,take_profit,0.00013041041929053263,lower,60.63234535538504
