ts,equity_usd,equity_return_pct,position_state,signal_state,notes2026-07-16T10:30:00,99762.668131,-0.237332,flat_after_fill,flat,
2026-07-16T11:30:00,99777.610961,-0.222389,flat_after_fill,flat,
2026-07-16T12:30:00,99732.49665,-0.267503,flat_after_fill,flat,
2026-07-16T13:30:00,99553.917334,-0.446083,flat_after_fill,flat,
2026-07-16T15:30:00,99714.390938,-0.285609,flat_after_fill,flat,
2026-07-16T17:00:00,99306.534765,-0.693465,flat_after_fill,flat,
2026-07-16T19:00:00,99099.933144,-0.900067,flat_after_fill,flat,
2026-07-20T01:00:00,98910.450493,-1.08955,flat_after_fill,flat,
2026-07-20T02:00:00,98712.377049,-1.287623,flat_after_fill,flat,
2026-07-20T03:30:00,98886.540492,-1.11346,flat_after_fill,flat,
2026-07-20T05:00:00,98708.970813,-1.291029,flat_after_fill,flat,
2026-07-20T06:00:00,98508.445317,-1.491555,flat_after_fill,flat,
2026-07-20T11:00:00,99107.059055,-0.892941,flat_after_fill,flat,
2026-07-16T10:30:00,99762.760325,-0.23724,flat_after_fill,flat,
2026-07-16T11:30:00,99777.795034,-0.222205,flat_after_fill,flat,
2026-07-16T12:30:00,99732.772525,-0.267227,flat_after_fill,flat,
2026-07-16T13:30:00,99554.284536,-0.445715,flat_after_fill,flat,
2026-07-16T15:30:00,99714.850305,-0.28515,flat_after_fill,flat,
2026-07-16T17:00:00,99307.084047,-0.692916,flat_after_fill,flat,
2026-07-16T19:00:00,99100.572513,-0.899427,flat_after_fill,flat,
2026-07-20T01:00:00,98911.179583,-1.08882,flat_after_fill,flat,
2026-07-20T02:00:00,98713.195362,-1.286805,flat_after_fill,flat,
2026-07-20T03:30:00,98887.450656,-1.112549,flat_after_fill,flat,
2026-07-20T05:00:00,98709.96999,-1.29003,flat_after_fill,flat,
2026-07-20T06:00:00,98509.532866,-1.490467,flat_after_fill,flat,
2026-07-20T11:00:00,99108.243337,-0.891757,flat_after_fill,flat,
