symbol,direction,entry_signal_date,entry_fill_date,entry_price,exit_signal_date,exit_fill_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,session_at_entry,poc_distance_atr_at_entry,size_units,nav_at_entry
ETHUSDT,short,2022-01-20 21:30:00,2022-01-20 21:30:00,3125.81,2022-01-20 22:45:00,2022-01-20 22:45:00,3059.14,take_profit,201.2887,0.020129,5,us,0.0772,1.0,100000.0
ETHUSDT,short,2022-01-21 09:45:00,2022-01-21 09:45:00,2867.35,2022-01-21 12:15:00,2022-01-21 12:15:00,2811.68,take_profit,182.1514,0.018215,10,london,0.1954,1.0,100000.0
ETHUSDT,short,2022-01-21 14:15:00,2022-01-21 14:15:00,2804.16,2022-01-21 19:45:00,2022-01-21 19:45:00,2740.36,take_profit,215.5191,0.021552,22,london,0.3775,1.0,100000.0
ETHUSDT,long,2022-01-22 15:30:00,2022-01-22 15:30:00,2388.19,2022-01-22 18:45:00,2022-01-22 18:45:00,2329.59,hard_stop,-257.3741,-0.025737,13,london,0.2155,1.0,100000.0
ETHUSDT,long,2022-01-22 21:00:00,2022-01-22 21:00:00,2427.135,2022-01-23 02:45:00,2022-01-23 02:45:00,2393.18,hard_stop,-151.8975,-0.01519,23,us,0.0788,1.0,100000.0
ETHUSDT,short,2022-01-23 14:30:00,2022-01-23 14:30:00,2447.5,2022-01-23 19:30:00,2022-01-23 19:30:00,2403.37,take_profit,168.3064,0.016831,20,london,0.0519,1.0,100000.0
ETHUSDT,long,2022-01-23 21:30:00,2022-01-23 21:30:00,2418.22,2022-01-23 23:00:00,2022-01-23 23:00:00,2488.01,take_profit,276.6007,0.02766,6,us,0.4779,1.0,100000.0
ETHUSDT,short,2022-01-24 14:30:00,2022-01-24 14:30:00,2205.55,2022-01-24 15:45:00,2022-01-24 15:45:00,2273.84,hard_stop,-321.628,-0.032163,5,london,0.0064,1.0,100000.0
ETHUSDT,short,2022-01-25 14:45:00,2022-01-25 14:45:00,2391.74,2022-01-25 17:00:00,2022-01-25 17:00:00,2450.39,hard_stop,-257.219,-0.025722,9,london,0.1227,1.0,100000.0
ETHUSDT,short,2022-01-25 20:30:00,2022-01-25 20:30:00,2442.24,2022-01-26 03:30:00,2022-01-26 03:30:00,2468.005,hard_stop,-117.4974,-0.01175,28,us,0.5262,1.0,100000.0
ETHUSDT,short,2022-01-26 10:00:00,2022-01-26 10:00:00,2486.915,2022-01-26 10:45:00,2022-01-26 10:45:00,2523.89,hard_stop,-160.6782,-0.016068,3,london,0.0291,1.0,100000.0
ETHUSDT,long,2022-01-26 18:30:00,2022-01-26 18:30:00,2588.83,2022-01-26 21:00:00,2022-01-26 21:00:00,2504.45,hard_stop,-337.9387,-0.033794,10,us,0.5469,1.0,100000.0
ETHUSDT,short,2022-01-27 16:00:00,2022-01-27 16:00:00,2472.0,2022-01-27 19:15:00,2022-01-27 19:15:00,2408.69,take_profit,244.1084,0.024411,13,us,0.5871,1.0,100000.0
ETHUSDT,long,2022-01-27 22:45:00,2022-01-27 22:45:00,2380.66,2022-01-28 03:15:00,2022-01-28 03:15:00,2443.59,take_profit,252.3385,0.025234,18,us,0.0752,1.0,100000.0
ETHUSDT,long,2022-01-28 09:15:00,2022-01-28 09:15:00,2405.8,2022-01-28 12:15:00,2022-01-28 12:15:00,2375.03,hard_stop,-139.8992,-0.01399,12,london,0.4201,1.0,100000.0
ETHUSDT,short,2022-01-28 14:15:00,2022-01-28 14:15:00,2428.26,2022-01-28 16:45:00,2022-01-28 16:45:00,2472.45,hard_stop,-193.9822,-0.019398,10,london,0.0816,1.0,100000.0
ETHUSDT,long,2022-01-29 09:15:00,2022-01-29 09:15:00,2541.04,2022-01-29 12:15:00,2022-01-29 12:15:00,2569.26,take_profit,99.0569,0.009906,12,london,0.0158,1.0,100000.0
ETHUSDT,long,2022-01-29 14:45:00,2022-01-29 14:45:00,2540.54,2022-01-29 18:30:00,2022-01-29 18:30:00,2579.635,take_profit,141.8846,0.014188,15,london,0.064,1.0,100000.0
ETHUSDT,long,2022-01-30 09:00:00,2022-01-30 09:00:00,2603.61,2022-01-30 17:00:00,2022-01-30 17:00:00,2600.8,time_stop,-22.7927,-0.002279,32,london,0.0576,1.0,100000.0
ETHUSDT,short,2022-01-30 23:15:00,2022-01-30 23:15:00,2617.34,2022-01-31 00:30:00,2022-01-31 00:30:00,2559.835,take_profit,207.7078,0.020771,5,us,0.0834,1.0,100000.0
ETHUSDT,long,2022-01-31 11:45:00,2022-01-31 11:45:00,2556.85,2022-01-31 12:15:00,2022-01-31 12:15:00,2530.79,hard_stop,-113.9223,-0.011392,2,london,0.1237,1.0,100000.0
ETHUSDT,short,2022-01-31 14:15:00,2022-01-31 14:15:00,2566.99,2022-01-31 15:00:00,2022-01-31 15:00:00,2601.565,hard_stop,-146.6908,-0.014669,3,london,0.181,1.0,100000.0
