variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,cost_pct,net_pnl_pct,bars_held,decision_tf,size_mult,conviction,exit_reason,z_entry,z_exit
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-15 20:15:00+00:00,43096.5,2024-01-15 20:18:00+00:00,43066.3,0.0007007529613772823,0.003,-0.002299247038622718,3,15m,1.0,high,take_profit,2.6735501024543384,2.6735501024543384
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-15 20:23:00+00:00,43032.6,2024-01-15 20:25:00+00:00,43058.8,-0.0006088407393465278,0.003,-0.003608840739346528,2,15m,1.0,high,hard_stop,2.6735501024543384,2.6735501024543384
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-15 20:30:00+00:00,43035.9,2024-01-15 20:31:00+00:00,42938.9,0.002253932182201379,0.003,-0.0007460678177986209,1,15m,1.0,high,take_profit,2.199294236630601,2.199294236630601
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-15 20:36:00+00:00,42956.3,2024-01-15 20:37:00+00:00,43027.2,-0.00165051459273724,0.003,-0.00465051459273724,1,15m,1.0,high,hard_stop,2.199294236630601,2.199294236630601
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-15 20:42:00+00:00,42934.7,2024-01-15 20:49:00+00:00,42870.5,0.0014952940162618056,0.003,-0.0015047059837381945,7,15m,1.0,high,take_profit,2.199294236630601,2.227446357775394
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-15 20:54:00+00:00,42877.1,2024-01-15 20:59:00+00:00,42961.3,-0.001963752212719605,0.003,-0.004963752212719605,5,15m,1.0,high,hard_stop,2.227446357775394,2.227446357775394
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-23 20:15:00+00:00,39311.1,2024-01-23 20:20:00+00:00,39253.5,0.0014652350099589873,0.003,-0.0015347649900410128,5,15m,1.0,high,take_profit,3.77080118480313,3.77080118480313
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-23 20:25:00+00:00,39244.8,2024-01-23 20:26:00+00:00,39279.4,-0.0008816454664057893,0.003,-0.0038816454664057894,1,15m,1.0,high,hard_stop,3.77080118480313,3.77080118480313
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-23 20:31:00+00:00,39309.8,2024-01-23 20:33:00+00:00,39310.7,-2.2895054159421946e-05,0.003,-0.003022895054159422,2,15m,1.0,high,trailing_stop,3.4082628875891756,3.4082628875891756
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-23 20:38:00+00:00,39325.1,2024-01-23 20:40:00+00:00,39222.5,0.0026090207017909206,0.003,-0.00039097929820907946,2,15m,1.0,high,take_profit,3.4082628875891756,3.4082628875891756
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-23 20:45:00+00:00,39262.8,2024-01-23 20:46:00+00:00,39316.1,-0.001357519076581326,0.003,-0.004357519076581326,1,15m,1.0,high,hard_stop,3.026592579889426,3.026592579889426
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-23 20:51:00+00:00,39288.2,2024-01-23 20:53:00+00:00,39187.3,0.0025682011392732518,0.003,-0.0004317988607267483,2,15m,1.0,high,take_profit,3.026592579889426,3.026592579889426
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2024-01-23 20:58:00+00:00,39042.0,2024-01-23 20:59:00+00:00,39178.0,-0.0034834281030684533,0.003,-0.006483428103068453,1,15m,1.0,high,hard_stop,3.026592579889426,3.026592579889426
