variant,symbol,direction,entry_ts,entry_price,exit_ts,exit_price,pnl_pct,cost_pct,net_pnl_pct,bars_held,decision_tf,size_mult,conviction,exit_reason,z_entry,z_exit
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2025-05-06 00:15:00+00:00,94648.7,2025-05-06 00:16:00+00:00,94580.9,0.0007163331350562574,0.003,-0.0022836668649437427,1,15m,1.0,high,take_profit,2.151518879116957,2.151518879116957
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2025-05-06 00:21:00+00:00,94556.0,2025-05-06 00:25:00+00:00,94584.4,-0.0003003511146832949,0.003,-0.003300351114683295,4,15m,1.0,high,hard_stop,2.151518879116957,2.151518879116957
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2025-05-06 01:00:00+00:00,94558.4,2025-05-06 01:01:00+00:00,94632.1,-0.0007794125112101646,0.003,-0.0037794125112101647,1,15m,1.0,high,hard_stop,2.0062074329747945,2.0062074329747945
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2025-05-06 01:06:00+00:00,94522.2,2025-05-06 01:07:00+00:00,94455.9,0.0007014225229629023,0.003,-0.0022985774770370978,1,15m,1.0,high,take_profit,2.0062074329747945,2.0062074329747945
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2025-05-06 01:12:00+00:00,94650.0,2025-05-06 01:13:00+00:00,94705.5,-0.000586370839936512,0.003,-0.003586370839936512,1,15m,1.0,high,hard_stop,2.0062074329747945,2.0062074329747945
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2025-05-06 01:18:00+00:00,94743.3,2025-05-06 01:19:00+00:00,94775.2,-0.0003366992705551297,0.003,-0.0033366992705551298,1,15m,1.0,high,hard_stop,2.029341471043502,2.029341471043502
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,short,2025-05-06 01:24:00+00:00,94860.4,2025-05-06 01:25:00+00:00,94822.9,0.00039531775113743617,0.003,-0.002604682248862564,1,15m,1.0,high,take_profit,2.029341471043502,2.029341471043502
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,long,2025-05-23 00:15:00+00:00,111744.0,2025-05-23 00:16:00+00:00,111610.6,-0.0011938001145475052,0.003,-0.004193800114547505,1,15m,1.0,high,hard_stop,-8.139714289496887,-8.139714289496887
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,long,2025-05-23 00:21:00+00:00,111675.3,2025-05-23 00:22:00+00:00,111513.0,-0.0014533204746259853,0.003,-0.004453320474625985,1,15m,1.0,high,hard_stop,-8.139714289496887,-8.139714289496887
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,long,2025-05-23 00:27:00+00:00,111572.2,2025-05-23 00:28:00+00:00,111445.4,-0.001136483819446088,0.003,-0.004136483819446088,1,15m,1.0,high,hard_stop,-8.139714289496887,-8.139714289496887
vpvr_edge_zscore_multi_tf_v1_20260720,BTCUSDT,long,2025-05-23 00:33:00+00:00,111420.6,2025-05-23 00:36:00+00:00,111365.1,-0.000498112557282937,0.003,-0.003498112557282937,3,15m,1.0,high,hard_stop,-6.286164742576989,-6.286164742576989
